レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202609171401,2026-09-17,14,01R,08:32,2026-09-17T08:40:23.449659+09:00,1,110,1,100,2,100,,,1-2,260,1,1=2,220,1,1=2,160,2,1=3,150,1,2=3,220,5,1-2-3,730,2,1=2=3,330,2
202609172301,2026-09-17,23,01R,08:44,2026-09-17T08:52:22.005281+09:00,1,100,1,100,4,140,,,1-4,260,2,1=4,360,2,1=4,170,3,1=6,500,5,4=6,660,6,1-4-6,1220,5,1=4=6,860,3
202609171402,2026-09-17,14,02R,08:58,2026-09-17T09:08:21.067347+09:00,1,250,1,120,5,170,,,1-5,380,1,1=5,360,2,1=5,210,3,1=4,220,4,4=5,430,7,1-5-4,1920,6,1=4=5,750,4
202609172302,2026-09-17,23,02R,09:10,2026-09-17T09:18:24.404276+09:00,1,130,1,100,3,230,,,1-3,540,2,1=3,310,2,1=3,120,1,1=2,130,2,2=3,160,4,1-3-2,890,4,1=2=3,190,1
202609171403,2026-09-17,14,03R,09:24,2026-09-17T09:32:28.544041+09:00,1,130,1,100,4,100,,,1-4,370,1,1=4,280,1,1=4,100,1,1=3,160,3,3=4,180,5,1-4-3,960,2,1=3=4,230,1
202609172303,2026-09-17,23,03R,09:36,2026-09-17T09:44:24.425872+09:00,1,120,1,180,2,510,,,1-2,780,4,1=2,460,3,1=2,230,4,1=4,210,2,2=4,370,7,1-2-4,3970,15,1=2=4,1950,7
202609171404,2026-09-17,14,04R,09:50,2026-09-17T09:58:24.071402+09:00,5,550,5,140,2,240,,,5-2,7300,12,2=5,3190,8,2=5,310,5,3=5,270,4,2=3,360,6,5-2-3,27880,46,2=3=5,5980,12
202609172304,2026-09-17,23,04R,10:02,2026-09-17T10:10:27.799882+09:00,1,260,1,190,2,170,,,1-2,840,3,1=2,750,4,1=2,270,5,1=3,480,8,2=3,270,4,1-2-3,2370,4,1=2=3,960,5
202609171405,2026-09-17,14,05R,10:16,2026-09-17T10:28:29.605428+09:00,3,170,3,100,5,230,,,3-5,1160,6,3=5,1100,4,3=5,250,3,2=3,140,2,2=5,370,7,3-5-2,2790,13,2=3=5,530,2
202609172305,2026-09-17,23,05R,10:28,2026-09-17T10:36:25.236987+09:00,1,180,1,130,2,190,,,1-2,400,1,1=2,420,2,1=2,200,4,1=4,130,1,2=4,350,7,1-2-4,860,1,1=2=4,410,2
202609171101,2026-09-17,11,01R,10:29,2026-09-17T10:40:34.975596+09:00,1,220,1,100,3,110,,,1-3,680,3,1=3,230,1,1=3,100,1,1=4,200,3,3=4,270,7,1-3-4,920,2,1=3=4,490,3
202609170501,2026-09-17,05,01R,10:30,2026-09-17T10:40:34.975596+09:00,1,100,1,140,3,280,,,1-3,420,2,1=3,290,1,1=3,130,2,1=2,130,1,2=3,320,5,1-3-2,1020,2,1=2=3,330,1
202609170901,2026-09-17,09,01R,10:34,2026-09-17T10:42:24.377066+09:00,1,120,1,110,5,390,,,1-5,480,4,1=5,730,5,1=5,680,7,1=6,700,8,5=6,1620,13,1-5-6,2160,12,1=5=6,2080,8
202609171301,2026-09-17,13,01R,10:36,2026-09-17T10:46:24.410113+09:00,4,900,4,310,5,360,,,4-5,6930,15,4=5,7880,10,4=5,1670,11,1=4,580,8,1=5,490,7,4-5-1,22160,50,1=4=5,2820,9
202609171801,2026-09-17,18,01R,10:38,2026-09-17T10:46:24.410113+09:00,1,100,1,100,3,130,,,1-3,240,1,1=3,170,1,1=3,100,1,1=5,170,2,3=5,230,4,1-3-5,520,1,1=3=5,260,1
202609170801,2026-09-17,08,01R,10:43,2026-09-17T10:52:22.227829+09:00,1,130,1,140,4,340,,,1-4,490,3,1=4,320,2,1=4,150,2,1=2,210,3,2=4,310,5,1-4-2,1230,5,1=2=4,380,3
