レースコード,レース日,レース場コード,レース回,艇1_登録番号,艇1_選手名,艇1_前1節_開始日,艇1_前1節_終了日,艇1_前1節_場コード,艇1_前1節_場名,艇1_前1節_グレード,艇1_前1節_着順列,艇1_前2節_開始日,艇1_前2節_終了日,艇1_前2節_場コード,艇1_前2節_場名,艇1_前2節_グレード,艇1_前2節_着順列,艇1_前3節_開始日,艇1_前3節_終了日,艇1_前3節_場コード,艇1_前3節_場名,艇1_前3節_グレード,艇1_前3節_着順列,艇1_前4節_開始日,艇1_前4節_終了日,艇1_前4節_場コード,艇1_前4節_場名,艇1_前4節_グレード,艇1_前4節_着順列,艇1_前5節_開始日,艇1_前5節_終了日,艇1_前5節_場コード,艇1_前5節_場名,艇1_前5節_グレード,艇1_前5節_着順列,艇2_登録番号,艇2_選手名,艇2_前1節_開始日,艇2_前1節_終了日,艇2_前1節_場コード,艇2_前1節_場名,艇2_前1節_グレード,艇2_前1節_着順列,艇2_前2節_開始日,艇2_前2節_終了日,艇2_前2節_場コード,艇2_前2節_場名,艇2_前2節_グレード,艇2_前2節_着順列,艇2_前3節_開始日,艇2_前3節_終了日,艇2_前3節_場コード,艇2_前3節_場名,艇2_前3節_グレード,艇2_前3節_着順列,艇2_前4節_開始日,艇2_前4節_終了日,艇2_前4節_場コード,艇2_前4節_場名,艇2_前4節_グレード,艇2_前4節_着順列,艇2_前5節_開始日,艇2_前5節_終了日,艇2_前5節_場コード,艇2_前5節_場名,艇2_前5節_グレード,艇2_前5節_着順列,艇3_登録番号,艇3_選手名,艇3_前1節_開始日,艇3_前1節_終了日,艇3_前1節_場コード,艇3_前1節_場名,艇3_前1節_グレード,艇3_前1節_着順列,艇3_前2節_開始日,艇3_前2節_終了日,艇3_前2節_場コード,艇3_前2節_場名,艇3_前2節_グレード,艇3_前2節_着順列,艇3_前3節_開始日,艇3_前3節_終了日,艇3_前3節_場コード,艇3_前3節_場名,艇3_前3節_グレード,艇3_前3節_着順列,艇3_前4節_開始日,艇3_前4節_終了日,艇3_前4節_場コード,艇3_前4節_場名,艇3_前4節_グレード,艇3_前4節_着順列,艇3_前5節_開始日,艇3_前5節_終了日,艇3_前5節_場コード,艇3_前5節_場名,艇3_前5節_グレード,艇3_前5節_着順列,艇4_登録番号,艇4_選手名,艇4_前1節_開始日,艇4_前1節_終了日,艇4_前1節_場コード,艇4_前1節_場名,艇4_前1節_グレード,艇4_前1節_着順列,艇4_前2節_開始日,艇4_前2節_終了日,艇4_前2節_場コード,艇4_前2節_場名,艇4_前2節_グレード,艇4_前2節_着順列,艇4_前3節_開始日,艇4_前3節_終了日,艇4_前3節_場コード,艇4_前3節_場名,艇4_前3節_グレード,艇4_前3節_着順列,艇4_前4節_開始日,艇4_前4節_終了日,艇4_前4節_場コード,艇4_前4節_場名,艇4_前4節_グレード,艇4_前4節_着順列,艇4_前5節_開始日,艇4_前5節_終了日,艇4_前5節_場コード,艇4_前5節_場名,艇4_前5節_グレード,艇4_前5節_着順列,艇5_登録番号,艇5_選手名,艇5_前1節_開始日,艇5_前1節_終了日,艇5_前1節_場コード,艇5_前1節_場名,艇5_前1節_グレード,艇5_前1節_着順列,艇5_前2節_開始日,艇5_前2節_終了日,艇5_前2節_場コード,艇5_前2節_場名,艇5_前2節_グレード,艇5_前2節_着順列,艇5_前3節_開始日,艇5_前3節_終了日,艇5_前3節_場コード,艇5_前3節_場名,艇5_前3節_グレード,艇5_前3節_着順列,艇5_前4節_開始日,艇5_前4節_終了日,艇5_前4節_場コード,艇5_前4節_場名,艇5_前4節_グレード,艇5_前4節_着順列,艇5_前5節_開始日,艇5_前5節_終了日,艇5_前5節_場コード,艇5_前5節_場名,艇5_前5節_グレード,艇5_前5節_着順列,艇6_登録番号,艇6_選手名,艇6_前1節_開始日,艇6_前1節_終了日,艇6_前1節_場コード,艇6_前1節_場名,艇6_前1節_グレード,艇6_前1節_着順列,艇6_前2節_開始日,艇6_前2節_終了日,艇6_前2節_場コード,艇6_前2節_場名,艇6_前2節_グレード,艇6_前2節_着順列,艇6_前3節_開始日,艇6_前3節_終了日,艇6_前3節_場コード,艇6_前3節_場名,艇6_前3節_グレード,艇6_前3節_着順列,艇6_前4節_開始日,艇6_前4節_終了日,艇6_前4節_場コード,艇6_前4節_場名,艇6_前4節_グレード,艇6_前4節_着順列,艇6_前5節_開始日,艇6_前5節_終了日,艇6_前5節_場コード,艇6_前5節_場名,艇6_前5節_グレード,艇6_前5節_着順列
202505110101,2025-05-11,01,01R,4113,木村 浩士,2025-02-13,2025-02-19,01,桐生,一般,３２１　３３　　４３６４,2024-08-03,2024-08-07,01,桐生,一般,４４３　１　６５４５,2024-05-23,2024-05-28,01,桐生,一般,１３３　５２６　４４１６,2024-04-23,2024-04-27,01,桐生,一般,３　１５４　６５３,2024-01-02,2024-01-07,01,桐生,一般,６　６３４　１　２２３６,3467,森 弘行,2025-01-17,2025-01-22,01,桐生,ＧⅢ,３　５６６　６６,2024-11-16,2024-11-20,01,桐生,一般,２　１３４５４６１６,2024-04-14,2024-04-18,01,桐生,一般,６　１６,2022-10-19,2022-10-24,01,桐生,一般,３　１６２　２６３４６２,2022-07-12,2022-07-17,01,桐生,一般,２　２５１４４２３６３５,4461,安田 吉宏,2022-05-11,2022-05-15,01,桐生,一般,５　５　５６４　２５,2022-01-22,2022-01-26,01,桐生,一般,６　４６２　６　２６,2020-11-30,2020-12-04,01,桐生,一般,５　４４５　５　３４,2020-03-06,2020-03-11,01,桐生,一般,４　６４５　６４４　５６,2019-02-06,2019-02-10,01,桐生,一般,５　５　６３４　１１,4816,村松 修二,2023-11-01,2023-11-06,01,桐生,一般,５３６　１２３　４３５６,2021-08-19,2021-08-23,01,桐生,一般,６１２３３１４２[６],2016-09-28,2016-10-02,01,桐生,一般,６６１３１　２２４,2015-11-05,2015-11-09,01,桐生,一般,５　３２５６１　１４,2015-07-04,2015-07-08,01,桐生,一般,５５６　６　２５２,4271,川崎 公靖,2024-08-22,2024-08-25,01,桐生,一般,１５２　５３３５,2021-08-19,2021-08-23,01,桐生,一般,２　６２５１６６１６,2018-11-12,2018-11-17,01,桐生,一般,２２３　１３３　４２[５],2017-06-13,2017-06-18,01,桐生,一般,５　５３６　１　４６３,2015-11-28,2015-12-01,01,桐生,一般,４　２３１２１１,3385,渡邉 睦広,2024-11-07,2024-11-12,01,桐生,一般,３３６　４４１１４　１２,2023-06-23,2023-06-28,01,桐生,一般,３１３　３３３　４４５４,2022-12-07,2022-12-11,01,桐生,一般,１４３　４４１２[３],2022-09-10,2022-09-14,01,桐生,一般,３５５　５　１３５３,2021-12-26,2021-12-31,01,桐生,一般,４　４３４５３２５　６
202505110102,2025-05-11,01,02R,4203,小倉 康典,2025-02-22,2025-02-27,01,桐生,一般,１６４　６６５　６　３４,2024-12-23,2024-12-26,01,桐生,一般,１４６　５２１,2024-10-15,2024-10-20,01,桐生,一般,１２３　４６４　２４４６,2024-08-03,2024-08-07,01,桐生,一般,３　１３５６２４２,2024-05-23,2024-05-28,01,桐生,一般,２　５２６　５６２　５５,5271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4215,吉島 祥之,2023-11-15,2023-11-19,01,桐生,一般,４　５４１１２５４２,2023-03-04,2023-03-07,01,桐生,一般,４１６１１３[４],2022-10-19,2022-10-24,01,桐生,一般,４４３　２　５６３４４１,2022-05-28,2022-06-01,01,桐生,一般,５１１　２５３２[３],2022-01-30,2022-02-03,01,桐生,一般,５６２　５　３３６４,5022,伊藤 尚汰,2025-02-13,2025-02-19,01,桐生,一般,６４２　４　５　５　３５,2024-02-07,2024-02-12,01,桐生,一般,１　４５６　３４５　５６,2023-04-04,2023-04-09,01,桐生,一般,５５６,2023-02-15,2023-02-19,01,桐生,一般,４　６　１５６４３５,,,,,,,3581,加木 郁,2023-02-02,2023-02-07,01,桐生,一般,５６１　２３３　６４２,2020-11-18,2020-11-23,01,桐生,ＧⅢ,６１４　６　４４４５１５,2018-10-04,2018-10-09,01,桐生,ＧⅢ,４５６　６２２　４　１３,2018-05-29,2018-06-03,01,桐生,一般,３　５４３４３　２　４４,2016-10-28,2016-11-02,01,桐生,一般,６　２Ｆ６　６　２,4175,川尻 泰輔,2025-03-13,2025-03-17,01,桐生,一般,３２５　５　３　６２,2024-12-23,2024-12-26,01,桐生,一般,５　２４５３２２,2024-04-23,2024-04-27,01,桐生,一般,２２４　５３２　５２,2023-11-01,2023-11-06,01,桐生,一般,６４４　２５２　４２１６,2023-03-04,2023-03-07,01,桐生,一般,６２５　２５５１
202505110103,2025-05-11,01,03R,4798,浜先 真範,2023-09-13,2023-09-18,01,桐生,ＧⅠ,５　６　６５１　３２３５,2020-02-06,2020-02-11,01,桐生,一般,３５２２１　１２２２[３],2019-02-23,2019-02-28,01,桐生,一般,６４３　２５２　４２１,2017-10-24,2017-10-29,01,桐生,一般,２　２１２２転３３４１１,,,,,,,5128,坪井 爽佑,2025-02-22,2025-02-27,01,桐生,一般,５　６６４　５２６　１６,2024-06-06,2024-06-11,01,桐生,一般,４４４　６５２　６６５６,2022-11-09,2022-11-13,01,桐生,一般,３　６　３４２６５５,2022-06-16,2022-06-19,01,桐生,一般,５　５　６２４３,2022-04-02,2022-04-07,01,桐生,一般,６　５転６　６６６　６６,3839,川合 理司,2024-09-07,2024-09-12,01,桐生,一般,５　５４４　２３６５６,2024-01-27,2024-01-31,01,桐生,一般,３　４４１５４　３５,2023-07-14,2023-07-17,01,桐生,一般,６　５５５　５,2022-10-19,2022-10-24,01,桐生,一般,３　３　３５６５５　３４,2022-07-22,2022-07-26,01,桐生,一般,６　１　２４６３２６,3313,本吉 正樹,2024-04-23,2024-04-27,01,桐生,一般,１　５３５　４２４３,2024-02-07,2024-02-12,01,桐生,一般,１４５　５６４　６　２４,2022-05-28,2022-06-01,01,桐生,一般,４　６２５　３　３４,2022-03-03,2022-03-07,01,桐生,一般,　　３　５６４　２６,2022-01-30,2022-02-03,01,桐生,一般,３　１５３３５５６３,5237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4134,杉山 貴博,2024-05-23,2024-05-28,01,桐生,一般,２　１５１１１３４１[２],2023-10-18,2023-10-23,01,桐生,一般,４１２　２４１３１２[６],2022-05-28,2022-06-01,01,桐生,一般,６３４３１３１６２６,2021-12-26,2021-12-31,01,桐生,一般,５　４４３１１落６２[３],2021-11-12,2021-11-17,01,桐生,一般,３３１４４　３４１３５３
202505110104,2025-05-11,01,04R,4466,南 佑典,2024-11-16,2024-11-20,01,桐生,一般,４　４６３２３４２５,2024-03-17,2024-03-23,01,桐生,一般,３２６　３２４４２　６２,2022-11-09,2022-11-13,01,桐生,一般,４５１４２　１６１５,2022-05-19,2022-05-22,01,桐生,一般,１５４４４　２,2021-03-23,2021-03-28,01,桐生,一般,２３２　２２３４１３４４,4957,竹之内 極,2024-07-05,2024-07-10,01,桐生,一般,５４４６１　３３Ｆ６６,2022-03-11,2022-03-15,01,桐生,一般,６　４４４　３　１,2020-10-05,2020-10-10,01,桐生,一般,６　１Ｆ４　４３４　４,,,,,,,,,,,,,5300,横田 海人,2025-03-03,2025-03-08,01,桐生,一般,６　６　６　５６６　２６,,,,,,,,,,,,,,,,,,,,,,,,,4471,新田 泰章,2024-10-06,2024-10-11,01,桐生,ＧⅠ,３　４４４　５３４　３,2024-05-11,2024-05-16,01,桐生,一般,３　３６１３２３２４２２,2022-09-10,2022-09-14,01,桐生,一般,６４３　２３３１３,2017-10-14,2017-10-19,01,桐生,ＧⅠ,３　２　６３３　２５２５,2017-08-18,2017-08-21,01,桐生,一般,５２転２４３２,4911,片岡 大地,2024-11-16,2024-11-20,01,桐生,一般,２４４　２２１３５１,2024-04-23,2024-04-27,01,桐生,一般,３　５４２　２　３４,2022-06-16,2022-06-19,01,桐生,一般,６　５４１　５６,2021-05-23,2021-05-28,01,桐生,一般,３６３　５　６６５　６,2020-11-08,2020-11-13,01,桐生,一般,転６５　６　４６,4074,柳沢 一,2024-10-06,2024-10-11,01,桐生,ＧⅠ,２６４　５　４５２　３,2024-04-23,2024-04-27,01,桐生,一般,２３２１３２２１[４],2019-11-19,2019-11-24,01,桐生,ＳＧ,６　４３Ｆ３４　２　５,2019-05-31,2019-06-05,01,桐生,ＧⅠ,６５２　１６４　６１１,2018-10-19,2018-10-22,01,桐生,一般,２１２６１３[２]
202505110105,2025-05-11,01,05R,5002,上田 健太,2023-04-04,2023-04-09,01,桐生,一般,３　４３５５１２　　１５,2022-04-02,2022-04-07,01,桐生,一般,４４３　３５２　５２５,2021-09-21,2021-09-26,01,桐生,一般,２　５２４　５１３６６１,2020-06-14,2020-06-19,01,桐生,ＧⅢ,５　５　６６３　３４５３,2020-01-11,2020-01-16,01,桐生,一般,６　４６４３１　４２６,3591,後藤 孝義,2021-08-01,2021-08-06,01,桐生,一般,１不,2020-10-15,2020-10-19,01,桐生,一般,１　６５５６１　６４,2020-06-08,2020-06-11,01,桐生,一般,２５５　５　２２,2018-11-12,2018-11-17,01,桐生,一般,３　２３５　４６５　５５,2017-12-19,2017-12-24,01,桐生,一般,４　１２２１４　４４５６,4465,大西 賢,2024-01-18,2024-01-22,01,桐生,一般,５　６６,2022-03-22,2022-03-25,01,桐生,一般,３　５５４３４,2021-12-02,2021-12-07,01,桐生,一般,５　５６１３６　４　６４,2020-10-15,2020-10-19,01,桐生,一般,５　３　５１２　２３,2020-07-23,2020-07-26,01,桐生,一般,３　５　５５５４,4547,中田 竜太,2024-10-06,2024-10-11,01,桐生,ＧⅠ,３　１　３２１　１　[４],2022-02-07,2022-02-12,01,桐生,ＧⅠ,６　５１２　２　４４４１,2022-01-13,2022-01-19,01,桐生,一般,２　２１５２１１４３２２,2021-09-11,2021-09-16,01,桐生,ＧⅠ,２４２　６１３　６　１５,2021-04-08,2021-04-13,01,桐生,一般,２１１　１１１２２１[６],4461,安田 吉宏,2022-05-11,2022-05-15,01,桐生,一般,５　５　５６４　２５,2022-01-22,2022-01-26,01,桐生,一般,６　４６２　６　２６,2020-11-30,2020-12-04,01,桐生,一般,５　４４５　５　３４,2020-03-06,2020-03-11,01,桐生,一般,４　６４５　６４４　５６,2019-02-06,2019-02-10,01,桐生,一般,５　５　６３４　１１,5010,宇留田 翔平,2025-02-22,2025-02-27,01,桐生,一般,６５５２２　４４５　５１,2024-11-16,2024-11-20,01,桐生,一般,３　１　１５１２[５],2024-03-17,2024-03-23,01,桐生,一般,４２４　６２５　６６５,2023-02-15,2023-02-19,01,桐生,一般,２５３　１　１３６２,2021-07-14,2021-07-19,01,桐生,一般,１４４６４　２　６６３
202505110106,2025-05-11,01,06R,4682,大上 卓人,2024-10-06,2024-10-11,01,桐生,ＧⅠ,２　３６３　６６５　５,2023-11-15,2023-11-19,01,桐生,一般,６３２２１１３２[２],2023-05-17,2023-05-22,01,桐生,ＧⅡ,６　３　３５１２３　３６,2023-04-16,2023-04-21,01,桐生,一般,１４１１２　２１３１[２],2017-08-18,2017-08-21,01,桐生,一般,１６１２１４[３],4669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3467,森 弘行,2025-01-17,2025-01-22,01,桐生,ＧⅢ,３　５６６　６６,2024-11-16,2024-11-20,01,桐生,一般,２　１３４５４６１６,2024-04-14,2024-04-18,01,桐生,一般,６　１６,2022-10-19,2022-10-24,01,桐生,一般,３　１６２　２６３４６２,2022-07-12,2022-07-17,01,桐生,一般,２　２５１４４２３６３５,5271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4592,小林 孝弘,2024-07-25,2024-07-30,01,桐生,一般,２６５　５４４　５　３２,2024-05-23,2024-05-28,01,桐生,一般,４３５　３６４　４　４２,2018-04-04,2018-04-08,01,桐生,一般,６　４　５３４　２４,2015-05-29,2015-06-03,01,桐生,一般,５　４　４６４　５３５６,,,,,,,3602,奥平 拓也,2024-10-24,2024-10-29,01,桐生,ＧⅢ,６　４１３　２５６１２５,2024-04-05,2024-04-10,01,桐生,一般,４　５５６　１６３　５６,2023-09-05,2023-09-09,01,桐生,一般,６３５　３５６　２５,2023-07-29,2023-08-03,01,桐生,ＧⅢ,５３４　５４３　４　３５,2023-02-23,2023-02-28,01,桐生,一般,１　５５２４１５４
202505110107,2025-05-11,01,07R,5015,高橋 竜矢,2024-09-18,2024-09-23,01,桐生,ＧⅠ,６　３６２　５　３３４,2024-08-03,2024-08-07,01,桐生,一般,２４２２１４５２[６],2022-04-02,2022-04-07,01,桐生,一般,４　３転３３２　２３３,2020-01-22,2020-01-27,01,桐生,一般,５５４　転　２５４　４,,,,,,,5083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3385,渡邉 睦広,2024-11-07,2024-11-12,01,桐生,一般,３３６　４４１１４　１２,2023-06-23,2023-06-28,01,桐生,一般,３１３　３３３　４４５４,2022-12-07,2022-12-11,01,桐生,一般,１４３　４４１２[３],2022-09-10,2022-09-14,01,桐生,一般,３５５　５　１３５３,2021-12-26,2021-12-31,01,桐生,一般,４　４３４５３２５　６,3722,西村 秀樹,2025-01-17,2025-01-22,01,桐生,ＧⅢ,５　４２６　６５５　１５,2019-08-21,2019-08-26,01,桐生,一般,４６５　５,2018-03-01,2018-03-07,01,桐生,一般,４４　　２　４４４　４　４５,2017-01-23,2017-01-26,01,桐生,一般,５　３６４　４１,2016-09-28,2016-10-02,01,桐生,一般,２　４６５３５　３,5216,長谷川 晴哉,2025-05-01,2025-05-06,01,桐生,一般,１５３　２６１　４　５２,2025-03-13,2025-03-17,01,桐生,一般,１３　　２３２２[２],2025-03-03,2025-03-08,01,桐生,一般,１１　　１３２４３３５１,2024-12-31,2025-01-05,01,桐生,一般,２６１　１２３　６　３１,2024-08-11,2024-08-16,01,桐生,一般,５　３４３転４６４３６,5033,藤原 孝斗,2025-03-03,2025-03-08,01,桐生,一般,５５６　１　５　１５６,2024-12-02,2024-12-07,01,桐生,一般,３４５　３５５　１　６５,2024-08-22,2024-08-25,01,桐生,一般,２２５　５３１６,2024-02-23,2024-02-27,01,桐生,一般,４　１Ｆ６　５　３,2023-12-09,2023-12-13,01,桐生,一般,２　２５５　５１１１
202505110108,2025-05-11,01,08R,4215,吉島 祥之,2023-11-15,2023-11-19,01,桐生,一般,４　５４１１２５４２,2023-03-04,2023-03-07,01,桐生,一般,４１６１１３[４],2022-10-19,2022-10-24,01,桐生,一般,４４３　２　５６３４４１,2022-05-28,2022-06-01,01,桐生,一般,５１１　２５３２[３],2022-01-30,2022-02-03,01,桐生,一般,５６２　５　３３６４,4111,奥田 誠,2025-01-31,2025-02-05,01,桐生,一般,２６３　３６３　５４３３,2023-12-09,2023-12-13,01,桐生,一般,６４３１６５３　６,2023-02-02,2023-02-07,01,桐生,一般,不３４　１　１５５６５４,2021-08-19,2021-08-23,01,桐生,一般,３５３５３　３５５,2018-12-18,2018-12-22,01,桐生,一般,６５４　３　６２３,4113,木村 浩士,2025-02-13,2025-02-19,01,桐生,一般,３２１　３３　　４３６４,2024-08-03,2024-08-07,01,桐生,一般,４４３　１　６５４５,2024-05-23,2024-05-28,01,桐生,一般,１３３　５２６　４４１６,2024-04-23,2024-04-27,01,桐生,一般,３　１５４　６５３,2024-01-02,2024-01-07,01,桐生,一般,６　６３４　１　２２３６,5300,横田 海人,2025-03-03,2025-03-08,01,桐生,一般,６　６　６　５６６　２６,,,,,,,,,,,,,,,,,,,,,,,,,4939,宮之原 輝紀,2024-10-06,2024-10-11,01,桐生,ＧⅠ,２１転,2024-09-18,2024-09-23,01,桐生,ＧⅠ,３　６３４　２２６　１６,2024-02-16,2024-02-19,01,桐生,一般,１３１１１２[２],2022-09-01,2022-09-06,01,桐生,ＧⅠ,４　３５２　６３６５３,2022-04-02,2022-04-07,01,桐生,一般,３　２１２１１１２１[１],5128,坪井 爽佑,2025-02-22,2025-02-27,01,桐生,一般,５　６６４　５２６　１６,2024-06-06,2024-06-11,01,桐生,一般,４４４　６５２　６６５６,2022-11-09,2022-11-13,01,桐生,一般,３　６　３４２６５５,2022-06-16,2022-06-19,01,桐生,一般,５　５　６２４３,2022-04-02,2022-04-07,01,桐生,一般,６　５転６　６６６　６６
202505110109,2025-05-11,01,09R,4856,豊田 健士郎,2024-11-16,2024-11-20,01,桐生,一般,４２１３１５５１[１],2024-09-18,2024-09-23,01,桐生,ＧⅠ,３１２　２３５　５　１５,2023-11-23,2023-11-28,01,桐生,ＧⅢ,２　５１１１１５２１[３],2023-02-23,2023-02-28,01,桐生,一般,２５４１２５６４１３,2022-09-01,2022-09-06,01,桐生,ＧⅠ,４　１３３　３３エ　４５,4271,川崎 公靖,2024-08-22,2024-08-25,01,桐生,一般,１５２　５３３５,2021-08-19,2021-08-23,01,桐生,一般,２　６２５１６６１６,2018-11-12,2018-11-17,01,桐生,一般,２２３　１３３　４２[５],2017-06-13,2017-06-18,01,桐生,一般,５　５３６　１　４６３,2015-11-28,2015-12-01,01,桐生,一般,４　２３１２１１,3313,本吉 正樹,2024-04-23,2024-04-27,01,桐生,一般,１　５３５　４２４３,2024-02-07,2024-02-12,01,桐生,一般,１４５　５６４　６　２４,2022-05-28,2022-06-01,01,桐生,一般,４　６２５　３　３４,2022-03-03,2022-03-07,01,桐生,一般,　　３　５６４　２６,2022-01-30,2022-02-03,01,桐生,一般,３　１５３３５５６３,4697,國弘 翔平,2025-02-13,2025-02-19,01,桐生,一般,３５４　５　５２５　３,2024-04-14,2024-04-18,01,桐生,一般,３　４５４４２　２５,2019-07-03,2019-07-08,01,桐生,一般,５　５２６１３　Ｆ　落,2018-10-19,2018-10-22,01,桐生,一般,５　４　５５１５,2017-08-25,2017-08-29,01,桐生,一般,６　２　４６６　５１,4233,亀山 雅幸,2025-02-22,2025-02-27,01,桐生,一般,２３２　６１３５６６１６,2024-12-31,2025-01-05,01,桐生,一般,５　４３１１２４６　２４,2024-11-16,2024-11-20,01,桐生,一般,３４１　１３２２[６],2024-07-05,2024-07-10,01,桐生,一般,５４３　３２６５４１４１,2024-05-23,2024-05-28,01,桐生,一般,２１４　３３３　１５２３,4471,新田 泰章,2024-10-06,2024-10-11,01,桐生,ＧⅠ,３　４４４　５３４　３,2024-05-11,2024-05-16,01,桐生,一般,３　３６１３２３２４２２,2022-09-10,2022-09-14,01,桐生,一般,６４３　２３３１３,2017-10-14,2017-10-19,01,桐生,ＧⅠ,３　２　６３３　２５２５,2017-08-18,2017-08-21,01,桐生,一般,５２転２４３２
202505110110,2025-05-11,01,10R,4066,東本 勝利,2024-12-14,2024-12-18,01,桐生,一般,１１３２３４３２[３],2024-06-06,2024-06-11,01,桐生,一般,３４４　３５２５４４３,2022-07-22,2022-07-26,01,桐生,一般,２５３４１６２５６５,2021-11-03,2021-11-07,01,桐生,一般,１５１２４　５３２１,2021-03-23,2021-03-28,01,桐生,一般,４１５１１　５６１１[６],5237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4466,南 佑典,2024-11-16,2024-11-20,01,桐生,一般,４　４６３２３４２５,2024-03-17,2024-03-23,01,桐生,一般,３２６　３２４４２　６２,2022-11-09,2022-11-13,01,桐生,一般,４５１４２　１６１５,2022-05-19,2022-05-22,01,桐生,一般,１５４４４　２,2021-03-23,2021-03-28,01,桐生,一般,２３２　２２３４１３４４,4669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4465,大西 賢,2024-01-18,2024-01-22,01,桐生,一般,５　６６,2022-03-22,2022-03-25,01,桐生,一般,３　５５４３４,2021-12-02,2021-12-07,01,桐生,一般,５　５６１３６　４　６４,2020-10-15,2020-10-19,01,桐生,一般,５　３　５１２　２３,2020-07-23,2020-07-26,01,桐生,一般,３　５　５５５４,4816,村松 修二,2023-11-01,2023-11-06,01,桐生,一般,５３６　１２３　４３５６,2021-08-19,2021-08-23,01,桐生,一般,６１２３３１４２[６],2016-09-28,2016-10-02,01,桐生,一般,６６１３１　２２４,2015-11-05,2015-11-09,01,桐生,一般,５　３２５６１　１４,2015-07-04,2015-07-08,01,桐生,一般,５５６　６　２５２
