レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーター2連率pt,1枠_寄与_モーター2連率pt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーター2連率pt,2枠_寄与_モーター2連率pt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーター2連率pt,3枠_寄与_モーター2連率pt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーター2連率pt,4枠_寄与_モーター2連率pt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーター2連率pt,5枠_寄与_モーター2連率pt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーター2連率pt,6枠_寄与_モーター2連率pt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202607120201,2026-07-12,02,1R,daily,67.6,19.75,61.95,19.49,41.37,3.45,50.0,10.95,50.0,4.56,58.18,53.26,15.56,96.06,30.22,48.56,4.04,50.0,10.95,50.0,4.56,65.32,50.25,14.68,83.88,26.38,46.76,3.89,50.0,10.95,50.0,4.56,60.46,49.61,14.49,86.31,27.15,47.21,3.93,50.0,10.95,50.0,4.56,61.08,44.82,13.09,54.65,17.19,65.19,5.43,50.0,10.95,50.0,4.56,51.21,33.57,9.81,86.31,27.15,52.16,4.34,50.0,10.95,50.0,4.56,56.8
202607120201,2026-07-12,02,1R,realtime,67.6,19.75,61.95,19.49,41.37,3.45,69.76,15.27,51.26,4.67,62.62,53.26,15.56,96.06,30.22,48.56,4.04,59.3,12.98,30.48,2.78,65.58,49.61,14.49,83.88,26.38,46.76,3.89,51.63,11.3,65.31,5.95,62.03,50.25,14.68,86.31,27.15,47.21,3.93,47.38,10.37,42.23,3.85,59.98,44.82,13.09,54.65,17.19,65.19,5.43,32.65,7.15,56.72,5.17,48.03,33.57,9.81,86.31,27.15,52.16,4.34,39.3,8.6,53.85,4.91,54.81
202607120202,2026-07-12,02,2R,daily,67.6,19.75,100.93,31.75,51.86,4.32,50.0,10.95,50.0,4.56,71.32,53.26,15.56,88.75,27.92,44.07,3.67,50.0,10.95,50.0,4.56,62.65,50.25,14.68,74.13,23.32,45.86,3.82,50.0,10.95,50.0,4.56,57.32,49.61,14.49,47.34,14.89,54.25,4.52,50.0,10.95,50.0,4.56,49.4,44.82,13.09,103.37,32.51,51.56,4.29,50.0,10.95,50.0,4.56,65.4,33.57,9.81,69.26,21.79,51.41,4.28,50.0,10.95,50.0,4.56,51.38
202607120202,2026-07-12,02,2R,realtime,67.6,19.75,100.93,31.75,51.86,4.32,56.3,12.32,49.88,4.55,72.68,53.26,15.56,88.75,27.92,44.07,3.67,48.79,10.68,50.88,4.64,62.46,50.25,14.68,74.13,23.32,45.86,3.82,38.93,8.52,47.56,4.33,54.68,49.61,14.49,47.34,14.89,54.25,4.52,43.06,9.43,47.65,4.34,47.67,44.82,13.09,103.37,32.51,51.56,4.29,56.68,12.41,53.37,4.86,67.17,33.57,9.81,69.26,21.79,51.41,4.28,56.25,12.31,50.51,4.6,52.79
202607120203,2026-07-12,02,3R,daily,67.6,19.75,103.37,32.51,40.77,3.4,50.0,10.95,50.0,4.56,71.16,53.26,15.56,66.83,21.02,45.42,3.78,50.0,10.95,50.0,4.56,55.86,50.25,14.68,74.13,23.32,50.81,4.23,50.0,10.95,50.0,4.56,57.73,49.61,14.49,88.75,27.92,57.7,4.81,50.0,10.95,50.0,4.56,62.72,44.82,13.09,57.08,17.96,45.12,3.76,50.0,10.95,50.0,4.56,50.31,33.57,9.81,47.34,14.89,46.31,3.86,50.0,10.95,50.0,4.56,44.06
202607120203,2026-07-12,02,3R,realtime,67.6,19.75,103.37,32.51,40.77,3.4,55.88,12.23,49.88,4.55,72.43,53.26,15.56,66.83,21.02,45.42,3.78,47.85,10.48,50.88,4.64,55.47,50.25,14.68,74.13,23.32,50.81,4.23,66.08,14.46,47.56,4.33,61.03,49.61,14.49,88.75,27.92,57.7,4.81,52.5,11.49,47.65,4.34,63.05,44.82,13.09,57.08,17.96,45.12,3.76,46.38,10.15,53.37,4.86,49.82,33.57,9.81,47.34,14.89,46.31,3.86,31.31,6.85,50.51,4.6,40.01
202607120204,2026-07-12,02,4R,daily,67.6,19.75,71.7,22.55,50.21,4.18,50.0,10.95,50.0,4.56,61.98,53.26,15.56,64.39,20.25,62.04,5.17,50.0,10.95,50.0,4.56,56.48,50.25,14.68,47.34,14.89,58.0,4.83,50.0,10.95,50.0,4.56,49.9,49.61,14.49,93.62,29.45,52.91,4.41,50.0,10.95,50.0,4.56,63.85,44.82,13.09,98.5,30.98,49.16,4.09,50.0,10.95,50.0,4.56,63.67,33.57,9.81,105.8,33.28,44.82,3.73,50.0,10.95,50.0,4.56,62.32
202607120204,2026-07-12,02,4R,realtime,67.6,19.75,71.7,22.55,50.21,4.18,48.81,10.68,49.39,4.5,61.67,53.26,15.56,64.39,20.25,62.04,5.17,50.98,11.16,51.43,4.69,56.83,50.25,14.68,47.34,14.89,58.0,4.83,49.4,10.81,47.25,4.31,49.52,49.61,14.49,93.62,29.45,52.91,4.41,55.8,12.21,47.52,4.33,64.89,44.82,13.09,98.5,30.98,49.16,4.09,33.32,7.29,52.25,4.76,60.23,33.57,9.81,105.8,33.28,44.82,3.73,61.67,13.5,52.01,4.74,65.06
202607120205,2026-07-12,02,5R,daily,67.6,19.75,100.93,31.75,70.13,5.84,50.0,10.95,50.0,4.56,72.84,53.26,15.56,86.31,27.15,47.21,3.93,50.0,10.95,50.0,4.56,62.14,50.25,14.68,52.21,16.42,47.51,3.96,50.0,10.95,50.0,4.56,50.56,49.61,14.49,96.06,30.22,48.56,4.04,50.0,10.95,50.0,4.56,64.25,44.82,13.09,44.9,14.12,52.76,4.39,50.0,10.95,50.0,4.56,47.11,33.57,9.81,49.77,15.66,46.16,3.84,50.0,10.95,50.0,4.56,44.81
202607120205,2026-07-12,02,5R,realtime,67.6,19.75,100.93,31.75,70.13,5.84,70.34,15.4,49.39,4.5,77.23,53.26,15.56,86.31,27.15,47.21,3.93,64.01,14.01,51.43,4.69,65.34,50.25,14.68,52.21,16.42,47.51,3.96,45.0,9.85,47.25,4.31,49.22,49.61,14.49,96.06,30.22,48.56,4.04,45.01,9.85,47.52,4.33,62.94,44.82,13.09,44.9,14.12,52.76,4.39,29.39,6.43,52.25,4.76,42.81,33.57,9.81,49.77,15.66,46.16,3.84,46.24,10.12,52.01,4.74,44.17
