レースコード,レース日,レース場,レース回,締切時刻,取得日時,気象観測時刻,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃)
202609051001,2026-09-05,10,01R,08:32,2026-09-05T08:22:20.886311+09:00,0800,2.0,1,2.0,1,25.0,24.0
202609051801,2026-09-05,18,01R,08:44,2026-09-05T08:34:21.640380+09:00,0805,1.0,6,1.0,1,23.0,27.0
202609051002,2026-09-05,10,02R,08:58,2026-09-05T08:48:20.406774+09:00,0835,4.0,1,4.0,1,25.0,24.0
202609051802,2026-09-05,18,02R,09:10,2026-09-05T09:01:11.092763+09:00,0805,1.0,6,1.0,1,23.0,27.0
202609051003,2026-09-05,10,03R,09:24,2026-09-05T09:14:20.584609+09:00,0835,4.0,1,4.0,1,25.0,24.0
202609051803,2026-09-05,18,03R,09:36,2026-09-05T09:26:25.842033+09:00,0847,2.0,3,2.0,2,24.0,27.0
202609051004,2026-09-05,10,04R,09:50,2026-09-05T09:40:20.849973+09:00,0927,5.0,8,5.0,1,25.0,24.0
202609051804,2026-09-05,18,04R,10:02,2026-09-05T09:52:21.303949+09:00,0913,2.0,3,2.0,2,25.0,27.0
202609051005,2026-09-05,10,05R,10:18,2026-09-05T10:08:21.569961+09:00,0953,7.0,8,7.0,1,25.0,24.0
202609051805,2026-09-05,18,05R,10:29,2026-09-05T10:20:25.346338+09:00,0939,3.0,3,3.0,2,26.0,27.0
202609051101,2026-09-05,11,01R,10:33,2026-09-05T10:24:20.997949+09:00,0955,0.0,,1.0,1,25.0,28.0
202609051301,2026-09-05,13,01R,10:36,2026-09-05T10:26:26.334086+09:00,1023,6.0,3,4.0,1,28.7,27.0
202609050901,2026-09-05,09,01R,10:42,2026-09-05T10:32:17.556655+09:00,0930,1.0,3,1.0,1,24.0,26.0
202609050201,2026-09-05,02,01R,10:47,2026-09-05T10:38:25.685853+09:00,1030,2.0,1,1.0,2,20.0,26.0
202609051006,2026-09-05,10,06R,10:50,2026-09-05T10:40:23.624372+09:00,1021,8.0,1,8.0,1,26.0,25.0
202609051701,2026-09-05,17,01R,10:54,2026-09-05T10:44:22.641596+09:00,1000,4.0,2,4.0,1,26.0,27.0
