レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連複_1=2=3,3連複_1=2=4,3連複_1=2=5,3連複_1=2=6,3連複_1=3=4,3連複_1=3=5,3連複_1=3=6,3連複_1=4=5,3連複_1=4=6,3連複_1=5=6,3連複_2=3=4,3連複_2=3=5,3連複_2=3=6,3連複_2=4=5,3連複_2=4=6,3連複_2=5=6,3連複_3=4=5,3連複_3=4=6,3連複_3=5=6,3連複_4=5=6,拡連複_1=2_下限,拡連複_1=2_上限,拡連複_1=3_下限,拡連複_1=3_上限,拡連複_1=4_下限,拡連複_1=4_上限,拡連複_1=5_下限,拡連複_1=5_上限,拡連複_1=6_下限,拡連複_1=6_上限,拡連複_2=3_下限,拡連複_2=3_上限,拡連複_2=4_下限,拡連複_2=4_上限,拡連複_2=5_下限,拡連複_2=5_上限,拡連複_2=6_下限,拡連複_2=6_上限,拡連複_3=4_下限,拡連複_3=4_上限,拡連複_3=5_下限,拡連複_3=5_上限,拡連複_3=6_下限,拡連複_3=6_上限,拡連複_4=5_下限,拡連複_4=5_上限,拡連複_4=6_下限,拡連複_4=6_上限,拡連複_5=6_下限,拡連複_5=6_上限,単勝_1,単勝_2,単勝_3,単勝_4,単勝_5,単勝_6,複勝_1_下限,複勝_1_上限,複勝_2_下限,複勝_2_上限,複勝_3_下限,複勝_3_上限,複勝_4_下限,複勝_4_上限,複勝_5_下限,複勝_5_上限,複勝_6_下限,複勝_6_上限
202608071001,2026-08-07,10,01R,08:32,2026-08-07T08:22:36.651495+09:00,2.5,6.2,3.1,15.4,14.3,9.0,53.3,45.1,83.7,146.6,39.1,23.4,73.3,53.3,45.1,146.6,73.3,293.2,586.5,97.7,1.0,1.0,1.2,2.0,2.8,5.2,3.7,7.1,4.8,8.4,1.8,4.0,2.3,4.2,2.3,4.0,11.0,19.7,11.4,14.1,22.7,27.7,34.1,41.2,36.2,41.5,76.5,82.2,38.5,41.5,1.0,3.7,0.0,0.0,15.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0
202608071401,2026-08-07,14,01R,08:44,2026-08-07T08:34:28.350753+09:00,3.9,9.6,7.6,33.4,4.3,4.1,26.4,8.2,83.6,83.6,35.8,17.9,167.2,167.2,83.6,100.3,41.8,71.6,250.8,501.7,2.1,4.7,1.0,1.1,1.9,4.2,1.4,2.8,22.8,49.1,2.7,6.6,8.8,30.4,7.3,26.6,0.0,0.0,2.1,4.9,2.9,7.9,45.0,101.6,4.0,14.2,0.0,0.0,0.0,0.0,1.0,24.0,8.0,0.0,24.0,0.0,1.0,1.0,2.7,7.7,1.1,2.8,2.1,5.9,3.9,11.4,7.5,22.1
202608071002,2026-08-07,10,02R,08:58,2026-08-07T08:48:30.242213+09:00,2.6,2.0,10.7,22.3,12.5,39.1,104.3,48.1,125.2,156.5,11.3,31.3,156.5,39.1,56.9,313.1,89.4,626.2,626.2,156.5,1.0,1.0,2.3,9.8,2.6,13.0,3.6,15.2,16.7,74.6,2.6,11.1,1.5,5.4,3.6,14.5,8.7,37.3,3.7,10.9,16.4,25.7,0.0,0.0,0.0,0.0,0.0,0.0,49.7,153.0,1.0,2.6,0.0,60.7,0.0,0.0,1.0,1.3,1.0,2.7,4.8,19.5,1.5,4.8,0.0,0.0,0.0,0.0
202608071402,2026-08-07,14,02R,09:10,2026-08-07T09:00:37.743264+09:00,4.7,5.0,13.9,22.1,17.1,39.9,42.8,24.9,31.5,66.5,5.7,17.1,28.5,7.5,12.4,31.5,27.2,49.9,74.9,29.9,1.4,1.7,2.7,3.9,3.3,5.0,6.1,7.7,14.0,17.0,1.6,2.0,1.3,1.6,3.5,4.3,6.2,7.3,3.7,5.5,5.0,6.1,21.6,25.1,5.2,6.8,10.3,12.8,16.2,17.0,3.5,2.6,15.7,2.2,7.8,31.5,2.4,3.1,1.5,1.9,1.7,2.2,1.3,1.5,3.1,4.1,4.5,5.8
202608071003,2026-08-07,10,03R,09:24,2026-08-07T09:14:38.034081+09:00,2.2,6.3,55.2,55.2,2.2,21.7,22.3,69.0,48.7,82.8,39.4,51.7,207.0,138.0,207.0,207.0,75.2,92.0,165.6,138.0,1.8,4.2,1.0,1.0,1.7,3.7,5.3,12.0,4.4,7.1,2.0,4.9,2.3,6.9,0.0,0.0,30.5,51.7,2.5,6.7,6.9,16.6,6.8,11.6,0.0,0.0,15.2,26.0,32.7,51.7,1.0,156.7,78.3,0.0,156.7,0.0,1.0,1.0,5.6,30.7,2.1,10.5,1.0,4.1,5.6,30.7,5.6,30.7
202608071403,2026-08-07,14,03R,09:36,2026-08-07T09:26:23.496462+09:00,4.2,3.6,2.7,20.3,19.4,22.3,74.5,14.4,89.4,44.7,37.2,20.3,149.0,29.8,149.0,55.8,40.6,223.5,74.5,55.8,1.2,1.6,3.4,7.3,3.6,5.1,1.1,1.3,11.5,22.7,7.4,14.4,3.1,4.0,2.0,3.5,18.6,34.8,10.6,17.9,2.3,4.4,0.0,0.0,3.6,5.1,22.2,35.0,11.5,21.8,1.0,0.0,0.0,21.0,0.0,21.0,1.0,1.0,1.3,7.5,4.1,30.0,1.6,10.0,0.0,0.0,2.2,15.0
202608071004,2026-08-07,10,04R,09:50,2026-08-07T09:40:23.693635+09:00,13.4,2.1,12.2,85.9,4.3,11.9,71.6,6.5,61.3,143.2,17.1,25.2,143.2,35.8,143.2,143.2,53.7,71.6,143.2,85.9,2.2,2.5,3.2,4.9,2.2,3.5,2.0,2.3,6.2,6.7,3.3,4.8,2.0,3.1,2.6,3.0,4.3,4.6,0.0,0.0,3.2,5.2,12.5,20.2,4.0,6.7,6.1,10.5,12.0,13.0,1.0,45.0,0.0,15.0,15.0,0.0,1.1,3.2,2.6,9.7,2.6,9.7,1.0,1.3,2.6,9.7,0.0,0.0
202608071404,2026-08-07,14,04R,10:02,2026-08-07T09:52:19.661575+09:00,11.2,13.8,11.2,3.5,20.7,34.6,18.0,46.1,13.4,4.3,51.9,37.7,34.6,83.1,12.5,19.7,103.8,51.9,69.2,12.2,2.9,3.2,3.1,3.4,1.8,1.9,2.8,3.1,1.9,2.0,7.1,7.7,5.5,6.6,5.2,5.7,3.9,4.6,4.3,5.0,4.6,5.0,4.9,5.7,8.0,9.5,7.5,9.4,2.4,2.8,1.5,7.5,7.5,0.0,7.5,3.7,1.0,1.5,1.8,6.0,0.0,0.0,0.0,0.0,3.3,12.0,1.0,2.4
202608071005,2026-08-07,10,05R,10:18,2026-08-07T10:08:23.056537+09:00,16.7,3.0,34.5,12.4,13.3,20.9,14.3,12.4,3.5,15.0,41.8,36.6,73.3,48.8,26.6,73.3,73.3,53.3,117.3,27.9,2.6,4.6,4.4,7.9,1.1,1.8,5.5,9.7,1.0,1.0,12.2,13.0,10.4,13.0,18.2,19.2,5.1,9.8,15.8,19.1,18.7,19.2,5.3,9.8,4.9,5.8,2.2,5.1,7.0,12.9,1.0,15.7,0.0,15.7,0.0,0.0,1.1,1.3,6.3,9.3,1.8,2.6,1.3,1.8,6.3,9.3,1.8,2.6
202608071405,2026-08-07,14,05R,10:28,2026-08-07T10:18:33.552916+09:00,4.4,15.3,4.8,55.3,16.7,5.0,69.1,22.1,92.2,36.9,29.1,6.2,69.1,30.7,50.3,30.7,8.6,61.5,50.3,46.1,3.7,4.0,2.7,4.0,7.0,8.1,3.4,5.0,12.6,13.6,4.0,6.3,7.8,9.3,2.6,3.6,9.9,11.1,5.3,9.4,1.1,1.1,8.5,13.7,1.7,2.3,15.2,18.0,2.7,3.7,1.6,6.7,2.2,0.0,6.7,0.0,1.1,2.0,1.3,3.0,0.0,0.0,2.2,6.0,1.3,3.0,0.0,0.0
