レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202605302301,2026-05-30,23,01R,08:32,2026-05-30T08:22:22.468801+09:00,1,52.2,0.0,6.57,-0.5,52.2,0.0,6.66,0.0,51.5,0.5,6.73,-0.5,52.7,0.0,6.67,-0.5,55.9,0.0,6.71,-0.5,52.5,0.0,6.69,0.0
202605301801,2026-05-30,18,01R,08:39,2026-05-30T08:30:31.537587+09:00,1,46.5,0.5,6.95,0.0,47.6,0.0,6.95,-0.5,54.0,0.0,6.98,0.0,55.0,0.0,6.99,0.0,53.2,0.0,6.9,0.0,53.4,0.0,7.04,0.0
202605301401,2026-05-30,14,01R,08:46,2026-05-30T08:36:21.066318+09:00,1,52.0,0.0,6.83,0.0,47.0,0.0,6.86,-0.5,53.3,0.0,6.88,0.0,54.5,0.0,6.82,-0.5,54.0,0.0,6.87,0.0,63.6,0.0,6.94,0.0
202605302302,2026-05-30,23,02R,08:58,2026-05-30T08:48:22.431023+09:00,1,51.5,0.5,6.75,0.0,51.0,1.0,6.66,0.0,48.3,0.0,6.72,-0.5,58.6,0.0,6.8,0.0,52.6,0.0,6.71,-0.5,46.5,0.5,6.76,-0.5
202605301802,2026-05-30,18,02R,09:05,2026-05-30T08:56:20.788574+09:00,1,52.5,0.0,6.86,0.0,53.0,0.0,6.97,0.0,47.0,0.0,6.96,0.0,56.0,0.0,7.05,0.0,52.1,0.0,6.92,0.0,52.0,0.0,6.91,0.0
202605301402,2026-05-30,14,02R,09:12,2026-05-30T09:02:26.787445+09:00,1,45.0,2.0,6.82,0.0,52.0,0.0,6.83,0.0,55.5,0.0,6.87,-0.5,51.0,1.0,6.91,0.0,52.0,0.0,6.9,-0.5,54.8,0.0,6.9,-0.5
202605302303,2026-05-30,23,03R,09:24,2026-05-30T09:14:22.993956+09:00,1,52.0,0.0,6.7,-0.5,52.4,0.0,6.71,0.0,52.0,0.0,6.72,0.0,48.0,0.0,6.7,0.0,48.6,0.0,6.78,0.0,57.2,0.0,6.82,-0.5
202605301803,2026-05-30,18,03R,09:31,2026-05-30T09:22:18.313827+09:00,1,52.0,0.0,6.92,0.0,52.0,0.0,7.05,-0.5,52.4,0.0,7.0,0.0,52.2,0.0,6.87,0.0,43.5,3.5,7.01,0.0,54.0,0.0,6.93,0.0
202605301403,2026-05-30,14,03R,09:38,2026-05-30T09:28:22.024237+09:00,1,52.0,0.0,6.84,0.0,51.5,0.5,6.8,-0.5,46.0,1.0,6.82,0.0,53.1,0.0,6.87,-0.5,52.0,0.0,6.71,3.0,52.0,0.0,6.9,0.0
202605302304,2026-05-30,23,04R,09:50,2026-05-30T09:40:25.256517+09:00,1,52.0,0.0,6.77,-0.5,53.9,0.0,6.76,0.0,54.1,0.0,6.8,-0.5,52.0,0.0,6.76,-0.5,52.0,0.0,6.72,-0.5,54.4,0.0,6.71,0.0
