レースコード,レース日,レース場,レース回,締切時刻,取得日時,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202605281801,2026-05-28,18,01R,08:32,2026-05-28T08:22:21.937720+09:00,2,一周,まわり足,,泥谷 一毅,38.15,11.79,,大井 清貴,38.49,12.01,,鋤柄 貴俊,38.36,12.01,,柳瀬 幹太,37.74,11.58,,鈴木 祐美子,39.51,12.05,,森安 弘雅,38.87,12.12,
202605281001,2026-05-28,10,01R,08:39,2026-05-28T08:30:37.268940+09:00,3,一周,まわり足,直線,吉川 昭男,36.43,5.38,6.75,山崎 義明,36.62,5.5,6.73,高橋 二朗,37.3,5.87,6.77,高倉 孝太,37.78,5.82,6.82,杢野 誓良,37.98,5.83,6.9,宮崎 奏磨,37.55,5.9,6.87
202605282101,2026-05-28,21,01R,08:46,2026-05-28T08:36:29.986158+09:00,3,一周,まわり足,直線,鶴田 勇雄,36.54,7.62,7.81,西岡 育未,37.42,8.06,7.74,浮田 圭浩,37.49,8.05,7.85,上野 秀和,36.72,7.89,7.7,星 栄爾,37.45,8.03,7.79,山口 隼人,37.3,8.1,7.69
202605281802,2026-05-28,18,02R,08:58,2026-05-28T08:48:23.065225+09:00,2,一周,まわり足,,金子 賢志,37.57,11.78,,中村 栄治,38.36,11.94,,関 裕也,38.82,12.16,,山口 裕二,38.45,12.06,,喜多 那由夏,38.47,12.11,,辻 栄蔵,37.7,11.63,
202605281002,2026-05-28,10,02R,09:05,2026-05-28T08:56:32.593659+09:00,3,一周,まわり足,直線,中村 晃朋,37.47,5.92,6.77,三川 昂暁,37.48,5.73,6.82,泉 啓文,37.45,5.82,6.75,高村 諒,38.15,6.0,6.95,小川 知行,37.72,5.87,6.77,土井 歩夢,37.62,5.77,6.82
202605282102,2026-05-28,21,02R,09:12,2026-05-28T09:02:34.142662+09:00,3,一周,まわり足,直線,大神 康司,36.74,7.88,7.76,川井 萌,37.67,8.23,7.78,雑賀 勇貴,37.17,8.04,7.77,土屋 実沙希,37.88,8.34,7.84,羽野 諒,38.08,8.14,7.8,中村 裕将,37.74,8.08,7.88
202605281803,2026-05-28,18,03R,09:24,2026-05-28T09:14:49.701173+09:00,2,一周,まわり足,,青木 幸太郎,38.08,11.86,,大廣 咲季,38.25,11.77,,木場 雄二郎,38.56,11.91,,岡村 慶太,37.53,11.63,,瀬川 大地,38.18,11.81,,渡邊 雄一郎,38.41,12.06,
202605281003,2026-05-28,10,03R,09:31,2026-05-28T09:22:27.421280+09:00,3,一周,まわり足,直線,新田 泰章,37.52,5.78,6.92,菊池 峰晴,38.08,5.9,6.93,杉田 篤光,37.82,5.8,6.93,大場 広孝,37.7,5.85,7.0,黄金井 力良,38.05,5.88,7.0,河合 三弘,38.05,6.03,7.03
202605282103,2026-05-28,21,03R,09:38,2026-05-28T09:28:22.065941+09:00,3,一周,まわり足,直線,小林 泰,36.73,7.85,7.76,三品 隆浩,36.77,7.89,7.79,本橋 克洋,37.4,7.86,7.92,赤井 睦,37.7,8.03,7.85,三馬 崇史,37.39,7.85,7.73,富田 恕生,37.11,7.93,7.71
202605281804,2026-05-28,18,04R,09:50,2026-05-28T09:40:40.482037+09:00,2,一周,まわり足,,長野 壮志郎,37.96,11.77,,鈴木 孝明,38.3,12.1,,寺嶋 雄,38.43,11.9,,原村 百那,39.11,12.14,,米田 隆弘,39.29,12.26,,岩永 節也,38.53,12.03,
202605281004,2026-05-28,10,04R,09:57,2026-05-28T09:48:22.787361+09:00,3,一周,まわり足,直線,柘植 政浩,37.13,5.67,6.85,廣部 大明,37.38,5.85,6.78,大澤 誠也,37.22,5.78,6.8,坂元 浩仁,37.3,5.87,6.82,野間 大樹,37.23,5.62,6.88,谷村 一哉,37.05,5.82,6.82
202605282104,2026-05-28,21,04R,10:04,2026-05-28T09:54:23.718836+09:00,3,一周,まわり足,直線,濱野 斗馬,36.58,7.78,7.75,齊藤 廉,36.43,7.73,7.66,向井田 真紀,37.26,8.02,7.73,松下 知幸,37.2,7.87,7.81,齋藤 達希,37.32,8.12,7.75,中田 友也,37.35,8.26,7.81
202605281805,2026-05-28,18,05R,10:16,2026-05-28T10:06:29.056734+09:00,2,一周,まわり足,,中尾 優香,38.1,11.88,,石岡 将太,38.12,11.76,,井上 一輝,38.07,11.7,,大井 清貴,38.47,11.96,,山ノ内 雅人,38.4,12.04,,直江 健成,38.8,12.24,
202605281005,2026-05-28,10,05R,10:23,2026-05-28T10:14:38.797394+09:00,3,一周,まわり足,直線,小林 文彦,37.4,5.65,6.85,別府 昌樹,37.92,5.58,6.82,谷本 幸司,37.85,5.78,6.85,天野 友和,37.58,5.73,6.82,高橋 二朗,37.98,6.1,6.8,深水 慎一郎,37.97,5.75,6.85
202605280801,2026-05-28,08,01R,10:31,2026-05-28T10:21:39.472405+09:00,3,一周,まわり足,直線,高橋 正男,37.29,5.38,7.29,石川 哲秀,38.3,5.67,7.33,高山 弘斗,38.74,5.61,7.42,岩橋 裕馬,38.18,5.56,7.3,早川 理稀,37.84,5.57,7.4,安達 美帆,38.51,5.47,7.39
202605282105,2026-05-28,21,05R,10:30,2026-05-28T10:21:39.472405+09:00,3,一周,まわり足,直線,深川 麻奈美,36.88,7.81,7.76,新井 英孝,37.19,8.07,7.82,山田 竜一,37.14,7.82,7.74,上田 紗奈,37.16,7.91,7.66,小畑 実成,38.13,8.38,7.83,千葉 真弥,37.7,8.35,7.79
202605280601,2026-05-28,06,01R,10:44,2026-05-28T10:34:26.648910+09:00,3,一周,まわり足,直線,高憧 四季,37.0,5.37,8.12,定松 勇樹,37.24,5.29,8.16,藤原 碧生,37.18,5.3,8.35,今垣 光太郎,37.64,5.63,8.4,常住 蓮,37.35,5.45,8.14,守屋 美穂,37.76,5.44,8.07
202605281806,2026-05-28,18,06R,10:46,2026-05-28T10:36:22.601228+09:00,2,一周,まわり足,,鈴木 祐美子,38.73,12.09,,松下 一也,38.31,11.92,,近藤 友宝,38.73,11.97,,宮脇 遼太,37.87,11.76,,中村 栄治,38.28,12.04,,白神 優,38.25,11.88,
202605280201,2026-05-28,02,01R,10:47,2026-05-28T10:38:21.564029+09:00,3,一周,まわり足,直線,白井 友晴,37.16,5.64,7.02,下河 誉史,37.92,5.47,7.26,品田 直樹,37.83,5.43,7.16,西村 秀樹,38.62,5.58,7.21,倉富 大誠,38.08,5.72,7.07,佐々木 完太,37.37,5.87,7.03
202605281006,2026-05-28,10,06R,10:51,2026-05-28T10:42:26.728968+09:00,3,一周,まわり足,直線,土井 歩夢,37.75,5.78,6.85,杢野 誓良,37.93,5.77,6.97,木下 陽介,38.28,6.0,6.95,野村 誠,38.02,5.85,6.92,明石 正之,37.7,5.9,6.82,出畑 孝典,37.73,5.77,6.88
202605281701,2026-05-28,17,01R,10:56,2026-05-28T10:46:23.525888+09:00,3,一周,まわり足,直線,石塚 久也,37.51,5.59,7.1,小宮 涼雅,37.07,5.85,7.14,赤澤 文香,37.62,5.74,7.19,神田 達也,37.78,5.59,7.22,志賀 美優,37.72,5.88,7.21,村田 浩司,37.14,5.85,7.23
202605280802,2026-05-28,08,02R,10:59,2026-05-28T10:50:28.800385+09:00,3,一周,まわり足,直線,塩田 雄一,37.36,5.59,7.19,渋谷 明憲,37.22,5.54,7.2,赤羽 克也,37.4,5.3,7.19,大久保 佑香,37.85,5.86,7.24,野中 一平,37.46,5.61,7.3,松田 憲幸,38.14,5.65,7.29
202605282106,2026-05-28,21,06R,11:00,2026-05-28T10:50:28.800385+09:00,3,一周,まわり足,直線,上野 秀和,36.54,7.88,7.68,大神 康司,37.39,8.06,7.83,西川 新太郎,37.43,8.09,7.81,深澤 達徳,37.29,8.1,7.75,伏田 裕隆,37.46,8.13,7.86,服部 剛,37.44,8.12,7.72
202605280602,2026-05-28,06,02R,11:10,2026-05-28T11:01:04.607089+09:00,3,一周,まわり足,直線,清水 愛海,37.16,5.4,8.02,茅原 悠紀,37.51,5.16,8.11,西橋 奈未,37.36,5.38,8.1,仲谷 颯仁,37.74,5.23,8.19,石本 裕武,38.36,5.56,8.22,瓜生 正義,37.43,5.64,8.19
202605280202,2026-05-28,02,02R,11:16,2026-05-28T11:06:26.744852+09:00,3,一周,まわり足,直線,関根 彰人,37.55,5.83,7.11,佐藤 旭,37.69,5.74,7.21,井上 大輔,38.17,5.83,7.17,中北 将史,38.15,5.65,7.06,山田 雄太,38.53,5.32,7.21,石渡 鉄兵,37.59,5.52,7.17
202605281807,2026-05-28,18,07R,11:18,2026-05-28T11:08:23.005001+09:00,2,一周,まわり足,,嶋田 貴支,37.74,11.76,,北川 潤二,37.82,11.74,,渡邊 雄一郎,38.08,11.88,,関 裕也,38.41,12.05,,山崎 裕司,38.69,12.16,,田中 きら,39.28,12.51,
202605281007,2026-05-28,10,07R,11:21,2026-05-28T11:12:28.873231+09:00,3,一周,まわり足,直線,高倉 孝太,37.53,5.92,6.83,黄金井 力良,37.93,5.9,6.97,服部 達哉,37.85,5.78,6.95,泉 啓文,37.6,5.63,6.83,浜崎 準也,37.32,5.73,6.82,高村 諒,37.8,6.0,6.85
202605280803,2026-05-28,08,03R,11:25,2026-05-28T11:16:22.457775+09:00,3,一周,まわり足,直線,松尾 宣邦,37.61,5.8,7.2,原田 佑実,37.7,5.68,7.05,齋藤 勇,38.44,5.85,7.29,前野 竜一,37.4,5.43,7.38,黒野 元基,37.62,5.33,7.22,宮野 仁,38.05,5.47,7.38
202605281702,2026-05-28,17,02R,11:27,2026-05-28T11:18:24.441279+09:00,3,一周,まわり足,直線,山川 雄大,38.19,5.55,7.3,宇留田 翔平,38.09,5.64,7.33,齊藤 優,37.58,5.5,7.43,藤原 早菜,38.21,5.86,7.27,森定 晃史,38.0,5.65,7.37,松田 真実,38.22,5.68,7.27
202605282107,2026-05-28,21,07R,11:29,2026-05-28T11:20:29.556481+09:00,3,一周,まわり足,直線,羽野 諒,37.09,8.07,7.83,富田 恕生,37.08,7.94,7.79,畑 和宏,37.56,8.22,7.79,浮田 圭浩,37.63,8.19,7.83,西岡 育未,38.04,8.5,7.79,村田 敦,37.74,8.29,7.91
202605280603,2026-05-28,06,03R,11:37,2026-05-28T11:28:25.044999+09:00,3,一周,まわり足,直線,河合 佑樹,36.72,5.17,8.01,西岡 顕心,37.54,5.05,8.16,上條 暢嵩,37.54,5.26,8.12,山崎 郡,38.2,5.3,8.22,谷野 錬志,37.84,5.25,8.17,関 浩哉,37.35,5.43,8.17
202605280203,2026-05-28,02,03R,11:45,2026-05-28T11:36:26.414616+09:00,3,一周,まわり足,直線,島田 一生,37.29,5.54,7.07,樅山 拓馬,37.4,5.53,7.2,坪井 爽佑,37.71,5.4,7.21,宮之原 輝紀,37.33,5.4,7.11,尾道 佳諭,37.73,5.47,7.23,萩原 知哉,37.77,5.5,7.27
202605281808,2026-05-28,18,08R,11:48,2026-05-28T11:38:24.951748+09:00,2,一周,まわり足,,渡邊 哲也,37.96,11.81,,末永 祐輝,37.78,11.77,,塩嶋 泰空,39.27,12.03,,新田 洋一,38.56,12.06,,泥谷 一毅,38.24,11.98,,平山 智加,38.33,12.01,
202605280804,2026-05-28,08,04R,11:51,2026-05-28T11:42:22.691563+09:00,3,一周,まわり足,直線,伊藤 紘章,37.99,5.71,7.24,竹腰 正樹,38.1,5.58,7.42,水野 望美,38.05,6.04,7.27,松村 康太,39.03,5.93,7.21,香川 颯太,37.45,5.5,7.24,寺田 千恵,37.59,5.28,7.34
202605281008,2026-05-28,10,08R,11:52,2026-05-28T11:42:22.691563+09:00,3,一周,まわり足,直線,河合 三弘,37.83,5.78,7.05,野間 大樹,37.07,5.52,6.85,宮崎 奏磨,37.77,5.78,6.88,江本 真治,37.65,5.6,6.87,菊池 峰晴,38.18,6.02,6.88,柘植 政浩,37.73,5.8,6.8
202605281703,2026-05-28,17,03R,11:56,2026-05-28T11:46:24.127567+09:00,3,一周,まわり足,直線,山田 佑樹,37.44,5.77,7.34,葛原 大陽,37.32,5.55,7.37,花本 夏樹,38.15,5.77,7.28,前沢 丈史,37.65,5.51,7.31,上之 晃弘,38.17,5.73,7.4,奥田 誠,37.71,5.91,7.2
