レースコード,レース日,レース場,レース回,締切時刻,取得日時,ボーダー順位,1着点,2着点,3着点,4着点,5着点,6着点,艇1_級別,艇1_登録番号,艇1_選手名,艇1_得点率,艇1_順位,艇1_ボーダー状態,艇1_早見,艇1_1着時得点率,艇1_1着時状態,艇1_2着時得点率,艇1_2着時状態,艇1_3着時得点率,艇1_3着時状態,艇1_4着時得点率,艇1_4着時状態,艇1_5着時得点率,艇1_5着時状態,艇1_6着時得点率,艇1_6着時状態,艇2_級別,艇2_登録番号,艇2_選手名,艇2_得点率,艇2_順位,艇2_ボーダー状態,艇2_早見,艇2_1着時得点率,艇2_1着時状態,艇2_2着時得点率,艇2_2着時状態,艇2_3着時得点率,艇2_3着時状態,艇2_4着時得点率,艇2_4着時状態,艇2_5着時得点率,艇2_5着時状態,艇2_6着時得点率,艇2_6着時状態,艇3_級別,艇3_登録番号,艇3_選手名,艇3_得点率,艇3_順位,艇3_ボーダー状態,艇3_早見,艇3_1着時得点率,艇3_1着時状態,艇3_2着時得点率,艇3_2着時状態,艇3_3着時得点率,艇3_3着時状態,艇3_4着時得点率,艇3_4着時状態,艇3_5着時得点率,艇3_5着時状態,艇3_6着時得点率,艇3_6着時状態,艇4_級別,艇4_登録番号,艇4_選手名,艇4_得点率,艇4_順位,艇4_ボーダー状態,艇4_早見,艇4_1着時得点率,艇4_1着時状態,艇4_2着時得点率,艇4_2着時状態,艇4_3着時得点率,艇4_3着時状態,艇4_4着時得点率,艇4_4着時状態,艇4_5着時得点率,艇4_5着時状態,艇4_6着時得点率,艇4_6着時状態,艇5_級別,艇5_登録番号,艇5_選手名,艇5_得点率,艇5_順位,艇5_ボーダー状態,艇5_早見,艇5_1着時得点率,艇5_1着時状態,艇5_2着時得点率,艇5_2着時状態,艇5_3着時得点率,艇5_3着時状態,艇5_4着時得点率,艇5_4着時状態,艇5_5着時得点率,艇5_5着時状態,艇5_6着時得点率,艇5_6着時状態,艇6_級別,艇6_登録番号,艇6_選手名,艇6_得点率,艇6_順位,艇6_ボーダー状態,艇6_早見,艇6_1着時得点率,艇6_1着時状態,艇6_2着時得点率,艇6_2着時状態,艇6_3着時得点率,艇6_3着時状態,艇6_4着時得点率,艇6_4着時状態,艇6_5着時得点率,艇6_5着時状態,艇6_6着時得点率,艇6_6着時状態
202608232101,2026-08-23,21,01R,08:32,2026-08-23T08:22:28.410864+09:00,18,10,08,06,04,02,01,A2,3629,浅見 昌克,4.40,28,00,11,5.33,2,5.00,2,4.67,0,4.33,0,4.00,0,3.83,0,B1,5209,小野 京平,4.25,30,00,9,5.40,2,5.00,2,4.60,0,4.20,0,3.80,0,3.60,0,B1,4598,加藤 政彦,5.60,20,00,6,6.33,3,6.00,3,5.67,2,5.33,2,5.00,0,4.83,0,B1,3784,中島 友和,2.20,40,00,,3.50,0,3.17,0,2.83,0,2.50,0,2.17,0,2.00,0,B1,3681,山谷 央,3.75,34,00,8,5.00,2,4.60,0,4.20,0,3.80,0,3.40,0,3.20,0,B2,5443,西村 仁吾,3.25,36,00,9,4.60,0,4.20,0,3.80,0,3.40,0,3.00,0,2.80,0
202608231801,2026-08-23,18,01R,08:48,2026-08-23T08:38:33.093213+09:00,18,10,08,06,04,02,01,A2,3956,横澤 剛治,0.00,1,01,6,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4425,大井 清貴,0.00,1,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B2,3653,品川 賢次,0.00,1,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3581,加木 郁,0.00,1,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5020,宮村 勇哉,0.00,1,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3662,大庭 元明,0.00,1,01,5,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202608232102,2026-08-23,21,02R,08:58,2026-08-23T08:48:22.511395+09:00,18,10,08,06,04,02,01,A2,3853,岩崎 正哉,7.80,6,01,6,8.17,5,7.83,5,7.50,5,7.17,5,6.83,5,6.67,3,B1,3892,草場 康幸,6.00,17,01,7,6.80,3,6.40,3,6.00,3,5.60,2,5.20,2,5.00,0,B1,4219,本岡 勝利,4.00,31,00,9,5.20,2,4.80,0,4.40,0,4.00,0,3.60,0,3.40,0,A1,4025,山本 隆幸,5.00,25,00,10,5.71,2,5.43,2,5.14,0,4.86,0,4.57,0,4.43,0,B1,3804,中渡 修作,5.75,20,00,11,6.60,3,6.20,3,5.80,2,5.40,2,5.00,2,4.80,0,B1,3303,渡辺 豊,4.00,31,00,,5.00,0,4.67,0,4.33,0,4.00,0,3.67,0,3.50,0
202608231802,2026-08-23,18,02R,09:14,2026-08-23T09:04:21.820667+09:00,18,12,10,08,06,04,03,A1,5018,竹下 大樹,0.00,1,01,10,12.00,5,10.00,5,8.00,5,6.00,5,4.00,5,3.00,5,B1,4251,川崎 誠志,0.00,1,01,7,12.00,5,10.00,5,8.00,5,6.00,5,4.00,5,3.00,5,A2,4509,平見 真彦,0.00,1,01,,12.00,5,10.00,5,8.00,5,6.00,5,4.00,5,3.00,5,B1,4131,原 豊土,0.00,1,01,11,12.00,5,10.00,5,8.00,5,6.00,5,4.00,5,3.00,5,A1,4036,金田 諭,0.00,1,01,9,12.00,5,10.00,5,8.00,5,6.00,5,4.00,5,3.00,5,B1,3463,乙津 康志,0.00,1,01,8,12.00,5,10.00,5,8.00,5,6.00,5,4.00,5,3.00,5
202608232103,2026-08-23,21,03R,09:24,2026-08-23T09:14:27.318592+09:00,18,10,08,06,04,02,01,A2,3158,島川 光男,7.80,6,01,12,8.17,5,7.83,5,7.50,5,7.17,5,6.83,5,6.67,5,B1,5271,杉山 太陽,2.20,40,00,7,3.50,0,3.17,0,2.83,0,2.50,0,2.17,0,2.00,0,A1,3743,林 美憲,7.20,10,01,11,7.67,5,7.33,5,7.00,5,6.67,5,6.33,3,6.17,3,B1,3773,津留 浩一郎,4.75,28,00,8,5.80,2,5.40,2,5.00,0,4.60,0,4.20,0,4.00,0,A2,3841,佐々木 和伸,5.80,19,00,9,6.50,3,6.17,3,5.83,2,5.50,2,5.17,0,5.00,0,B1,3566,川添 英正,7.00,11,01,10,7.60,5,7.20,5,6.80,3,6.40,3,6.00,3,5.80,2
202608231803,2026-08-23,18,03R,09:43,2026-08-23T09:34:26.301593+09:00,18,10,08,06,04,02,01,A2,3661,柳瀬 興志,0.00,7,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B2,3372,加藤 雅之,0.00,7,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A2,5303,土井 歩夢,0.00,7,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4442,松竹 大輔,0.00,7,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5179,藤本 元輝,0.00,7,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A1,3256,三角 哲男,0.00,7,01,12,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202608232104,2026-08-23,21,04R,09:50,2026-08-23T09:40:32.683654+09:00,18,10,08,06,04,02,01,A1,4294,古賀 繁輝,9.17,1,01,,9.29,5,9.00,5,8.71,5,8.43,5,8.14,5,8.00,5,A2,3251,平石 和男,4.00,31,00,9,5.00,0,4.67,0,4.33,0,4.00,0,3.67,0,3.50,0,B1,3745,橋本 年光,6.60,13,01,10,7.17,5,6.83,5,6.50,3,6.17,3,5.83,2,5.67,2,B1,4257,古川 健,8.25,4,01,11,8.60,5,8.20,5,7.80,5,7.40,5,7.00,5,6.80,5,B1,4145,小澤 学,2.50,40,00,8,4.00,0,3.60,0,3.20,0,2.80,0,2.40,0,2.20,0,A2,4523,中村 辰也,7.33,9,01,,7.71,5,7.43,5,7.14,5,6.86,5,6.57,5,6.43,5
202608231804,2026-08-23,18,04R,10:09,2026-08-23T10:00:35.446534+09:00,18,10,08,06,04,02,01,A1,4953,尾上 雅也,0.00,12,01,12,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A2,3562,山下 和彦,0.00,12,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4623,中北 将史,0.00,12,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4887,富澤 祐作,0.00,12,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5226,藤田 俊祐,0.00,12,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3539,金子 順一,0.00,12,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202608232105,2026-08-23,21,05R,10:17,2026-08-23T10:08:35.383299+09:00,18,10,08,06,04,02,01,A1,5158,宮脇 遼太,7.40,7,01,12,7.83,5,7.50,5,7.17,5,6.83,5,6.50,3,6.33,3,B1,3809,吉田 光,8.00,5,01,11,8.40,5,8.00,5,7.60,5,7.20,5,6.80,5,6.60,3,B1,5394,福西 広太郎,2.00,41,00,,3.33,0,3.00,0,2.67,0,2.33,0,2.00,0,1.83,0,B1,3808,秋田 健太郎,4.80,27,00,,5.67,0,5.33,0,5.00,0,4.67,0,4.33,0,4.17,0,A2,4180,上野 秀和,6.80,11,01,12,7.33,5,7.00,5,6.67,5,6.33,3,6.00,3,5.83,2,A1,4958,溝口 海義也,5.40,22,00,9,6.17,3,5.83,2,5.50,2,5.17,0,4.83,0,4.67,0
202608230801,2026-08-23,08,01R,10:31,2026-08-23T10:21:01.286313+09:00,18,10,08,06,04,02,01,A2,3489,大場 敏,4.00,29,00,11,7.00,3,6.00,3,5.00,2,4.00,2,3.00,0,2.50,0,B1,3828,明石 正之,6.00,16,01,8,8.00,3,7.00,3,6.00,3,5.00,2,4.00,2,3.50,0,B1,5033,藤原 孝斗,6.00,16,01,6,8.00,3,7.00,3,6.00,3,5.00,2,4.00,2,3.50,0,B1,3584,佐々木 英樹,2.00,38,00,7,6.00,3,5.00,2,4.00,2,3.00,0,2.00,0,1.50,0,B1,4343,村岡 賢,2.00,38,00,10,6.00,3,5.00,2,4.00,2,3.00,0,2.00,0,1.50,0,B1,4948,木場 悠介,10.00,1,01,9,10.00,5,9.00,5,8.00,3,7.00,3,6.00,3,5.50,2
