レースコード,レース日,レース場,レース回,締切時刻,取得日時,ボーダー順位,1着点,2着点,3着点,4着点,5着点,6着点,艇1_級別,艇1_登録番号,艇1_選手名,艇1_得点率,艇1_順位,艇1_ボーダー状態,艇1_早見,艇1_1着時得点率,艇1_1着時状態,艇1_2着時得点率,艇1_2着時状態,艇1_3着時得点率,艇1_3着時状態,艇1_4着時得点率,艇1_4着時状態,艇1_5着時得点率,艇1_5着時状態,艇1_6着時得点率,艇1_6着時状態,艇2_級別,艇2_登録番号,艇2_選手名,艇2_得点率,艇2_順位,艇2_ボーダー状態,艇2_早見,艇2_1着時得点率,艇2_1着時状態,艇2_2着時得点率,艇2_2着時状態,艇2_3着時得点率,艇2_3着時状態,艇2_4着時得点率,艇2_4着時状態,艇2_5着時得点率,艇2_5着時状態,艇2_6着時得点率,艇2_6着時状態,艇3_級別,艇3_登録番号,艇3_選手名,艇3_得点率,艇3_順位,艇3_ボーダー状態,艇3_早見,艇3_1着時得点率,艇3_1着時状態,艇3_2着時得点率,艇3_2着時状態,艇3_3着時得点率,艇3_3着時状態,艇3_4着時得点率,艇3_4着時状態,艇3_5着時得点率,艇3_5着時状態,艇3_6着時得点率,艇3_6着時状態,艇4_級別,艇4_登録番号,艇4_選手名,艇4_得点率,艇4_順位,艇4_ボーダー状態,艇4_早見,艇4_1着時得点率,艇4_1着時状態,艇4_2着時得点率,艇4_2着時状態,艇4_3着時得点率,艇4_3着時状態,艇4_4着時得点率,艇4_4着時状態,艇4_5着時得点率,艇4_5着時状態,艇4_6着時得点率,艇4_6着時状態,艇5_級別,艇5_登録番号,艇5_選手名,艇5_得点率,艇5_順位,艇5_ボーダー状態,艇5_早見,艇5_1着時得点率,艇5_1着時状態,艇5_2着時得点率,艇5_2着時状態,艇5_3着時得点率,艇5_3着時状態,艇5_4着時得点率,艇5_4着時状態,艇5_5着時得点率,艇5_5着時状態,艇5_6着時得点率,艇5_6着時状態,艇6_級別,艇6_登録番号,艇6_選手名,艇6_得点率,艇6_順位,艇6_ボーダー状態,艇6_早見,艇6_1着時得点率,艇6_1着時状態,艇6_2着時得点率,艇6_2着時状態,艇6_3着時得点率,艇6_3着時状態,艇6_4着時得点率,艇6_4着時状態,艇6_5着時得点率,艇6_5着時状態,艇6_6着時得点率,艇6_6着時状態
202608292301,2026-08-29,23,01R,08:40,2026-08-29T08:30:34.427317+09:00,18,10,08,06,04,02,01,A2,4146,柳橋 宏紀,4.50,23,00,10,6.33,3,5.67,2,5.00,2,4.33,2,3.67,0,3.33,0,B1,3906,飯山 晃三,2.00,31,00,6,6.00,3,5.00,2,4.00,2,3.00,0,2.00,0,1.50,0,B1,3471,赤峰 和也,2.00,31,00,9,6.00,3,5.00,2,4.00,2,3.00,0,2.00,0,1.50,0,B2,5406,小畑 楓夏,2.00,31,00,5,6.00,3,5.00,2,4.00,2,3.00,0,2.00,0,1.50,0,B1,3509,池 千夏,4.00,25,00,8,7.00,3,6.00,3,5.00,2,4.00,2,3.00,0,2.50,0,B1,2538,高橋 二朗,2.50,30,00,,5.00,0,4.33,0,3.67,0,3.00,0,2.33,0,2.00,0
202608292302,2026-08-29,23,02R,09:06,2026-08-29T08:56:34.179018+09:00,18,10,08,06,04,02,01,A1,4703,森永 隆,7.50,11,01,12,8.33,5,7.67,5,7.00,5,6.33,3,5.67,2,5.33,2,A1,5298,水谷 理人,8.00,9,01,11,8.67,5,8.00,5,7.33,5,6.67,3,6.00,3,5.67,2,B1,4380,鈴木 峻佑,6.00,18,01,10,8.00,5,7.00,3,6.00,3,5.00,2,4.00,2,3.50,2,B1,4764,小池 礼乃,4.00,26,00,6,7.00,3,6.00,3,5.00,2,4.00,2,3.00,0,2.50,0,B1,3630,黒田 誠司,2.00,33,00,9,6.00,3,5.00,2,4.00,2,3.00,0,2.00,0,1.50,0,B2,5442,池田 美優,1.00,38,00,,4.00,0,3.33,0,2.67,0,2.00,0,1.33,0,1.00,0
202608292303,2026-08-29,23,03R,09:32,2026-08-29T09:22:22.089662+09:00,18,10,08,06,04,02,01,A1,4601,森野 正弘,8.50,5,01,9,9.00,5,8.33,5,7.67,5,7.00,3,6.33,3,6.00,3,B1,5206,梅原 祥平,5.00,22,00,11,7.50,3,6.50,3,5.50,2,4.50,2,3.50,2,3.00,0,B1,3606,川北 浩貴,2.00,34,00,7,6.00,3,5.00,2,4.00,2,3.00,0,2.00,0,1.50,0,B1,5123,福山 恵里奈,1.00,38,00,8,5.50,2,4.50,2,3.50,0,2.50,0,1.50,0,1.00,0,A1,5142,常住 蓮,11.50,1,01,10,11.00,5,10.33,5,9.67,5,9.00,5,8.33,5,8.00,5,B1,2878,富山 弘幸,6.00,18,01,,7.33,5,6.67,5,6.00,5,5.33,0,4.67,0,4.33,0
202608292304,2026-08-29,23,04R,09:58,2026-08-29T09:48:23.875822+09:00,18,10,08,06,04,02,01,A1,4436,渋谷 明憲,7.50,12,01,12,8.33,5,7.67,5,7.00,5,6.33,3,5.67,2,5.33,2,B1,4684,楠原 翔太,3.50,28,00,,5.67,0,5.00,0,4.33,0,3.67,0,3.00,0,2.67,0,A2,3548,室田 泰史,3.00,29,00,8,6.50,3,5.50,2,4.50,2,3.50,0,2.50,0,2.00,0,A2,4347,魚谷 香織,5.50,20,00,10,7.00,3,6.33,3,5.67,2,5.00,2,4.33,2,4.00,0,B2,5446,長嶺 真李愛,1.00,38,00,9,5.50,2,4.50,2,3.50,0,2.50,0,1.50,0,1.00,0,A2,3833,中辻 博訓,8.50,6,01,11,9.00,5,8.33,5,7.67,5,7.00,3,6.33,3,6.00,3
202608292305,2026-08-29,23,05R,10:26,2026-08-29T10:16:21.916560+09:00,18,11,09,07,05,03,02,A2,4574,東 潤樹,2.00,35,00,11,6.50,3,5.50,2,4.50,2,3.50,2,2.50,0,2.00,0,A1,3641,一瀬 明,8.50,6,01,12,9.33,5,8.67,5,8.00,5,7.33,5,6.67,5,6.33,3,B1,5417,小柳 勝希,-1.50,42,00,,2.67,0,2.00,0,1.33,0,0.67,0,0.00,0,-0.33,0,A2,4551,三川 昂暁,4.50,25,00,9,6.67,3,6.00,3,5.33,2,4.67,2,4.00,0,3.67,0,B2,5406,小畑 楓夏,1.50,37,00,1,4.67,0,4.00,0,3.33,0,2.67,0,2.00,0,1.67,0,A1,4529,嶋 義信,7.50,13,01,10,8.67,5,8.00,5,7.33,5,6.67,3,6.00,3,5.67,2
202608291101,2026-08-29,11,01R,10:32,2026-08-29T10:22:17.368025+09:00,18,10,08,06,04,02,01,B1,5313,鈴木 唯央,1.25,40,00,6,3.00,0,2.60,0,2.20,0,1.80,0,1.40,0,1.20,0,A2,4754,松尾 充,7.40,5,01,7,7.83,5,7.50,5,7.17,5,6.83,5,6.50,3,6.33,3,B1,3430,角浜 修,4.40,30,00,,5.33,0,5.00,0,4.67,0,4.33,0,4.00,0,3.83,0,B2,5393,藤原 駿,1.00,41,00,10,2.80,0,2.40,0,2.00,0,1.60,0,1.20,0,1.00,0,A1,3984,坂口 周,6.20,11,01,9,6.83,5,6.50,3,6.17,3,5.83,3,5.50,2,5.33,2,B2,5456,今村 天次朗,1.00,41,00,5,2.80,0,2.40,0,2.00,0,1.60,0,1.20,0,1.00,0
202608292306,2026-08-29,23,06R,10:56,2026-08-29T10:46:28.258276+09:00,18,10,08,06,04,02,01,A2,4661,中島 昂章,6.00,18,01,,7.33,5,6.67,5,6.00,5,5.33,0,4.67,0,4.33,0,B1,4764,小池 礼乃,3.00,29,00,2,5.33,0,4.67,0,4.00,0,3.33,0,2.67,0,2.33,0,A2,5229,吉川 晴人,1.00,39,00,11,5.50,2,4.50,2,3.50,2,2.50,0,1.50,0,1.00,0,A2,4469,土山 卓也,5.00,21,00,10,6.67,3,6.00,3,5.33,2,4.67,2,4.00,0,3.67,0,B1,3906,飯山 晃三,5.00,21,00,1,6.67,5,6.00,5,5.33,0,4.67,0,4.00,0,3.67,0,A2,4319,三宅 潤,7.50,14,01,12,8.33,5,7.67,5,7.00,5,6.33,3,5.67,2,5.33,2
202608291102,2026-08-29,11,02R,11:02,2026-08-29T10:52:20.254131+09:00,18,10,08,06,04,02,01,A1,3473,石川 真二,5.80,16,01,10,6.50,3,6.17,3,5.83,3,5.50,2,5.17,2,5.00,0,B1,4110,小澤 和也,3.75,34,00,9,5.00,2,4.60,0,4.20,0,3.80,0,3.40,0,3.20,0,B1,4555,富永 大一,6.20,11,01,6,6.83,5,6.50,3,6.17,3,5.83,3,5.50,2,5.33,2,A2,3582,吉川 昭男,9.40,1,01,11,9.50,5,9.17,5,8.83,5,8.50,5,8.17,5,8.00,5,A2,4209,藤田 竜弘,5.80,16,01,12,6.50,5,6.17,3,5.83,3,5.50,2,5.17,2,5.00,2,B1,3156,金子 良昭,賞除,--,00,,-17.00,0,-17.40,0,-17.80,0,-18.20,0,-18.60,0,-18.80,0
202608291601,2026-08-29,16,01R,11:20,2026-08-29T11:10:25.593663+09:00,18,10,08,06,04,02,01,A2,4842,山下 昂大,0.00,1,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5285,若林 麗,0.00,1,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3891,谷口 健一,0.00,1,01,6,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5000,岡本 翔太郎,0.00,1,01,7,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4458,抹香 雄三,0.00,1,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B2,5453,久保 翔耶,0.00,1,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202608292307,2026-08-29,23,07R,11:26,2026-08-29T11:16:26.014884+09:00,18,10,08,06,04,02,01,B1,3606,川北 浩貴,3.00,30,00,3,5.33,0,4.67,0,4.00,0,3.33,0,2.67,0,2.33,0,A1,4715,村上 遼,8.50,7,01,12,9.00,5,8.33,5,7.67,5,7.00,3,6.33,3,6.00,2,A1,4907,小池 修平,9.50,3,01,11,9.67,5,9.00,5,8.33,5,7.67,3,7.00,3,6.67,3,B1,5236,小宮 涼雅,7.00,15,01,,8.00,5,7.33,5,6.67,5,6.00,0,5.33,0,5.00,0,B1,3834,細川 明人,2.00,37,00,,4.67,0,4.00,0,3.33,0,2.67,0,2.00,0,1.67,0,A2,4974,安井 瑞紀,8.00,11,01,,8.67,5,8.00,5,7.33,5,6.67,5,6.00,0,5.67,0
