レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーター2連率pt,1枠_寄与_モーター2連率pt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーター2連率pt,2枠_寄与_モーター2連率pt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーター2連率pt,3枠_寄与_モーター2連率pt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーター2連率pt,4枠_寄与_モーター2連率pt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーター2連率pt,5枠_寄与_モーター2連率pt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーター2連率pt,6枠_寄与_モーター2連率pt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202606300101,2026-06-30,01,1R,daily,66.9,24.5,48.47,11.0,66.85,6.0,50.0,10.59,50.0,5.26,57.35,48.67,17.82,48.47,11.0,50.4,4.52,50.0,10.59,50.0,5.26,49.2,50.83,18.62,48.47,11.0,53.95,4.84,50.0,10.59,50.0,5.26,50.31,50.16,18.37,44.56,10.12,46.13,4.14,50.0,10.59,50.0,5.26,48.48,46.89,17.17,46.52,10.56,59.51,5.34,50.0,10.59,50.0,5.26,48.92,35.67,13.06,44.56,10.12,50.89,4.57,50.0,10.59,50.0,5.26,43.6
202606300102,2026-06-30,01,2R,daily,66.9,24.5,46.52,10.56,54.35,4.88,50.0,10.59,50.0,5.26,55.79,48.67,17.82,44.56,10.12,51.37,4.61,50.0,10.59,50.0,5.26,48.4,50.83,18.62,64.12,14.56,55.48,4.98,50.0,10.59,50.0,5.26,54.0,50.16,18.37,56.3,12.78,58.06,5.21,50.0,10.59,50.0,5.26,52.21,46.89,17.17,48.47,11.0,62.58,5.62,50.0,10.59,50.0,5.26,49.64,35.67,13.06,48.47,11.0,58.14,5.22,50.0,10.59,50.0,5.26,45.14
202606300103,2026-06-30,01,3R,daily,66.9,24.5,52.38,11.89,54.35,4.88,50.0,10.59,50.0,5.26,57.12,48.67,17.82,46.52,10.56,51.77,4.65,50.0,10.59,50.0,5.26,48.88,50.83,18.62,52.38,11.89,43.79,3.93,50.0,10.59,50.0,5.26,50.29,50.16,18.37,42.61,9.67,44.84,4.02,50.0,10.59,50.0,5.26,47.92,46.89,17.17,50.43,11.45,53.14,4.77,50.0,10.59,50.0,5.26,49.24,35.67,13.06,71.94,16.33,48.23,4.33,50.0,10.59,50.0,5.26,49.57
202606300104,2026-06-30,01,4R,daily,66.9,24.5,50.43,11.45,49.27,4.42,50.0,10.59,50.0,5.26,56.22,48.67,17.82,46.52,10.56,48.87,4.39,50.0,10.59,50.0,5.26,48.62,50.83,18.62,46.52,10.56,59.76,5.36,50.0,10.59,50.0,5.26,50.39,50.16,18.37,48.47,11.0,47.18,4.23,50.0,10.59,50.0,5.26,49.46,46.89,17.17,44.56,10.12,53.87,4.84,50.0,10.59,50.0,5.26,47.97,35.67,13.06,54.34,12.34,57.34,5.15,50.0,10.59,50.0,5.26,46.4
202606300105,2026-06-30,01,5R,daily,66.9,24.5,58.25,13.22,52.66,4.73,50.0,10.59,50.0,5.26,58.3,48.67,17.82,54.34,12.34,49.36,4.43,50.0,10.59,50.0,5.26,50.44,50.83,18.62,44.56,10.12,50.89,4.57,50.0,10.59,50.0,5.26,49.15,50.16,18.37,46.52,10.56,53.79,4.83,50.0,10.59,50.0,5.26,49.61,46.89,17.17,48.47,11.0,53.95,4.84,50.0,10.59,50.0,5.26,48.87,35.67,13.06,50.43,11.45,58.22,5.23,50.0,10.59,50.0,5.26,45.59
202606300106,2026-06-30,01,6R,daily,66.9,24.5,58.25,13.22,60.72,5.45,50.0,10.59,50.0,5.26,59.02,48.67,17.82,46.52,10.56,61.77,5.54,50.0,10.59,50.0,5.26,49.78,50.83,18.62,44.56,10.12,51.37,4.61,50.0,10.59,50.0,5.26,49.19,50.16,18.37,44.56,10.12,49.6,4.45,50.0,10.59,50.0,5.26,48.79,46.89,17.17,48.47,11.0,50.4,4.52,50.0,10.59,50.0,5.26,48.55,35.67,13.06,46.52,10.56,46.29,4.16,50.0,10.59,50.0,5.26,43.63
202606300107,2026-06-30,01,7R,daily,66.9,24.5,73.9,16.78,47.1,4.23,50.0,10.59,50.0,5.26,61.35,48.67,17.82,46.52,10.56,61.77,5.54,50.0,10.59,50.0,5.26,49.78,50.83,18.62,48.47,11.0,58.14,5.22,50.0,10.59,50.0,5.26,50.69,50.16,18.37,48.47,11.0,66.85,6.0,50.0,10.59,50.0,5.26,51.22,46.89,17.17,42.61,9.67,44.84,4.02,50.0,10.59,50.0,5.26,46.72,35.67,13.06,44.56,10.12,46.13,4.14,50.0,10.59,50.0,5.26,43.17
202606300108,2026-06-30,01,8R,daily,66.9,24.5,52.38,11.89,54.92,4.93,50.0,10.59,50.0,5.26,57.17,48.67,17.82,48.47,11.0,62.58,5.62,50.0,10.59,50.0,5.26,50.29,50.83,18.62,46.52,10.56,59.51,5.34,50.0,10.59,50.0,5.26,50.37,50.16,18.37,46.52,10.56,48.87,4.39,50.0,10.59,50.0,5.26,49.17,46.89,17.17,52.38,11.89,54.35,4.88,50.0,10.59,50.0,5.26,49.79,35.67,13.06,46.52,10.56,51.77,4.65,50.0,10.59,50.0,5.26,44.12
202606300109,2026-06-30,01,9R,daily,66.9,24.5,48.47,11.0,47.18,4.23,50.0,10.59,50.0,5.26,55.59,48.67,17.82,46.52,10.56,54.11,4.86,50.0,10.59,50.0,5.26,49.09,50.83,18.62,54.34,12.34,49.36,4.43,50.0,10.59,50.0,5.26,51.23,50.16,18.37,50.43,11.45,53.63,4.81,50.0,10.59,50.0,5.26,50.48,46.89,17.17,46.52,10.56,59.76,5.36,50.0,10.59,50.0,5.26,48.95,35.67,13.06,48.47,11.0,51.21,4.6,50.0,10.59,50.0,5.26,44.51
202606300110,2026-06-30,01,10R,daily,66.9,24.5,54.34,12.34,57.34,5.15,50.0,10.59,50.0,5.26,57.83,48.67,17.82,50.43,11.45,53.14,4.77,50.0,10.59,50.0,5.26,49.89,50.83,18.62,56.3,12.78,58.06,5.21,50.0,10.59,50.0,5.26,52.46,50.16,18.37,52.38,11.89,43.79,3.93,50.0,10.59,50.0,5.26,50.04,46.89,17.17,58.25,13.22,60.72,5.45,50.0,10.59,50.0,5.26,51.7,35.67,13.06,58.25,13.22,52.66,4.73,50.0,10.59,50.0,5.26,46.86
