レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202605232301,2026-05-23,23,01R,08:32,2026-05-23T08:22:23.801445+09:00,1,0.05,2,0.15,3,0.18,4,0.14,5,0.19,6,0.19
202605231001,2026-05-23,10,01R,08:39,2026-05-23T08:30:50.994971+09:00,1,-0.01,2,0.0,3,0.02,4,0.14,5,-0.03,6,0.06
202605231801,2026-05-23,18,01R,08:46,2026-05-23T08:36:23.025722+09:00,1,0.04,2,0.06,3,0.17,4,0.07,5,0.05,6,0.03
202605232302,2026-05-23,23,02R,08:58,2026-05-23T08:48:21.466809+09:00,1,-0.03,2,0.18,3,0.12,4,0.06,5,-0.01,6,-0.01
202605231002,2026-05-23,10,02R,09:05,2026-05-23T08:56:23.483380+09:00,1,0.27,2,0.06,3,0.15,4,0.05,5,0.01,6,0.05
202605231802,2026-05-23,18,02R,09:12,2026-05-23T09:02:23.764465+09:00,1,0.09,2,0.07,3,0.12,4,0.11,5,0.08,6,0.02
202605232303,2026-05-23,23,03R,09:24,2026-05-23T09:14:21.381745+09:00,1,0.11,2,0.05,3,0.07,4,0.02,5,0.05,6,0.09
202605231003,2026-05-23,10,03R,09:31,2026-05-23T09:22:24.049930+09:00,1,0.08,2,0.04,3,0.19,4,0.25,5,0.17,6,0.17
202605231803,2026-05-23,18,03R,09:38,2026-05-23T09:30:32.573883+09:00,1,-0.06,2,-0.09,3,0.03,4,0.19,5,0.13,6,0.07
202605232304,2026-05-23,23,04R,09:50,2026-05-23T09:40:28.112481+09:00,1,0.17,2,0.12,3,0.16,4,0.13,5,0.02,6,0.07
202605231004,2026-05-23,10,04R,09:57,2026-05-23T09:48:21.408052+09:00,1,0.21,2,0.18,6,0.29,4,0.31,3,0.28,5,0.52
202605231804,2026-05-23,18,04R,10:04,2026-05-23T09:54:20.757587+09:00,1,0.09,2,0.07,3,0.15,4,0.17,5,0.09,6,0.09
202605232305,2026-05-23,23,05R,10:16,2026-05-23T10:06:20.925786+09:00,1,0.0,2,0.39,3,0.26,4,0.25,5,0.06,6,0.06
202605231005,2026-05-23,10,05R,10:23,2026-05-23T10:14:23.168256+09:00,1,0.13,2,0.21,3,0.04,4,0.15,5,0.14,6,0.31
202605231805,2026-05-23,18,05R,10:30,2026-05-23T10:20:34.294065+09:00,1,0.12,2,0.09,3,0.58,4,0.09,5,0.16,6,0.09
202605230801,2026-05-23,08,01R,10:31,2026-05-23T10:22:21.980990+09:00,1,0.06,2,0.11,3,0.08,4,-0.07,5,-0.02,6,-0.06
202605230901,2026-05-23,09,01R,10:32,2026-05-23T10:22:21.980990+09:00,1,0.03,2,0.15,3,0.02,4,0.01,5,0.01,6,0.02
202605231101,2026-05-23,11,01R,10:31,2026-05-23T10:22:21.980990+09:00,1,0.07,2,0.18,3,-0.05,4,0.09,5,-0.02,6,0.01
202605231301,2026-05-23,13,01R,10:40,2026-05-23T10:30:38.697270+09:00,1,0.04,2,0.19,3,-0.02,4,0.2,5,0.03,6,0.06
202605232306,2026-05-23,23,06R,10:46,2026-05-23T10:36:23.297873+09:00,1,0.19,2,0.07,3,0.14,4,0.19,5,0.16,6,0.09
202605231601,2026-05-23,16,01R,10:50,2026-05-23T10:40:27.551495+09:00,1,0.11,2,0.23,3,0.1,4,0.08,5,0.06,6,0.21
