レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202607172101,2026-07-17,21,01R,08:32,2026-07-17T08:50:28.077031+09:00,0835,逃　げ,1,伊藤　　将吉,"1'50""2",3,芹澤　　克彦,"1'51""6",5,金子　　順一,"1'52""7",2,西原　　明生,"1'54""1",6,安部　　慎一,,4,樫葉　　新心,,1,0.14,,2,0.18,,3,0.13,,5,0.11,,4,0.21,,6,0.15,,2,5,1.0,1.0,29.1,31.3
202607171801,2026-07-17,18,01R,08:44,2026-07-17T09:10:25.757556+09:00,0847,逃　げ,1,今井　　貴士,"1'53""2",2,崎　　　利仁,"1'54""2",3,坂口　　貴彦,"1'54""9",4,伊藤　　啓三,"1'56""2",6,牧原　　　崇,,5,藤田　　康生,,1,0.19,,2,0.21,,3,0.13,,4,0.09,,5,0.16,,6,0.18,,2,6,1.0,1.0,29.0,27.0
202607172102,2026-07-17,21,02R,08:58,2026-07-17T09:14:25.832177+09:00,0901,逃　げ,1,桐本　　康臣,"1'49""4",4,高野　　哲史,"1'50""6",3,橋本　　　明,"1'52""5",5,岡部　　貴司,"1'54""6",2,板倉　　敦史,,6,宮田　　　栞,,1,0.1,,2,0.16,,3,0.16,,4,0.11,,5,0.29,,6,0.35,,2,5,1.0,1.0,29.4,31.4
202607171802,2026-07-17,18,02R,09:10,2026-07-17T09:32:26.960714+09:00,0913,逃　げ,1,大場　　　敏,"1'52""6",2,宮地　　秀祈,"1'54""0",3,森　　　貴洋,"1'54""6",4,國崎　　良春,"1'56""0",5,笠原　　　亮,,6,長畑　　友輔,,1,0.19,,2,0.22,,3,0.21,,4,0.15,,5,0.22,,6,0.19,,2,6,2.0,2.0,29.0,27.0
202607172103,2026-07-17,21,03R,09:24,2026-07-17T09:40:24.452919+09:00,0927,まくり,5,浜野　　孝志,"1'49""6",3,河野　　　大,"1'50""6",6,木山　　和幸,"1'52""6",1,片岡　　大地,"1'53""7",4,宮嵜　隆太郎,,2,淺田　千亜希,,1,0.23,,2,0.21,,3,0.13,,4,0.07,,5,0.14,,6,0.12,,2,6,1.0,1.0,31.3,31.5
202607171803,2026-07-17,18,03R,09:36,2026-07-17T09:56:26.043814+09:00,0939,抜　き,3,松尾　　　充,"1'51""8",1,大平　誉史明,"1'53""1",2,楠原　　正剛,"1'54""2",6,野村　　　誠,"1'56""6",4,金子　　怜央,,5,林　　　恵祐,,1,0.13,,2,0.14,,3,0.14,,4,0.18,,5,0.19,,6,0.24,,2,6,1.0,1.0,30.0,27.0
202607172104,2026-07-17,21,04R,09:50,2026-07-17T10:06:24.850502+09:00,0953,まくり,4,國分　将太郎,"1'49""7",5,仲本　　　舜,"1'51""3",6,土山　　卓也,"1'52""9",3,中辻　　博訓,"1'54""7",1,三浦　　敬太,,2,中村　　桃佳,,1,0.1,,2,0.13,,3,0.11,,4,0.05,,5,0.13,,6,0.18,,2,7,1.0,1.0,30.3,31.6
202607171804,2026-07-17,18,04R,10:02,2026-07-17T10:26:20.705319+09:00,1005,逃　げ,1,和田　　兼輔,"1'53""2",3,中岡　　　駿,"1'55""0",2,石塚　　久也,"1'55""7",4,大澤　　大夢,"1'56""9",6,小川　　晃司,,5,藤本　　佳史,,1,0.08,,2,0.16,,3,0.13,,4,0.16,,5,0.16,,6,0.1,,2,5,2.0,2.0,29.0,27.0
202607172105,2026-07-17,21,05R,10:18,2026-07-17T10:32:23.791126+09:00,1021,逃　げ,1,藤原　啓史朗,"1'50""0",2,内山　　峻輔,"1'51""3",3,北中　　元樹,"1'52""5",6,水摩　　　敦,"1'52""8",4,眞田　　英二,,5,藤田　　美代,,1,0.17,,2,0.2,,3,0.18,,4,0.26,,5,0.37,,6,0.16,,2,8,1.0,1.0,31.2,31.6
202607171805,2026-07-17,18,05R,10:30,2026-07-17T10:52:23.977825+09:00,1033,逃　げ,1,東本　　勝利,"1'51""8",4,久永　　祥平,"1'54""4",6,秦　　　英悟,"1'54""8",5,久保　　翔耶,"1'55""9",3,吉永　　浩則,,2,松下　　誉士,,1,0.17,,2,0.19,,3,0.12,,4,0.11,,6,0.07,,5,0.08,,2,5,2.0,2.0,30.0,27.0
202607171301,2026-07-17,13,01R,10:37,2026-07-17T10:54:23.721060+09:00,1040,抜　き,4,樋江井　　舞,"1'51""1",2,安達　　美帆,"1'52""9",3,福岡　　泉水,"1'54""1",6,薗頭　　　心,"1'55""8",5,池　　　千夏,"1'56""7",1,筒井　　美琴,"1'59""2",1,0.15,,2,0.08,,3,0.08,,4,0.09,,5,0.12,,6,0.21,,1,8,1.0,0.0,35.3,29.5
202607170801,2026-07-17,08,01R,10:40,2026-07-17T10:58:24.218305+09:00,1044,逃　げ,1,佐竹　　恒彦,"1'51""5",3,高濱　　芳久,"1'52""2",4,多羅尾　達之,"1'53""3",5,宇土　　泰就,"1'54""6",2,宇野　　博之,,6,倉富　　大誠,,1,0.15,,2,0.21,,3,0.21,,4,0.2,,5,0.2,,6,0.22,,1,4,2.0,1.0,29.0,30.0
