場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
13,2026-08-04,1,2026-07-22,2026-07-26,一般,ＵＨＡ味覚糖杯,福田 宗平,５　２２３３５　３１
13,2026-08-04,1,2026-07-13,2026-07-18,ＧⅢ,オールレディース競走　あまがさきピンクルカップ,原 加央理,２６４４５　３２５１２３
13,2026-08-04,1,2026-07-03,2026-07-08,一般,スポーツニッポン杯争奪伊丹市施行７３周年記念競走,山川 雄大,４５２　２５３　６６２４
13,2026-08-04,2,2026-07-31,2026-08-04,一般,ダイスポカップ,村岡 賢人,４２３２５　１４３４
13,2026-08-04,2,2026-07-22,2026-07-26,一般,ＵＨＡ味覚糖杯,長岡 良也,１　２３５３２５１３
13,2026-08-04,2,2026-07-13,2026-07-18,ＧⅢ,オールレディース競走　あまがさきピンクルカップ,松尾 夏海,１　１１３６３２１３１１
13,2026-08-04,3,2026-07-31,2026-08-04,一般,ダイスポカップ,前原 大道,２６１１１３１１[５]
13,2026-08-04,3,2026-07-13,2026-07-18,ＧⅢ,オールレディース競走　あまがさきピンクルカップ,赤井 睦,４５３　２４１　３４３６
13,2026-08-04,3,2026-07-03,2026-07-08,一般,スポーツニッポン杯争奪伊丹市施行７３周年記念競走,松井 繁,１１１２１　１６２１[２]
13,2026-08-04,4,2026-07-22,2026-07-26,一般,ＵＨＡ味覚糖杯,安河内 健,４２１　４２１２[２]
13,2026-08-04,4,2026-07-13,2026-07-18,ＧⅢ,オールレディース競走　あまがさきピンクルカップ,中谷 朋子,２　１１１２４　３１[１]
13,2026-08-04,4,2026-07-03,2026-07-08,一般,スポーツニッポン杯争奪伊丹市施行７３周年記念競走,作間 章,２１５　１４
13,2026-08-04,5,2026-07-31,2026-08-04,一般,ダイスポカップ,西野 翔太,２５５３１２４２[６]
13,2026-08-04,5,2026-07-22,2026-07-26,一般,ＵＨＡ味覚糖杯,安田 政彦,１　６１２　４４エ欠
13,2026-08-04,5,2026-07-03,2026-07-08,一般,スポーツニッポン杯争奪伊丹市施行７３周年記念競走,向所 浩二,５　２６５　４４２　５６
13,2026-08-04,6,2026-07-31,2026-08-04,一般,ダイスポカップ,藤本 遼磨,１　５　５６３５３６
