場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
08,2026-08-27,1,2026-08-22,2026-08-27,ＧⅢ,中日新聞・中日スポーツ　第４０回中日カップ,川崎 智稔,６３３　３２Ｆ　５　５
08,2026-08-27,1,2026-08-10,2026-08-15,一般,名鉄杯争奪２０２６納涼お盆レース,上田 健太,１３３　４６１１１３２１
08,2026-08-27,1,2026-07-30,2026-08-04,一般,オール進入固定ＲＳ第１５戦スカパー第２８回ＪＬＣ杯,塚越 海斗,１２５３３４１２５２[２]
08,2026-08-27,2,2026-06-04,2026-06-08,一般,ＢＴＳ名古屋開設記念・第３４回４ＫソリューションＣ,山下 大輝,５４６３
08,2026-08-27,2,2026-05-19,2026-05-24,一般,にっぽん未来プロジェクト競走ｉｎとこなめ,小川 日紀太,６５５　２４３　４　４４
08,2026-08-27,2,2026-05-11,2026-05-15,一般,ＩＮＡＸ杯争奪第３８回とこなめ大賞,松本 一毅,４３４　４４４　１４
08,2026-08-27,3,2026-08-22,2026-08-27,ＧⅢ,中日新聞・中日スポーツ　第４０回中日カップ,渡邉 和将,３６３１３１３３１２[３]
08,2026-08-27,3,2026-08-10,2026-08-15,一般,名鉄杯争奪２０２６納涼お盆レース,今泉 澪,５６５　６６６　６　５６
08,2026-08-27,3,2026-07-22,2026-07-26,一般,てるみちゃんカップ,田路 朋史,１３５　４１２　２２
08,2026-08-27,4,2026-08-22,2026-08-27,ＧⅢ,中日新聞・中日スポーツ　第４０回中日カップ,川原 祐明,４２３１６５４Ｆ４　６
08,2026-08-27,4,2026-08-10,2026-08-15,一般,名鉄杯争奪２０２６納涼お盆レース,中川 海虹,６６６　６６６　６　６６
08,2026-08-27,4,2026-07-30,2026-08-04,一般,オール進入固定ＲＳ第１５戦スカパー第２８回ＪＬＣ杯,廣部 大明,６６４　１　４５６　５５
08,2026-08-27,5,2026-08-22,2026-08-27,ＧⅢ,中日新聞・中日スポーツ　第４０回中日カップ,佐々木 英樹,５　６２２　６４２　４３
08,2026-08-27,5,2026-08-10,2026-08-15,一般,名鉄杯争奪２０２６納涼お盆レース,服部 達哉,４　２６１　４５６５１
08,2026-08-27,5,2026-07-30,2026-08-04,一般,オール進入固定ＲＳ第１５戦スカパー第２８回ＪＬＣ杯,廣瀬 凜,１３４１３２２１４２[３]
08,2026-08-27,6,2026-08-10,2026-08-15,一般,名鉄杯争奪２０２６納涼お盆レース,鈴木 勝博,５６６
08,2026-08-27,6,2026-07-30,2026-08-04,一般,オール進入固定ＲＳ第１５戦スカパー第２８回ＪＬＣ杯,内田 壮,５４３　５３５　４５５
08,2026-08-27,6,2026-07-22,2026-07-26,一般,てるみちゃんカップ,櫻井 隼,６　６６６　３５６６
08,2026-08-27,7,2026-08-22,2026-08-27,ＧⅢ,中日新聞・中日スポーツ　第４０回中日カップ,武富 智亮,５　５２１　２２１４１２
08,2026-08-27,7,2026-08-10,2026-08-15,一般,名鉄杯争奪２０２６納涼お盆レース,出口 舞有子,５６５　３３２　５　２１
08,2026-08-27,7,2026-07-30,2026-08-04,一般,オール進入固定ＲＳ第１５戦スカパー第２８回ＪＬＣ杯,中岡 駿,５　５５５　５３５　４６
08,2026-08-27,8,2026-08-22,2026-08-27,ＧⅢ,中日新聞・中日スポーツ　第４０回中日カップ,中 亮太,２　４５３３４２４６１５
08,2026-08-27,8,2026-08-10,2026-08-15,一般,名鉄杯争奪２０２６納涼お盆レース,広瀬 聖仁,３　２４１　５６３５５１
08,2026-08-27,8,2026-07-30,2026-08-04,一般,オール進入固定ＲＳ第１５戦スカパー第２８回ＪＬＣ杯,荒木 颯斗,３　４２２３１４５１[５]
08,2026-08-27,9,2026-08-22,2026-08-27,ＧⅢ,中日新聞・中日スポーツ　第４０回中日カップ,一柳 和孝,１６２　６４３　３３２３
08,2026-08-27,9,2026-08-10,2026-08-15,一般,名鉄杯争奪２０２６納涼お盆レース,河内 一馬,２３４　４６２　５２６
08,2026-08-27,9,2026-07-30,2026-08-04,一般,オール進入固定ＲＳ第１５戦スカパー第２８回ＪＬＣ杯,島川 海輝,６　２２４３１　３４１３
08,2026-08-27,10,2026-08-22,2026-08-27,ＧⅢ,中日新聞・中日スポーツ　第４０回中日カップ,藤原 孝斗,３　２６１　２６２６２６
08,2026-08-27,10,2026-08-10,2026-08-15,一般,名鉄杯争奪２０２６納涼お盆レース,仲口 博崇,３５１１１２１５４２[２]
08,2026-08-27,10,2026-07-30,2026-08-04,一般,オール進入固定ＲＳ第１５戦スカパー第２８回ＪＬＣ杯,篠原 晟弥,２１３５５　３２１３４１
08,2026-08-27,11,2026-08-22,2026-08-27,ＧⅢ,中日新聞・中日スポーツ　第４０回中日カップ,宮武 英司,２　６５４　５５５　３５
08,2026-08-27,11,2026-07-30,2026-08-04,一般,オール進入固定ＲＳ第１５戦スカパー第２８回ＪＬＣ杯,中村 栄治,４　１６４　５３２　３６
08,2026-08-27,11,2026-07-22,2026-07-26,一般,てるみちゃんカップ,木場 雄二郎,４６６６６
08,2026-08-27,12,2026-08-22,2026-08-27,ＧⅢ,中日新聞・中日スポーツ　第４０回中日カップ,木場 悠介,１　５４２４４　２５６２
08,2026-08-27,12,2026-08-10,2026-08-15,一般,名鉄杯争奪２０２６納涼お盆レース,高井 雄基,１　１５３４４６３６５３
08,2026-08-27,12,2026-07-22,2026-07-26,一般,てるみちゃんカップ,西川 真人,３３４　２　１４４４
08,2026-08-27,13,2026-08-22,2026-08-27,ＧⅢ,中日新聞・中日スポーツ　第４０回中日カップ,佐藤 航,１５１３２６２　４５２２
08,2026-08-27,13,2026-08-10,2026-08-15,一般,名鉄杯争奪２０２６納涼お盆レース,杉山 正樹,５４１１２１３２３４１２
08,2026-08-27,13,2026-07-30,2026-08-04,一般,オール進入固定ＲＳ第１５戦スカパー第２８回ＪＬＣ杯,若林 樹蘭,３２１３１　１６４Ｆ４
08,2026-08-27,14,2026-08-22,2026-08-27,ＧⅢ,中日新聞・中日スポーツ　第４０回中日カップ,峰重 力也,６１３　５４１　６２５
08,2026-08-27,14,2026-08-10,2026-08-15,一般,名鉄杯争奪２０２６納涼お盆レース,西川 新太郎,６４４　５２１　３４３１
08,2026-08-27,14,2026-07-22,2026-07-26,一般,てるみちゃんカップ,藤井 公人,２５１　４５２４１２
08,2026-08-27,15,2026-07-30,2026-08-04,一般,オール進入固定ＲＳ第１５戦スカパー第２８回ＪＬＣ杯,金子 怜央,６　５３５　６６５　６６
08,2026-08-27,15,2026-07-15,2026-07-19,一般,知多娘。常滑セラ杯,奥平 拓也,４５５６２　６　６
08,2026-08-27,15,2026-07-07,2026-07-12,一般,名古屋グランパスカップ,田中 和也,２６４３２２２１２２[４]
08,2026-08-27,16,2026-08-22,2026-08-27,ＧⅢ,中日新聞・中日スポーツ　第４０回中日カップ,谷野 錬志,１５１　２３２１４１[１]
08,2026-08-27,16,2026-08-10,2026-08-15,一般,名鉄杯争奪２０２６納涼お盆レース,柳沢 一,３２３５１５３１１５１３
08,2026-08-27,16,2026-07-30,2026-08-04,一般,オール進入固定ＲＳ第１５戦スカパー第２８回ＪＬＣ杯,坂本 雄紀,４１５　２３１３４５３１
08,2026-08-27,17,2026-08-22,2026-08-27,ＧⅢ,中日新聞・中日スポーツ　第４０回中日カップ,伊藤 啓三,３６２　４１３　１５６６
08,2026-08-27,17,2026-07-30,2026-08-04,一般,オール進入固定ＲＳ第１５戦スカパー第２８回ＪＬＣ杯,島崎 丈一朗,３５６
08,2026-08-27,17,2026-07-22,2026-07-26,一般,てるみちゃんカップ,川島 拓郎,５５１５５　２　２４
08,2026-08-27,18,2026-07-30,2026-08-04,一般,オール進入固定ＲＳ第１５戦スカパー第２８回ＪＬＣ杯,坂井 滉哉,６　４６４　３２６　２３
08,2026-08-27,18,2026-07-22,2026-07-26,一般,てるみちゃんカップ,白石 有美,２２３　４６６３１
08,2026-08-27,18,2026-07-15,2026-07-19,一般,知多娘。常滑セラ杯,倉尾 大介,２６
08,2026-08-27,19,2026-08-22,2026-08-27,ＧⅢ,中日新聞・中日スポーツ　第４０回中日カップ,青木 蓮,４６４　１６
08,2026-08-27,19,2026-08-10,2026-08-15,一般,名鉄杯争奪２０２６納涼お盆レース,野中 一平,１１１　４２３２３１[５]
08,2026-08-27,19,2026-07-22,2026-07-26,一般,てるみちゃんカップ,西田 和加,５５６　２　４４５６
08,2026-08-27,20,2026-08-10,2026-08-15,一般,名鉄杯争奪２０２６納涼お盆レース,竹内 来,６　５６４　５５５２６
08,2026-08-27,20,2026-07-30,2026-08-04,一般,オール進入固定ＲＳ第１５戦スカパー第２８回ＪＬＣ杯,中本 大樹,２５３　１２５　６６１６
08,2026-08-27,20,2026-07-22,2026-07-26,一般,てるみちゃんカップ,春園 功太,１４６２２１１２[５]
08,2026-08-27,21,2026-08-22,2026-08-27,ＧⅢ,中日新聞・中日スポーツ　第４０回中日カップ,谷村 一哉,４　２３５２４３１５１５
08,2026-08-27,21,2026-08-10,2026-08-15,一般,名鉄杯争奪２０２６納涼お盆レース,鈴木 智啓,４　３３４　３５４５５
08,2026-08-27,21,2026-07-30,2026-08-04,一般,オール進入固定ＲＳ第１５戦スカパー第２８回ＪＬＣ杯,川原 涼,１２４　６６１　５２１
08,2026-08-27,22,2026-07-30,2026-08-04,一般,オール進入固定ＲＳ第１５戦スカパー第２８回ＪＬＣ杯,尾道 佳諭,６６転　４６４　６　１２
08,2026-08-27,22,2026-07-15,2026-07-19,一般,知多娘。常滑セラ杯,田中 辰彦,１４４　２６２５１６
08,2026-08-27,22,2026-07-07,2026-07-12,一般,名古屋グランパスカップ,上田 健太,４３２３１５２　１３４２
08,2026-08-27,23,2026-07-30,2026-08-04,一般,オール進入固定ＲＳ第１５戦スカパー第２８回ＪＬＣ杯,横田 海人,６６６　５６６　落
08,2026-08-27,23,2026-07-22,2026-07-26,一般,てるみちゃんカップ,守田 俊介,３６３１１６１４４１
08,2026-08-27,23,2026-07-07,2026-07-12,一般,名古屋グランパスカップ,中越 博紀,５５３　４４１　２３５４
08,2026-08-27,24,2026-08-22,2026-08-27,ＧⅢ,中日新聞・中日スポーツ　第４０回中日カップ,徳増 秀樹,２２１　３３１５３４１３
