場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
11,2026-08-31,11,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,品川 二千翔,３４１　２１３１３２[３]
11,2026-08-31,11,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,白井 英治,４　５１２３３　３　２１
11,2026-08-31,11,2026-07-16,2026-07-21,一般,第７回京都新聞杯,中本 大樹,３　６２１５１５５　１４
11,2026-08-31,12,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,長谷川 充,６　２３３３６　２６３
11,2026-08-31,12,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,中村 有裕,１２２　２３３２２２[６]
11,2026-08-31,12,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,権藤 俊光,６　５　１５２　３３６
11,2026-08-31,13,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,柘植 政浩,２３３３４　１６３４２３
11,2026-08-31,13,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,吉田 裕平,１４５　１　４２６　１５
11,2026-08-31,13,2026-07-07,2026-07-12,一般,びわこヴィーナス！第７回酒処京都新京極スタンド,高憧 四季,４１１２２４１３２１[５]
11,2026-08-31,14,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,高倉 孝太,２　Ｆ１４　２　４　３
11,2026-08-31,14,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,丸野 一樹,３１３２６１３　３１[３]
11,2026-08-31,14,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,仲谷 颯仁,４　４１３　３２１　[３]
11,2026-08-31,15,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,港 理樹,６３６　３２６　３　５６
11,2026-08-31,15,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,早川 理稀,６６６　６６５　６４転
11,2026-08-31,15,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,鎌倉 涼,４６６　６
11,2026-08-31,16,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,中島 秀治,１　１３４６５２４４５４
11,2026-08-31,16,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,宮迫 暢彦,４　６３５３４　５　３４
11,2026-08-31,16,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,中野 次郎,４４１　５　２６４　５４
11,2026-08-31,17,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,澤田 尚也,１　１５２６３１６６１５
11,2026-08-31,17,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,菊地 孝平,６　６　６４３　６３３
11,2026-08-31,17,2026-07-16,2026-07-21,一般,第７回京都新聞杯,武田 正紀,５　２４１４５１２　５４
11,2026-08-31,18,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,川北 浩貴,４４４　２５２　６２１
11,2026-08-31,18,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,上條 暢嵩,１５３　５　４１６１４
11,2026-08-31,18,2026-07-07,2026-07-12,一般,びわこヴィーナス！第７回酒処京都新京極スタンド,海野 ゆかり,４５１５４４３４４　２１
11,2026-08-31,19,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,水口 由紀,３　３４４４４　１３６
11,2026-08-31,19,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,大上 卓人,１　４３５　１　２　[６]
11,2026-08-31,19,2026-07-16,2026-07-21,一般,第７回京都新聞杯,米田 隆弘,５　２３１１２１２１[１]
11,2026-08-31,20,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,新出 浩司,４　２３３５３　２４４６
11,2026-08-31,20,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,山崎 郡,３　１　６５５　２１２
11,2026-08-31,20,2026-07-16,2026-07-21,一般,第７回京都新聞杯,早川 尚人,２４１　２２４４２３４１
11,2026-08-31,21,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,新田 智彰,５６１　３６５　１２３
11,2026-08-31,21,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,孫崎 百世,６２６　５　２５４　５２
11,2026-08-31,21,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,新開 航,３５４　２　１５１　３５
11,2026-08-31,22,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,金子 良昭,５　Ｆ６６　５　５　３
11,2026-08-31,22,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,入海 馨,６　５４１　３　転２３
11,2026-08-31,22,2026-07-16,2026-07-21,一般,第７回京都新聞杯,佐竹 太一,１　１４３３２５６４５４
11,2026-08-31,23,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,秦 英悟,１１４６４５３　４３２２
11,2026-08-31,23,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,吉田 和仁,２４４　５１６　３６４
11,2026-08-31,23,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,佐藤 翼,５　６６３　２　２４５
11,2026-08-31,24,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,中村 栄治,４３２　４４５６３　４１
11,2026-08-31,24,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,廣瀬 凜,３６１　１２１３２６１２
11,2026-08-31,24,2026-07-07,2026-07-12,一般,びわこヴィーナス！第７回酒処京都新京極スタンド,佐々木 裕美,６６２　６　６３６　３４
11,2026-08-31,25,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,吉原 聖人,２１５　５３５　２１３
11,2026-08-31,25,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,香川 颯太,３　１４３５１４２１[５]
11,2026-08-31,25,2026-07-16,2026-07-21,一般,第７回京都新聞杯,杉山 勝匡,６　４６４　６６３　１２
11,2026-08-31,26,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,松尾 昂明,１６２　１３４４４２[６]
11,2026-08-31,26,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,渡邉 優美,６　２　６５５　２５４
11,2026-08-31,26,2026-07-16,2026-07-21,一般,第７回京都新聞杯,山本 光雄,３　１３５２２５１６３５
11,2026-08-31,27,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,石川 真二,３５２６１　２３１２[４]
11,2026-08-31,27,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,吉川 喜継,１２６Ｆ４　５　３　２
11,2026-08-31,27,2026-07-16,2026-07-21,一般,第７回京都新聞杯,平石 和男,４４２１４３１　２５１４
11,2026-08-31,28,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,鰐部 太空海,３　４５６６４　５　５４
11,2026-08-31,28,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,岩田 凌,４　６３４　転６５　４３
11,2026-08-31,28,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,齊藤 仁,３　６　４６３　４５５
11,2026-08-31,29,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,吉川 晴人,１５２　４３２１１５４４
11,2026-08-31,29,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,丸野 一樹,５１３　２　４１２　[５]
11,2026-08-31,29,2026-07-16,2026-07-21,一般,第７回京都新聞杯,川崎 公靖,１６６　４６３　６１２５
11,2026-08-31,30,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,山下 智己,６　６２６　６１５　２６
11,2026-08-31,30,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,岩瀬 裕亮,４　２　４４５　５５６
11,2026-08-31,30,2026-07-16,2026-07-21,一般,第７回京都新聞杯,松下 一也,１２５１５３Ｆ　６　４
11,2026-08-31,31,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,角浜 修,４　５１５５１　２６５
11,2026-08-31,31,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,守田 俊介,２３４１１　１１１２[２]
11,2026-08-31,31,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,新田 雄史,２２３　２　１５４　２２
11,2026-08-31,32,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,網代 良芽,２４５　３４２　２６２
11,2026-08-31,32,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,泥谷 一毅,６欠
11,2026-08-31,32,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,遠藤 エミ,５６１　１１６　３１１
11,2026-08-31,33,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,岡部 哲,３　４６１４３　３５５
11,2026-08-31,33,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,稲田 浩二,４　２６４　５　４２５
11,2026-08-31,33,2026-07-07,2026-07-12,一般,びわこヴィーナス！第７回酒処京都新京極スタンド,平川 香織,１３３３２　１４４３２２
11,2026-08-31,34,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,高村 諒,６　３５６　４６４　４５
11,2026-08-31,34,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,篠崎 仁志,２　２　５１５　４　６４
11,2026-08-31,34,2026-07-16,2026-07-21,一般,第７回京都新聞杯,乙藤 智史,６　３１１１３４１６１５
11,2026-08-31,35,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,今村 天次朗,６　６６６　５６６　２６
11,2026-08-31,35,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,田中 結,５　５６６　６５６　６６
11,2026-08-31,35,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,平本 真之,２３５　３　５２３　２１
11,2026-08-31,36,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,宮田 龍馬,１５２１３２１　３１[１]
11,2026-08-31,36,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,高山 智至,４　５４６　４５３　３６
11,2026-08-31,36,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,板橋 侑我,５　２６６　４　６６４
