レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202607252101,2026-07-25,21,01R,08:32,2026-07-25T08:40:33.755266+09:00,1,160,1,100,5,390,,,1-5,3770,10,1=5,2130,5,1=5,1270,9,1=2,200,2,2=5,2560,13,1-5-2,18410,40,1=2=5,3960,11
202607252301,2026-07-25,23,01R,08:39,2026-07-25T08:48:24.472593+09:00,2,970,2,380,3,790,,,2-3,9060,11,2=3,4780,8,2=3,380,6,1=2,160,2,1=3,180,3,2-3-1,14430,27,1=2=3,300,1
202607251401,2026-07-25,14,01R,08:46,2026-07-25T08:54:26.531438+09:00,1,100,1,100,2,170,,,1-2,370,3,1=2,340,3,1=2,210,3,1=4,330,5,2=4,790,9,1-2-4,2060,8,1=2=4,1330,6
202607252102,2026-07-25,21,02R,08:58,2026-07-25T09:06:23.394582+09:00,1,510,1,100,4,100,,,1-4,220,1,1=4,130,1,1=4,130,1,1=3,330,7,3=4,540,9,1-4-3,1660,5,1=3=4,870,4
202607252302,2026-07-25,23,02R,09:05,2026-07-25T09:12:23.856202+09:00,1,110,1,100,2,100,,,1-2,180,1,1=2,130,1,1=2,100,2,1=4,100,1,2=4,180,5,1-2-4,490,2,1=2=4,300,2
202607251402,2026-07-25,14,02R,09:12,2026-07-25T09:20:28.506750+09:00,2,170,2,100,1,150,,,2-1,760,3,1=2,340,1,1=2,180,2,2=3,170,1,1=3,240,5,2-1-3,1280,2,1=2=3,270,1
202607252103,2026-07-25,21,03R,09:24,2026-07-25T09:31:12.201592+09:00,1,160,1,110,3,140,,,1-3,330,2,1=3,240,1,1=3,160,2,1=5,150,1,3=5,180,3,1-3-5,570,1,1=3=5,240,1
202607252303,2026-07-25,23,03R,09:31,2026-07-25T09:38:25.708236+09:00,1,110,1,180,5,120,,,1-5,320,1,1=5,210,1,1=5,100,2,1=3,100,1,3=5,100,3,1-5-3,460,1,1=3=5,170,1
202607251403,2026-07-25,14,03R,09:38,2026-07-25T09:48:23.158687+09:00,1,110,1,220,3,640,,,1-3,680,4,1=3,880,3,1=3,170,3,1=5,130,1,3=5,310,5,1-3-5,1260,5,1=3=5,430,2
202607252104,2026-07-25,21,04R,09:50,2026-07-25T10:01:18.360249+09:00,1,100,1,100,3,210,,,1-3,490,3,1=3,500,3,1=3,160,2,1=5,130,1,3=5,430,7,1-3-5,860,2,1=3=5,400,1
202607252304,2026-07-25,23,04R,09:57,2026-07-25T10:06:22.379312+09:00,1,170,1,150,2,150,,,1-2,450,1,1=2,480,2,1=2,120,1,1=6,160,2,2=6,260,5,1-2-6,1200,1,1=2=6,320,1
202607251404,2026-07-25,14,04R,10:04,2026-07-25T10:12:26.242145+09:00,1,110,1,100,5,100,,,1-5,410,2,1=5,280,2,1=5,160,2,1=3,130,1,3=5,170,3,1-5-3,1200,4,1=3=5,320,1
