レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),電話投票締切予定,1枠_艇番,1枠_登録番号,1枠_選手名,1枠_年齢,1枠_支部,1枠_体重,1枠_級別,1枠_全国勝率,1枠_全国2連対率,1枠_当地勝率,1枠_当地2連対率,1枠_モーター番号,1枠_モーター2連対率,1枠_ボート番号,1枠_ボート2連対率,1枠_今節成績_1-1,1枠_今節成績_1-2,1枠_今節成績_2-1,1枠_今節成績_2-2,1枠_今節成績_3-1,1枠_今節成績_3-2,1枠_今節成績_4-1,1枠_今節成績_4-2,1枠_今節成績_5-1,1枠_今節成績_5-2,1枠_今節成績_6-1,1枠_今節成績_6-2,1枠_早見,2枠_艇番,2枠_登録番号,2枠_選手名,2枠_年齢,2枠_支部,2枠_体重,2枠_級別,2枠_全国勝率,2枠_全国2連対率,2枠_当地勝率,2枠_当地2連対率,2枠_モーター番号,2枠_モーター2連対率,2枠_ボート番号,2枠_ボート2連対率,2枠_今節成績_1-1,2枠_今節成績_1-2,2枠_今節成績_2-1,2枠_今節成績_2-2,2枠_今節成績_3-1,2枠_今節成績_3-2,2枠_今節成績_4-1,2枠_今節成績_4-2,2枠_今節成績_5-1,2枠_今節成績_5-2,2枠_今節成績_6-1,2枠_今節成績_6-2,2枠_早見,3枠_艇番,3枠_登録番号,3枠_選手名,3枠_年齢,3枠_支部,3枠_体重,3枠_級別,3枠_全国勝率,3枠_全国2連対率,3枠_当地勝率,3枠_当地2連対率,3枠_モーター番号,3枠_モーター2連対率,3枠_ボート番号,3枠_ボート2連対率,3枠_今節成績_1-1,3枠_今節成績_1-2,3枠_今節成績_2-1,3枠_今節成績_2-2,3枠_今節成績_3-1,3枠_今節成績_3-2,3枠_今節成績_4-1,3枠_今節成績_4-2,3枠_今節成績_5-1,3枠_今節成績_5-2,3枠_今節成績_6-1,3枠_今節成績_6-2,3枠_早見,4枠_艇番,4枠_登録番号,4枠_選手名,4枠_年齢,4枠_支部,4枠_体重,4枠_級別,4枠_全国勝率,4枠_全国2連対率,4枠_当地勝率,4枠_当地2連対率,4枠_モーター番号,4枠_モーター2連対率,4枠_ボート番号,4枠_ボート2連対率,4枠_今節成績_1-1,4枠_今節成績_1-2,4枠_今節成績_2-1,4枠_今節成績_2-2,4枠_今節成績_3-1,4枠_今節成績_3-2,4枠_今節成績_4-1,4枠_今節成績_4-2,4枠_今節成績_5-1,4枠_今節成績_5-2,4枠_今節成績_6-1,4枠_今節成績_6-2,4枠_早見,5枠_艇番,5枠_登録番号,5枠_選手名,5枠_年齢,5枠_支部,5枠_体重,5枠_級別,5枠_全国勝率,5枠_全国2連対率,5枠_当地勝率,5枠_当地2連対率,5枠_モーター番号,5枠_モーター2連対率,5枠_ボート番号,5枠_ボート2連対率,5枠_今節成績_1-1,5枠_今節成績_1-2,5枠_今節成績_2-1,5枠_今節成績_2-2,5枠_今節成績_3-1,5枠_今節成績_3-2,5枠_今節成績_4-1,5枠_今節成績_4-2,5枠_今節成績_5-1,5枠_今節成績_5-2,5枠_今節成績_6-1,5枠_今節成績_6-2,5枠_早見,6枠_艇番,6枠_登録番号,6枠_選手名,6枠_年齢,6枠_支部,6枠_体重,6枠_級別,6枠_全国勝率,6枠_全国2連対率,6枠_当地勝率,6枠_当地2連対率,6枠_モーター番号,6枠_モーター2連対率,6枠_ボート番号,6枠_ボート2連対率,6枠_今節成績_1-1,6枠_今節成績_1-2,6枠_今節成績_2-1,6枠_今節成績_2-2,6枠_今節成績_3-1,6枠_今節成績_3-2,6枠_今節成績_4-1,6枠_今節成績_4-2,6枠_今節成績_5-1,6枠_今節成績_5-2,6枠_今節成績_6-1,6枠_今節成績_6-2,6枠_早見
202505012401,ミッドナイトボートレースｉｎ大村２,第4日,2025-05-01,ボートレース大村,1R,予選,1800,17:41,1,3284,渡邊伸太,57,佐賀,54.0,B1,5.18,32.08,5.41,29.51,65,32.81,16,32.14,4,4,3,,,,2,4,,,,,,2,4171,榎 幸司,42,長崎,52.0,A2,6.66,46.67,6.38,42.61,52,40.1,58,31.09,3,3,1,,,,2,5,,,,,8,3,4924,中北 涼,32,長崎,48.0,B1,4.2,18.03,4.27,21.32,69,46.15,76,35.23,4,4,3,,,,4,,,,,,6,4,5309,森 雄利,20,長崎,52.0,B2,1.39,,1.32,,71,34.72,12,29.1,6,6,6,6,6,,,,,,,,,5,3349,吉田一郎,57,長崎,52.0,A2,5.58,33.96,5.78,40.98,76,32.99,46,38.07,3,6,2,2,2,,7,,,,,,,6,4948,木場悠介,32,長崎,52.0,B1,5.32,35.16,6.03,44.0,59,23.53,25,29.9,5,,,,,,3,3,2,,,,9
202505012402,ミッドナイトボートレースｉｎ大村２,第4日,2025-05-01,ボートレース大村,2R,予選,1800,18:08,1,4106,坂井康嗣,45,佐賀,52.0,B1,3.91,19.32,5.25,37.5,62,41.79,15,27.04,6,,,,,,6,4,3,,,,7,2,5055,眞鳥章太,29,長崎,53.0,A2,5.54,34.15,4.84,28.16,39,28.95,34,27.18,6,,,,,,1,2,1,1,,,10,3,5270,小玉啓太,24,佐賀,53.0,B1,2.92,6.56,2.76,8.7,48,37.63,32,34.38,4,1,5,,,,4,,,,,,11,4,4241,大串重幸,40,長崎,53.0,A2,5.67,41.38,5.63,38.65,47,41.58,60,33.51,2,3,5,,,,2,3,,,,,9,5,4408,仁科さや,39,長崎,47.0,B2,3.79,21.05,5.47,34.04,55,33.5,31,30.93,6,,,,,,6,3,1,6,,,12,6,4213,重富伸也,40,長崎,53.0,B1,4.31,23.42,4.21,19.47,74,33.5,55,23.47,1,2,2,,,,3,2,,,,,8
202505012403,ミッドナイトボートレースｉｎ大村２,第4日,2025-05-01,ボートレース大村,3R,予選,1800,18:35,1,5208,屋良龍紀,27,長崎,51.0,B1,3.85,14.94,2.95,13.01,75,34.16,20,33.16,2,2,5,4,6,,,,,,,,,2,4259,真庭明志,41,長崎,52.0,A2,5.2,33.08,5.97,41.94,54,31.94,50,31.72,5,4,4,1,4,,1,1,,,,,,3,5193,米丸乃絵,23,福岡,47.0,B1,6.03,42.7,5.64,28.57,18,46.15,41,36.04,2,5,5,3,1,,1,2,,,,,,4,4523,中村辰也,37,長崎,52.0,A2,5.75,38.02,6.04,46.6,56,35.03,43,36.65,5,5,1,5,3,,9,,,,,,,5,4555,富永大一,35,福岡,54.0,B1,5.29,36.17,5.53,34.88,21,36.0,65,32.65,3,,,,,,4,3,3,,,,10,6,4164,岩永節也,43,長崎,52.0,B1,3.81,12.12,4.03,17.02,17,32.47,73,30.57,2,,,,,,6,,,,,,24
202505012404,ミッドナイトボートレースｉｎ大村２,第4日,2025-05-01,ボートレース大村,4R,予選,1800,19:02,1,3964,宮地博士,46,長崎,54.0,B1,4.38,18.0,4.61,25.69,16,33.68,69,27.84,4,3,4,,,,4,4,,,,,,2,4515,藤田浩人,38,佐賀,54.0,A2,5.62,39.32,6.04,44.64,32,46.19,23,31.09,4,,,,,,3,3,1,3,,,11,3,4695,尾崎雄二,39,長崎,55.0,A2,5.07,29.03,5.16,30.97,57,36.13,59,35.38,4,,,,,,2,6,6,2,,,8,4,4315,山崎昂介,40,長崎,53.0,A2,4.94,31.01,5.94,43.57,28,31.96,33,27.53,1,,,,,,5,3,3,6,,,9,5,4603,谷川将太,37,長崎,53.0,B1,5.39,36.13,5.38,35.26,31,35.38,14,40.93,1,2,2,,,,1,5,,,,,10,6,3871,池田紫乃,49,長崎,43.0,B1,4.67,31.43,5.71,38.95,23,35.57,39,39.06,1,1,3,1,6,,1,2,,,,,
202505012405,ミッドナイトボートレースｉｎ大村２,第4日,2025-05-01,ボートレース大村,5R,予選,1800,19:30,1,3773,津留浩一,50,長崎,56.0,B1,5.03,34.38,5.03,34.38,14,34.69,75,34.02,2,1,4,,,,5,2,,,,,,2,4499,滝川真由,37,長崎,47.0,A2,4.88,25.81,6.5,50.0,36,37.31,56,31.12,5,2,4,,,,5,5,,,,,12,3,5335,森 陽多,20,長崎,48.0,B1,2.71,8.82,2.38,9.43,29,40.2,71,31.28,6,3,6,,,,6,5,,,,,,4,4299,中島浩哉,42,長崎,56.0,B1,4.61,25.0,5.11,27.64,13,31.38,29,35.2,3,,,,,,1,6,5,,,,10,5,4497,桑原 悠,37,長崎,51.0,A1,6.85,46.36,7.42,57.8,24,27.14,57,33.68,3,3,2,1,1,,1,1,,,,,,6,4268,和合俊介,39,福岡,60.0,B1,3.55,13.64,3.7,9.09,27,44.44,40,34.18,5,,,,,,4,6,6,4,,,
202505012406,ミッドナイトボートレースｉｎ大村２,第4日,2025-05-01,ボートレース大村,6R,予選,1800,19:58,1,3265,今村暢孝,60,福岡,52.0,A2,6.69,52.38,6.39,48.98,51,31.79,22,37.31,5,2,1,1,5,,,,,,,,,2,4765,野田部宏,34,福岡,50.0,B1,5.27,38.27,5.84,39.47,45,37.04,62,44.27,6,,,,,,5,5,6,3,,,12,3,4553,坪口竜也,36,長崎,52.0,A1,6.25,43.43,6.5,45.52,30,32.83,54,27.98,1,,,,,,5,4,5,4,,,10,4,3527,中嶋誠一,54,長崎,52.0,B1,5.4,29.2,5.97,40.4,43,28.5,52,33.68,3,,,,,,5,2,1,,,,11,5,3777,樋口 亮,49,長崎,52.0,A2,5.82,38.79,6.3,46.62,60,37.06,19,30.0,1,,,,,,1,5,5,1,,,,6,4924,中北 涼,32,長崎,48.0,B1,4.2,18.03,4.27,21.32,69,46.15,76,35.23,4,4,3,,,,4,,,,,,1
202505012407,ミッドナイトボートレースｉｎ大村２,第4日,2025-05-01,ボートレース大村,7R,予選 進入固定 Ｈ１８０,ｍ電,20:26,1,3349,吉田一郎,57,長崎,52.0,A2,5.58,33.96,5.78,40.98,76,32.99,46,38.07,3,6,2,2,2,,1,,,,,,,2,3843,上之晃弘,48,長崎,54.0,B1,4.7,26.09,5.09,29.17,34,30.73,45,36.6,3,6,6,,,,3,2,,,,,,3,4715,村上 遼,32,長崎,53.0,A1,6.32,44.23,7.32,60.29,38,33.85,27,29.02,1,4,1,,,,1,1,,,,,11,4,4705,吉川勇作,36,長崎,55.0,B1,4.57,29.91,4.46,27.21,11,38.54,35,24.87,1,,,,,,5,6,3,6,,,,5,4106,坂井康嗣,45,佐賀,52.0,B1,3.91,19.32,5.25,37.5,62,41.79,15,27.04,6,,,,,,6,4,3,,,,2,6,3944,山口裕二,46,長崎,53.0,A2,6.37,42.06,6.09,40.91,20,38.54,17,29.08,5,1,4,2,5,,,,,,,,
202505012408,ミッドナイトボートレースｉｎ大村２,第4日,2025-05-01,ボートレース大村,8R,予選,1800,20:57,1,4695,尾崎雄二,39,長崎,55.0,A2,5.07,29.03,5.16,30.97,57,36.13,59,35.38,4,,,,,,2,6,6,2,,,4,2,5129,山口真喜,28,長崎,48.0,A2,5.93,43.31,5.86,39.29,53,40.61,38,37.82,4,6,6,2,2,,1,2,,,,,,3,4213,重富伸也,40,長崎,53.0,B1,4.31,23.42,4.21,19.47,74,33.5,55,23.47,1,2,2,,,,3,2,,,,,2,4,4164,岩永節也,43,長崎,52.0,B1,3.81,12.12,4.03,17.02,17,32.47,73,30.57,2,,,,,,6,,,,,,24,5,4248,岡本 大,42,長崎,54.0,B1,4.09,18.75,4.83,30.66,66,38.31,30,34.54,5,6,2,,,,4,6,,,,,,6,4171,榎 幸司,42,長崎,52.0,A2,6.66,46.67,6.38,42.61,52,40.1,58,31.09,3,3,1,,,,2,5,,,,,1
202505012409,ミッドナイトボートレースｉｎ大村２,第4日,2025-05-01,ボートレース大村,9R,予選,1800,21:23,1,4241,大串重幸,40,長崎,53.0,A2,5.67,41.38,5.63,38.65,47,41.58,60,33.51,2,3,5,,,,2,3,,,,,2,2,4948,木場悠介,32,長崎,52.0,B1,5.32,35.16,6.03,44.0,59,23.53,25,29.9,5,,,,,,3,3,2,,,,1,3,4523,中村辰也,37,長崎,52.0,A2,5.75,38.02,6.04,46.6,56,35.03,43,36.65,5,5,1,5,3,,3,,,,,,,4,4966,田川大貴,27,長崎,54.0,A2,5.48,35.19,5.91,42.03,22,41.75,49,32.64,4,2,3,2,4,,,,,,,,,5,4315,山崎昂介,40,長崎,53.0,A2,4.94,31.01,5.94,43.57,28,31.96,33,27.53,1,,,,,,5,3,3,6,,,4,6,5086,本村 大,25,長崎,52.0,B1,4.44,26.92,5.22,33.72,61,28.42,63,30.77,6,5,4,,,,5,3,,,,,
202505012410,ミッドナイトボートレースｉｎ大村２,第4日,2025-05-01,ボートレース大村,10R,予選特選,1200,21:49,1,4096,石橋道友,43,長崎,53.0,A1,6.82,49.09,6.97,54.9,49,38.17,37,37.76,2,5,1,4,4,,,,,,,,,2,4555,富永大一,35,福岡,54.0,B1,5.29,36.17,5.53,34.88,21,36.0,65,32.65,3,,,,,,4,3,3,,,,3,3,4603,谷川将太,37,長崎,53.0,B1,5.39,36.13,5.38,35.26,31,35.38,14,40.93,1,2,2,,,,1,5,,,,,4,4,4553,坪口竜也,36,長崎,52.0,A1,6.25,43.43,6.5,45.52,30,32.83,54,27.98,1,,,,,,5,4,5,4,,,6,5,5055,眞鳥章太,29,長崎,53.0,A2,5.54,34.15,4.84,28.16,39,28.95,34,27.18,6,,,,,,1,2,1,1,,,2,6,4299,中島浩哉,42,長崎,56.0,B1,4.61,25.0,5.11,27.64,13,31.38,29,35.2,3,,,,,,1,6,5,,,,5
