レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202607221001,2026-07-22,10,01R,08:32,2026-07-22T08:22:25.646785+09:00,1,53.2,0.0,6.75,-0.5,52.0,0.0,6.76,-0.5,54.6,0.0,6.62,0.0,51.5,0.5,6.71,-0.5,52.2,0.0,6.77,0.0,54.1,0.0,6.83,0.0
202607222301,2026-07-22,23,01R,08:39,2026-07-22T08:30:30.053069+09:00,1,52.0,0.0,6.73,-0.5,51.5,0.5,6.72,-0.5,44.5,2.5,6.68,-0.5,46.0,1.0,6.68,0.0,46.5,0.5,6.76,0.0,51.5,0.5,6.79,0.0
202607221401,2026-07-22,14,01R,08:46,2026-07-22T08:36:19.531788+09:00,1,49.5,2.5,6.88,0.0,54.3,0.0,6.97,0.0,52.1,0.0,7.0,0.0,55.0,0.0,6.87,0.0,52.3,0.0,6.99,0.0,52.5,0.0,6.98,0.0
202607221002,2026-07-22,10,02R,08:58,2026-07-22T08:48:23.312518+09:00,1,53.0,0.0,6.67,-0.5,52.0,0.0,6.78,0.0,56.0,0.0,6.77,-0.5,46.5,5.5,6.85,-0.5,53.2,0.0,6.8,-0.5,53.7,0.0,6.83,0.0
202607222302,2026-07-22,23,02R,09:05,2026-07-22T08:56:25.647691+09:00,1,53.8,0.0,6.75,0.0,53.2,0.0,6.74,0.0,50.5,1.5,6.79,0.0,52.2,0.0,6.79,-0.5,52.0,0.0,6.69,-0.5,54.0,0.0,6.76,0.0
202607221402,2026-07-22,14,02R,09:12,2026-07-22T09:02:18.596746+09:00,1,53.9,0.0,6.83,0.0,53.5,0.0,6.85,0.0,52.5,0.0,6.84,-0.5,54.4,0.0,6.89,0.0,52.8,0.0,6.88,-0.5,52.0,0.0,7.01,0.0
202607221003,2026-07-22,10,03R,09:24,2026-07-22T09:14:18.544365+09:00,1,54.0,0.0,6.78,-0.5,52.3,0.0,6.76,0.0,52.0,0.0,6.78,0.0,52.0,0.0,6.79,0.0,52.0,0.0,6.74,0.0,53.1,0.0,6.83,0.0
202607222303,2026-07-22,23,03R,09:31,2026-07-22T09:22:24.710368+09:00,1,54.2,0.0,6.8,-0.5,53.2,0.0,6.82,-0.5,51.5,0.5,6.7,-0.5,52.0,0.0,6.71,-0.5,52.0,0.0,6.73,-0.5,54.5,0.0,6.77,0.0
202607221403,2026-07-22,14,03R,09:38,2026-07-22T09:28:17.639803+09:00,1,52.0,0.0,6.88,-0.5,53.6,0.0,6.88,0.0,52.3,0.0,6.89,0.0,53.7,0.0,6.84,0.0,53.9,0.0,6.92,0.0,54.2,0.0,6.84,-0.5
202607221004,2026-07-22,10,04R,09:50,2026-07-22T09:40:29.651652+09:00,1,52.8,0.0,6.84,0.0,58.2,0.0,6.9,-0.5,52.5,0.0,6.75,-0.5,52.2,0.0,6.78,0.0,54.0,0.0,6.89,-0.5,51.0,1.0,6.83,-0.5
