レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202607091001,2026-07-09,10,01R,08:32,2026-07-09T08:22:20.373211+09:00,1,-0.03,2,-0.03,3,-0.09,4,0.11,5,0.16,6,0.11
202607091801,2026-07-09,18,01R,08:39,2026-07-09T08:30:22.682320+09:00,1,0.09,2,-0.01,3,0.06,4,0.24,5,0.15,6,0.25
202607091401,2026-07-09,14,01R,08:46,2026-07-09T08:36:23.058180+09:00,1,0.15,2,0.03,3,0.09,4,0.33,5,0.15,6,0.16
202607091002,2026-07-09,10,02R,08:58,2026-07-09T08:48:26.319007+09:00,1,0.09,2,0.11,3,0.26,4,0.3,5,0.09,6,0.05
202607091802,2026-07-09,18,02R,09:05,2026-07-09T08:56:22.571979+09:00,1,0.13,2,0.16,3,0.11,4,0.07,5,0.47,6,-0.01
202607091402,2026-07-09,14,02R,09:12,2026-07-09T09:02:28.788166+09:00,1,0.12,2,0.02,3,-0.05,4,-0.02,5,-0.05,6,-0.02
202607091003,2026-07-09,10,03R,09:24,2026-07-09T09:14:24.767747+09:00,1,0.01,2,0.06,3,0.05,4,0.34,5,0.3,6,0.02
202607091803,2026-07-09,18,03R,09:31,2026-07-09T09:22:23.609440+09:00,1,-0.13,2,-0.12,3,-0.04,4,-0.02,5,-0.03,6,0.14
202607091403,2026-07-09,14,03R,09:38,2026-07-09T09:28:22.077456+09:00,1,0.04,2,0.12,3,0.02,4,0.09,5,0.19,6,0.23
202607091004,2026-07-09,10,04R,09:50,2026-07-09T09:40:25.701637+09:00,1,-0.01,2,0.13,3,0.27,4,0.13,5,0.17,6,0.09
202607091804,2026-07-09,18,04R,09:57,2026-07-09T09:48:23.840014+09:00,1,0.06,2,0.19,3,0.03,4,-0.03,5,0.16,6,0.08
202607091404,2026-07-09,14,04R,10:04,2026-07-09T09:54:19.659520+09:00,1,0.16,2,0.14,3,0.14,4,0.06,5,0.09,6,0.06
202607091005,2026-07-09,10,05R,10:16,2026-07-09T10:06:25.551749+09:00,1,0.09,4,-0.06,5,0.03,6,0.11,2,0.12,3,-0.03
202607091805,2026-07-09,18,05R,10:23,2026-07-09T10:14:26.084904+09:00,1,0.02,2,0.16,3,0.06,4,-0.04,5,-0.03,6,0.07
202607091405,2026-07-09,14,05R,10:30,2026-07-09T10:20:28.555829+09:00,1,0.09,2,0.28,3,0.14,4,-0.1,6,0.09,5,-0.1
202607090201,2026-07-09,02,01R,10:31,2026-07-09T10:22:17.967329+09:00,1,0.02,2,0.03,3,0.11,4,0.03,5,-0.08,6,-0.07
202607091101,2026-07-09,11,01R,10:38,2026-07-09T10:28:22.054088+09:00,1,0.09,2,0.13,3,0.08,4,0.25,5,0.13,6,0.19
202607090801,2026-07-09,08,01R,10:42,2026-07-09T10:32:22.181326+09:00,1,0.04,2,0.07,3,0.13,4,0.08,5,0.06,6,0.16
202607091006,2026-07-09,10,06R,10:44,2026-07-09T10:34:30.647362+09:00,1,0.05,2,0.22,3,0.18,4,0.14,5,-0.04,6,-0.01
202607091806,2026-07-09,18,06R,10:53,2026-07-09T10:44:23.983314+09:00,1,0.13,2,0.21,3,0.31,4,0.08,5,0.01,6,0.11
202607090202,2026-07-09,02,02R,10:59,2026-07-09T10:50:21.577283+09:00,1,0.12,2,-0.05,3,-0.04,4,0.05,5,-0.01,6,-0.05
202607091406,2026-07-09,14,06R,11:02,2026-07-09T10:52:20.361604+09:00,1,0.01,2,-0.22,3,-0.06,4,-0.06,5,-0.01,6,0.15
202607090802,2026-07-09,08,02R,11:08,2026-07-09T10:58:25.135289+09:00,1,0.05,2,0.3,3,-0.01,4,-0.03,5,-0.01,6,-0.08
202607091102,2026-07-09,11,02R,11:10,2026-07-09T11:00:34.969237+09:00,1,0.03,2,0.04,3,0.06,4,0.35,5,0.18,6,0.24
202607091007,2026-07-09,10,07R,11:13,2026-07-09T11:04:25.255604+09:00,1,0.08,4,0.17,2,0.03,6,0.13,3,0.08,5,0.18
202607091807,2026-07-09,18,07R,11:24,2026-07-09T11:14:23.944978+09:00,1,0.03,2,0.12,3,0.21,4,-0.04,5,0.02,6,-0.05
202607090203,2026-07-09,02,03R,11:28,2026-07-09T11:18:22.507960+09:00,1,0.15,2,0.11,3,0.11,4,0.07,5,0.29,6,0.1
202607091407,2026-07-09,14,07R,11:31,2026-07-09T11:22:22.540434+09:00,1,0.09,2,0.01,3,0.03,4,0.03,5,-0.02,6,0.07
