レースコード,レース日,レース場,レース回,締切時刻,取得日時,気象観測時刻,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃)
202607121001,2026-07-12,10,01R,08:32,2026-07-12T08:22:20.973689+09:00,0759,3.0,4,3.0,2,27.0,27.0
202607122301,2026-07-12,23,01R,08:39,2026-07-12T08:30:20.881151+09:00,0800,1.0,6,1.0,1,28.0,30.0
202607121401,2026-07-12,14,01R,08:46,2026-07-12T08:36:19.051931+09:00,0748,1.0,3,1.0,1,27.0,24.0
202607121002,2026-07-12,10,02R,08:58,2026-07-12T08:48:21.444837+09:00,0835,3.0,4,3.0,2,28.0,27.0
202607122302,2026-07-12,23,02R,09:05,2026-07-12T08:56:19.867133+09:00,0843,4.0,5,4.0,1,31.0,30.0
202607121402,2026-07-12,14,02R,09:12,2026-07-12T09:02:21.482099+09:00,0748,1.0,3,1.0,1,27.0,24.0
202607121003,2026-07-12,10,03R,09:24,2026-07-12T09:14:19.185174+09:00,0901,3.0,4,3.0,2,28.0,27.0
202607122303,2026-07-12,23,03R,09:31,2026-07-12T09:22:22.145836+09:00,0909,4.0,5,4.0,1,31.0,30.0
202607121403,2026-07-12,14,03R,09:38,2026-07-12T09:28:20.159080+09:00,0850,2.0,4,2.0,1,28.0,24.0
202607121004,2026-07-12,10,04R,09:50,2026-07-12T09:40:24.502632+09:00,0927,2.0,4,2.0,1,28.0,27.0
202607122304,2026-07-12,23,04R,09:57,2026-07-12T09:48:18.847650+09:00,0935,4.0,6,4.0,1,32.0,30.0
202607121404,2026-07-12,14,04R,10:04,2026-07-12T09:54:19.716024+09:00,0915,3.0,3,3.0,1,28.0,24.0
202607121005,2026-07-12,10,05R,10:16,2026-07-12T10:06:16.686128+09:00,0927,2.0,4,2.0,1,28.0,27.0
202607122305,2026-07-12,23,05R,10:23,2026-07-12T10:14:21.710976+09:00,1001,5.0,6,5.0,1,32.0,30.0
202607121405,2026-07-12,14,05R,10:30,2026-07-12T10:20:23.983606+09:00,0942,2.0,4,2.0,1,28.0,24.0
202607120201,2026-07-12,02,01R,10:31,2026-07-12T10:22:22.715993+09:00,1015,1.0,5,1.0,2,28.0,28.0
202607120801,2026-07-12,08,01R,10:36,2026-07-12T10:26:24.577936+09:00,0950,2.0,7,1.0,2,28.0,29.0
202607121101,2026-07-12,11,01R,10:38,2026-07-12T10:28:19.093306+09:00,0955,2.0,5,2.0,1,28.0,26.0
202607120901,2026-07-12,09,01R,10:40,2026-07-12T10:31:06.454610+09:00,0929,2.0,8,1.0,1,29.0,29.0
202607121006,2026-07-12,10,06R,10:44,2026-07-12T10:34:21.439712+09:00,1019,1.0,7,1.0,1,29.0,27.0
202607122306,2026-07-12,23,06R,10:52,2026-07-12T10:42:20.628352+09:00,1027,5.0,6,5.0,1,32.0,30.0
202607120202,2026-07-12,02,02R,10:59,2026-07-12T10:50:19.351663+09:00,1034,0.0,,0.0,2,29.0,28.0
202607121406,2026-07-12,14,06R,11:02,2026-07-12T10:52:18.954905+09:00,1034,2.0,4,2.0,1,28.0,24.0
202607120802,2026-07-12,08,02R,11:06,2026-07-12T10:56:18.132552+09:00,1040,2.0,7,1.0,1,29.0,30.0
202607120902,2026-07-12,09,02R,11:08,2026-07-12T10:58:21.856448+09:00,0929,2.0,8,1.0,1,29.0,29.0
202607121102,2026-07-12,11,02R,11:10,2026-07-12T11:00:27.491936+09:00,1041,4.0,6,3.0,1,29.0,26.0
202607120301,2026-07-12,03,01R,11:14,2026-07-12T11:04:19.884897+09:00,1100,2.0,5,5.0,2,27.0,26.0
202607121007,2026-07-12,10,07R,11:17,2026-07-12T11:08:22.913487+09:00,1047,1.0,7,1.0,2,30.0,27.0
202607122307,2026-07-12,23,07R,11:20,2026-07-12T11:10:24.410278+09:00,1056,5.0,6,5.0,1,33.0,30.0
202607120203,2026-07-12,02,03R,11:27,2026-07-12T11:18:20.158289+09:00,1102,0.0,,0.0,2,29.0,28.0
202607120601,2026-07-12,06,01R,11:32,2026-07-12T11:22:19.488001+09:00,0940,3.0,5,1.0,2,27.0,25.0
202607121407,2026-07-12,14,07R,11:31,2026-07-12T11:22:19.488001+09:00,1106,3.0,4,3.0,1,28.0,24.0
202607120501,2026-07-12,05,01R,11:35,2026-07-12T11:26:20.103423+09:00,1020,1.0,1,2.0,2,28.0,27.0
202607120803,2026-07-12,08,03R,11:35,2026-07-12T11:26:20.103423+09:00,1040,2.0,7,1.0,1,29.0,30.0
202607120903,2026-07-12,09,03R,11:36,2026-07-12T11:26:20.103423+09:00,1044,3.0,8,2.0,1,30.0,29.0
202607121103,2026-07-12,11,03R,11:38,2026-07-12T11:28:18.378595+09:00,1113,2.0,6,2.0,1,30.0,26.0
202607120302,2026-07-12,03,02R,11:41,2026-07-12T11:32:19.252248+09:00,1117,2.0,5,5.0,2,27.0,26.0
202607121008,2026-07-12,10,08R,11:45,2026-07-12T11:36:18.808471+09:00,1120,0.0,,0.0,2,30.0,27.0
202607122308,2026-07-12,23,08R,11:49,2026-07-12T11:40:21.919169+09:00,1124,4.0,6,4.0,1,33.0,30.0
202607121601,2026-07-12,16,01R,11:52,2026-07-12T11:42:23.938221+09:00,1051,3.0,5,3.0,1,29.0,27.0
202607120204,2026-07-12,02,04R,11:55,2026-07-12T11:46:24.844191+09:00,1130,2.0,6,1.0,2,29.0,28.0
202607120401,2026-07-12,04,01R,11:55,2026-07-12T11:46:24.844191+09:00,1055,2.0,5,3.0,2,28.0,26.0
