レースコード,レース日,レース場,レース回,締切時刻,取得日時,気象観測時刻,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃)
202607301001,2026-07-30,10,01R,08:32,2026-07-30T08:22:27.088245+09:00,0800,2.0,4,2.0,2,28.0,27.0
202607302301,2026-07-30,23,01R,08:39,2026-07-30T08:31:09.827437+09:00,0800,2.0,5,2.0,1,29.0,31.0
202607301801,2026-07-30,18,01R,08:46,2026-07-30T08:36:24.107821+09:00,0805,3.0,6,3.0,2,28.0,27.0
202607301002,2026-07-30,10,02R,08:59,2026-07-30T08:51:01.773503+09:00,0837,2.0,4,2.0,2,28.0,27.0
202607302302,2026-07-30,23,02R,09:05,2026-07-30T08:56:23.344452+09:00,0843,4.0,6,4.0,2,29.0,31.0
202607301802,2026-07-30,18,02R,09:12,2026-07-30T09:02:26.734673+09:00,0805,3.0,6,3.0,2,28.0,27.0
202607301003,2026-07-30,10,03R,09:24,2026-07-30T09:14:34.097140+09:00,0837,2.0,4,2.0,2,28.0,27.0
202607302303,2026-07-30,23,03R,09:31,2026-07-30T09:22:21.077932+09:00,0909,4.0,7,4.0,2,29.0,31.0
202607301803,2026-07-30,18,03R,09:38,2026-07-30T09:28:29.052408+09:00,0849,3.0,6,3.0,2,28.0,27.0
202607301004,2026-07-30,10,04R,09:50,2026-07-30T09:40:55.454262+09:00,0927,2.0,5,2.0,2,29.0,27.0
202607302304,2026-07-30,23,04R,09:57,2026-07-30T09:48:33.537744+09:00,0935,3.0,7,3.0,2,29.0,31.0
202607301804,2026-07-30,18,04R,10:04,2026-07-30T09:54:33.319604+09:00,0915,3.0,6,3.0,1,29.0,27.0
202607301005,2026-07-30,10,05R,10:16,2026-07-30T10:06:31.631384+09:00,0953,1.0,5,1.0,2,29.0,27.0
202607302305,2026-07-30,23,05R,10:23,2026-07-30T10:14:33.752383+09:00,1001,3.0,6,3.0,1,30.0,31.0
202607301805,2026-07-30,18,05R,10:30,2026-07-30T10:21:06.405138+09:00,0941,3.0,6,3.0,1,29.0,27.0
202607301101,2026-07-30,11,01R,10:40,2026-07-30T10:31:09.905737+09:00,1000,3.0,6,2.0,1,31.0,30.0
202607300801,2026-07-30,08,01R,10:42,2026-07-30T10:32:29.961142+09:00,0949,2.0,7,1.0,1,30.0,30.0
202607301006,2026-07-30,10,06R,10:44,2026-07-30T10:34:23.455396+09:00,1019,2.0,7,2.0,1,29.0,27.0
202607302306,2026-07-30,23,06R,10:52,2026-07-30T10:42:25.417257+09:00,1027,5.0,6,5.0,1,30.0,31.0
202607301806,2026-07-30,18,06R,11:00,2026-07-30T10:51:00.091662+09:00,1007,3.0,6,3.0,1,30.0,27.0
202607300802,2026-07-30,08,02R,11:08,2026-07-30T10:58:31.142444+09:00,0949,2.0,7,1.0,1,30.0,30.0
202607301102,2026-07-30,11,02R,11:10,2026-07-30T11:01:24.661081+09:00,1043,2.0,6,2.0,1,32.0,30.0
202607301007,2026-07-30,10,07R,11:14,2026-07-30T11:04:29.190662+09:00,1047,2.0,7,2.0,1,30.0,27.0
202607302307,2026-07-30,23,07R,11:20,2026-07-30T11:11:14.109970+09:00,1056,3.0,6,3.0,1,30.0,31.0
202607301807,2026-07-30,18,07R,11:31,2026-07-30T11:21:08.227169+09:00,1033,4.0,6,4.0,1,31.0,27.0
202607300803,2026-07-30,08,03R,11:37,2026-07-30T11:28:32.839912+09:00,1112,2.0,6,1.0,1,31.0,30.0
202607301103,2026-07-30,11,03R,11:40,2026-07-30T11:31:23.102263+09:00,1113,3.0,6,2.0,1,32.0,30.0
202607301008,2026-07-30,10,08R,11:44,2026-07-30T11:34:35.694418+09:00,1117,2.0,7,2.0,1,30.0,27.0
