レースコード,レース日,レース場,レース回,締切時刻,取得日時,気象観測時刻,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃)
202607301001,2026-07-30,10,01R,08:32,2026-07-30T08:22:27.088245+09:00,0800,2.0,4,2.0,2,28.0,27.0
202607302301,2026-07-30,23,01R,08:39,2026-07-30T08:31:09.827437+09:00,0800,2.0,5,2.0,1,29.0,31.0
202607301801,2026-07-30,18,01R,08:46,2026-07-30T08:36:24.107821+09:00,0805,3.0,6,3.0,2,28.0,27.0
202607301002,2026-07-30,10,02R,08:59,2026-07-30T08:51:01.773503+09:00,0837,2.0,4,2.0,2,28.0,27.0
202607302302,2026-07-30,23,02R,09:05,2026-07-30T08:56:23.344452+09:00,0843,4.0,6,4.0,2,29.0,31.0
202607301802,2026-07-30,18,02R,09:12,2026-07-30T09:02:26.734673+09:00,0805,3.0,6,3.0,2,28.0,27.0
202607301003,2026-07-30,10,03R,09:24,2026-07-30T09:14:34.097140+09:00,0837,2.0,4,2.0,2,28.0,27.0
202607302303,2026-07-30,23,03R,09:31,2026-07-30T09:22:21.077932+09:00,0909,4.0,7,4.0,2,29.0,31.0
202607301803,2026-07-30,18,03R,09:38,2026-07-30T09:28:29.052408+09:00,0849,3.0,6,3.0,2,28.0,27.0
202607301004,2026-07-30,10,04R,09:50,2026-07-30T09:40:55.454262+09:00,0927,2.0,5,2.0,2,29.0,27.0
202607302304,2026-07-30,23,04R,09:57,2026-07-30T09:48:33.537744+09:00,0935,3.0,7,3.0,2,29.0,31.0
202607301804,2026-07-30,18,04R,10:04,2026-07-30T09:54:33.319604+09:00,0915,3.0,6,3.0,1,29.0,27.0
