レースコード,レース日,レース場,レース回,締切時刻,取得日時,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202609012101,2026-09-01,21,01R,08:32,2026-09-01T08:22:25.752347+09:00,3,一周,まわり足,直線,安達 裕樹,36.23,7.5,7.66,堂原 洋史,36.95,7.9,7.74,松尾 基成,36.99,7.99,7.8,古田 祐貴,37.12,7.9,7.78,嘉手苅 徹哉,37.43,8.03,7.76,木場 雄二郎,37.2,7.93,7.81
202609011801,2026-09-01,18,01R,08:44,2026-09-01T08:34:28.657003+09:00,2,一周,まわり足,,柘植 政浩,37.32,11.61,,内田 圭,37.72,11.82,,池田 雷太,37.59,11.57,,嶋田 貴支,37.96,11.8,,牧村 俊輝,37.85,11.76,,幸田 智裕,37.97,12.02,
202609012102,2026-09-01,21,02R,08:58,2026-09-01T08:48:29.892751+09:00,3,一周,まわり足,直線,石川 諒,36.46,7.71,7.7,佐藤 旭,36.67,7.75,7.78,宮地 秀祈,37.2,8.08,7.79,前原 大道,36.54,7.7,7.66,近藤 稔也,37.28,8.18,7.71,村越 篤,37.37,8.05,7.84
202609011802,2026-09-01,18,02R,09:10,2026-09-01T09:00:55.439335+09:00,2,一周,まわり足,,稗田 聖也,37.2,11.54,,山田 真聖,38.1,11.78,,島川 光男,38.17,12.01,,長岡 良也,38.11,11.77,,安河内 将,37.99,11.8,,福田 理,38.31,11.79,
202609012103,2026-09-01,21,03R,09:24,2026-09-01T09:14:36.395420+09:00,3,一周,まわり足,直線,松井 洪弥,36.55,7.8,7.64,大田 直弥,37.1,7.88,7.84,原田 篤志,37.13,7.91,7.71,石塚 裕介,37.43,8.02,7.82,竹田 吉行,37.74,8.04,7.8,田中 大輝,37.66,8.06,7.67
202609011803,2026-09-01,18,03R,09:36,2026-09-01T09:26:29.680014+09:00,2,一周,まわり足,,和田 拓也,37.54,11.69,,大西 隆洋,37.81,11.76,,三浦 洋次朗,38.98,12.04,,鈴木 雄登,37.97,11.9,,藤田 浩人,38.26,11.92,,深川 和仁,37.7,11.76,
202609012104,2026-09-01,21,04R,09:50,2026-09-01T09:40:31.372061+09:00,3,一周,まわり足,直線,中野 次郎,36.87,7.96,7.76,村田 浩司,36.26,7.67,7.7,新出 浩司,36.93,7.94,7.81,植田 太一,36.75,7.74,7.71,伊藤 雄二,37.31,8.03,7.79,麻生 慎介,36.74,7.86,7.76
202609011804,2026-09-01,18,04R,10:02,2026-09-01T09:52:26.971076+09:00,2,一周,まわり足,,原田 秀弥,37.81,11.83,,佐藤 大佑,38.29,12.01,,渡邊 哲也,38.64,12.08,,花田 和明,38.6,12.15,,妻鳥 晋也,37.85,11.79,,三浦 裕貴,37.47,11.61,
202609012105,2026-09-01,21,05R,10:17,2026-09-01T10:08:25.784909+09:00,3,一周,まわり足,直線,竹田 和哉,36.9,7.77,7.74,坪井 爽佑,37.25,8.0,7.76,真庭 明志,37.17,8.02,7.73,桑原 将光,37.35,8.05,7.76,高山 敬悟,37.19,8.11,7.72,泥谷 一毅,37.4,8.0,7.75
202609011805,2026-09-01,18,05R,10:29,2026-09-01T10:20:37.607620+09:00,2,一周,まわり足,,山口 修路,37.62,11.53,,三好 勇人,37.79,11.74,,蒲原 健太,37.75,11.81,,坂元 浩仁,37.93,11.81,,江本 真治,37.9,11.93,,金田 大輔,37.77,11.88,
202609011301,2026-09-01,13,01R,10:42,2026-09-01T10:32:25.483590+09:00,2,一周,まわり足,,中野 孝二,37.05,11.45,,國弘 翔平,37.94,11.99,,高橋 正男,37.31,11.38,,北川 敏弘,38.71,11.78,,西川 真人,38.09,11.91,,吉田 宗弘,38.24,11.95,
