レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),電話投票締切予定,1枠_艇番,1枠_登録番号,1枠_選手名,1枠_年齢,1枠_支部,1枠_体重,1枠_級別,1枠_全国勝率,1枠_全国2連対率,1枠_当地勝率,1枠_当地2連対率,1枠_モーター番号,1枠_モーター2連対率,1枠_ボート番号,1枠_ボート2連対率,1枠_今節成績_1-1,1枠_今節成績_1-2,1枠_今節成績_2-1,1枠_今節成績_2-2,1枠_今節成績_3-1,1枠_今節成績_3-2,1枠_今節成績_4-1,1枠_今節成績_4-2,1枠_今節成績_5-1,1枠_今節成績_5-2,1枠_今節成績_6-1,1枠_今節成績_6-2,1枠_早見,2枠_艇番,2枠_登録番号,2枠_選手名,2枠_年齢,2枠_支部,2枠_体重,2枠_級別,2枠_全国勝率,2枠_全国2連対率,2枠_当地勝率,2枠_当地2連対率,2枠_モーター番号,2枠_モーター2連対率,2枠_ボート番号,2枠_ボート2連対率,2枠_今節成績_1-1,2枠_今節成績_1-2,2枠_今節成績_2-1,2枠_今節成績_2-2,2枠_今節成績_3-1,2枠_今節成績_3-2,2枠_今節成績_4-1,2枠_今節成績_4-2,2枠_今節成績_5-1,2枠_今節成績_5-2,2枠_今節成績_6-1,2枠_今節成績_6-2,2枠_早見,3枠_艇番,3枠_登録番号,3枠_選手名,3枠_年齢,3枠_支部,3枠_体重,3枠_級別,3枠_全国勝率,3枠_全国2連対率,3枠_当地勝率,3枠_当地2連対率,3枠_モーター番号,3枠_モーター2連対率,3枠_ボート番号,3枠_ボート2連対率,3枠_今節成績_1-1,3枠_今節成績_1-2,3枠_今節成績_2-1,3枠_今節成績_2-2,3枠_今節成績_3-1,3枠_今節成績_3-2,3枠_今節成績_4-1,3枠_今節成績_4-2,3枠_今節成績_5-1,3枠_今節成績_5-2,3枠_今節成績_6-1,3枠_今節成績_6-2,3枠_早見,4枠_艇番,4枠_登録番号,4枠_選手名,4枠_年齢,4枠_支部,4枠_体重,4枠_級別,4枠_全国勝率,4枠_全国2連対率,4枠_当地勝率,4枠_当地2連対率,4枠_モーター番号,4枠_モーター2連対率,4枠_ボート番号,4枠_ボート2連対率,4枠_今節成績_1-1,4枠_今節成績_1-2,4枠_今節成績_2-1,4枠_今節成績_2-2,4枠_今節成績_3-1,4枠_今節成績_3-2,4枠_今節成績_4-1,4枠_今節成績_4-2,4枠_今節成績_5-1,4枠_今節成績_5-2,4枠_今節成績_6-1,4枠_今節成績_6-2,4枠_早見,5枠_艇番,5枠_登録番号,5枠_選手名,5枠_年齢,5枠_支部,5枠_体重,5枠_級別,5枠_全国勝率,5枠_全国2連対率,5枠_当地勝率,5枠_当地2連対率,5枠_モーター番号,5枠_モーター2連対率,5枠_ボート番号,5枠_ボート2連対率,5枠_今節成績_1-1,5枠_今節成績_1-2,5枠_今節成績_2-1,5枠_今節成績_2-2,5枠_今節成績_3-1,5枠_今節成績_3-2,5枠_今節成績_4-1,5枠_今節成績_4-2,5枠_今節成績_5-1,5枠_今節成績_5-2,5枠_今節成績_6-1,5枠_今節成績_6-2,5枠_早見,6枠_艇番,6枠_登録番号,6枠_選手名,6枠_年齢,6枠_支部,6枠_体重,6枠_級別,6枠_全国勝率,6枠_全国2連対率,6枠_当地勝率,6枠_当地2連対率,6枠_モーター番号,6枠_モーター2連対率,6枠_ボート番号,6枠_ボート2連対率,6枠_今節成績_1-1,6枠_今節成績_1-2,6枠_今節成績_2-1,6枠_今節成績_2-2,6枠_今節成績_3-1,6枠_今節成績_3-2,6枠_今節成績_4-1,6枠_今節成績_4-2,6枠_今節成績_5-1,6枠_今節成績_5-2,6枠_今節成績_6-1,6枠_今節成績_6-2,6枠_早見
202311232401,スポーツ報知杯,第5日,2023-11-23,ボートレース大村,1R,一般,1800,15:16,1,4747,山戸信二,38,長崎,51.0,B1,3.97,17.58,4.32,21.48,64,30.0,24,20.39,6,,,,,,6,5,6,,,,4,2,5129,山口真喜,26,長崎,47.0,B2,4.59,28.81,4.24,19.27,35,25.0,12,43.43,3,,,,,,6,5,1,,,,62,3,3357,福島陽子,55,岡山,49.0,B1,4.24,20.2,5.5,12.5,31,21.0,16,34.48,5,,,,,,1,3,6,,,,45,4,4632,長尾京志,34,福岡,52.0,B1,5.2,30.43,4.88,25.0,45,38.18,25,35.51,4,,,,,,1,3,2,,,,34,5,3660,長谷川親,54,香川,58.0,B1,3.57,12.75,4.38,25.0,33,33.33,58,35.19,6,,,,,,5,,,,,,265,6,3857,阿波勝哉,50,東京,55.0,B1,4.51,14.75,,,13,18.28,72,32.41,5,,,,,,6,4,,,,,46
202311232402,スポーツ報知杯,第5日,2023-11-23,ボートレース大村,2R,一般,1800,15:53,1,4113,木村浩士,43,群馬,55.0,B1,4.42,26.55,5.3,27.27,41,36.54,39,29.63,2,5,2,,,,4,5,1,,,,11,2,4924,中北 涼,31,長崎,47.0,B1,3.62,13.51,4.06,20.34,54,31.43,15,32.69,5,,,,,,2,2,6,,,,54,3,3992,関口智久,44,埼玉,55.0,B1,4.32,25.0,,,30,22.73,41,38.38,3,,,,,,4,6,5,5,5,,,4,5208,屋良龍紀,26,長崎,52.0,B1,2.46,4.82,2.11,3.57,75,43.81,19,29.63,4,,,,,,3,,,,,,456,5,4619,伏田裕隆,40,東京,52.0,B1,4.73,32.69,6.2,40.0,53,25.81,61,28.3,6,,,,,,4,5,3,,,,4,6,5335,森 陽多,18,長崎,46.0,B2,,,,,63,33.64,18,30.84,6,,,,,,6,,,,,,5666
202311232403,スポーツ報知杯,第5日,2023-11-23,ボートレース大村,3R,一般,1800,16:26,1,4088,野田祥子,43,長崎,47.0,B1,3.79,17.95,4.63,32.14,20,39.45,75,37.5,1,6,6,,,,5,,,,,,23,2,4303,牧原 崇,40,愛知,52.0,B1,4.86,29.29,5.7,40.0,14,34.86,50,37.25,4,,,,,,1,1,5,,,,54,3,3474,松瀬弘美,53,静岡,46.0,B1,4.96,29.29,6.12,42.31,36,33.64,22,21.0,2,,,,,,5,6,5,,,,3,4,4109,谷津幸宏,43,埼玉,53.0,A2,6.38,47.58,,,38,25.45,47,25.23,3,2,1,,,,1,4,3,,,,8,5,4948,木場悠介,31,長崎,52.0,A2,5.64,38.0,5.93,43.17,66,30.84,59,36.19,2,6,1,,,,1,6,5,,,,9,6,4108,吉村正明,43,山口,52.0,A1,6.12,44.66,4.95,33.33,24,24.0,33,24.07,3,1,6,3,1,,1,5,,,,,11
202311232404,スポーツ報知杯,第5日,2023-11-23,ボートレース大村,4R,一般,1800,16:54,1,4817,渡邉 翼,32,山口,49.0,A2,5.46,34.78,4.65,20.59,60,28.44,23,37.14,4,,,,,,2,5,3,,,,23,2,4821,妻鳥晋也,31,香川,54.0,B1,5.35,35.92,6.05,50.0,25,44.55,14,18.09,5,6,,,,,3,,,,,,45,3,3702,貞兼淳二,50,福岡,59.0,A2,5.58,37.89,5.08,36.0,59,31.19,65,38.68,3,,,,,,4,4,6,,,,34,4,3801,五反田忍,49,大阪,50.0,B1,4.67,33.33,,,23,36.45,29,31.78,3,1,3,,,,3,,,,,,61,5,4259,真庭明志,39,長崎,52.0,A2,5.91,37.61,5.91,40.0,18,33.33,51,48.04,2,,,,,,3,4,2,,,,22,6,4036,金田 諭,45,埼玉,52.0,A1,7.02,51.22,,,70,31.68,11,22.92,2,6,3,,,,2,1,2,6,,,11
202311232405,スポーツ報知杯,第5日,2023-11-23,ボートレース大村,5R,一般,1800,17:22,1,4105,松下直也,44,兵庫,52.0,A2,5.62,40.29,4.98,23.81,27,24.24,52,28.3,4,5,4,,,,1,2,5,,,,12,2,4512,高野哲史,34,兵庫,51.0,A2,6.77,52.9,5.69,30.77,57,24.24,53,28.87,2,5,1,,,,3,4,6,,,,11,3,3889,須藤隆雄,48,群馬,56.0,B1,4.18,23.71,,,12,34.95,76,19.54,6,,,,,,1,,,,,,6666,4,4139,丹下 健,43,愛知,54.0,B1,4.81,29.82,4.44,27.78,19,63.73,49,26.32,1,6,3,,,,4,6,3,,,,,5,5086,本村 大,24,長崎,52.0,B1,5.55,34.67,4.62,23.08,51,40.78,43,30.1,4,1,3,,,,1,,,,,,63,6,4052,興津 藍,42,徳島,51.0,A1,6.37,48.7,5.76,42.42,40,45.45,62,38.89,1,3,2,2,1,,9,,,,,,
202311232406,スポーツ報知杯,第5日,2023-11-23,ボートレース大村,6R,一般,1800,17:51,1,5055,眞鳥章太,27,長崎,53.0,B1,4.48,19.32,4.56,25.34,46,21.98,32,30.19,3,5,5,,,,2,4,1,,,,,2,4540,相原利章,36,東京,52.0,A2,6.19,42.22,5.34,34.38,21,35.24,56,40.0,2,6,2,,,,2,3,2,,,,10,3,5208,屋良龍紀,26,長崎,52.0,B1,2.46,4.82,2.11,3.57,75,43.81,19,29.63,4,,,,,,3,,,,,,456,4,4747,山戸信二,38,長崎,51.0,B1,3.97,17.58,4.32,21.48,64,30.0,24,20.39,6,,,,,,6,5,6,,,,4,5,4908,上田龍星,28,大阪,53.0,A1,7.09,59.57,,,67,37.86,45,42.7,1,1,2,1,1,,1,1,,,,,,6,3304,烏野賢太,55,徳島,51.0,A2,5.85,42.11,5.89,39.62,52,34.86,54,37.78,4,,,,,,4,5,1,,,,44
202311232407,スポーツ報知杯,第5日,2023-11-23,ボートレース大村,7R,一般 進入固定 Ｈ１８０,ｍ電,18:18,1,3473,石川真二,53,福岡,53.0,A2,6.95,55.97,6.95,56.14,16,31.13,69,36.45,3,,,,,,5,5,3,,,,23,2,4550,石岡将太,35,群馬,57.0,B1,4.38,19.12,6.0,33.33,15,35.58,66,18.18,3,3,3,,,,3,5,5,,,,,3,4553,坪口竜也,34,長崎,51.0,A2,5.73,40.91,6.12,37.97,71,28.57,27,37.5,2,4,5,,,,5,2,6,,,,12,4,3660,長谷川親,54,香川,58.0,B1,3.57,12.75,4.38,25.0,33,33.33,58,35.19,6,,,,,,5,,,,,,265,5,3474,松瀬弘美,53,静岡,46.0,B1,4.96,29.29,6.12,42.31,36,33.64,22,21.0,2,,,,,,5,6,5,,,,3,6,4834,浜本裕己,36,大阪,51.0,B1,4.94,31.25,,,68,18.28,26,26.04,5,6,3,,,,4,5,1,,,,
202311232408,スポーツ報知杯,第5日,2023-11-23,ボートレース大村,8R,準優進出戦,1800,18:46,1,4109,谷津幸宏,43,埼玉,53.0,A2,6.38,47.58,,,38,25.45,47,25.23,3,2,1,,,,1,4,3,,,,3,2,4532,秋元 哲,35,埼玉,51.0,A1,6.52,47.11,,,34,34.65,73,31.13,5,5,1,2,3,,,,,,,,,3,4632,長尾京志,34,福岡,52.0,B1,5.2,30.43,4.88,25.0,45,38.18,25,35.51,4,,,,,,1,3,2,,,,34,4,4171,榎 幸司,41,長崎,52.0,A2,6.26,42.45,6.99,52.87,29,29.41,34,28.57,2,4,3,,,,4,3,4,,,,,5,4817,渡邉 翼,32,山口,49.0,A2,5.46,34.78,4.65,20.59,60,28.44,23,37.14,4,,,,,,2,5,3,,,,23,6,3584,佐々木英,50,広島,54.0,B1,4.64,30.68,5.1,30.0,72,22.58,44,27.08,4,1,4,,,,6,4,1,,,,
202311232409,スポーツ報知杯,第5日,2023-11-23,ボートレース大村,9R,準優進出戦,1800,19:16,1,4052,興津 藍,42,徳島,51.0,A1,6.37,48.7,5.76,42.42,40,45.45,62,38.89,1,3,2,2,1,,5,,,,,,,2,4259,真庭明志,39,長崎,52.0,A2,5.91,37.61,5.91,40.0,18,33.33,51,48.04,2,,,,,,3,4,2,,,,22,3,3024,西島義則,62,広島,56.0,A1,6.39,47.76,6.57,42.86,32,48.08,57,22.89,1,2,4,,,,4,2,5,1,,,,4,4948,木場悠介,31,長崎,52.0,A2,5.64,38.0,5.93,43.17,66,30.84,59,36.19,2,6,1,,,,1,6,5,,,,3,5,3286,坂東 満,55,静岡,53.0,B1,3.81,17.89,,,58,21.43,40,42.99,5,,,,,,2,,,,,,3351,6,4919,吉田翔悟,32,長崎,52.0,B1,5.83,40.0,5.28,31.92,28,33.01,68,27.88,1,,,,,,4,4,6,,,,33
202311232410,スポーツ報知杯,第5日,2023-11-23,ボートレース大村,10R,準優進出戦,1800,19:48,1,4376,藤田靖弘,39,静岡,51.0,A1,5.99,41.55,,,26,18.37,48,27.36,2,,,,,,1,2,2,2,1,2,,2,3743,林 美憲,49,徳島,53.0,A1,6.65,50.0,7.79,64.1,43,33.0,21,44.23,4,3,2,1,5,,1,3,,,,,,3,4540,相原利章,36,東京,52.0,A2,6.19,42.22,5.34,34.38,21,35.24,56,40.0,2,6,2,,,,2,3,2,,,,6,4,5086,本村 大,24,長崎,52.0,B1,5.55,34.67,4.62,23.08,51,40.78,43,30.1,4,1,3,,,,1,,,,,,63,5,3801,五反田忍,49,大阪,50.0,B1,4.67,33.33,,,23,36.45,29,31.78,3,1,3,,,,3,,,,,,61,6,4317,木村紗友,39,静岡,46.0,B1,4.69,26.67,4.8,30.0,73,30.1,28,33.64,4,,,,,,6,4,2,,,,22
202311232411,スポーツ報知杯,第5日,2023-11-23,ボートレース大村,11R,準優進出戦,1800,20:16,1,4908,上田龍星,28,大阪,53.0,A1,7.09,59.57,,,67,37.86,45,42.7,1,1,2,1,1,,6,,,,,,,2,4036,金田 諭,45,埼玉,52.0,A1,7.02,51.22,,,70,31.68,11,22.92,2,6,3,,,,2,1,2,6,,,4,3,4108,吉村正明,43,山口,52.0,A1,6.12,44.66,4.95,33.33,24,24.0,33,24.07,3,1,6,3,1,,1,5,,,,,3,4,4113,木村浩士,43,群馬,55.0,B1,4.42,26.55,5.3,27.27,41,36.54,39,29.63,2,5,2,,,,4,5,1,,,,2,5,4512,高野哲史,34,兵庫,51.0,A2,6.77,52.9,5.69,30.77,57,24.24,53,28.87,2,5,1,,,,3,4,6,,,,5,6,3473,石川真二,53,福岡,53.0,A2,6.95,55.97,6.95,56.14,16,31.13,69,36.45,3,,,,,,5,5,3,,,,23
202311232412,スポーツ報知杯,第5日,2023-11-23,ボートレース大村,12R,一般,1800,20:45,1,4553,坪口竜也,34,長崎,51.0,A2,5.73,40.91,6.12,37.97,71,28.57,27,37.5,2,4,5,,,,5,2,6,,,,7,2,4619,伏田裕隆,40,東京,52.0,B1,4.73,32.69,6.2,40.0,53,25.81,61,28.3,6,,,,,,4,5,3,,,,4,3,3304,烏野賢太,55,徳島,51.0,A2,5.85,42.11,5.89,39.62,52,34.86,54,37.78,4,,,,,,4,5,1,,,,44,4,4105,松下直也,44,兵庫,52.0,A2,5.62,40.29,4.98,23.81,27,24.24,52,28.3,4,5,4,,,,1,2,5,,,,5,5,4303,牧原 崇,40,愛知,52.0,B1,4.86,29.29,5.7,40.0,14,34.86,50,37.25,4,,,,,,1,1,5,,,,54,6,3702,貞兼淳二,50,福岡,59.0,A2,5.58,37.89,5.08,36.0,59,31.19,65,38.68,3,,,,,,4,4,6,,,,34
202311230001,富士通フロンテック杯,第3日,2023-11-23,ボートレース唐津,1R,朝１戦一般,1800,08:35,1,3956,横澤剛治,46,静岡,56.0,A1,6.55,44.86,4.78,22.22,22,31.25,73,36.13,4,5,3,1,,,1,0,,,,,,2,3814,金子貴志,47,福井,50.0,B1,5.1,28.7,5.58,35.48,32,13.33,61,32.24,6,,,,,,5,3,,,,,6,3,3883,山根大樹,50,広島,57.0,B1,3.41,10.94,2.79,5.26,62,53.33,38,37.01,5,,,,,,6,4,,,,,5,4,4761,山田晃大,33,滋賀,53.0,B1,5.52,36.51,4.79,26.32,41,41.67,44,23.24,3,2,6,,,,9,,,,,,,5,5214,田中宏典,24,佐賀,57.0,B2,2.29,,1.73,,29,14.63,35,30.72,6,6,5,,,,5,,,,,,,6,5124,上瀧絢也,27,佐賀,52.0,B1,3.84,18.39,2.67,11.94,33,31.25,62,27.7,3,,,,,,4,6,,,,,6
