レースコード,タイトル,レース日,レース場,レース回,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃),艇1_艇番,艇1_コース,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト調整,艇1_スタート展示,艇2_艇番,艇2_コース,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト調整,艇2_スタート展示,艇3_艇番,艇3_コース,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト調整,艇3_スタート展示,艇4_艇番,艇4_コース,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト調整,艇4_スタート展示,艇5_艇番,艇5_コース,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト調整,艇5_スタート展示,艇6_艇番,艇6_コース,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト調整,艇6_スタート展示
202305260201,にっぽん未来プロジェクト競走ｉｎ戸田,2023-05-26,2,01R,2.0,1,2.0,2,20.0,22.0,1,1,52.0,0.0,6.74,-0.5,0.24,2,2,52.0,0.0,6.85,-0.5,0.28,3,3,46.5,0.5,6.81,-0.5,0.25,4,4,52.4,0.0,6.7,-0.5,0.07,5,5,52.0,0.0,6.81,-0.5,0.09,6,6,46.5,0.5,6.84,-0.5,0.16
202305260202,にっぽん未来プロジェクト競走ｉｎ戸田,2023-05-26,2,02R,0.0,1,0.0,2,21.0,22.0,1,1,52.2,0.0,6.73,0.0,0.09,2,2,51.5,0.5,6.84,-0.5,-0.03,3,3,52.0,0.0,6.78,-0.5,-0.03,4,4,50.0,2.0,6.84,-0.5,0.23,5,6,47.0,0.0,6.72,-0.5,-0.15,6,5,51.0,1.0,6.76,-0.5,-0.14
202305260203,にっぽん未来プロジェクト競走ｉｎ戸田,2023-05-26,2,03R,0.0,1,0.0,1,21.0,22.0,1,1,55.4,0.0,6.74,-0.5,-0.02,2,2,47.0,0.0,6.79,-0.5,0.11,3,3,52.3,0.0,6.85,-0.5,0.02,4,4,46.0,1.0,6.9,-0.5,0.05,5,5,53.2,0.0,6.87,-0.5,0.04,6,6,51.5,0.5,6.85,-0.5,0.06
202305260204,にっぽん未来プロジェクト競走ｉｎ戸田,2023-05-26,2,04R,4.0,1,3.0,1,22.0,22.0,1,1,52.0,0.0,6.76,-0.5,-0.04,2,2,52.0,0.0,6.71,-0.5,-0.12,3,3,52.0,0.0,6.72,-0.5,0.15,4,4,53.1,0.0,6.7,-0.5,0.05,5,5,52.0,0.0,6.82,-0.5,0.17,6,6,52.0,0.0,6.76,0.5,0.05
202305260205,にっぽん未来プロジェクト競走ｉｎ戸田,2023-05-26,2,05R,3.0,1,3.0,1,21.0,22.0,1,1,53.3,0.0,6.77,-0.5,0.09,2,2,44.0,3.0,6.89,-0.5,-0.07,3,3,52.0,0.0,6.8,-0.5,-0.01,4,4,54.5,0.0,6.77,0.0,0.09,5,5,56.1,0.0,6.82,-0.5,0.21,6,6,47.0,0.0,6.76,-0.5,-0.01
202305260206,にっぽん未来プロジェクト競走ｉｎ戸田,2023-05-26,2,06R,4.0,1,3.0,1,22.0,22.0,1,1,52.4,0.0,6.73,-0.5,-0.07,2,2,47.4,0.0,6.74,-0.5,0.15,3,3,52.2,0.0,6.79,-0.5,-0.08,4,4,52.2,0.0,6.73,0.0,-0.13,5,5,51.0,1.0,6.68,0.0,-0.28,6,6,53.1,0.0,6.84,-0.5,-0.13
202305260207,にっぽん未来プロジェクト競走ｉｎ戸田,2023-05-26,2,07R,3.0,1,2.0,1,22.0,22.0,1,1,46.0,1.0,6.79,-0.5,0.09,2,2,53.9,0.0,6.79,0.0,0.13,3,3,52.0,0.0,6.65,0.0,0.07,4,4,52.0,0.0,6.81,-0.5,0.21,5,5,52.0,0.0,6.91,0.0,0.07,6,6,47.0,0.0,6.87,-0.5,0.09
202305260208,にっぽん未来プロジェクト競走ｉｎ戸田,2023-05-26,2,08R,3.0,1,2.0,1,22.0,22.0,1,1,53.1,0.0,6.69,-0.5,0.07,2,2,52.0,0.0,6.73,0.0,-0.03,3,3,52.0,0.0,6.86,-0.5,0.05,4,4,52.0,0.0,6.77,-0.5,-0.07,5,5,52.0,0.0,6.79,-0.5,0.01,6,6,53.2,0.0,6.76,0.0,0.14
202305260209,にっぽん未来プロジェクト競走ｉｎ戸田,2023-05-26,2,09R,4.0,1,3.0,2,22.0,22.0,1,1,54.9,0.0,6.74,-0.5,-0.08,2,2,52.0,0.0,6.83,-0.5,0.18,3,3,50.0,2.0,6.81,-0.5,0.01,4,4,46.5,0.5,6.75,-0.5,0.05,5,5,47.0,0.0,6.79,-0.5,-0.19,6,6,53.4,0.0,6.9,-0.5,-0.16
202305260210,にっぽん未来プロジェクト競走ｉｎ戸田,2023-05-26,2,10R,5.0,1,3.0,2,22.0,22.0,1,1,51.5,0.5,6.82,-0.5,0.12,2,2,52.0,0.0,6.78,-0.5,0.16,3,3,53.1,0.0,6.78,-0.5,0.11,4,4,52.0,0.0,6.85,-0.5,0.1,5,5,47.0,0.0,6.79,-0.5,0.07,6,6,52.0,0.0,6.76,-0.5,0.14
