レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),電話投票締切予定,1枠_艇番,1枠_登録番号,1枠_選手名,1枠_年齢,1枠_支部,1枠_体重,1枠_級別,1枠_全国勝率,1枠_全国2連対率,1枠_当地勝率,1枠_当地2連対率,1枠_モーター番号,1枠_モーター2連対率,1枠_ボート番号,1枠_ボート2連対率,1枠_今節成績_1-1,1枠_今節成績_1-2,1枠_今節成績_2-1,1枠_今節成績_2-2,1枠_今節成績_3-1,1枠_今節成績_3-2,1枠_今節成績_4-1,1枠_今節成績_4-2,1枠_今節成績_5-1,1枠_今節成績_5-2,1枠_今節成績_6-1,1枠_今節成績_6-2,1枠_早見,2枠_艇番,2枠_登録番号,2枠_選手名,2枠_年齢,2枠_支部,2枠_体重,2枠_級別,2枠_全国勝率,2枠_全国2連対率,2枠_当地勝率,2枠_当地2連対率,2枠_モーター番号,2枠_モーター2連対率,2枠_ボート番号,2枠_ボート2連対率,2枠_今節成績_1-1,2枠_今節成績_1-2,2枠_今節成績_2-1,2枠_今節成績_2-2,2枠_今節成績_3-1,2枠_今節成績_3-2,2枠_今節成績_4-1,2枠_今節成績_4-2,2枠_今節成績_5-1,2枠_今節成績_5-2,2枠_今節成績_6-1,2枠_今節成績_6-2,2枠_早見,3枠_艇番,3枠_登録番号,3枠_選手名,3枠_年齢,3枠_支部,3枠_体重,3枠_級別,3枠_全国勝率,3枠_全国2連対率,3枠_当地勝率,3枠_当地2連対率,3枠_モーター番号,3枠_モーター2連対率,3枠_ボート番号,3枠_ボート2連対率,3枠_今節成績_1-1,3枠_今節成績_1-2,3枠_今節成績_2-1,3枠_今節成績_2-2,3枠_今節成績_3-1,3枠_今節成績_3-2,3枠_今節成績_4-1,3枠_今節成績_4-2,3枠_今節成績_5-1,3枠_今節成績_5-2,3枠_今節成績_6-1,3枠_今節成績_6-2,3枠_早見,4枠_艇番,4枠_登録番号,4枠_選手名,4枠_年齢,4枠_支部,4枠_体重,4枠_級別,4枠_全国勝率,4枠_全国2連対率,4枠_当地勝率,4枠_当地2連対率,4枠_モーター番号,4枠_モーター2連対率,4枠_ボート番号,4枠_ボート2連対率,4枠_今節成績_1-1,4枠_今節成績_1-2,4枠_今節成績_2-1,4枠_今節成績_2-2,4枠_今節成績_3-1,4枠_今節成績_3-2,4枠_今節成績_4-1,4枠_今節成績_4-2,4枠_今節成績_5-1,4枠_今節成績_5-2,4枠_今節成績_6-1,4枠_今節成績_6-2,4枠_早見,5枠_艇番,5枠_登録番号,5枠_選手名,5枠_年齢,5枠_支部,5枠_体重,5枠_級別,5枠_全国勝率,5枠_全国2連対率,5枠_当地勝率,5枠_当地2連対率,5枠_モーター番号,5枠_モーター2連対率,5枠_ボート番号,5枠_ボート2連対率,5枠_今節成績_1-1,5枠_今節成績_1-2,5枠_今節成績_2-1,5枠_今節成績_2-2,5枠_今節成績_3-1,5枠_今節成績_3-2,5枠_今節成績_4-1,5枠_今節成績_4-2,5枠_今節成績_5-1,5枠_今節成績_5-2,5枠_今節成績_6-1,5枠_今節成績_6-2,5枠_早見,6枠_艇番,6枠_登録番号,6枠_選手名,6枠_年齢,6枠_支部,6枠_体重,6枠_級別,6枠_全国勝率,6枠_全国2連対率,6枠_当地勝率,6枠_当地2連対率,6枠_モーター番号,6枠_モーター2連対率,6枠_ボート番号,6枠_ボート2連対率,6枠_今節成績_1-1,6枠_今節成績_1-2,6枠_今節成績_2-1,6枠_今節成績_2-2,6枠_今節成績_3-1,6枠_今節成績_3-2,6枠_今節成績_4-1,6枠_今節成績_4-2,6枠_今節成績_5-1,6枠_今節成績_5-2,6枠_今節成績_6-1,6枠_今節成績_6-2,6枠_早見
202511282401,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１５：１７,第4日,2025-11-28,ボートレース大村,1R,予選,1800,15:17,1,4977,馬野 耀,31,大阪,56.0,A2,5.75,39.82,5.54,38.46,17,32.35,53,36.26,4,,,,,,4,3,3,,,,11,2,5005,石田貴洋,29,埼玉,52.0,B1,5.16,25.56,5.89,39.13,39,32.69,11,30.85,4,,,,,,5,3,2,,,,8,3,3710,吉永泰弘,51,香川,53.0,B1,4.52,23.23,4.65,29.41,24,28.87,50,43.16,5,2,2,,,,4,3,,,,,,4,3712,淺香文武,51,三重,55.0,B1,5.21,36.19,3.67,16.67,26,39.8,20,32.04,5,,,,,,1,6,6,,,,10,5,4497,桑原 悠,38,長崎,53.0,A1,6.13,36.78,7.65,59.38,67,29.29,21,46.81,3,1,3,,,,1,4,,,,,12,6,3773,津留浩一,51,長崎,56.0,B1,4.57,26.74,4.97,35.65,64,43.0,40,36.73,2,,,,,,5,5,5,,,,6
202511282402,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１５：１７,第4日,2025-11-28,ボートレース大村,2R,予選,1800,15:42,1,4202,浮田圭浩,43,岡山,55.0,B1,4.44,22.69,4.25,25.0,25,37.5,71,28.43,6,,,,,,2,6,4,,,,8,2,4981,牧山敦也,29,佐賀,51.0,B1,5.43,38.68,4.89,36.84,46,31.68,23,33.33,1,5,4,,,,3,4,,,,,12,3,3297,藤丸光一,58,福岡,48.0,B1,4.56,21.35,5.37,35.19,73,38.46,69,32.97,4,,,,,,5,4,4,,,,7,4,4504,前田将太,37,福岡,54.0,A1,6.64,41.22,7.37,46.67,32,35.64,16,21.3,2,3,1,2,,,9,,,,,,,5,4163,山崎裕司,43,広島,51.0,A2,5.89,42.11,6.65,47.83,37,17.78,56,34.02,4,,,,,,6,5,2,,,,11,6,4553,坪口竜也,36,長崎,51.0,A2,5.94,42.86,6.41,47.1,50,30.3,49,38.24,1,,,,,,3,3,1,,,,10
202511282403,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１５：１７,第4日,2025-11-28,ボートレース大村,3R,予選,1800,16:09,1,4167,片岡秀樹,43,徳島,57.0,B1,4.18,19.1,4.16,25.0,59,35.85,15,34.65,2,,,,,,4,5,5,,,,9,2,3893,汐崎正則,49,愛知,55.0,B1,4.61,24.39,,,20,40.4,39,29.91,4,5,4,,,,5,3,,,,,,3,3508,久富政弘,54,佐賀,55.0,B1,4.58,27.03,4.47,26.32,40,25.96,61,40.22,4,,,,,,3,5,6,,,,8,4,5136,濱野斗馬,25,香川,54.0,A1,5.71,34.85,4.82,29.41,60,47.47,12,35.92,1,,,,,,2,6,1,,,,7,5,4826,井上一輝,31,大阪,52.0,A1,7.08,55.63,6.23,45.0,33,37.25,43,24.04,1,3,2,,,,2,4,,,,,11,6,3726,桂林 寛,54,福岡,55.0,B1,3.79,17.95,5.04,24.0,74,43.14,14,21.25,3,5,5,,,,6,5,,,,,
202511282404,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１５：１７,第4日,2025-11-28,ボートレース大村,4R,予選,1800,16:36,1,5092,篠原晟弥,25,福岡,51.0,B1,6.49,49.48,5.77,45.71,71,22.55,41,40.91,2,3,3,,,,5,5,,,,,12,2,4467,渡邉俊介,39,愛知,51.0,A2,6.06,42.2,5.42,36.84,14,26.92,66,41.75,1,,,,,,4,4,4,,,,9,3,5083,柳瀬幹太,27,山口,55.0,B1,4.87,26.83,4.2,16.0,65,43.93,54,39.56,6,4,4,,,,3,3,,,,,,4,4477,篠崎仁志,37,福岡,56.0,A1,6.56,43.59,7.17,50.0,63,18.95,60,26.17,3,5,2,,,,1,1,,,,,,5,3527,中嶋誠一,54,長崎,53.0,B1,5.37,32.17,5.87,38.99,31,27.45,30,37.86,3,,,,,,2,3,6,,,,11,6,3805,高橋英之,51,東京,54.0,B1,5.72,41.98,6.12,52.94,49,38.04,65,33.01,3,,,,,,6,2,1,,,,8
202511282405,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１５：１７,第4日,2025-11-28,ボートレース大村,5R,予選,1800,17:01,1,5073,上原健次,30,福岡,55.0,B1,5.73,37.11,5.38,37.5,38,37.0,33,38.04,6,,,,,,3,4,1,2,,,,2,3960,菊地孝平,47,静岡,56.0,A1,7.0,57.97,7.92,47.22,11,52.04,75,25.84,5,2,2,,,,2,5,,,,,10,3,4926,吉川貴仁,32,三重,53.0,A1,7.01,61.63,,,34,36.27,68,31.73,2,,,,,,1,1,2,,,,11,4,3523,寳田亮治,57,福岡,53.0,B1,4.0,15.29,5.45,36.36,28,35.24,55,31.37,4,4,6,,,,5,5,,,,,,5,4834,浜本裕己,38,大阪,49.0,B1,5.94,41.9,4.12,23.53,57,36.27,45,39.36,3,,,,,,1,2,4,,,,9,6,5120,山本稔太,24,愛知,56.0,B1,5.34,36.46,5.08,38.46,48,36.17,58,32.65,2,5,2,,,,1,3,,,,,
202511282406,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１５：１７,第4日,2025-11-28,ボートレース大村,6R,予選,1800,17:29,1,5147,田中勇輔,31,埼玉,49.0,B1,3.14,,4.41,23.53,22,41.18,64,35.11,6,3,4,5,4,,,,,,,,,2,4352,下條雄太,39,長崎,51.0,A1,6.96,53.7,7.68,63.76,21,37.62,37,29.47,1,4,1,1,3,,1,2,,,,,,3,4318,桑原将光,41,東京,52.0,A2,4.96,28.93,5.0,17.65,12,40.82,31,33.66,6,,,,,,1,6,6,,,,10,4,3853,岩崎正哉,53,福岡,56.0,A2,5.39,34.4,5.88,40.48,54,21.78,62,32.04,2,,,,,,5,6,4,,,,11,5,3773,津留浩一,51,長崎,56.0,B1,4.57,26.74,4.97,35.65,64,43.0,40,36.73,2,,,,,,5,5,5,,,,1,6,5170,佐藤太亮,24,岡山,50.0,B1,3.97,21.13,4.47,20.41,69,30.69,25,36.63,5,3,2,,,,6,6,,,,,
202511282407,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１５：１７,第4日,2025-11-28,ボートレース大村,7R,予選 進入固定 Ｈ１８０,ｍ電,17:57,1,5126,山下大輝,29,兵庫,51.0,A2,6.27,48.53,5.96,48.0,44,32.04,44,37.08,5,2,5,,,,2,2,,,,,,2,3297,藤丸光一,58,福岡,48.0,B1,4.56,21.35,5.37,35.19,73,38.46,69,32.97,4,,,,,,5,4,4,,,,2,3,4247,齊藤 優,43,徳島,54.0,A2,5.06,28.0,4.0,23.08,19,24.75,73,26.42,5,5,1,,,,4,6,,,,,12,4,4723,寺島吉彦,39,東京,50.0,B1,4.25,22.11,4.64,28.0,61,23.4,36,26.74,4,6,6,,,,3,5,,,,,,5,5136,濱野斗馬,25,香川,54.0,A1,5.71,34.85,4.82,29.41,60,47.47,12,35.92,1,,,,,,2,6,1,,,,3,6,4514,上條嘉嗣,35,大阪,52.0,A1,6.68,51.47,6.88,50.0,45,37.5,51,39.78,1,3,,,,,3,,,,,,
202511282408,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１５：１７,第4日,2025-11-28,ボートレース大村,8R,予選,1800,18:25,1,3508,久富政弘,54,佐賀,55.0,B1,4.58,27.03,4.47,26.32,40,25.96,61,40.22,4,,,,,,3,5,6,,,,3,2,4172,森定晃史,43,岡山,52.0,A1,5.82,39.34,7.13,58.33,72,34.62,18,40.21,2,,,,,,4,2,2,1,,,,3,4202,浮田圭浩,43,岡山,55.0,B1,4.44,22.69,4.25,25.0,25,37.5,71,28.43,6,,,,,,2,6,4,,,,2,4,4401,小林 泰,41,東京,54.0,A2,5.64,37.38,,,35,23.0,26,35.79,3,3,1,,,,4,5,,,,,12,5,3805,高橋英之,51,東京,54.0,B1,5.72,41.98,6.12,52.94,49,38.04,65,33.01,3,,,,,,6,2,1,,,,4,6,5005,石田貴洋,29,埼玉,52.0,B1,5.16,25.56,5.89,39.13,39,32.69,11,30.85,4,,,,,,5,3,2,,,,1
202511282409,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１５：１７,第4日,2025-11-28,ボートレース大村,9R,予選,1800,18:54,1,4467,渡邉俊介,39,愛知,51.0,A2,6.06,42.2,5.42,36.84,14,26.92,66,41.75,1,,,,,,4,4,4,,,,4,2,4167,片岡秀樹,43,徳島,57.0,B1,4.18,19.1,4.16,25.0,59,35.85,15,34.65,2,,,,,,4,5,5,,,,3,3,3909,佐々木康,52,静岡,56.0,A2,6.69,47.5,,,51,19.15,72,38.83,1,1,1,,,,3,2,,,,,,4,4404,岸蔭 亮,40,兵庫,53.0,B1,3.87,22.86,4.0,22.22,58,37.86,35,34.83,6,1,4,,,,1,6,,,,,,5,4504,前田将太,37,福岡,54.0,A1,6.64,41.22,7.37,46.67,32,35.64,16,21.3,2,3,1,2,,,2,,,,,,,6,4834,浜本裕己,38,大阪,49.0,B1,5.94,41.9,4.12,23.53,57,36.27,45,39.36,3,,,,,,1,2,4,,,,5
202511282410,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１５：１７,第4日,2025-11-28,ボートレース大村,10R,予選特選,1800,19:24,1,4451,松崎祐太,38,福岡,52.0,A1,6.42,46.21,6.64,50.0,47,39.0,59,38.71,2,,,,,,3,5,2,5,,,,2,4318,桑原将光,41,東京,52.0,A2,4.96,28.93,5.0,17.65,12,40.82,31,33.66,6,,,,,,1,6,6,,,,6,3,3960,菊地孝平,47,静岡,56.0,A1,7.0,57.97,7.92,47.22,11,52.04,75,25.84,5,2,2,,,,2,5,,,,,5,4,4553,坪口竜也,36,長崎,51.0,A2,5.94,42.86,6.41,47.1,50,30.3,49,38.24,1,,,,,,3,3,1,,,,2,5,3712,淺香文武,51,三重,55.0,B1,5.21,36.19,3.67,16.67,26,39.8,20,32.04,5,,,,,,1,6,6,,,,1,6,4832,権藤俊光,38,大阪,51.0,A2,6.58,46.6,7.25,58.33,16,29.17,22,19.61,1,4,1,,,,1,3,,,,,
