レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_展開優位pt,1枠_寄与_展開優位pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_展開優位pt,2枠_寄与_展開優位pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_展開優位pt,3枠_寄与_展開優位pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_展開優位pt,4枠_寄与_展開優位pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_展開優位pt,5枠_寄与_展開優位pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_展開優位pt,6枠_寄与_展開優位pt,6枠_強さpt
202606270101,2026-06-27,01,1R,daily,66.9,23.42,46.52,10.19,36.01,3.95,50.0,10.06,50.0,4.94,50.0,1.06,53.62,48.67,17.04,48.47,10.61,52.78,5.79,50.0,10.06,50.0,4.94,50.0,1.06,49.5,50.83,17.8,46.52,10.19,57.41,6.29,50.0,10.06,50.0,4.94,50.0,1.06,50.34,50.16,17.56,50.43,11.04,67.18,7.37,50.0,10.06,50.0,4.94,50.0,1.06,52.03,46.89,16.42,58.25,12.75,48.34,5.3,50.0,10.06,50.0,4.94,50.0,1.06,50.54,35.67,12.49,73.9,16.18,27.47,3.01,50.0,10.06,50.0,4.94,50.0,1.06,47.74
202606270102,2026-06-27,01,2R,daily,66.9,23.42,46.52,10.19,57.11,6.26,50.0,10.06,50.0,4.94,50.0,1.06,55.93,48.67,17.04,50.43,11.04,68.11,7.47,50.0,10.06,50.0,4.94,50.0,1.06,51.61,50.83,17.8,44.56,9.76,47.69,5.23,50.0,10.06,50.0,4.94,50.0,1.06,48.85,50.16,17.56,58.25,12.75,45.07,4.94,50.0,10.06,50.0,4.94,50.0,1.06,51.32,46.89,16.42,48.47,10.61,48.07,5.27,50.0,10.06,50.0,4.94,50.0,1.06,48.37,35.67,12.49,64.12,14.04,41.59,4.56,50.0,10.06,50.0,4.94,50.0,1.06,47.15
202606270103,2026-06-27,01,3R,daily,66.9,23.42,46.52,10.19,63.46,6.96,50.0,10.06,50.0,4.94,50.0,1.06,56.63,48.67,17.04,48.47,10.61,44.05,4.83,50.0,10.06,50.0,4.94,50.0,1.06,48.55,50.83,17.8,48.47,10.61,45.47,4.99,50.0,10.06,50.0,4.94,50.0,1.06,49.46,50.16,17.56,48.47,10.61,41.03,4.5,50.0,10.06,50.0,4.94,50.0,1.06,48.74,46.89,16.42,46.52,10.19,65.62,7.19,50.0,10.06,50.0,4.94,50.0,1.06,49.86,35.67,12.49,52.38,11.47,58.14,6.37,50.0,10.06,50.0,4.94,50.0,1.06,46.4
202606270104,2026-06-27,01,4R,daily,66.9,23.42,48.47,10.61,59.37,6.51,50.0,10.06,50.0,4.94,50.0,1.06,56.61,48.67,17.04,46.52,10.19,55.9,6.13,50.0,10.06,50.0,4.94,50.0,1.06,49.42,50.83,17.8,46.52,10.19,67.23,7.37,50.0,10.06,50.0,4.94,50.0,1.06,51.42,50.16,17.56,56.3,12.33,10.24,1.12,50.0,10.06,50.0,4.94,50.0,1.06,47.07,46.89,16.42,48.47,10.61,56.67,6.21,50.0,10.06,50.0,4.94,50.0,1.06,49.31,35.67,12.49,54.34,11.9,57.44,6.3,50.0,10.06,50.0,4.94,50.0,1.06,46.75
202606270105,2026-06-27,01,5R,daily,66.9,23.42,44.56,9.76,51.13,5.61,50.0,10.06,50.0,4.94,50.0,1.06,54.85,48.67,17.04,44.56,9.76,35.94,3.94,50.0,10.06,50.0,4.94,50.0,1.06,46.8,50.83,17.8,54.34,11.9,59.3,6.5,50.0,10.06,50.0,4.94,50.0,1.06,52.26,50.16,17.56,71.94,15.75,43.51,4.77,50.0,10.06,50.0,4.94,50.0,1.06,54.15,46.89,16.42,54.34,11.9,76.34,8.37,50.0,10.06,50.0,4.94,50.0,1.06,52.75,35.67,12.49,46.52,10.19,55.41,6.07,50.0,10.06,50.0,4.94,50.0,1.06,44.81
202606270106,2026-06-27,01,6R,daily,66.9,23.42,66.07,14.47,40.99,4.49,50.0,10.06,50.0,4.94,50.0,1.06,58.45,48.67,17.04,48.47,10.61,48.07,5.27,50.0,10.06,50.0,4.94,50.0,1.06,48.99,50.83,17.8,48.47,10.61,52.78,5.79,50.0,10.06,50.0,4.94,50.0,1.06,50.26,50.16,17.56,46.52,10.19,50.03,5.49,50.0,10.06,50.0,4.94,50.0,1.06,49.3,46.89,16.42,44.56,9.76,62.99,6.91,50.0,10.06,50.0,4.94,50.0,1.06,49.14,35.67,12.49,48.47,10.61,41.29,4.53,50.0,10.06,50.0,4.94,50.0,1.06,43.69
202606270107,2026-06-27,01,7R,daily,66.9,23.42,52.38,11.47,77.09,8.45,50.0,10.06,50.0,4.94,50.0,1.06,59.41,48.67,17.04,46.52,10.19,63.46,6.96,50.0,10.06,50.0,4.94,50.0,1.06,50.25,50.83,17.8,73.9,16.18,27.47,3.01,50.0,10.06,50.0,4.94,50.0,1.06,53.05,50.16,17.56,42.61,9.33,62.69,6.87,50.0,10.06,50.0,4.94,50.0,1.06,49.83,46.89,16.42,44.56,9.76,47.69,5.23,50.0,10.06,50.0,4.94,50.0,1.06,47.47,35.67,12.49,46.52,10.19,50.65,5.55,50.0,10.06,50.0,4.94,50.0,1.06,44.29
202606270108,2026-06-27,01,8R,daily,66.9,23.42,48.47,10.61,38.09,4.18,50.0,10.06,50.0,4.94,50.0,1.06,54.28,48.67,17.04,50.43,11.04,61.19,6.71,50.0,10.06,50.0,4.94,50.0,1.06,50.85,50.83,17.8,44.56,9.76,52.19,5.72,50.0,10.06,50.0,4.94,50.0,1.06,49.34,50.16,17.56,46.52,10.19,57.11,6.26,50.0,10.06,50.0,4.94,50.0,1.06,50.07,46.89,16.42,62.16,13.61,59.06,6.48,50.0,10.06,50.0,4.94,50.0,1.06,52.57,35.67,12.49,46.52,10.19,55.9,6.13,50.0,10.06,50.0,4.94,50.0,1.06,44.87
202606270109,2026-06-27,01,9R,daily,66.9,23.42,46.52,10.19,65.62,7.19,50.0,10.06,50.0,4.94,50.0,1.06,56.87,48.67,17.04,52.38,11.47,38.01,4.17,50.0,10.06,50.0,4.94,50.0,1.06,48.74,50.83,17.8,54.34,11.9,76.34,8.37,50.0,10.06,50.0,4.94,50.0,1.06,54.13,50.16,17.56,46.52,10.19,65.05,7.13,50.0,10.06,50.0,4.94,50.0,1.06,50.94,46.89,16.42,50.43,11.04,48.14,5.28,50.0,10.06,50.0,4.94,50.0,1.06,48.8,35.67,12.49,58.25,12.75,62.79,6.88,50.0,10.06,50.0,4.94,50.0,1.06,48.19
202606270110,2026-06-27,01,10R,daily,66.9,23.42,50.43,11.04,67.18,7.37,50.0,10.06,50.0,4.94,50.0,1.06,57.89,48.67,17.04,64.12,14.04,41.59,4.56,50.0,10.06,50.0,4.94,50.0,1.06,51.7,50.83,17.8,52.38,11.47,60.08,6.59,50.0,10.06,50.0,4.94,50.0,1.06,51.92,50.16,17.56,44.56,9.76,35.94,3.94,50.0,10.06,50.0,4.94,50.0,1.06,47.32,46.89,16.42,66.07,14.47,40.99,4.49,50.0,10.06,50.0,4.94,50.0,1.06,51.44,35.67,12.49,46.52,10.19,67.23,7.37,50.0,10.06,50.0,4.94,50.0,1.06,46.11
202606270111,2026-06-27,01,11R,daily,66.9,23.42,58.25,12.75,48.34,5.3,50.0,10.06,50.0,4.94,50.0,1.06,57.54,48.67,17.04,54.34,11.9,59.3,6.5,50.0,10.06,50.0,4.94,50.0,1.06,51.5,50.83,17.8,54.34,11.9,57.44,6.3,50.0,10.06,50.0,4.94,50.0,1.06,52.06,50.16,17.56,48.47,10.61,45.47,4.99,50.0,10.06,50.0,4.94,50.0,1.06,49.23,46.89,16.42,42.61,9.33,62.69,6.87,50.0,10.06,50.0,4.94,50.0,1.06,48.68,35.67,12.49,50.43,11.04,68.11,7.47,50.0,10.06,50.0,4.94,50.0,1.06,47.06
