レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202608280101,2026-08-28,01,01R,daily,0.4479,0.004189,0.001484,0.000437,0.000246,0.000235,0.001534,0.014014,0.024064,0.083601,0.013464,0.004408,0.034670,0.040080,0.072211,0.015559,0.051704,0.007952,0.011048,0.003679,0.003313,0.018761,0.005617,0.004946,0.007663,0.007068,0.002022,0.001876,0.003070,0.001476,0.001449,0.552141,0.006019
202608280102,2026-08-28,01,02R,daily,0.3797,0.003071,0.001065,0.000398,0.000214,0.000200,0.001217,0.009744,0.020016,0.079272,0.011261,0.003966,0.038953,0.035626,0.037666,0.009172,0.046909,0.006655,0.012443,0.002355,0.002927,0.017779,0.004236,0.005282,0.008885,0.004459,0.001906,0.001805,0.002664,0.001018,0.001369,0.620331,0.007136
202608280103,2026-08-28,01,03R,daily,0.4903,0.005297,0.001484,0.000671,0.000265,0.000299,0.001691,0.021118,0.034272,0.079472,0.015867,0.005350,0.047766,0.037062,0.044919,0.018246,0.066232,0.012461,0.018972,0.004783,0.005579,0.015552,0.005391,0.008539,0.008673,0.008551,0.003305,0.001990,0.003404,0.001159,0.002548,0.509748,0.009335
202608280104,2026-08-28,01,04R,daily,0.4267,0.003871,0.001049,0.000501,0.000235,0.000257,0.001359,0.017732,0.032282,0.046874,0.014318,0.005396,0.053315,0.023379,0.045991,0.013075,0.075830,0.009675,0.012914,0.002867,0.003226,0.016616,0.005353,0.005723,0.010022,0.004643,0.002389,0.001839,0.002404,0.000886,0.001330,0.573347,0.011299
202608280105,2026-08-28,01,05R,daily,0.4889,0.004864,0.001655,0.000684,0.000244,0.000284,0.001255,0.016113,0.041569,0.057262,0.022537,0.004607,0.055003,0.030909,0.081969,0.013639,0.051179,0.015204,0.017639,0.004963,0.004309,0.016061,0.005442,0.007471,0.005006,0.007451,0.002782,0.001931,0.001888,0.001384,0.002339,0.511104,0.011251
202608280106,2026-08-28,01,06R,daily,0.4194,0.003856,0.001182,0.000488,0.000214,0.000255,0.001418,0.008577,0.034201,0.059121,0.015191,0.004040,0.058101,0.033630,0.049907,0.013643,0.040205,0.011951,0.013701,0.004201,0.003665,0.016015,0.003564,0.010679,0.007548,0.006327,0.002662,0.001575,0.002251,0.001082,0.002111,0.580557,0.008083
202608280107,2026-08-28,01,07R,daily,0.4676,0.005274,0.001614,0.000777,0.000254,0.000253,0.001430,0.030828,0.046376,0.043337,0.013328,0.004369,0.053447,0.020342,0.037192,0.012043,0.086041,0.014791,0.012905,0.003011,0.002961,0.017389,0.009016,0.009695,0.006065,0.004970,0.002429,0.002327,0.003610,0.001318,0.002332,0.532399,0.017877
202608280108,2026-08-28,01,08R,daily,0.3588,0.003725,0.001184,0.000574,0.000172,0.000189,0.000925,0.013338,0.033955,0.032390,0.007773,0.004085,0.061972,0.018198,0.023200,0.010729,0.062243,0.012393,0.010597,0.001834,0.002387,0.017968,0.005348,0.006921,0.003537,0.003594,0.002145,0.002095,0.002921,0.001094,0.001603,0.641170,0.009745
202608280109,2026-08-28,01,09R,daily,0.3705,0.003986,0.001108,0.000539,0.000192,0.000224,0.001101,0.015516,0.032834,0.042827,0.010468,0.003514,0.057823,0.024571,0.030980,0.006523,0.053451,0.010818,0.012949,0.002778,0.002380,0.014477,0.005400,0.006434,0.005780,0.004753,0.001649,0.002057,0.002068,0.001000,0.001436,0.629534,0.010831
202608280110,2026-08-28,01,10R,daily,0.3982,0.004481,0.001249,0.000617,0.000204,0.000220,0.001137,0.026770,0.029268,0.038424,0.010197,0.004352,0.034687,0.019784,0.033388,0.009334,0.097447,0.010520,0.009401,0.003013,0.002577,0.015306,0.008147,0.005687,0.004328,0.004557,0.001752,0.002376,0.002061,0.001055,0.001717,0.601813,0.014131
202608280111,2026-08-28,01,11R,daily,0.4405,0.004945,0.001567,0.000732,0.000277,0.000245,0.001539,0.014499,0.034720,0.070215,0.007925,0.003545,0.044474,0.029409,0.030601,0.017457,0.064685,0.015047,0.015160,0.002340,0.002911,0.016607,0.008867,0.011859,0.007572,0.005763,0.002747,0.002608,0.003926,0.001471,0.002177,0.559513,0.014597
202608280112,2026-08-28,01,12R,daily,0.4856,0.005213,0.001665,0.000816,0.000272,0.000268,0.001177,0.029462,0.053349,0.048682,0.018371,0.005813,0.047646,0.024897,0.042266,0.016201,0.067961,0.017103,0.012987,0.005091,0.003976,0.021982,0.010050,0.011758,0.006077,0.005381,0.003098,0.002227,0.002636,0.001141,0.002639,0.514357,0.015437
202608280401,2026-08-28,04,01R,daily,0.6540,0.002463,0.000799,0.000545,0.000271,0.000183,0.000535,0.080237,0.046548,0.057781,0.008209,0.008540,0.016218,0.030499,0.022469,0.004374,0.251848,0.006455,0.025857,0.006570,0.002115,0.013387,0.028258,0.006418,0.014556,0.004873,0.001795,0.002570,0.001845,0.002277,0.001025,0.345969,0.004512
202608280402,2026-08-28,04,02R,daily,0.3185,0.001315,0.000758,0.000221,0.000176,0.000125,0.000280,0.006505,0.033773,0.029691,0.013671,0.013818,0.023309,0.015147,0.025768,0.009291,0.054467,0.005139,0.020259,0.005463,0.002197,0.025014,0.003404,0.010599,0.005122,0.003764,0.002787,0.000985,0.000696,0.002157,0.001035,0.681486,0.001574
202608280403,2026-08-28,04,03R,daily,0.6855,0.004493,0.001180,0.000849,0.000324,0.000278,0.000817,0.032619,0.103656,0.032536,0.039580,0.009306,0.058058,0.019249,0.116747,0.010478,0.093655,0.028818,0.020166,0.018400,0.005933,0.019404,0.009792,0.015793,0.006539,0.018343,0.004902,0.002360,0.001907,0.002641,0.001643,0.314544,0.004990
202608280404,2026-08-28,04,04R,daily,0.6659,0.002509,0.000797,0.000624,0.000237,0.000238,0.000614,0.034081,0.169347,0.016242,0.031513,0.012767,0.084827,0.013189,0.055055,0.010909,0.096320,0.045116,0.013497,0.007087,0.002503,0.017432,0.007215,0.017249,0.003820,0.008323,0.003154,0.001491,0.001857,0.002080,0.001580,0.334126,0.004199
202608280405,2026-08-28,04,05R,daily,0.7365,0.003676,0.000780,0.000962,0.000299,0.000258,0.000637,0.076162,0.117076,0.023607,0.022586,0.011705,0.060034,0.011455,0.041159,0.006336,0.196278,0.038471,0.028420,0.009134,0.002149,0.011243,0.021808,0.016751,0.004387,0.007829,0.003574,0.002518,0.001993,0.002356,0.002235,0.263548,0.010572
