レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_展開優位pt,1枠_寄与_展開優位pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_展開優位pt,2枠_寄与_展開優位pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_展開優位pt,3枠_寄与_展開優位pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_展開優位pt,4枠_寄与_展開優位pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_展開優位pt,5枠_寄与_展開優位pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_展開優位pt,6枠_寄与_展開優位pt,6枠_強さpt
202607040101,2026-07-04,01,1R,daily,67.18,23.83,42.32,9.3,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,54.41,48.68,17.27,48.2,10.59,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,49.14,50.87,18.05,42.32,9.3,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,48.62,50.2,17.81,44.28,9.73,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,48.81,46.88,16.63,48.2,10.59,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,48.5,35.49,12.59,52.12,11.45,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,45.32
202607040102,2026-07-04,01,2R,daily,67.18,23.83,44.28,9.73,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,54.84,48.68,17.27,42.32,9.3,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,47.85,50.87,18.05,48.2,10.59,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,49.92,50.2,17.81,48.2,10.59,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,49.67,46.88,16.63,42.32,9.3,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,47.21,35.49,12.59,58.0,12.74,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,46.61
202607040103,2026-07-04,01,3R,daily,67.18,23.83,46.24,10.16,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,55.27,48.68,17.27,42.32,9.3,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,47.85,50.87,18.05,58.0,12.74,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,52.07,50.2,17.81,46.24,10.16,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,49.24,46.88,16.63,42.32,9.3,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,47.21,35.49,12.59,42.32,9.3,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,43.17
202607040104,2026-07-04,01,4R,daily,67.18,23.83,42.32,9.3,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,54.41,48.68,17.27,48.2,10.59,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,49.14,50.87,18.05,50.16,11.02,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,50.35,50.2,17.81,61.92,13.6,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,52.69,46.88,16.63,48.2,10.59,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,48.5,35.49,12.59,44.28,9.73,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,43.6
202607040105,2026-07-04,01,5R,daily,67.18,23.83,46.24,10.16,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,55.27,48.68,17.27,58.0,12.74,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,51.29,50.87,18.05,48.2,10.59,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,49.92,50.2,17.81,48.2,10.59,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,49.67,46.88,16.63,44.28,9.73,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,47.64,35.49,12.59,42.32,9.3,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,43.17
202607040106,2026-07-04,01,6R,daily,67.18,23.83,61.92,13.6,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,58.71,48.68,17.27,46.24,10.16,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,48.71,50.87,18.05,42.32,9.3,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,48.62,50.2,17.81,46.24,10.16,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,49.24,46.88,16.63,42.32,9.3,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,47.21,35.49,12.59,34.48,7.58,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,41.44
202607040107,2026-07-04,01,7R,daily,67.18,23.83,52.12,11.45,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,56.56,48.68,17.27,44.28,9.73,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,48.28,50.87,18.05,54.08,11.88,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,51.21,50.2,17.81,42.32,9.3,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,48.38,46.88,16.63,44.28,9.73,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,47.64,35.49,12.59,42.32,9.3,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,43.17
202607040108,2026-07-04,01,8R,daily,67.18,23.83,50.16,11.02,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,56.13,48.68,17.27,46.24,10.16,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,48.71,50.87,18.05,48.2,10.59,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,49.92,50.2,17.81,42.32,9.3,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,48.38,46.88,16.63,56.04,12.31,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,50.22,35.49,12.59,42.32,9.3,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,43.17
202607040109,2026-07-04,01,9R,daily,67.18,23.83,48.2,10.59,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,55.7,48.68,17.27,52.12,11.45,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,50.0,50.87,18.05,44.28,9.73,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,49.05,50.2,17.81,42.32,9.3,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,48.38,46.88,16.63,48.2,10.59,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,48.5,35.49,12.59,58.0,12.74,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,46.61
202607040110,2026-07-04,01,10R,daily,67.18,23.83,56.04,12.31,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,57.42,48.68,17.27,46.24,10.16,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,48.71,50.87,18.05,52.12,11.45,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,50.78,50.2,17.81,50.16,11.02,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,50.11,46.88,16.63,42.32,9.3,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,47.21,35.49,12.59,50.16,11.02,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,44.89
202607040111,2026-07-04,01,11R,daily,67.18,23.83,61.92,13.6,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,58.71,48.68,17.27,58.0,12.74,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,51.29,50.87,18.05,52.12,11.45,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,50.78,50.2,17.81,48.2,10.59,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,49.67,46.88,16.63,46.24,10.16,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,48.07,35.49,12.59,48.2,10.59,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,44.46
202607040112,2026-07-04,01,12R,daily,67.18,23.83,54.08,11.88,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,56.99,48.68,17.27,56.04,12.31,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,50.86,50.87,18.05,61.92,13.6,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,52.93,50.2,17.81,54.08,11.88,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,50.97,46.88,16.63,58.0,12.74,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,50.65,35.49,12.59,58.0,12.74,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,46.61
202607040401,2026-07-04,04,1R,daily,67.74,21.17,42.31,12.06,39.28,4.44,50.0,10.35,50.0,2.57,50.0,1.55,52.14,53.79,16.81,44.76,12.75,45.02,5.09,50.0,10.35,50.0,2.57,50.0,1.55,49.13,51.51,16.1,49.66,14.15,49.77,5.63,50.0,10.35,50.0,2.57,50.0,1.55,50.35,50.38,15.74,37.41,10.66,41.13,4.65,50.0,10.35,50.0,2.57,50.0,1.55,45.53,42.01,13.13,47.21,13.45,58.4,6.6,50.0,10.35,50.0,2.57,50.0,1.55,47.66,34.13,10.66,52.11,14.85,45.43,5.14,50.0,10.35,50.0,2.57,50.0,1.55,45.12
202607040401,2026-07-04,04,1R,realtime,67.74,21.17,42.31,12.06,39.28,4.44,53.18,11.01,53.61,2.75,49.86,1.55,52.98,53.79,16.81,44.76,12.75,45.02,5.09,37.58,7.78,41.41,2.13,49.86,1.55,46.11,51.51,16.1,49.66,14.15,49.77,5.63,52.9,10.96,53.13,2.73,49.86,1.55,51.1,50.38,15.74,37.41,10.66,41.13,4.65,57.25,11.86,51.89,2.67,49.86,1.55,47.12,42.01,13.13,47.21,13.45,58.4,6.6,41.94,8.68,66.47,3.42,49.86,1.55,46.83,34.13,10.66,52.11,14.85,45.43,5.14,57.16,11.84,33.27,1.71,49.86,1.55,45.74
