レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),電話投票締切予定,1枠_艇番,1枠_登録番号,1枠_選手名,1枠_年齢,1枠_支部,1枠_体重,1枠_級別,1枠_全国勝率,1枠_全国2連対率,1枠_当地勝率,1枠_当地2連対率,1枠_モーター番号,1枠_モーター2連対率,1枠_ボート番号,1枠_ボート2連対率,1枠_今節成績_1-1,1枠_今節成績_1-2,1枠_今節成績_2-1,1枠_今節成績_2-2,1枠_今節成績_3-1,1枠_今節成績_3-2,1枠_今節成績_4-1,1枠_今節成績_4-2,1枠_今節成績_5-1,1枠_今節成績_5-2,1枠_今節成績_6-1,1枠_今節成績_6-2,1枠_早見,2枠_艇番,2枠_登録番号,2枠_選手名,2枠_年齢,2枠_支部,2枠_体重,2枠_級別,2枠_全国勝率,2枠_全国2連対率,2枠_当地勝率,2枠_当地2連対率,2枠_モーター番号,2枠_モーター2連対率,2枠_ボート番号,2枠_ボート2連対率,2枠_今節成績_1-1,2枠_今節成績_1-2,2枠_今節成績_2-1,2枠_今節成績_2-2,2枠_今節成績_3-1,2枠_今節成績_3-2,2枠_今節成績_4-1,2枠_今節成績_4-2,2枠_今節成績_5-1,2枠_今節成績_5-2,2枠_今節成績_6-1,2枠_今節成績_6-2,2枠_早見,3枠_艇番,3枠_登録番号,3枠_選手名,3枠_年齢,3枠_支部,3枠_体重,3枠_級別,3枠_全国勝率,3枠_全国2連対率,3枠_当地勝率,3枠_当地2連対率,3枠_モーター番号,3枠_モーター2連対率,3枠_ボート番号,3枠_ボート2連対率,3枠_今節成績_1-1,3枠_今節成績_1-2,3枠_今節成績_2-1,3枠_今節成績_2-2,3枠_今節成績_3-1,3枠_今節成績_3-2,3枠_今節成績_4-1,3枠_今節成績_4-2,3枠_今節成績_5-1,3枠_今節成績_5-2,3枠_今節成績_6-1,3枠_今節成績_6-2,3枠_早見,4枠_艇番,4枠_登録番号,4枠_選手名,4枠_年齢,4枠_支部,4枠_体重,4枠_級別,4枠_全国勝率,4枠_全国2連対率,4枠_当地勝率,4枠_当地2連対率,4枠_モーター番号,4枠_モーター2連対率,4枠_ボート番号,4枠_ボート2連対率,4枠_今節成績_1-1,4枠_今節成績_1-2,4枠_今節成績_2-1,4枠_今節成績_2-2,4枠_今節成績_3-1,4枠_今節成績_3-2,4枠_今節成績_4-1,4枠_今節成績_4-2,4枠_今節成績_5-1,4枠_今節成績_5-2,4枠_今節成績_6-1,4枠_今節成績_6-2,4枠_早見,5枠_艇番,5枠_登録番号,5枠_選手名,5枠_年齢,5枠_支部,5枠_体重,5枠_級別,5枠_全国勝率,5枠_全国2連対率,5枠_当地勝率,5枠_当地2連対率,5枠_モーター番号,5枠_モーター2連対率,5枠_ボート番号,5枠_ボート2連対率,5枠_今節成績_1-1,5枠_今節成績_1-2,5枠_今節成績_2-1,5枠_今節成績_2-2,5枠_今節成績_3-1,5枠_今節成績_3-2,5枠_今節成績_4-1,5枠_今節成績_4-2,5枠_今節成績_5-1,5枠_今節成績_5-2,5枠_今節成績_6-1,5枠_今節成績_6-2,5枠_早見,6枠_艇番,6枠_登録番号,6枠_選手名,6枠_年齢,6枠_支部,6枠_体重,6枠_級別,6枠_全国勝率,6枠_全国2連対率,6枠_当地勝率,6枠_当地2連対率,6枠_モーター番号,6枠_モーター2連対率,6枠_ボート番号,6枠_ボート2連対率,6枠_今節成績_1-1,6枠_今節成績_1-2,6枠_今節成績_2-1,6枠_今節成績_2-2,6枠_今節成績_3-1,6枠_今節成績_3-2,6枠_今節成績_4-1,6枠_今節成績_4-2,6枠_今節成績_5-1,6枠_今節成績_5-2,6枠_今節成績_6-1,6枠_今節成績_6-2,6枠_早見
202108092401,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１５：１９,第4日,2021-08-09,ボートレース大村,1R,予選,1800,15:19,1,4315,山崎昂介,37,長崎,53.0,B1,5.46,37.84,5.03,29.13,28,30.0,52,44.83,1,6,3,6,2,,,,,,,,,2,4803,飯田庄吾,27,福岡,57.0,B1,3.46,12.82,4.55,24.14,68,50.0,40,25.93,4,,,,,,6,4,,,,,5,3,3501,川上昇平,52,長崎,55.0,B1,4.58,27.08,4.89,30.71,14,40.91,35,41.67,3,4,4,,,,5,,,,,,9,4,4046,谷村啓司,41,福岡,53.0,B1,4.88,25.0,6.29,42.86,23,39.29,72,23.08,6,6,6,,,,3,,,,,,6,5,2903,山崎 毅,62,福岡,49.0,B1,4.77,27.87,4.75,31.25,37,26.92,66,18.75,3,,,,,,5,3,1,,,,11,6,2958,井川正人,63,長崎,51.0,B2,2.7,12.12,3.15,11.67,72,25.0,37,41.38,5,,,,,,3,6,5,,,,7
202108092402,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１５：１９,第4日,2021-08-09,ボートレース大村,2R,予選,1800,15:42,1,3151,落合敬一,57,長崎,56.0,B1,4.38,24.66,4.62,23.85,31,14.81,51,41.67,4,4,4,,,,5,3,,,,,,2,4355,小川広大,37,福岡,55.0,B1,4.43,22.92,4.08,15.38,11,52.0,65,37.5,5,5,3,,,,6,,,,,,6,3,3571,寺本武司,49,長崎,54.0,B1,3.49,15.58,4.42,27.71,16,14.29,61,30.77,5,1,6,,,,5,6,,,,,,4,4498,宮本夏樹,34,長崎,54.0,B1,5.24,34.67,5.53,39.09,67,35.29,41,16.13,3,3,5,,,,3,,,,,,12,5,3773,津留浩一,47,長崎,56.0,B1,4.97,25.32,5.6,37.14,17,25.0,57,25.93,1,6,6,,,,3,,,,,,10,6,4204,柴田大輔,38,福岡,52.0,B1,4.02,21.67,4.5,33.33,74,18.75,46,51.72,5,,,,,,1,2,,,,,9
202108092403,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１５：１９,第4日,2021-08-09,ボートレース大村,3R,予選,1800,16:09,1,4250,藤川利文,38,福岡,56.0,B1,3.96,23.75,4.45,24.24,25,53.33,71,27.78,4,6,1,,,,8,,,,,,,2,4789,古賀智之,32,福岡,52.0,B1,4.29,21.11,3.85,19.23,20,11.54,63,23.53,6,,,,,,4,5,4,,,,7,3,4693,松下誉士,37,福岡,52.0,B1,4.05,16.67,4.27,26.67,73,18.75,48,26.92,6,6,4,,,,4,6,,,,,,4,3349,吉田一郎,53,長崎,52.0,A1,6.89,56.9,6.71,51.02,61,33.33,43,39.39,2,4,4,4,1,,1,0,,,,,,5,4164,岩永節也,39,長崎,51.0,B1,3.77,19.35,4.74,27.0,18,46.88,34,36.67,2,,,,,,5,4,6,,,,12,6,2912,尾崎鉄也,65,長崎,56.0,B1,3.83,19.28,4.63,26.79,26,50.0,58,36.0,,,,,,,6,,,,,,5
202108092404,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１５：１９,第4日,2021-08-09,ボートレース大村,4R,予選,1800,16:37,1,3843,上之晃弘,45,長崎,53.0,B1,5.04,28.36,5.61,39.85,35,41.38,26,17.39,2,,,,,,2,5,4,5,,,,2,3777,樋口 亮,46,長崎,52.0,B1,5.52,36.56,5.57,39.53,66,25.0,11,35.29,5,2,2,,,,1,,,,,,10,3,4753,森 照夫,33,福岡,53.0,B1,4.61,22.22,5.04,24.0,29,40.0,62,16.67,3,,,,,,1,2,6,,,,,4,4523,中村辰也,33,長崎,52.0,A2,5.71,39.0,5.94,37.84,34,34.38,64,37.5,1,,,,,,1,6,2,,,,11,5,3906,飯山晃三,43,長崎,59.0,B1,4.61,25.88,5.59,38.69,64,64.71,56,20.83,2,4,6,,,,4,,,,,,8,6,4096,石橋道友,39,長崎,53.0,A1,6.59,45.26,6.91,53.61,40,23.81,24,46.15,1,6,3,1,1,,9,,,,,,
202108092405,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１５：１９,第4日,2021-08-09,ボートレース大村,5R,予選,1800,17:08,1,4551,三川昂暁,32,福岡,53.0,A2,5.21,33.33,5.63,43.75,70,37.5,68,25.0,4,3,2,3,1,,,,,,,,,2,4553,坪口竜也,32,長崎,54.0,A1,5.96,34.58,6.3,42.16,75,33.33,50,25.93,1,,,,,,3,4,5,,,,10,3,4919,吉田翔悟,30,長崎,52.0,B1,4.88,31.07,5.06,30.88,21,48.39,74,29.41,2,4,3,,,,2,,,,,,,4,4004,山本浩輔,43,長崎,51.0,B1,4.51,20.69,5.5,33.8,27,27.59,32,23.08,2,,,,,,1,4,4,,,,,5,4803,飯田庄吾,27,福岡,57.0,B1,3.46,12.82,4.55,24.14,68,50.0,40,25.93,4,,,,,,6,4,,,,,1,6,4485,楠原正剛,35,福岡,57.0,A2,5.3,35.53,5.09,33.33,24,41.38,31,44.44,5,,,,,,6,2,4,1,,,11
202108092406,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１５：１９,第4日,2021-08-09,ボートレース大村,6R,予選,1800,17:36,1,4632,長尾京志,32,福岡,52.0,B1,4.8,22.37,4.94,23.53,33,44.83,75,34.62,2,5,3,,,,1,2,,,,,10,2,4046,谷村啓司,41,福岡,53.0,B1,4.88,25.0,6.29,42.86,23,39.29,72,23.08,6,6,6,,,,3,,,,,,1,3,4497,桑原 悠,34,長崎,49.0,A1,7.06,53.92,7.7,63.29,12,32.0,45,32.14,3,1,2,2,3,,1,0,,,,,,4,4504,前田将太,33,福岡,53.0,A1,7.2,53.27,6.68,52.63,63,41.18,44,19.23,1,1,2,1,3,,1,2,,,,,,5,4367,山口修路,35,福岡,51.0,A2,4.16,24.0,5.22,33.33,13,24.0,36,46.67,3,3,3,,,,4,,,,,,11,6,4355,小川広大,37,福岡,55.0,B1,4.43,22.92,4.08,15.38,11,52.0,65,37.5,5,5,3,,,,6,,,,,,2
202108092407,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１５：１９,第4日,2021-08-09,ボートレース大村,7R,予選 進入固定 Ｈ１８０,ｍ電,18:01,1,4403,木下大將,36,福岡,52.0,A2,5.68,35.8,5.0,25.0,71,6.67,49,36.67,5,5,3,5,2,,1,2,,,,,,2,2958,井川正人,63,長崎,51.0,B2,2.7,12.12,3.15,11.67,72,25.0,37,41.38,5,,,,,,3,6,5,,,,1,3,3853,岩崎正哉,48,福岡,57.0,A1,6.06,40.0,5.9,26.67,19,28.13,60,28.0,2,6,2,1,3,,1,1,,,,,,4,4329,小松卓司,38,福岡,50.0,B1,5.1,25.0,4.19,23.26,38,36.0,67,29.41,1,,,,,,5,5,3,5,,,,5,4299,中島浩哉,38,長崎,56.0,B1,5.08,25.84,4.66,26.87,15,50.0,53,30.77,1,,,,,,4,4,6,2,,,,6,4789,古賀智之,32,福岡,52.0,B1,4.29,21.11,3.85,19.23,20,11.54,27,21.74,6,,,,,,4,5,4,,,,3
202108092408,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１５：１９,第4日,2021-08-09,ボートレース大村,8R,予選,1800,18:31,1,4171,榎 幸司,38,長崎,52.0,A1,6.51,42.86,6.96,53.27,30,39.29,39,26.32,1,5,1,2,2,,1,1,,,,,,2,3906,飯山晃三,43,長崎,59.0,B1,4.61,25.88,5.59,38.69,64,64.71,56,20.83,2,4,6,,,,4,,,,,,4,3,4259,真庭明志,37,長崎,52.0,A2,5.18,30.0,5.77,39.13,65,17.65,73,,2,4,5,,,,2,,,,,,12,4,4250,藤川利文,38,福岡,56.0,B1,3.96,23.75,4.45,24.24,25,53.33,71,27.78,4,6,1,,,,3,,,,,,,5,3936,三瀬 譲,43,長崎,56.0,B1,2.92,12.33,4.41,25.36,76,25.0,55,48.15,6,,,,,,5,,,,,,64,6,3944,山口裕二,42,長崎,52.0,A1,6.47,43.86,7.04,54.7,22,43.33,47,10.53,2,2,,,,,4,,,,,,
202108092409,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１５：１９,第4日,2021-08-09,ボートレース大村,9R,予選特選,1800,19:01,1,3779,原田幸哉,45,長崎,53.0,A1,7.08,42.98,7.99,65.93,36,21.43,59,51.72,3,3,1,1,1,,1,2,,,,,,2,4204,柴田大輔,38,福岡,52.0,B1,4.02,21.67,4.5,33.33,74,18.75,46,51.72,5,,,,,,1,2,,,,,2,3,3527,中嶋誠一,50,長崎,51.0,A2,5.72,38.52,5.85,37.41,39,32.0,33,34.62,4,2,5,3,2,,,,,,,,,4,4096,石橋道友,39,長崎,53.0,A1,6.59,45.26,6.91,53.61,40,23.81,24,46.15,1,6,3,1,1,,4,,,,,,,5,4966,田川大貴,23,長崎,53.0,B1,4.8,30.53,4.9,28.16,62,41.18,38,41.94,3,,,,,,1,5,5,,,,,6,3501,川上昇平,52,長崎,55.0,B1,4.58,27.08,4.89,30.71,14,40.91,35,41.67,3,4,4,,,,5,,,,,,1
202108092410,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１５：１９,第4日,2021-08-09,ボートレース大村,10R,予選特選,1800,19:32,1,4497,桑原 悠,34,長崎,49.0,A1,7.06,53.92,7.7,63.29,12,32.0,45,32.14,3,1,2,2,3,,6,,,,,,,2,3773,津留浩一,47,長崎,56.0,B1,4.97,25.32,5.6,37.14,17,25.0,57,25.93,1,6,6,,,,3,,,,,,2,3,3349,吉田一郎,53,長崎,52.0,A1,6.89,56.9,6.71,51.02,61,33.33,43,39.39,2,4,4,4,1,,3,,,,,,,4,4632,長尾京志,32,福岡,52.0,B1,4.8,22.37,4.94,23.53,33,44.83,75,34.62,2,5,3,,,,1,2,,,,,6,5,3777,樋口 亮,46,長崎,52.0,B1,5.52,36.56,5.57,39.53,66,25.0,11,35.29,5,2,2,,,,1,,,,,,4,6,4553,坪口竜也,32,長崎,54.0,A1,5.96,34.58,6.3,42.16,75,33.33,50,25.93,1,,,,,,3,4,5,,,,5
