レースコード,レース日,レース場,レース回,締切時刻,取得日時,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202608261401,2026-08-26,14,01R,08:32,2026-08-26T08:22:34.725590+09:00,3,一周,まわり足,直線,渡邊 雄一郎,37.2,5.5,7.07,伊藤 玲奈,37.71,5.8,7.12,松本 弓雄,37.49,5.78,7.3,宇恵 有香,37.07,5.93,7.13,香川 颯太,36.93,6.0,6.97,井上 大輔,37.6,5.77,7.3
202608261801,2026-08-26,18,01R,08:40,2026-08-26T08:30:37.883689+09:00,2,一周,まわり足,,柳瀬 興志,38.38,12.04,,田中 堅,38.05,11.67,,飯島 誠,38.35,12.06,,乙津 康志,38.79,12.27,,正木 聖賢,38.9,12.01,,山下 心一,38.21,12.14,
202608261001,2026-08-26,10,01R,08:48,2026-08-26T08:38:40.870496+09:00,3,一周,まわり足,直線,實森 美祐,37.27,5.47,6.58,増本 杏珠,37.48,5.62,6.65,深見 亜由美,37.95,5.88,6.67,日隈 茜,38.92,6.35,6.62,森下 愛梨,38.57,6.43,6.6,阿部 未侑,37.82,5.8,6.68
202608261402,2026-08-26,14,02R,08:58,2026-08-26T08:48:40.358189+09:00,3,一周,まわり足,直線,滝川 真由子,37.21,5.73,7.03,藤原 碧生,36.6,5.74,7.07,小野寺 智洋,38.19,5.94,7.07,尾形 栄治,37.61,5.9,7.17,中嶋 健一郎,37.27,5.86,7.17,夏山 亮平,38.29,5.98,7.2
202608261802,2026-08-26,18,02R,09:06,2026-08-26T08:56:50.146085+09:00,2,一周,まわり足,,平見 真彦,38.07,11.98,,幸野 史明,37.77,11.81,,渡邊 伸太郎,38.17,11.95,,寺本 昇平,38.4,12.32,,川崎 誠志,38.41,12.18,,島川 海輝,38.56,12.08,
202608261002,2026-08-26,10,02R,09:14,2026-08-26T09:04:36.183529+09:00,3,一周,まわり足,直線,今井 裕梨,37.05,5.68,6.57,松尾 夏海,37.52,5.77,6.62,藤堂 里香,37.68,5.92,6.68,孫崎 百世,37.9,5.75,6.67,井上 未都,38.07,6.12,6.67,今泉 澪,39.58,6.55,6.87
202608261403,2026-08-26,14,03R,09:24,2026-08-26T09:14:28.735200+09:00,3,一周,まわり足,直線,須藤 博倫,37.1,5.77,7.0,寺島 美里,37.51,5.79,7.13,筒井 美琴,37.66,5.94,7.07,松村 康太,38.0,6.0,7.1,高橋 竜矢,36.43,5.63,7.23,坂口 貴彦,37.43,5.97,7.17
202608261803,2026-08-26,18,03R,09:32,2026-08-26T09:22:35.407834+09:00,2,一周,まわり足,,西野 翔太,37.97,11.73,,品川 賢次,38.08,11.91,,南 佑典,38.38,12.07,,山下 和彦,37.74,11.76,,中北 将史,38.0,12.09,,大庭 元明,38.28,11.91,
202608261003,2026-08-26,10,03R,09:40,2026-08-26T09:30:49.532214+09:00,3,一周,まわり足,直線,浜田 亜理沙,37.03,5.73,6.7,大豆生田 蒼,37.13,5.7,6.72,平山 智加,37.1,5.7,6.63,後藤 美翼,37.82,5.75,6.63,堀内 亜海,38.48,6.0,6.75,石原 凪紗,37.23,5.65,6.73
202608261404,2026-08-26,14,04R,09:50,2026-08-26T09:40:40.673675+09:00,3,一周,まわり足,直線,宮下 元胤,37.53,5.78,7.2,向井田 佑紀,37.51,5.99,7.08,中本 大樹,37.7,6.03,7.2,西村 拓也,37.3,5.97,7.1,上村 純一,37.97,6.1,7.13,武藤 綾子,37.93,6.11,7.19
202608261804,2026-08-26,18,04R,09:58,2026-08-26T09:48:28.733584+09:00,2,一周,まわり足,,三角 哲男,37.88,11.56,,土井 歩夢,37.88,11.79,,原 豊土,38.19,11.85,,松本 浩貴,38.96,12.28,,藤本 元輝,39.11,12.32,,宮村 勇哉,38.15,12.1,
202608261004,2026-08-26,10,04R,10:06,2026-08-26T09:56:27.224816+09:00,3,一周,まわり足,直線,細川 裕子,37.55,5.82,6.65,出口 舞有子,37.95,6.02,6.72,大久保 佑香,38.27,6.07,6.72,大山 千広,37.83,5.97,6.78,湯淺 紀香,38.27,5.92,6.77,田中 博子,38.32,5.93,6.72
202608261405,2026-08-26,14,05R,10:21,2026-08-26T10:12:40.300053+09:00,3,一周,まわり足,直線,中田 友也,37.56,5.88,7.1,羽野 諒,37.77,5.6,7.23,金子 拓矢,37.9,5.83,7.1,仁科 さやか,37.93,5.87,7.17,松尾 祭,38.16,5.74,7.27,松田 憲幸,38.07,5.73,7.23
202608261805,2026-08-26,18,05R,10:25,2026-08-26T10:16:34.893116+09:00,2,一周,まわり足,,岡部 貴司,37.9,11.83,,富澤 祐作,38.01,11.86,,乙津 康志,38.8,12.21,,横澤 剛治,38.3,11.9,,藤田 俊祐,38.52,11.94,,前田 篤哉,38.07,11.93,
202608260901,2026-08-26,09,01R,10:28,2026-08-26T10:18:37.169994+09:00,3,一周,まわり足,直線,平田 健之佑,38.02,4.61,8.77,澁川 夏,37.93,4.93,8.43,井本 昌也,37.39,4.77,8.4,池田 剛規,37.73,5.03,8.6,木下 陽介,37.8,4.96,8.47,金子 怜央,37.93,5.17,8.67
202608261101,2026-08-26,11,01R,10:32,2026-08-26T10:22:43.733266+09:00,3,一周,まわり足,直線,前出 達吉,37.62,5.44,8.17,網代 良芽,37.91,5.66,8.0,岡部 哲,38.56,5.8,7.87,角浜 修,38.37,5.9,7.95,豊田 祥生,38.7,6.2,8.01,港 理樹,38.68,6.32,7.97
202608261005,2026-08-26,10,05R,10:34,2026-08-26T10:24:31.456813+09:00,3,一周,まわり足,直線,内山 七海,36.82,5.5,6.7,今井 美亜,37.77,5.67,6.7,嶋田 有里,37.82,5.82,6.72,増本 杏珠,37.9,5.78,6.68,鈴木 成美,37.95,5.82,6.73,藤原 菜希,37.55,5.72,6.75
202608261301,2026-08-26,13,01R,10:35,2026-08-26T10:26:36.779297+09:00,2,一周,まわり足,,杉江 浩明,37.47,11.42,,萩原 丈太朗,37.58,11.51,,砂長 知輝,37.63,11.48,,村松 遥輝,37.7,11.56,,大橋 由珠,38.14,11.97,,中嶋 達也,37.94,11.72,
202608261701,2026-08-26,17,01R,10:46,2026-08-26T10:36:34.187338+09:00,3,一周,まわり足,直線,桐本 康臣,38.15,5.76,7.19,半田 尚也,39.23,5.9,7.35,吉田 一心,37.58,5.54,7.28,出畑 孝成,37.32,5.63,7.09,冨田 秀幸,37.91,5.75,7.12,中澤 里桜,37.88,5.6,7.21
202608261406,2026-08-26,14,06R,10:49,2026-08-26T10:40:41.043330+09:00,3,一周,まわり足,直線,海老澤 泰行,37.96,6.08,7.1,青木 玄太,37.35,5.86,7.03,興津 藍,37.49,6.04,7.03,川上 聡介,37.88,6.3,7.09,伊藤 玲奈,37.6,6.1,7.07,石丸 海渡,37.41,5.87,7.21
202608261806,2026-08-26,18,06R,10:55,2026-08-26T10:46:31.615776+09:00,2,一周,まわり足,,鳥居塚 孝博,37.99,11.77,,一色 颯輝,37.26,11.63,,松竹 大輔,37.97,11.87,,数原 魁,38.02,11.95,,渡邊 伸太郎,38.18,12.02,,塚越 海斗,37.83,11.96,
202608260902,2026-08-26,09,02R,10:58,2026-08-26T10:48:40.199075+09:00,3,一周,まわり足,直線,三嶌 こころ,38.27,4.73,8.53,白石 有美,37.87,4.63,8.67,本部 めぐみ,39.1,5.23,8.63,金田 幸子,38.23,5.27,8.73,石村 日奈那,38.5,5.48,8.33,中谷 朋子,38.93,5.43,8.67
202608261302,2026-08-26,13,02R,10:59,2026-08-26T10:50:38.611145+09:00,2,一周,まわり足,,高山 智至,37.65,11.5,,山ノ内 雅人,37.71,11.54,,中山 翔太,37.81,11.55,,野田 亜湖,38.62,11.96,,木山 誠一,37.27,11.45,,山下 夏鈴,38.28,11.75,
