レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202608102101,2026-08-10,21,01R,08:32,2026-08-10T08:22:23.964662+09:00,1,53.2,0.0,6.74,0.0,54.1,0.0,6.77,0.0,52.3,0.0,6.87,0.0,47.4,0.0,6.81,-0.5,52.0,0.0,6.81,0.0,43.5,3.5,6.79,-0.5
202608101401,2026-08-10,14,01R,08:40,2026-08-10T08:30:27.639784+09:00,1,54.1,0.0,6.84,0.0,53.4,0.0,6.9,0.0,55.0,0.0,6.89,0.0,53.0,0.0,6.89,0.0,52.3,0.0,6.85,0.0,52.0,0.0,6.87,0.0
202608102301,2026-08-10,23,01R,08:48,2026-08-10T08:38:20.792098+09:00,1,53.4,0.0,6.67,-0.5,52.8,0.0,6.67,0.0,51.5,0.5,6.71,0.0,52.3,0.0,6.77,0.0,52.0,0.0,6.74,0.5,52.2,0.0,6.8,-0.5
202608102102,2026-08-10,21,02R,08:58,2026-08-10T08:48:22.313792+09:00,1,47.8,0.0,6.73,0.0,56.2,0.0,6.87,-0.5,52.0,0.0,6.8,0.0,54.2,0.0,6.84,0.0,52.0,0.0,6.8,0.0,52.1,0.0,6.82,-0.5
202608101402,2026-08-10,14,02R,09:06,2026-08-10T08:56:20.737235+09:00,1,53.9,0.0,6.91,0.0,53.6,0.0,6.89,0.0,52.0,0.0,6.92,0.0,54.1,0.0,6.88,0.0,50.5,1.5,6.85,-0.5,52.3,0.0,6.85,0.0
202608102302,2026-08-10,23,02R,09:14,2026-08-10T09:04:26.163639+09:00,1,53.6,0.0,6.71,0.0,55.3,0.0,6.66,0.0,51.0,1.0,6.77,0.0,52.6,0.0,6.77,-0.5,52.2,0.0,6.73,-0.5,47.3,0.0,6.73,0.0
202608102103,2026-08-10,21,03R,09:24,2026-08-10T09:14:23.858638+09:00,1,53.2,0.0,6.77,0.0,50.0,2.0,6.77,0.0,52.7,0.0,6.67,0.5,52.0,0.0,6.83,-0.5,52.0,0.0,6.76,0.0,47.0,0.0,6.72,0.0
202608101403,2026-08-10,14,03R,09:32,2026-08-10T09:22:24.930179+09:00,1,52.6,0.0,6.85,0.0,52.0,0.0,6.91,0.0,52.8,0.0,6.85,0.0,51.5,0.5,6.89,0.0,52.0,0.0,6.81,0.0,51.5,0.5,6.9,0.0
202608102303,2026-08-10,23,03R,09:40,2026-08-10T09:30:37.974328+09:00,1,52.0,0.0,6.7,0.0,45.5,1.5,6.76,-0.5,52.3,0.0,6.72,0.0,55.0,0.0,6.76,-0.5,51.5,0.5,6.8,0.0,58.2,0.0,6.76,0.0
202608102104,2026-08-10,21,04R,09:50,2026-08-10T09:40:24.757426+09:00,1,52.2,0.0,6.75,0.5,53.1,0.0,6.77,0.0,52.7,0.0,6.72,-0.5,52.5,0.0,6.75,0.0,46.0,1.0,6.8,0.0,54.5,0.0,6.79,0.0
