レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202608181001,2026-08-18,10,01R,08:32,2026-08-18T08:22:32.277100+09:00,1,51.5,0.5,6.66,-0.5,52.9,0.0,6.73,-0.5,52.0,0.0,6.72,-0.5,51.0,1.0,6.72,-0.5,52.0,0.0,6.77,-0.5,53.8,0.0,6.72,-0.5
202608181401,2026-08-18,14,01R,08:40,2026-08-18T08:30:38.298638+09:00,1,52.0,0.0,6.8,0.0,53.4,0.0,6.93,0.0,52.2,0.0,6.85,-0.5,50.5,0.0,6.87,-0.5,48.7,0.0,6.84,-0.5,46.0,1.0,6.91,-0.5
202608181801,2026-08-18,18,01R,08:48,2026-08-18T08:38:21.160049+09:00,1,49.3,0.0,7.02,0.0,52.0,0.0,7.01,0.0,53.3,0.0,6.98,0.0,51.6,0.0,7.01,0.0,52.0,0.0,7.0,0.0,55.6,0.0,7.05,0.0
202608181002,2026-08-18,10,02R,08:58,2026-08-18T08:48:27.088200+09:00,1,55.4,0.0,6.75,-0.5,51.5,0.5,6.63,-0.5,52.0,0.0,6.68,-0.5,52.6,0.0,6.65,-0.5,51.5,0.5,6.65,-0.5,52.5,0.0,6.68,-0.5
202608181402,2026-08-18,14,02R,09:06,2026-08-18T08:56:23.429506+09:00,1,47.0,0.0,6.72,0.0,55.3,0.0,6.77,0.0,52.9,0.0,6.83,0.0,46.5,0.5,6.81,0.0,54.5,0.0,6.81,0.5,47.0,0.0,6.87,-0.5
202608181802,2026-08-18,18,02R,09:14,2026-08-18T09:04:34.960030+09:00,1,52.0,0.0,7.02,-0.5,47.0,0.0,6.96,0.0,52.0,0.0,6.95,0.0,52.0,0.0,6.94,-0.5,52.3,0.0,6.95,0.0,59.7,0.0,6.93,0.5
202608181003,2026-08-18,10,03R,09:24,2026-08-18T09:14:31.838739+09:00,1,54.2,0.0,6.7,0.0,52.2,0.0,6.76,0.0,52.0,0.0,6.61,0.0,52.0,0.0,6.74,0.0,53.1,0.0,6.65,0.0,53.6,0.0,6.72,0.0
202608181403,2026-08-18,14,03R,09:32,2026-08-18T09:22:28.160326+09:00,1,52.0,0.0,6.87,0.0,53.7,0.0,6.88,0.0,53.2,0.0,6.89,0.0,54.9,0.0,6.83,-0.5,52.0,0.0,6.89,0.0,50.2,0.0,6.81,0.0
202608181803,2026-08-18,18,03R,09:40,2026-08-18T09:30:29.799097+09:00,1,51.0,1.0,,0.0,51.0,1.0,,-0.5,56.3,0.0,,-0.5,47.3,0.0,,0.0,49.5,2.5,,0.0,52.7,0.0,,0.0
202608181004,2026-08-18,10,04R,09:50,2026-08-18T09:40:36.670576+09:00,1,54.8,0.0,6.71,0.0,52.6,0.0,6.7,0.0,52.0,0.0,6.71,0.0,52.0,0.0,6.69,0.0,52.2,0.0,6.69,0.0,52.0,0.0,6.67,0.0
202608181404,2026-08-18,14,04R,10:01,2026-08-18T09:52:17.836162+09:00,1,52.0,0.0,6.8,0.0,54.7,0.0,6.86,-0.5,52.0,0.0,6.85,0.0,54.8,0.0,6.82,0.0,55.4,0.0,6.86,0.0,52.0,0.0,6.79,0.0
202608181804,2026-08-18,18,04R,10:06,2026-08-18T09:56:28.074346+09:00,1,51.5,0.5,,0.0,52.0,0.0,,0.0,52.0,0.0,,0.0,51.0,1.0,,0.0,43.5,3.5,,-0.5,53.5,0.0,,0.0
202608181005,2026-08-18,10,05R,10:18,2026-08-18T10:08:27.189981+09:00,1,52.9,0.0,6.74,0.0,53.8,0.0,6.78,0.0,54.2,0.0,6.79,0.0,54.4,0.0,6.74,0.5,52.0,0.0,6.73,0.0,53.2,0.0,6.73,0.0
