レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202608032101,2026-08-03,21,01R,08:32,2026-08-03T08:22:25.980526+09:00,1,52.0,0.0,6.79,0.0,52.0,0.0,6.85,0.0,53.0,0.0,6.88,0.0,51.0,1.0,6.91,-0.5,54.6,0.0,6.85,-0.5,52.0,0.0,6.86,0.0
202608032301,2026-08-03,23,01R,08:44,2026-08-03T08:34:21.212898+09:00,1,51.0,1.0,6.82,-0.5,54.8,0.0,6.84,-0.5,57.6,0.0,6.87,-0.5,54.9,0.0,6.88,-0.5,52.4,0.0,6.9,-0.5,52.5,0.0,6.83,-0.5
202608032102,2026-08-03,21,02R,08:58,2026-08-03T08:48:21.758597+09:00,1,52.0,0.0,6.86,-0.5,53.4,0.0,6.85,0.0,51.5,0.5,6.88,0.0,52.6,0.0,6.87,0.0,55.1,0.0,6.89,0.0,52.0,0.0,6.91,-0.5
202608032302,2026-08-03,23,02R,09:10,2026-08-03T09:00:35.417338+09:00,1,51.5,0.5,6.91,-0.5,52.0,0.0,6.84,-0.5,53.6,0.0,6.96,-0.5,52.6,0.0,6.84,-0.5,52.0,0.0,6.83,-0.5,52.0,0.0,6.82,0.0
202608032103,2026-08-03,21,03R,09:24,2026-08-03T09:14:22.905663+09:00,1,53.3,0.0,6.82,-0.5,53.9,0.0,6.88,-0.5,54.6,0.0,6.83,0.0,51.5,0.5,6.84,0.0,53.0,0.0,6.85,0.0,56.7,0.0,6.89,-0.5
202608032303,2026-08-03,23,03R,09:36,2026-08-03T09:26:23.083154+09:00,1,51.0,1.0,6.86,-0.5,52.9,0.0,6.86,-0.5,50.0,2.0,6.89,-0.5,52.0,0.0,6.82,0.0,52.0,0.0,6.88,-0.5,51.5,0.5,6.87,0.0
202608032104,2026-08-03,21,04R,09:50,2026-08-03T09:40:23.609183+09:00,1,52.8,0.0,6.84,0.0,55.9,0.0,6.82,-0.5,52.2,0.0,6.81,0.0,52.2,0.0,6.78,0.0,52.0,0.0,6.75,0.0,55.6,0.0,6.91,0.0
202608032304,2026-08-03,23,04R,10:02,2026-08-03T09:52:20.320856+09:00,1,53.2,0.0,6.86,-0.5,52.0,0.0,6.88,-0.5,52.0,0.0,6.81,0.0,50.5,1.5,6.89,0.0,51.5,0.5,6.9,0.0,52.4,0.0,6.91,-0.5
202608032105,2026-08-03,21,05R,10:18,2026-08-03T10:08:23.088816+09:00,1,52.0,0.0,6.8,0.0,52.0,0.0,6.76,0.0,52.4,0.0,6.77,0.0,52.6,0.0,6.74,0.0,52.0,0.0,6.81,0.0,51.5,0.5,6.78,0.0
202608032305,2026-08-03,23,05R,10:30,2026-08-03T10:20:27.777361+09:00,1,53.8,0.0,6.93,-0.5,52.8,0.0,6.93,0.0,52.0,0.0,6.88,-0.5,53.9,0.0,6.94,-0.5,52.0,0.0,6.9,0.5,52.1,0.0,6.8,3.0
