レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中
202601222001,2,1,3,4,6,3,×,×,○,×
202601222002,2,1,3,1,4,6,×,×,×,×
202601222003,2,1,6,4,2,1,×,×,×,×
202601222004,2,1,3,1,6,4,×,×,×,×
202601222005,2,1,6,1,3,2,×,×,×,×
202601222006,2,1,3,1,2,5,×,×,×,×
202601222007,2,1,6,1,2,3,×,×,×,×
202601222008,2,1,3,3,1,4,×,○,×,×
202601222009,2,1,3,1,2,3,×,×,○,×
202601222010,2,1,3,1,2,4,×,×,×,×
202601222011,1,2,3,2,3,1,×,×,×,×
202601222012,2,1,3,4,3,2,×,×,×,×
202601221701,1,2,4,4,6,2,×,×,×,×
202601221702,1,2,3,1,3,4,○,×,×,×
202601221703,1,2,3,2,4,3,×,×,○,×
202601221704,1,3,2,4,1,6,×,×,×,×
202601221705,1,2,4,2,5,4,×,×,○,×
202601221706,1,2,4,1,3,2,○,×,×,×
202601221707,1,2,3,1,3,2,○,×,×,×
202601221708,1,2,3,6,1,3,×,×,○,×
202601221709,1,2,4,3,2,1,×,○,×,×
202601221710,1,2,3,1,2,4,○,○,×,×
202601221711,1,2,4,3,1,4,×,×,○,×
202601221712,1,2,4,1,2,3,○,○,×,×
202601221601,1,2,3,1,5,4,○,×,×,×
202601221602,1,2,3,1,2,5,○,○,×,×
202601221603,1,2,3,1,2,3,○,○,○,○
202601221604,1,3,2,3,1,5,×,×,×,×
202601221605,1,3,2,5,6,3,×,×,×,×
202601221606,1,2,3,3,2,5,×,○,×,×
202601221607,1,2,3,1,3,2,○,×,×,×
202601221608,1,2,5,1,3,2,○,×,×,×
202601221609,1,3,2,2,6,1,×,×,×,×
202601221610,1,2,3,5,2,3,×,○,○,×
202601221611,1,3,2,4,1,5,×,×,×,×
202601221612,1,2,3,6,1,5,×,×,×,×
202601221001,1,2,5,1,2,3,○,○,×,×
202601221002,6,1,2,2,3,6,×,×,×,×
202601221003,1,2,5,1,5,3,○,×,×,×
202601221004,1,2,5,3,1,5,×,×,○,×
202601221005,1,2,5,1,4,6,○,×,×,×
202601221006,1,2,5,1,4,2,○,×,×,×
202601221007,1,2,5,3,5,4,×,×,×,×
202601221008,1,2,3,1,6,4,○,×,×,×
202601221009,1,2,5,2,3,1,×,×,×,×
202601221010,1,5,2,2,1,3,×,×,×,×
202601221011,1,2,5,1,3,2,○,×,×,×
202601221012,6,1,2,1,4,6,×,×,×,×
202601220801,1,2,4,1,5,2,○,×,×,×
202601220802,1,2,4,1,3,2,○,×,×,×
202601220803,1,2,6,5,6,3,×,×,×,×
202601220804,1,2,3,1,2,3,○,○,○,○
202601220805,1,4,2,1,3,2,○,×,○,×
202601220806,1,2,4,1,4,2,○,×,×,×
202601220807,4,1,6,1,5,4,×,×,×,×
202601220808,1,2,3,3,4,6,×,×,×,×
202601220809,1,2,4,4,1,6,×,×,×,×
202601220810,1,2,3,3,2,4,×,○,×,×
202601220811,1,2,4,1,5,4,○,×,○,×
202601220812,1,2,3,1,2,4,○,○,×,×
202601220401,1,2,5,1,2,3,○,○,×,×
202601220402,1,3,2,5,4,3,×,×,×,×
202601220403,1,2,3,2,5,4,×,×,×,×
202601220404,1,2,3,3,5,2,×,×,×,×
202601220405,1,2,4,1,5,3,○,×,×,×
202601220406,1,2,3,3,6,2,×,×,×,×
202601220407,1,2,4,2,1,5,×,×,×,×
202601220408,1,2,3,1,4,2,○,×,×,×
202601220409,1,2,3,4,3,2,×,×,×,×
202601220410,1,2,4,3,1,2,×,×,×,×
202601220411,1,2,4,4,3,6,×,×,×,×
202601220412,1,2,3,1,4,6,○,×,×,×
202601220201,1,2,4,1,4,2,○,×,×,×
202601220202,1,2,6,4,1,5,×,×,×,×
202601220203,1,2,6,1,4,5,○,×,×,×
202601220204,1,2,3,1,2,3,○,○,○,○
202601220205,1,2,3,4,2,1,×,○,×,×
202601220206,1,2,3,3,2,5,×,○,×,×
202601220207,1,2,3,5,1,6,×,×,×,×
202601220208,1,2,6,2,6,5,×,×,×,×
202601220209,1,2,3,3,2,1,×,○,×,×
202601220210,1,2,3,1,2,5,○,○,×,×
202601220211,1,2,3,5,1,2,×,×,×,×
202601220212,1,2,3,3,4,1,×,×,×,×
202601220101,1,2,6,2,1,6,×,×,○,×
202601220102,1,6,2,2,6,1,×,○,×,×
202601220103,1,2,6,3,5,1,×,×,×,×
202601220104,1,6,2,6,3,5,×,×,×,×
202601220105,1,2,6,1,4,5,○,×,×,×
202601220106,1,2,6,1,2,3,○,○,×,×
202601220107,1,2,6,3,4,5,×,×,×,×
202601220108,1,2,6,5,1,4,×,×,×,×
202601220109,1,2,6,2,1,5,×,×,×,×
202601220110,1,2,6,2,3,5,×,×,×,×
202601220111,1,2,6,1,4,6,○,×,○,×
202601220112,1,2,6,3,4,2,×,×,×,×
