レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),電話投票締切予定,1枠_艇番,1枠_登録番号,1枠_選手名,1枠_年齢,1枠_支部,1枠_体重,1枠_級別,1枠_全国勝率,1枠_全国2連対率,1枠_当地勝率,1枠_当地2連対率,1枠_モーター番号,1枠_モーター2連対率,1枠_ボート番号,1枠_ボート2連対率,1枠_今節成績_1-1,1枠_今節成績_1-2,1枠_今節成績_2-1,1枠_今節成績_2-2,1枠_今節成績_3-1,1枠_今節成績_3-2,1枠_今節成績_4-1,1枠_今節成績_4-2,1枠_今節成績_5-1,1枠_今節成績_5-2,1枠_今節成績_6-1,1枠_今節成績_6-2,1枠_早見,2枠_艇番,2枠_登録番号,2枠_選手名,2枠_年齢,2枠_支部,2枠_体重,2枠_級別,2枠_全国勝率,2枠_全国2連対率,2枠_当地勝率,2枠_当地2連対率,2枠_モーター番号,2枠_モーター2連対率,2枠_ボート番号,2枠_ボート2連対率,2枠_今節成績_1-1,2枠_今節成績_1-2,2枠_今節成績_2-1,2枠_今節成績_2-2,2枠_今節成績_3-1,2枠_今節成績_3-2,2枠_今節成績_4-1,2枠_今節成績_4-2,2枠_今節成績_5-1,2枠_今節成績_5-2,2枠_今節成績_6-1,2枠_今節成績_6-2,2枠_早見,3枠_艇番,3枠_登録番号,3枠_選手名,3枠_年齢,3枠_支部,3枠_体重,3枠_級別,3枠_全国勝率,3枠_全国2連対率,3枠_当地勝率,3枠_当地2連対率,3枠_モーター番号,3枠_モーター2連対率,3枠_ボート番号,3枠_ボート2連対率,3枠_今節成績_1-1,3枠_今節成績_1-2,3枠_今節成績_2-1,3枠_今節成績_2-2,3枠_今節成績_3-1,3枠_今節成績_3-2,3枠_今節成績_4-1,3枠_今節成績_4-2,3枠_今節成績_5-1,3枠_今節成績_5-2,3枠_今節成績_6-1,3枠_今節成績_6-2,3枠_早見,4枠_艇番,4枠_登録番号,4枠_選手名,4枠_年齢,4枠_支部,4枠_体重,4枠_級別,4枠_全国勝率,4枠_全国2連対率,4枠_当地勝率,4枠_当地2連対率,4枠_モーター番号,4枠_モーター2連対率,4枠_ボート番号,4枠_ボート2連対率,4枠_今節成績_1-1,4枠_今節成績_1-2,4枠_今節成績_2-1,4枠_今節成績_2-2,4枠_今節成績_3-1,4枠_今節成績_3-2,4枠_今節成績_4-1,4枠_今節成績_4-2,4枠_今節成績_5-1,4枠_今節成績_5-2,4枠_今節成績_6-1,4枠_今節成績_6-2,4枠_早見,5枠_艇番,5枠_登録番号,5枠_選手名,5枠_年齢,5枠_支部,5枠_体重,5枠_級別,5枠_全国勝率,5枠_全国2連対率,5枠_当地勝率,5枠_当地2連対率,5枠_モーター番号,5枠_モーター2連対率,5枠_ボート番号,5枠_ボート2連対率,5枠_今節成績_1-1,5枠_今節成績_1-2,5枠_今節成績_2-1,5枠_今節成績_2-2,5枠_今節成績_3-1,5枠_今節成績_3-2,5枠_今節成績_4-1,5枠_今節成績_4-2,5枠_今節成績_5-1,5枠_今節成績_5-2,5枠_今節成績_6-1,5枠_今節成績_6-2,5枠_早見,6枠_艇番,6枠_登録番号,6枠_選手名,6枠_年齢,6枠_支部,6枠_体重,6枠_級別,6枠_全国勝率,6枠_全国2連対率,6枠_当地勝率,6枠_当地2連対率,6枠_モーター番号,6枠_モーター2連対率,6枠_ボート番号,6枠_ボート2連対率,6枠_今節成績_1-1,6枠_今節成績_1-2,6枠_今節成績_2-1,6枠_今節成績_2-2,6枠_今節成績_3-1,6枠_今節成績_3-2,6枠_今節成績_4-1,6枠_今節成績_4-2,6枠_今節成績_5-1,6枠_今節成績_5-2,6枠_今節成績_6-1,6枠_今節成績_6-2,6枠_早見
202504232401,ＢＴＳ鹿島開設１０周年記念〜肥前鹿島干潟杯〜,第2日,2025-04-23,ボートレース大村,1R,予選,1800,15:20,1,4004,山本浩輔,47,長崎,52.0,B1,4.15,22.12,4.73,26.57,69,46.56,63,30.69,5,,,,,,6,,,,,,,2,3945,橋口真樹,49,愛知,51.0,B1,4.29,20.43,5.0,28.57,68,32.28,74,33.68,6,,,,,,5,,,,,,,3,5005,石田貴洋,28,埼玉,52.0,A2,5.21,33.06,6.32,46.0,70,34.59,31,31.38,3,,,,,,1,0,,,,,,4,3448,高山秀雄,55,群馬,54.0,B1,4.68,21.52,3.33,11.11,21,37.11,22,38.5,3,,,,,,8,,,,,,,5,3984,坂口 周,47,三重,53.0,A1,6.44,47.29,5.33,29.63,64,31.38,55,23.28,1,5,,,,,9,,,,,,,6,3054,北川幸典,62,広島,58.0,B1,5.04,32.86,4.13,25.0,47,41.85,29,35.26,2,,,,,,7,,,,,,
202504232402,ＢＴＳ鹿島開設１０周年記念〜肥前鹿島干潟杯〜,第2日,2025-04-23,ボートレース大村,2R,予選,1800,15:48,1,3912,川原正明,51,福井,53.0,A2,5.55,40.87,,,18,45.74,65,31.75,6,,,,,,1,0,,,,,,2,4200,早川尚人,42,大阪,53.0,B1,4.59,21.0,4.72,22.22,28,32.45,38,38.5,4,5,,,,,,,,,,,,3,5181,森 智哉,27,岡山,52.0,B1,4.93,31.78,4.13,21.88,27,44.56,16,31.94,5,,,,,,7,,,,,,,4,4718,北川太一,32,佐賀,53.0,A2,5.89,42.06,6.4,48.33,50,29.41,66,38.66,1,,,,,,1,1,,,,,,5,4962,畑 竜生,28,三重,53.0,B1,5.64,36.44,4.8,20.0,52,40.86,17,29.47,6,5,,,,,,,,,,,,6,4174,赤坂俊輔,42,長崎,51.0,A1,6.54,46.22,6.39,45.88,38,33.33,37,37.37,1,1,,,,,,,,,,,
202504232403,ＢＴＳ鹿島開設１０周年記念〜肥前鹿島干潟杯〜,第2日,2025-04-23,ボートレース大村,3R,予選,1800,16:16,1,3654,武田光史,51,福井,54.0,A1,6.31,45.52,,,20,37.06,51,32.81,2,6,,,,,1,1,,,,,,2,3577,向所浩二,52,兵庫,57.0,B1,5.34,34.12,5.08,30.77,37,29.57,46,38.22,3,,,,,,9,,,,,,,3,4229,市川美宏,41,静岡,53.0,B1,4.67,20.21,6.0,62.5,33,28.72,45,37.23,6,,,,,,8,,,,,,,4,4856,豊田健士,29,三重,53.0,A1,6.85,49.17,5.5,,66,37.82,24,32.29,2,2,,,,,1,0,,,,,,5,3998,冨成謙児,45,佐賀,52.0,B1,4.74,26.5,4.27,19.23,19,26.88,35,25.14,5,,,,,,7,,,,,,,6,4498,宮本夏樹,37,長崎,56.0,B1,5.17,33.68,6.16,44.51,74,34.03,41,36.65,4,6,,,,,,,,,,,
202504232404,ＢＴＳ鹿島開設１０周年記念〜肥前鹿島干潟杯〜,第2日,2025-04-23,ボートレース大村,4R,予選,1800,16:45,1,4471,新田泰章,37,広島,53.0,A2,6.22,42.86,5.88,42.5,24,26.56,56,30.69,2,4,,,,,,,,,,,,2,4325,新出浩司,42,大阪,52.0,B1,4.99,28.57,4.64,28.57,25,31.61,40,34.74,4,,,,,,8,,,,,,,3,3546,中里昌志,56,埼玉,51.0,B1,4.56,21.51,6.57,52.38,44,31.84,20,33.68,5,5,,,,,,,,,,,,4,5026,安河内健,29,佐賀,54.0,A1,7.01,54.26,7.14,55.17,29,39.8,48,34.38,4,3,,,,,9,,,,,,,5,5310,土屋 蘭,20,岡山,48.0,B1,2.11,,,,60,38.02,34,27.89,5,,,,,,1,2,,,,,,6,4292,麻生慎介,40,広島,53.0,A1,5.96,32.43,6.28,50.0,14,34.21,50,31.11,1,,,,,,1,1,,,,,
202504232405,ＢＴＳ鹿島開設１０周年記念〜肥前鹿島干潟杯〜,第2日,2025-04-23,ボートレース大村,5R,予選,1800,17:14,1,3631,田添康介,55,長崎,51.0,B1,4.53,26.67,4.35,29.41,48,37.04,61,40.84,1,3,,,,,,,,,,,,2,4503,上野真之,37,佐賀,53.0,A1,7.83,53.79,7.08,48.0,67,25.81,26,33.68,2,4,,,,,1,1,,,,,,3,3945,橋口真樹,49,愛知,51.0,B1,4.29,20.43,5.0,28.57,68,32.28,74,33.68,6,,,,,,1,,,,,,,4,4407,鹿島敏弘,39,群馬,57.0,B1,4.81,25.6,,,32,47.64,23,32.09,6,,,,,,9,,,,,,,5,4181,花本夏樹,41,三重,55.0,B1,4.51,19.01,3.1,10.0,73,33.85,33,27.91,2,5,,,,,,,,,,,,6,4148,枝尾 賢,43,福岡,53.0,A1,7.43,57.14,8.09,63.64,36,37.82,53,32.29,3,1,,,,,1,0,,,,,
202504232406,ＢＴＳ鹿島開設１０周年記念〜肥前鹿島干潟杯〜,第2日,2025-04-23,ボートレース大村,6R,予選,1800,17:42,1,3535,渡 修平,52,兵庫,51.0,B1,4.52,26.56,4.56,33.33,63,21.98,72,30.89,6,4,,,,,,,,,,,,2,4796,春園功太,33,三重,53.0,A2,6.07,46.39,7.53,58.82,75,33.85,13,27.37,2,,,,,,1,1,,,,,,3,4831,羽野直也,30,福岡,57.0,A1,6.99,40.96,7.42,42.22,53,39.47,70,38.1,1,1,,,,,1,0,,,,,,4,4004,山本浩輔,47,長崎,52.0,B1,4.15,22.12,4.73,26.57,69,46.56,63,30.69,5,,,,,,1,,,,,,,5,3775,泉 啓文,50,岡山,60.0,B1,4.44,23.3,4.16,21.88,22,42.02,12,28.96,6,4,,,,,,,,,,,,6,4927,関野 文,31,大阪,44.0,A1,5.81,40.44,6.1,41.38,31,35.64,59,35.64,1,,,,,,1,2,,,,,
202504232407,ＢＴＳ鹿島開設１０周年記念〜肥前鹿島干潟杯〜,第2日,2025-04-23,ボートレース大村,7R,予選 進入固定 Ｈ１８０,ｍ電,18:15,1,4826,井上一輝,30,大阪,52.0,A1,7.18,50.0,5.86,36.36,30,32.11,28,36.65,2,6,,,,,1,1,,,,,,2,3998,冨成謙児,45,佐賀,52.0,B1,4.74,26.5,4.27,19.23,19,26.88,35,25.14,5,,,,,,3,,,,,,,3,5144,中尾彩香,23,福岡,47.0,B1,4.11,22.22,4.11,14.81,72,39.47,11,27.08,6,,,,,,1,2,,,,,,4,3054,北川幸典,62,広島,58.0,B1,5.04,32.86,4.13,25.0,47,41.85,29,35.26,2,,,,,,1,,,,,,,5,5049,松井友汰,30,大阪,54.0,A2,5.46,39.74,6.06,44.44,58,25.4,19,29.89,4,2,,,,,,,,,,,,6,5181,森 智哉,27,岡山,52.0,B1,4.93,31.78,4.13,21.88,27,44.56,16,31.94,5,,,,,,2,,,,,,
202504232408,ＢＴＳ鹿島開設１０周年記念〜肥前鹿島干潟杯〜,第2日,2025-04-23,ボートレース大村,8R,予選,1800,18:46,1,4415,下出卓矢,38,福井,56.0,A1,6.28,42.52,6.52,52.0,56,34.74,75,33.69,1,4,,,,,,,,,,,,2,4943,八木治樹,34,愛知,53.0,B1,4.72,23.88,4.86,,62,43.08,71,32.28,5,3,,,,,,,,,,,,3,4325,新出浩司,42,大阪,52.0,B1,4.99,28.57,4.64,28.57,25,31.61,40,34.74,4,,,,,,4,,,,,,,4,4433,川野芽唯,39,福岡,47.0,A1,6.39,40.87,6.78,46.67,76,32.8,68,39.34,2,5,,,,,1,2,,,,,,5,4229,市川美宏,41,静岡,53.0,B1,4.67,20.21,6.0,62.5,33,28.72,45,37.23,6,,,,,,3,,,,,,,6,3448,高山秀雄,55,群馬,54.0,B1,4.68,21.52,3.33,11.11,21,37.11,22,38.5,3,,,,,,1,,,,,,
202504232409,ＢＴＳ鹿島開設１０周年記念〜肥前鹿島干潟杯〜,第2日,2025-04-23,ボートレース大村,9R,予選特賞,1800,19:17,1,5026,安河内健,29,佐賀,54.0,A1,7.01,54.26,7.14,55.17,29,39.8,48,34.38,4,3,,,,,4,,,,,,,2,4407,鹿島敏弘,39,群馬,57.0,B1,4.81,25.6,,,32,47.64,23,32.09,6,,,,,,5,,,,,,,3,4933,板橋侑我,28,静岡,53.0,A2,7.09,59.55,7.4,50.0,57,35.68,49,32.09,3,3,,,,,,,,,,,,4,3984,坂口 周,47,三重,53.0,A1,6.44,47.29,5.33,29.63,64,31.38,55,23.28,1,5,,,,,1,,,,,,,5,3577,向所浩二,52,兵庫,57.0,B1,5.34,34.12,5.08,30.77,37,29.57,46,38.22,3,,,,,,3,,,,,,,6,4065,金田幸子,45,岡山,43.0,A2,5.75,39.47,6.67,52.38,55,32.98,47,40.0,3,4,,,,,,,,,,,
202504232410,ＢＴＳ鹿島開設１０周年記念〜肥前鹿島干潟杯〜,第2日,2025-04-23,ボートレース大村,10R,予選特選,1800,19:45,1,4856,豊田健士,29,三重,53.0,A1,6.85,49.17,5.5,,66,37.82,24,32.29,2,2,,,,,3,,,,,,,2,4148,枝尾 賢,43,福岡,53.0,A1,7.43,57.14,8.09,63.64,36,37.82,53,32.29,3,1,,,,,5,,,,,,,3,3912,川原正明,51,福井,53.0,A2,5.55,40.87,,,18,45.74,65,31.75,6,,,,,,2,,,,,,,4,4831,羽野直也,30,福岡,57.0,A1,6.99,40.96,7.42,42.22,53,39.47,70,38.1,1,1,,,,,6,,,,,,,5,5005,石田貴洋,28,埼玉,52.0,A2,5.21,33.06,6.32,46.0,70,34.59,31,31.38,3,,,,,,1,,,,,,,6,4427,秦 英悟,39,大阪,52.0,A2,7.02,53.24,6.73,45.45,23,35.11,67,32.98,3,1,,,,,,,,,,,
