レースコード,レース日,レース場,レース回,締切時刻,取得日時,ボーダー順位,1着点,2着点,3着点,4着点,5着点,6着点,艇1_級別,艇1_登録番号,艇1_選手名,艇1_得点率,艇1_順位,艇1_ボーダー状態,艇1_早見,艇1_1着時得点率,艇1_1着時状態,艇1_2着時得点率,艇1_2着時状態,艇1_3着時得点率,艇1_3着時状態,艇1_4着時得点率,艇1_4着時状態,艇1_5着時得点率,艇1_5着時状態,艇1_6着時得点率,艇1_6着時状態,艇2_級別,艇2_登録番号,艇2_選手名,艇2_得点率,艇2_順位,艇2_ボーダー状態,艇2_早見,艇2_1着時得点率,艇2_1着時状態,艇2_2着時得点率,艇2_2着時状態,艇2_3着時得点率,艇2_3着時状態,艇2_4着時得点率,艇2_4着時状態,艇2_5着時得点率,艇2_5着時状態,艇2_6着時得点率,艇2_6着時状態,艇3_級別,艇3_登録番号,艇3_選手名,艇3_得点率,艇3_順位,艇3_ボーダー状態,艇3_早見,艇3_1着時得点率,艇3_1着時状態,艇3_2着時得点率,艇3_2着時状態,艇3_3着時得点率,艇3_3着時状態,艇3_4着時得点率,艇3_4着時状態,艇3_5着時得点率,艇3_5着時状態,艇3_6着時得点率,艇3_6着時状態,艇4_級別,艇4_登録番号,艇4_選手名,艇4_得点率,艇4_順位,艇4_ボーダー状態,艇4_早見,艇4_1着時得点率,艇4_1着時状態,艇4_2着時得点率,艇4_2着時状態,艇4_3着時得点率,艇4_3着時状態,艇4_4着時得点率,艇4_4着時状態,艇4_5着時得点率,艇4_5着時状態,艇4_6着時得点率,艇4_6着時状態,艇5_級別,艇5_登録番号,艇5_選手名,艇5_得点率,艇5_順位,艇5_ボーダー状態,艇5_早見,艇5_1着時得点率,艇5_1着時状態,艇5_2着時得点率,艇5_2着時状態,艇5_3着時得点率,艇5_3着時状態,艇5_4着時得点率,艇5_4着時状態,艇5_5着時得点率,艇5_5着時状態,艇5_6着時得点率,艇5_6着時状態,艇6_級別,艇6_登録番号,艇6_選手名,艇6_得点率,艇6_順位,艇6_ボーダー状態,艇6_早見,艇6_1着時得点率,艇6_1着時状態,艇6_2着時得点率,艇6_2着時状態,艇6_3着時得点率,艇6_3着時状態,艇6_4着時得点率,艇6_4着時状態,艇6_5着時得点率,艇6_5着時状態,艇6_6着時得点率,艇6_6着時状態
202609041001,2026-09-04,10,01R,08:32,2026-09-04T08:22:23.117806+09:00,18,10,08,06,04,02,01,A2,4933,板橋 侑我,7.00,15,01,12,8.00,5,7.33,3,6.67,3,6.00,2,5.33,2,5.00,2,B1,4664,東口 晃,1.00,38,00,6,5.50,2,4.50,0,3.50,0,2.50,0,1.50,0,1.00,0,B1,3804,中渡 修作,2.00,33,00,8,6.00,2,5.00,2,4.00,0,3.00,0,2.00,0,1.50,0,B1,4128,川口 貴久,4.00,29,00,,6.00,0,5.33,0,4.67,0,4.00,0,3.33,0,3.00,0,B1,4552,杉山 勝匡,-1.50,45,00,,2.33,0,1.67,0,1.00,0,0.33,0,-0.33,0,-0.67,0,B2,5470,坂口 諒宗,1.00,38,00,7,5.50,2,4.50,0,3.50,0,2.50,0,1.50,0,1.00,0
202609041002,2026-09-04,10,02R,08:58,2026-09-04T08:48:28.866152+09:00,18,10,08,06,04,02,01,A2,5161,登玉 隼百,1.00,39,00,9,5.50,2,4.50,0,3.50,0,2.50,0,1.50,0,1.00,0,A1,4166,吉田 拡郎,8.00,7,01,12,8.67,5,8.00,5,7.33,3,6.67,3,6.00,2,5.67,2,B1,4196,田中 太一郎,2.00,34,00,8,6.00,2,5.00,2,4.00,0,3.00,0,2.00,0,1.50,0,B1,4169,多田 有佑,3.00,32,00,,5.33,0,4.67,0,4.00,0,3.33,0,2.67,0,2.33,0,B1,4731,間野 兼礼,6.00,19,00,11,8.00,3,7.00,3,6.00,2,5.00,2,4.00,0,3.50,0,B1,5282,中本 大樹,3.50,31,00,,5.67,0,5.00,0,4.33,0,3.67,0,3.00,0,2.67,0
202609041003,2026-09-04,10,03R,09:24,2026-09-04T09:14:26.661347+09:00,18,10,08,06,04,02,01,A1,4073,大橋 純一郎,7.50,14,01,11,8.33,5,7.67,3,7.00,3,6.33,2,5.67,2,5.33,2,B1,4167,片岡 秀樹,6.00,19,00,10,8.00,3,7.00,3,6.00,2,5.00,2,4.00,0,3.50,0,A2,4822,百武 翔,6.00,19,00,,7.33,5,6.67,5,6.00,0,5.33,0,4.67,0,4.33,0,B1,3776,横井 健太,2.00,34,00,7,6.00,2,5.00,2,4.00,0,3.00,0,2.00,0,1.50,0,B1,3692,竹腰 正樹,1.00,39,00,9,5.50,2,4.50,0,3.50,0,2.50,0,1.50,0,1.00,0,B1,5115,香川 颯太,10.50,2,01,8,10.33,5,9.67,5,9.00,5,8.33,5,7.67,3,7.33,3
202609041004,2026-09-04,10,04R,09:50,2026-09-04T09:40:22.875706+09:00,18,10,08,06,04,02,01,A2,4709,岡村 将也,5.00,27,00,10,6.67,3,6.00,2,5.33,2,4.67,0,4.00,0,3.67,0,B1,5027,重冨 勇哉,5.00,27,00,,6.67,5,6.00,0,5.33,0,4.67,0,4.00,0,3.67,0,B1,4879,山崎 鉄平,8.00,7,01,12,9.00,5,8.00,3,7.00,3,6.00,2,5.00,2,4.50,2,A2,4215,吉島 祥之,7.50,14,01,9,8.33,5,7.67,3,7.00,3,6.33,2,5.67,2,5.33,2,B1,4580,長谷川 雅和,8.00,7,01,11,9.00,5,8.00,3,7.00,3,6.00,2,5.00,2,4.50,2,A1,4061,萩原 秀人,9.00,3,01,8,9.33,5,8.67,5,8.00,3,7.33,3,6.67,3,6.33,2
202609041005,2026-09-04,10,05R,10:18,2026-09-04T10:08:22.936482+09:00,18,10,08,06,04,02,01,B1,3812,山崎 聖司,1.00,41,00,9,5.50,2,4.50,2,3.50,0,2.50,0,1.50,0,1.00,0,A2,4633,森 智也,9.00,3,01,12,9.33,5,8.67,5,8.00,5,7.33,5,6.67,3,6.33,3,A2,4718,北川 太一,8.00,8,01,11,9.00,5,8.00,5,7.00,3,6.00,3,5.00,2,4.50,2,B1,4270,岸本 雄貴,1.00,41,00,10,5.50,2,4.50,2,3.50,0,2.50,0,1.50,0,1.00,0,B1,4669,井上 茂,6.50,16,01,,7.67,5,7.00,5,6.33,5,5.67,0,5.00,0,4.67,0,A1,4168,石野 貴之,8.50,4,01,,9.00,5,8.33,5,7.67,5,7.00,5,6.33,5,6.00,5
202609041101,2026-09-04,11,01R,10:33,2026-09-04T10:24:22.562259+09:00,18,10,08,06,04,02,01,B1,5157,市川 健太,0.00,1,01,7,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5152,丸山 祐也,0.00,1,01,6,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5179,藤本 元輝,0.00,1,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5273,山下 拓巳,0.00,1,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5199,垂水 悠,0.00,1,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B2,5460,早川 理稀,0.00,1,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202609040901,2026-09-04,09,01R,10:42,2026-09-04T10:32:26.595826+09:00,18,10,08,06,04,02,01,A1,4804,高田 ひかる,2.00,40,00,10,6.00,2,5.00,0,4.00,0,3.00,0,2.00,0,1.50,0,A1,4739,中村 晃朋,2.00,40,00,6,6.00,2,5.00,0,4.00,0,3.00,0,2.00,0,1.50,0,A1,4512,高野 哲史,8.00,8,01,9,9.00,3,8.00,3,7.00,3,6.00,2,5.00,0,4.50,0,A1,5084,末永 和也,7.00,16,01,7,8.50,3,7.50,3,6.50,2,5.50,2,4.50,0,4.00,0,A1,4448,青木 玄太,4.00,35,00,8,7.00,3,6.00,2,5.00,0,4.00,0,3.00,0,2.50,0,A1,4547,中田 竜太,10.00,2,01,11,10.00,5,9.00,3,8.00,3,7.00,3,6.00,2,5.50,2
202609040201,2026-09-04,02,01R,10:47,2026-09-04T10:38:28.060871+09:00,6,10,08,06,04,02,01,B1,3992,関口 智久,7.00,14,00,10,8.00,0,7.33,0,6.67,0,6.00,0,5.33,0,5.00,0,B1,5398,鐘ヶ江 真司,2.00,31,00,7,6.00,0,5.00,0,4.00,0,3.00,0,2.00,0,1.50,0,B2,4650,中山 雄太,2.00,31,00,8,6.00,0,5.00,0,4.00,0,3.00,0,2.00,0,1.50,0,B1,5419,櫻井 隼,4.00,26,00,5,7.00,0,6.00,0,5.00,0,4.00,0,3.00,0,2.50,0,B1,4945,上村 宏太,1.00,38,00,11,5.50,0,4.50,0,3.50,0,2.50,0,1.50,0,1.00,0,B1,4145,小澤 学,7.00,14,00,6,8.50,2,7.50,0,6.50,0,5.50,0,4.50,0,4.00,0
202609041006,2026-09-04,10,06R,10:50,2026-09-04T10:40:30.546072+09:00,18,10,08,06,04,02,01,B2,4340,土性 雅也,1.00,42,00,,4.00,0,3.33,0,2.67,0,2.00,0,1.33,0,1.00,0,A2,5023,久永 祥平,6.00,17,01,11,8.00,5,7.00,3,6.00,3,5.00,2,4.00,2,3.50,2,A1,4685,島村 隆幸,11.00,1,01,10,10.67,5,10.00,5,9.33,5,8.67,5,8.00,5,7.67,5,B1,4252,松下 哲也,5.00,26,00,,6.67,5,6.00,5,5.33,0,4.67,0,4.00,0,3.67,0,B1,4664,東口 晃,1.00,42,00,1,4.00,0,3.33,0,2.67,0,2.00,0,1.33,0,1.00,0,B1,5037,田頭 虎親,6.00,17,01,12,8.00,5,7.00,3,6.00,3,5.00,2,4.00,2,3.50,2
202609041701,2026-09-04,17,01R,10:57,2026-09-04T10:48:19.059992+09:00,18,10,08,06,04,02,01,A2,3562,山下 和彦,6.33,18,01,7,7.25,3,6.75,3,6.25,2,5.75,2,5.25,0,5.00,0,B1,4803,飯田 庄吾,7.33,10,01,11,8.00,5,7.50,5,7.00,3,6.50,3,6.00,2,5.75,2,B1,3950,石川 哲秀,4.00,31,00,9,5.50,2,5.00,0,4.50,0,4.00,0,3.50,0,3.25,0,B1,4097,貫地谷 直人,3.33,35,00,6,5.00,0,4.50,0,4.00,0,3.50,0,3.00,0,2.75,0,B1,4725,佐竹 太一,4.67,28,00,8,6.00,2,5.50,2,5.00,0,4.50,0,4.00,0,3.75,0,B1,4457,神田 達也,5.67,22,00,10,6.75,3,6.25,2,5.75,2,5.25,0,4.75,0,4.50,0
