レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),電話投票締切予定,1枠_艇番,1枠_登録番号,1枠_選手名,1枠_年齢,1枠_支部,1枠_体重,1枠_級別,1枠_全国勝率,1枠_全国2連対率,1枠_当地勝率,1枠_当地2連対率,1枠_モーター番号,1枠_モーター2連対率,1枠_ボート番号,1枠_ボート2連対率,1枠_今節成績_1-1,1枠_今節成績_1-2,1枠_今節成績_2-1,1枠_今節成績_2-2,1枠_今節成績_3-1,1枠_今節成績_3-2,1枠_今節成績_4-1,1枠_今節成績_4-2,1枠_今節成績_5-1,1枠_今節成績_5-2,1枠_今節成績_6-1,1枠_今節成績_6-2,1枠_早見,2枠_艇番,2枠_登録番号,2枠_選手名,2枠_年齢,2枠_支部,2枠_体重,2枠_級別,2枠_全国勝率,2枠_全国2連対率,2枠_当地勝率,2枠_当地2連対率,2枠_モーター番号,2枠_モーター2連対率,2枠_ボート番号,2枠_ボート2連対率,2枠_今節成績_1-1,2枠_今節成績_1-2,2枠_今節成績_2-1,2枠_今節成績_2-2,2枠_今節成績_3-1,2枠_今節成績_3-2,2枠_今節成績_4-1,2枠_今節成績_4-2,2枠_今節成績_5-1,2枠_今節成績_5-2,2枠_今節成績_6-1,2枠_今節成績_6-2,2枠_早見,3枠_艇番,3枠_登録番号,3枠_選手名,3枠_年齢,3枠_支部,3枠_体重,3枠_級別,3枠_全国勝率,3枠_全国2連対率,3枠_当地勝率,3枠_当地2連対率,3枠_モーター番号,3枠_モーター2連対率,3枠_ボート番号,3枠_ボート2連対率,3枠_今節成績_1-1,3枠_今節成績_1-2,3枠_今節成績_2-1,3枠_今節成績_2-2,3枠_今節成績_3-1,3枠_今節成績_3-2,3枠_今節成績_4-1,3枠_今節成績_4-2,3枠_今節成績_5-1,3枠_今節成績_5-2,3枠_今節成績_6-1,3枠_今節成績_6-2,3枠_早見,4枠_艇番,4枠_登録番号,4枠_選手名,4枠_年齢,4枠_支部,4枠_体重,4枠_級別,4枠_全国勝率,4枠_全国2連対率,4枠_当地勝率,4枠_当地2連対率,4枠_モーター番号,4枠_モーター2連対率,4枠_ボート番号,4枠_ボート2連対率,4枠_今節成績_1-1,4枠_今節成績_1-2,4枠_今節成績_2-1,4枠_今節成績_2-2,4枠_今節成績_3-1,4枠_今節成績_3-2,4枠_今節成績_4-1,4枠_今節成績_4-2,4枠_今節成績_5-1,4枠_今節成績_5-2,4枠_今節成績_6-1,4枠_今節成績_6-2,4枠_早見,5枠_艇番,5枠_登録番号,5枠_選手名,5枠_年齢,5枠_支部,5枠_体重,5枠_級別,5枠_全国勝率,5枠_全国2連対率,5枠_当地勝率,5枠_当地2連対率,5枠_モーター番号,5枠_モーター2連対率,5枠_ボート番号,5枠_ボート2連対率,5枠_今節成績_1-1,5枠_今節成績_1-2,5枠_今節成績_2-1,5枠_今節成績_2-2,5枠_今節成績_3-1,5枠_今節成績_3-2,5枠_今節成績_4-1,5枠_今節成績_4-2,5枠_今節成績_5-1,5枠_今節成績_5-2,5枠_今節成績_6-1,5枠_今節成績_6-2,5枠_早見,6枠_艇番,6枠_登録番号,6枠_選手名,6枠_年齢,6枠_支部,6枠_体重,6枠_級別,6枠_全国勝率,6枠_全国2連対率,6枠_当地勝率,6枠_当地2連対率,6枠_モーター番号,6枠_モーター2連対率,6枠_ボート番号,6枠_ボート2連対率,6枠_今節成績_1-1,6枠_今節成績_1-2,6枠_今節成績_2-1,6枠_今節成績_2-2,6枠_今節成績_3-1,6枠_今節成績_3-2,6枠_今節成績_4-1,6枠_今節成績_4-2,6枠_今節成績_5-1,6枠_今節成績_5-2,6枠_今節成績_6-1,6枠_今節成績_6-2,6枠_早見
201606022401,スポーツニッポン杯,第5日,2016-06-02,ボートレース大村,1R,めざまし戦一,1800,12:33,1,4012,中村有裕,36,滋賀,58.0,A1,6.26,44.67,7.37,57.89,36,44.64,51,29.51,2,5,1,1,1,,1,1,,,,,,2,3135,山口博司,57,長崎,52.0,B1,4.62,29.7,5.06,33.71,33,41.67,46,37.68,5,1,4,,,,3,4,1,6,,,10,3,3846,藤井 理,39,山口,59.0,B1,5.57,34.07,5.13,34.38,24,27.59,61,30.32,4,5,2,,,,5,6,4,,,,5,4,3344,中島浩喜,49,静岡,60.0,B1,4.34,18.18,5.1,20.0,22,40.38,62,23.94,6,,,,,,2,4,5,,,,43,5,4046,谷村啓司,36,福岡,53.0,B1,3.87,15.73,3.97,12.5,30,30.43,69,31.5,6,4,3,,,,6,4,6,,,,6,6,4896,花本 剛,24,山口,55.0,B2,1.58,3.03,,,25,22.22,67,34.33,5,4,6,,,,5,3,5,,,,9
201606022402,スポーツニッポン杯,第5日,2016-06-02,ボートレース大村,2R,昼ガチ戦一般,1800,13:00,1,3156,金子良昭,51,静岡,52.0,A1,5.82,37.5,6.2,47.83,20,47.27,49,33.0,1,2,1,4,5,,9,,,,,,,2,3455,谷本幸司,45,愛知,53.0,B1,4.78,28.4,4.63,25.0,37,35.42,64,30.69,2,,,,,,4,3,2,3,2,2,10,3,3066,田中定雄,56,埼玉,54.0,B1,4.84,29.35,4.47,23.53,11,18.37,74,33.67,5,,,,,,4,6,5,,,,31,4,2841,吉田 稔,59,群馬,53.0,B1,4.84,25.0,5.28,22.22,56,25.0,32,36.22,3,4,2,,,,6,3,2,4,,,,5,4772,石丸海渡,22,香川,57.0,B1,5.1,29.87,3.95,15.0,69,20.83,17,31.68,5,,,,,,5,2,6,,,,66,6,4835,橋本 明,27,広島,54.0,B2,2.96,4.48,2.13,,65,32.14,29,40.5,6,4,3,,,,4,3,6,,,,6
201606022403,スポーツニッポン杯,第5日,2016-06-02,ボートレース大村,3R,一般,1800,13:36,1,3680,森林 太,43,長崎,53.0,A2,5.35,34.53,5.97,45.26,13,37.25,45,26.04,2,4,5,1,4,,2,2,,,,,12,2,4339,平瀬城啓,31,福井,53.0,B1,4.29,23.36,2.88,,48,27.45,47,30.94,4,3,6,,,,4,4,4,,,,8,3,3497,後藤 浩,47,埼玉,50.0,A1,6.04,46.27,7.08,53.85,66,32.65,24,47.21,2,1,1,3,1,,1,1,,,,,,4,3848,川上聡介,38,愛知,54.0,A2,5.69,41.23,6.26,43.48,68,9.52,13,30.22,6,,,,,,6,4,2,4,5,,9,5,3277,齋藤 勇,49,東京,53.0,B1,4.31,21.88,4.88,32.0,31,28.07,43,32.18,4,,,,,,2,4,3,,,,54,6,4156,浜野孝志,35,三重,57.0,A2,5.28,36.11,5.0,43.75,32,35.85,71,37.13,4,,,,,,3,2,3,3,5,6,
201606022404,スポーツニッポン杯,第5日,2016-06-02,ボートレース大村,4R,一般,1800,14:12,1,4057,松井賢治,37,兵庫,51.0,A1,6.27,45.39,6.64,47.22,18,27.78,34,33.01,2,1,5,,,,1,6,2,3,,,11,2,4437,中田元泰,29,香川,55.0,A2,5.89,41.59,6.95,65.0,49,23.53,33,37.76,1,6,1,,,,4,4,5,,,,12,3,3668,市川 猛,45,広島,53.0,B1,4.81,26.04,4.0,11.43,63,10.53,35,30.0,3,3,3,,,,4,5,4,,,,8,4,3379,打越 晶,47,福岡,54.0,A1,6.55,51.7,6.77,51.28,55,33.33,76,26.84,5,2,5,4,5,,5,,,,,,7,5,2842,刀根辰治,59,大阪,51.0,B1,3.41,14.75,4.35,23.08,72,33.33,60,27.62,2,,,,,,5,5,6,,,,45,6,3463,乙津康志,48,東京,52.0,A2,5.93,40.97,6.17,48.28,12,24.53,57,26.04,3,,,,,,3,4,1,2,1,4,10
201606022405,スポーツニッポン杯,第5日,2016-06-02,ボートレース大村,5R,一般 進入固定 Ｈ１８０,ｍ電,14:49,1,4171,榎 幸司,33,長崎,52.0,A1,5.85,36.94,7.14,55.88,71,13.46,65,31.89,1,2,3,2,5,,1,0,,,,,,2,3935,岩津徹郎,38,岡山,57.0,B1,4.32,21.65,6.64,46.43,14,44.0,40,28.5,6,1,,,,,3,,,,,,63,3,3581,加木 郁,43,山口,51.0,B1,4.35,20.21,,,39,35.42,58,32.76,4,,,,,,3,2,4,,,,25,4,3846,藤井 理,39,山口,59.0,B1,5.57,34.07,5.13,34.38,24,27.59,61,30.32,4,5,2,,,,5,6,4,,,,1,5,4234,野相弘司,32,福岡,56.0,B2,5.05,28.95,4.25,29.17,44,42.11,41,30.6,3,,,,,,2,3,3,1,3,2,12,6,4899,占部一真,24,福岡,53.0,B2,1.24,,1.5,,43,25.0,12,30.9,5,,,,,,6,5,6,,,,66
201606022406,スポーツニッポン杯,第5日,2016-06-02,ボートレース大村,6R,一般,1800,15:26,1,4358,松本庸平,31,三重,51.0,A1,5.27,38.46,6.0,22.22,70,16.95,31,31.68,5,,,,,,4,6,1,6,1,3,12,2,3656,伯母芳恒,42,東京,55.0,A2,6.26,44.19,6.2,43.33,23,54.72,36,43.56,1,5,6,,,,2,2,1,5,,,11,3,4743,木村仁紀,23,滋賀,52.0,B1,4.73,25.74,3.83,21.74,47,14.55,63,33.66,1,5,,,,,3,2,1,3,,,10,4,3998,冨成謙児,36,佐賀,51.0,B1,5.37,40.2,4.76,24.0,29,31.67,14,31.03,3,4,5,,,,6,2,3,4,,,,5,4835,橋本 明,27,広島,54.0,B2,2.96,4.48,2.13,,65,32.14,29,40.5,6,4,3,,,,4,3,6,,,,2,6,4046,谷村啓司,36,福岡,53.0,B1,3.87,15.73,3.97,12.5,30,30.43,69,31.5,6,4,3,,,,6,4,6,,,,1
201606022407,スポーツニッポン杯,第5日,2016-06-02,ボートレース大村,7R,一般,1800,16:03,1,4176,樋口喜彦,33,兵庫,54.0,B1,4.53,25.3,4.7,30.0,19,23.81,56,29.35,5,,,,,,4,4,6,,,,35,2,4069,山本修一,35,岡山,53.0,A2,5.89,40.58,6.22,55.56,60,38.18,37,22.8,3,6,1,5,2,,3,3,,,,,11,3,4503,上野真之,28,佐賀,52.0,A1,6.89,50.34,6.88,50.0,53,31.91,20,39.2,2,4,1,1,1,,1,0,,,,,,4,3277,齋藤 勇,49,東京,53.0,B1,4.31,21.88,4.88,32.0,31,28.07,43,32.18,4,,,,,,2,4,3,,,,54,5,3379,打越 晶,47,福岡,54.0,A1,6.55,51.7,6.77,51.28,55,33.33,76,26.84,5,2,5,4,5,,5,,,,,,4,6,4772,石丸海渡,22,香川,57.0,B1,5.1,29.87,3.95,15.0,69,20.83,17,31.68,5,,,,,,5,2,6,,,,66
201606022408,スポーツニッポン杯,第5日,2016-06-02,ボートレース大村,8R,一般,1800,16:40,1,4339,平瀬城啓,31,福井,53.0,B1,4.29,23.36,2.88,,48,27.45,47,30.94,4,3,6,,,,4,4,4,,,,3,2,3344,中島浩喜,49,静岡,60.0,B1,4.34,18.18,5.1,20.0,22,40.38,62,23.94,6,,,,,,2,4,5,,,,43,3,3903,白石 健,38,兵庫,52.0,A2,7.13,59.09,7.93,71.43,62,35.71,50,39.7,1,1,1,3,1,,1,2,,,,,,4,4787,椎名 豊,27,群馬,52.0,A2,5.66,44.62,5.33,16.67,15,37.74,22,35.0,3,6,1,,,,2,5,3,6,,,,5,3066,田中定雄,56,埼玉,54.0,B1,4.84,29.35,4.47,23.53,11,18.37,74,33.67,5,,,,,,4,6,5,,,,31,6,3668,市川 猛,45,広島,53.0,B1,4.81,26.04,4.0,11.43,63,10.53,35,30.0,3,3,3,,,,4,5,4,,,,4
201606022409,スポーツニッポン杯,第5日,2016-06-02,ボートレース大村,9R,一般,1800,17:10,1,4415,下出卓矢,29,福井,54.0,A1,5.85,44.55,5.35,40.0,27,38.18,18,26.49,5,6,6,2,1,,1,6,,,,,12,2,3848,川上聡介,38,愛知,54.0,A2,5.69,41.23,6.26,43.48,68,9.52,13,30.22,6,,,,,,6,4,2,4,5,,3,3,3156,金子良昭,51,静岡,52.0,A1,5.82,37.5,6.2,47.83,20,47.27,49,33.0,1,2,1,4,5,,2,,,,,,,4,3988,古川誠之,37,愛知,53.0,A2,5.96,41.44,5.68,26.32,28,24.56,48,30.65,2,,,,,,2,2,5,4,5,,,5,4896,花本 剛,24,山口,55.0,B2,1.58,3.03,,,25,22.22,67,34.33,5,4,6,,,,5,3,5,,,,1,6,4616,小川真人,34,福岡,49.0,B2,1.81,,2.0,,54,30.16,38,32.84,6,,,,,,5,6,,,,,56
201606022410,スポーツニッポン杯,第5日,2016-06-02,ボートレース大村,10R,準優勝戦,1800,17:40,1,4503,上野真之,28,佐賀,52.0,A1,6.89,50.34,6.88,50.0,53,31.91,20,39.2,2,4,1,1,1,,7,,,,,,,2,4171,榎 幸司,33,長崎,52.0,A1,5.85,36.94,7.14,55.88,71,13.46,65,31.89,1,2,3,2,5,,5,,,,,,,3,3455,谷本幸司,45,愛知,53.0,B1,4.78,28.4,4.63,25.0,37,35.42,64,30.69,2,,,,,,4,3,2,3,2,2,2,4,4743,木村仁紀,23,滋賀,52.0,B1,4.73,25.74,3.83,21.74,47,14.55,63,33.66,1,5,,,,,3,2,1,3,,,6,5,3463,乙津康志,48,東京,52.0,A2,5.93,40.97,6.17,48.28,12,24.53,57,26.04,3,,,,,,3,4,1,2,1,4,4,6,3135,山口博司,57,長崎,52.0,B1,4.62,29.7,5.06,33.71,33,41.67,46,37.68,5,1,4,,,,3,4,1,6,,,1
