レースコード,レース日,レース場コード,レース回,状態,1枠_コースpt,1枠_寄与_コースpt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_コースpt,2枠_寄与_コースpt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_コースpt,3枠_寄与_コースpt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_コースpt,4枠_寄与_コースpt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_コースpt,5枠_寄与_コースpt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_コースpt,6枠_寄与_コースpt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202607250101,2026-07-25,01,1R,daily,61.86,21.86,44.28,9.29,47.83,6.56,50.0,10.83,50.0,4.15,52.69,50.78,17.95,50.16,10.52,39.75,5.45,50.0,10.83,50.0,4.15,48.9,50.46,17.83,30.56,6.41,43.42,5.96,50.0,10.83,50.0,4.15,45.18,50.1,17.7,46.24,9.7,51.05,7.0,50.0,10.83,50.0,4.15,49.39,45.85,16.2,52.12,10.93,24.71,3.39,50.0,10.83,50.0,4.15,45.51,40.84,14.43,34.48,7.23,44.19,6.06,50.0,10.83,50.0,4.15,42.71
202607250102,2026-07-25,01,2R,daily,61.24,21.64,48.2,10.11,57.76,7.92,50.0,10.83,50.0,4.15,54.66,48.94,17.3,44.28,9.29,45.43,6.23,50.0,10.83,50.0,4.15,47.8,51.68,18.26,42.32,8.88,17.34,2.38,50.0,10.83,50.0,4.15,44.5,48.26,17.06,46.24,9.7,38.92,5.34,50.0,10.83,50.0,4.15,47.08,47.69,16.85,34.48,7.23,55.41,7.6,50.0,10.83,50.0,4.15,46.67,42.06,14.87,48.2,10.11,70.67,9.7,50.0,10.83,50.0,4.15,49.66
202607250103,2026-07-25,01,3R,daily,61.97,21.9,48.2,10.11,39.46,5.41,50.0,10.83,50.0,4.15,52.41,48.38,17.1,46.24,9.7,57.14,7.84,50.0,10.83,50.0,4.15,49.62,51.12,18.07,50.16,10.52,35.71,4.9,50.0,10.83,50.0,4.15,48.47,48.31,17.07,63.88,13.4,50.67,6.95,50.0,10.83,50.0,4.15,52.4,47.72,16.86,42.32,8.88,51.52,7.07,50.0,10.83,50.0,4.15,47.79,42.39,14.98,42.32,8.88,35.76,4.91,50.0,10.83,50.0,4.15,43.75
202607250104,2026-07-25,01,4R,daily,63.38,22.4,44.28,9.29,45.36,6.22,50.0,10.83,50.0,4.15,52.89,49.56,17.51,50.16,10.52,45.7,6.27,50.0,10.83,50.0,4.15,49.29,47.7,16.86,46.24,9.7,49.69,6.82,50.0,10.83,50.0,4.15,48.36,51.32,18.14,48.2,10.11,37.6,5.16,50.0,10.83,50.0,4.15,48.39,44.93,15.88,44.28,9.29,36.31,4.98,50.0,10.83,50.0,4.15,45.13,42.98,15.19,50.16,10.52,53.19,7.3,50.0,10.83,50.0,4.15,47.99
202607250105,2026-07-25,01,5R,daily,63.38,22.4,46.24,9.7,20.03,2.75,50.0,10.83,50.0,4.15,49.83,49.25,17.41,59.96,12.57,48.26,6.62,50.0,10.83,50.0,4.15,51.59,49.23,17.4,58.0,12.16,62.68,8.6,50.0,10.83,50.0,4.15,53.15,50.71,17.92,44.28,9.29,50.59,6.94,50.0,10.83,50.0,4.15,49.13,45.55,16.1,42.32,8.88,72.62,9.96,50.0,10.83,50.0,4.15,49.92,41.76,14.76,44.28,9.29,50.33,6.91,50.0,10.83,50.0,4.15,45.93
202607250106,2026-07-25,01,6R,daily,80.39,28.41,56.04,11.75,65.86,9.04,50.0,10.83,50.0,4.15,64.18,43.47,15.36,46.24,9.7,51.05,7.0,50.0,10.83,50.0,4.15,47.05,44.06,15.57,44.28,9.29,58.91,8.08,50.0,10.83,50.0,4.15,47.93,46.16,16.31,42.32,8.88,56.53,7.76,50.0,10.83,50.0,4.15,47.93,44.34,15.67,38.4,8.05,45.65,6.26,50.0,10.83,50.0,4.15,44.97,41.46,14.65,42.32,8.88,52.47,7.2,50.0,10.83,50.0,4.15,45.71
202607250107,2026-07-25,01,7R,daily,77.69,27.46,52.12,10.93,42.52,5.83,50.0,10.83,50.0,4.15,59.21,43.81,15.48,42.32,8.88,51.52,7.07,50.0,10.83,50.0,4.15,46.41,50.61,17.89,54.08,11.34,60.12,8.25,50.0,10.83,50.0,4.15,52.46,44.98,15.9,34.48,7.23,44.19,6.06,50.0,10.83,50.0,4.15,44.18,42.53,15.03,44.28,9.29,45.43,6.23,50.0,10.83,50.0,4.15,45.53,40.24,14.22,48.2,10.11,34.19,4.69,50.0,10.83,50.0,4.15,44.0
202607250108,2026-07-25,01,8R,daily,70.41,24.88,48.2,10.11,37.6,5.16,50.0,10.83,50.0,4.15,55.14,43.52,15.38,42.32,8.88,17.34,2.38,50.0,10.83,50.0,4.15,41.62,46.31,16.37,34.48,7.23,55.41,7.6,50.0,10.83,50.0,4.15,46.19,47.19,16.68,40.36,8.46,34.16,4.69,50.0,10.83,50.0,4.15,44.81,51.27,18.12,65.84,13.81,60.29,8.27,50.0,10.83,50.0,4.15,55.18,41.18,14.55,46.24,9.7,57.14,7.84,50.0,10.83,50.0,4.15,47.07
202607250109,2026-07-25,01,9R,daily,71.2,25.16,52.12,10.93,24.71,3.39,50.0,10.83,50.0,4.15,54.47,46.99,16.6,44.28,9.29,50.59,6.94,50.0,10.83,50.0,4.15,47.82,47.91,16.93,46.24,9.7,38.92,5.34,50.0,10.83,50.0,4.15,46.95,47.23,16.69,42.32,8.88,35.76,4.91,50.0,10.83,50.0,4.15,45.46,45.38,16.04,42.32,8.88,50.02,6.86,50.0,10.83,50.0,4.15,46.76,41.18,14.55,44.28,9.29,36.31,4.98,50.0,10.83,50.0,4.15,43.81
202607250110,2026-07-25,01,10R,daily,75.77,26.78,50.16,10.52,42.84,5.88,50.0,10.83,50.0,4.15,58.16,46.71,16.51,48.2,10.11,70.67,9.7,50.0,10.83,50.0,4.15,51.3,45.11,15.94,48.2,10.11,39.46,5.41,50.0,10.83,50.0,4.15,46.45,47.58,16.82,44.28,9.29,50.33,6.91,50.0,10.83,50.0,4.15,47.99,43.83,15.49,40.36,8.46,62.32,8.55,50.0,10.83,50.0,4.15,47.49,40.88,14.45,50.16,10.52,45.7,6.27,50.0,10.83,50.0,4.15,46.22
202607250111,2026-07-25,01,11R,daily,77.97,27.55,63.88,13.4,50.67,6.95,50.0,10.83,50.0,4.15,62.89,46.08,16.28,48.2,10.11,34.19,4.69,50.0,10.83,50.0,4.15,46.07,45.43,16.06,50.16,10.52,39.75,5.45,50.0,10.83,50.0,4.15,47.01,46.95,16.59,59.96,12.57,48.26,6.62,50.0,10.83,50.0,4.15,50.77,42.57,15.05,50.16,10.52,53.19,7.3,50.0,10.83,50.0,4.15,47.85,40.88,14.45,38.4,8.05,45.65,6.26,50.0,10.83,50.0,4.15,43.75
