レースコード,レース日,レース場,レース回,締切時刻,取得日時,2連単_1-2,2連単_1-3,2連単_1-4,2連単_1-5,2連単_1-6,2連単_2-1,2連単_2-3,2連単_2-4,2連単_2-5,2連単_2-6,2連単_3-1,2連単_3-2,2連単_3-4,2連単_3-5,2連単_3-6,2連単_4-1,2連単_4-2,2連単_4-3,2連単_4-5,2連単_4-6,2連単_5-1,2連単_5-2,2連単_5-3,2連単_5-4,2連単_5-6,2連単_6-1,2連単_6-2,2連単_6-3,2連単_6-4,2連単_6-5,2連複_1=2,2連複_1=3,2連複_1=4,2連複_1=5,2連複_1=6,2連複_2=3,2連複_2=4,2連複_2=5,2連複_2=6,2連複_3=4,2連複_3=5,2連複_3=6,2連複_4=5,2連複_4=6,2連複_5=6
202608191001,2026-08-19,10,01R,08:32,2026-08-19T08:22:25.837831+09:00,6.7,21.0,2.3,19.9,16.7,14.1,49.1,38.8,43.3,49.1,43.3,92.1,105.3,92.1,245.7,9.4,49.1,61.4,22.3,21.6,52.6,105.3,245.7,61.4,147.4,26.3,67.0,184.3,30.7,147.4,5.2,7.2,4.6,12.8,5.0,14.4,14.4,28.8,16.5,28.8,57.7,28.8,23.1,8.8,28.8
202608191401,2026-08-19,14,01R,08:40,2026-08-19T08:30:35.123048+09:00,5.8,10.9,6.6,5.8,11.7,10.5,11.5,11.9,11.5,11.5,48.8,317.6,317.6,105.8,211.7,63.5,635.2,635.2,127.0,211.7,19.2,52.9,52.9,90.7,37.3,105.8,211.7,317.6,635.2,105.8,5.1,11.3,8.5,2.8,5.3,102.0,14.5,20.4,102.0,51.0,102.0,51.0,11.3,17.0,17.0
202608191801,2026-08-19,18,01R,08:48,2026-08-19T08:38:22.720408+09:00,3.5,2.2,13.8,6.3,71.4,12.4,64.3,85.7,67.6,1286,13.9,71.4,80.3,47.6,1286,42.8,142.9,183.7,107.1,643.1,30.6,61.2,85.7,128.6,428.7,643.1,1286,0.0,0.0,1286,3.8,1.6,8.3,6.0,150.7,30.1,50.2,30.1,150.7,150.7,18.8,0.0,75.3,0.0,150.7
202608191002,2026-08-19,10,02R,08:58,2026-08-19T08:48:27.991352+09:00,1.9,10.0,27.3,18.7,150.3,13.6,33.4,60.1,50.1,75.1,12.0,42.9,75.1,25.0,150.3,30.0,25.0,60.1,21.4,60.1,20.0,42.9,75.1,37.5,300.7,150.3,100.2,75.1,300.7,150.3,3.1,8.5,5.0,14.2,85.5,12.2,4.7,21.3,42.7,28.5,42.7,42.7,7.1,85.5,42.7
202608191402,2026-08-19,14,02R,09:06,2026-08-19T08:56:21.506112+09:00,13.1,13.6,36.8,40.9,92.0,24.5,13.1,18.4,36.8,16.7,7.3,11.8,9.2,26.3,13.1,33.4,19.3,17.5,33.4,20.4,52.6,40.9,30.6,46.0,61.3,92.0,33.4,46.0,52.6,122.7,4.8,9.7,39.0,39.0,39.0,13.0,39.0,0.0,9.7,2.4,9.7,6.5,39.0,19.5,0.0
202608191802,2026-08-19,18,02R,09:14,2026-08-19T09:04:28.924115+09:00,3.9,6.8,6.0,4.1,107.7,64.6,323.2,64.6,53.8,323.2,10.7,107.7,64.6,80.8,323.2,16.1,40.4,64.6,15.3,161.6,15.3,40.4,64.6,23.0,161.6,0.0,323.2,0.0,0.0,323.2,5.4,8.4,3.3,2.4,0.0,0.0,18.6,31.0,0.0,31.0,46.5,0.0,6.6,46.5,93.0
202608191003,2026-08-19,10,03R,09:24,2026-08-19T09:14:22.646374+09:00,4.6,3.3,6.3,14.9,100.8,40.3,80.7,80.7,80.7,57.6,5.7,40.3,17.5,25.2,80.7,25.2,57.6,36.6,36.6,134.5,67.2,134.5,201.7,40.3,0.0,201.7,201.7,100.8,134.5,403.5,5.8,4.7,6.6,9.0,261.0,8.8,9.0,9.3,174.0,8.5,9.3,130.5,9.1,174.0,174.0
202608191403,2026-08-19,14,03R,09:32,2026-08-19T09:22:23.845942+09:00,3.6,5.3,10.0,20.0,65.2,32.6,65.2,130.5,65.2,65.2,10.8,5.9,6.2,52.2,87.0,43.5,87.0,261.0,130.5,261.0,65.2,32.6,65.2,130.5,87.0,87.0,130.5,261.0,130.5,130.5,2.0,2.7,3.8,15.3,0.0,7.6,0.0,0.0,0.0,30.7,0.0,0.0,0.0,0.0,0.0
202608191803,2026-08-19,18,03R,09:40,2026-08-19T09:30:35.440077+09:00,11.3,2.7,41.6,10.1,6.1,34.0,46.8,125.0,93.7,53.5,7.9,46.8,75.0,41.6,15.6,62.5,125.0,93.7,75.0,187.5,41.6,75.0,125.0,375.0,93.7,17.8,46.8,18.7,125.0,62.5,4.9,2.7,14.0,10.9,4.0,32.7,0.0,98.2,49.1,98.2,24.5,4.4,0.0,98.2,98.2
202608191004,2026-08-19,10,04R,09:50,2026-08-19T09:40:31.762870+09:00,11.7,6.6,6.5,4.2,46.8,65.5,81.9,109.2,163.8,81.9,9.3,81.9,81.9,40.9,163.8,8.4,81.9,46.8,12.1,109.2,10.5,54.6,46.8,17.2,81.9,327.7,327.7,163.8,109.2,327.7,18.7,4.6,2.6,2.7,31.2,93.7,93.7,46.8,93.7,15.6,23.4,0.0,8.5,93.7,93.7
202608191404,2026-08-19,14,04R,09:58,2026-08-19T09:48:24.474396+09:00,10.2,6.6,10.2,13.0,54.5,13.6,19.2,15.5,18.1,163.5,11.6,27.2,36.3,18.1,54.5,27.2,23.3,54.5,21.8,109.0,20.4,20.4,25.1,19.2,81.7,54.5,327.0,109.0,81.7,46.7,4.6,3.3,46.5,15.5,0.0,11.6,6.6,6.6,46.5,5.8,23.2,0.0,11.6,0.0,46.5
