レースコード,レース日,レース場,レース回,締切時刻,取得日時,2連単_1-2,2連単_1-3,2連単_1-4,2連単_1-5,2連単_1-6,2連単_2-1,2連単_2-3,2連単_2-4,2連単_2-5,2連単_2-6,2連単_3-1,2連単_3-2,2連単_3-4,2連単_3-5,2連単_3-6,2連単_4-1,2連単_4-2,2連単_4-3,2連単_4-5,2連単_4-6,2連単_5-1,2連単_5-2,2連単_5-3,2連単_5-4,2連単_5-6,2連単_6-1,2連単_6-2,2連単_6-3,2連単_6-4,2連単_6-5,2連複_1=2,2連複_1=3,2連複_1=4,2連複_1=5,2連複_1=6,2連複_2=3,2連複_2=4,2連複_2=5,2連複_2=6,2連複_3=4,2連複_3=5,2連複_3=6,2連複_4=5,2連複_4=6,2連複_5=6
202608041001,2026-08-04,10,01R,08:32,2026-08-04T08:22:19.976952+09:00,2.0,4.6,4.5,11.9,19.9,24.3,51.8,86.4,129.6,194.4,26.8,70.7,55.5,259.2,259.2,16.9,77.7,111.1,111.1,111.1,86.4,777.7,388.8,259.2,0.0,259.2,777.7,777.7,777.7,777.7,2.4,2.3,4.4,9.4,141.7,70.8,35.4,35.4,141.7,35.4,70.8,0.0,47.2,141.7,0.0
202608042101,2026-08-04,21,01R,08:44,2026-08-04T08:34:21.169182+09:00,11.1,2.9,7.1,24.1,23.4,23.4,31.0,96.5,108.5,217.1,9.2,31.0,6.8,54.2,22.2,22.8,289.5,12.4,108.5,72.3,78.9,124.0,78.9,144.7,217.1,96.5,434.2,62.0,173.7,434.2,3.2,2.8,4.2,11.6,17.5,23.3,20.0,140.2,140.2,10.7,28.0,28.0,0.0,46.7,140.2
202608041002,2026-08-04,10,02R,08:58,2026-08-04T08:48:23.780887+09:00,2.8,8.8,72.2,24.0,126.3,2.9,11.4,56.1,22.9,101.1,16.8,18.7,126.3,29.7,252.7,63.1,505.5,0.0,252.7,168.5,28.0,31.5,36.1,168.5,505.5,168.5,505.5,252.7,505.5,252.7,1.3,5.5,38.6,15.4,0.0,12.8,38.6,9.6,77.2,77.2,25.7,0.0,38.6,0.0,0.0
202608042102,2026-08-04,21,02R,09:10,2026-08-04T09:01:09.042652+09:00,5.1,8.8,3.3,10.2,36.2,34.6,33.2,42.0,66.5,99.7,27.5,53.2,36.2,99.7,266.0,8.4,24.9,30.6,17.3,28.5,66.5,79.8,72.5,72.5,79.8,79.8,133.0,159.6,72.5,133.0,13.5,2.5,5.3,10.6,21.3,74.6,37.3,24.8,24.8,29.8,18.6,49.7,7.1,8.2,18.6
202608041003,2026-08-04,10,03R,09:24,2026-08-04T09:14:23.066457+09:00,56.2,1.5,61.8,25.7,103.1,41.2,44.1,88.3,68.7,309.3,4.4,18.1,25.7,13.7,34.3,68.7,309.3,123.7,123.7,206.2,61.8,61.8,56.2,123.7,123.7,309.3,618.7,154.6,618.7,154.6,24.5,1.0,31.6,18.4,110.6,36.8,73.7,110.6,221.2,55.3,11.6,73.7,73.7,0.0,221.2
202608042103,2026-08-04,21,03R,09:36,2026-08-04T09:26:23.825278+09:00,9.2,1.6,37.0,14.2,41.1,49.3,20.0,61.6,92.5,246.7,6.1,21.1,23.8,27.4,82.2,123.3,92.5,105.7,148.0,246.7,49.3,74.0,49.3,246.7,370.1,148.0,370.1,740.2,0.0,0.0,4.9,1.9,21.6,5.4,7.2,9.9,0.0,32.4,0.0,32.4,18.5,32.4,129.7,0.0,0.0
202608041004,2026-08-04,10,04R,09:50,2026-08-04T09:40:26.228955+09:00,8.5,5.9,5.2,5.2,40.2,18.2,28.7,50.2,40.2,80.4,12.9,26.8,44.6,30.9,402.0,10.5,100.5,80.4,22.3,67.0,23.6,33.5,67.0,40.2,134.0,57.4,402.0,402.0,402.0,402.0,10.1,4.0,2.5,5.5,0.0,15.1,30.3,30.3,60.7,20.2,10.1,0.0,12.1,60.7,60.7
202608042104,2026-08-04,21,04R,10:02,2026-08-04T09:52:22.432795+09:00,2.3,3.4,25.1,4.1,86.6,32.5,33.9,70.9,86.6,260.0,20.5,45.8,156.0,55.7,195.0,97.5,97.5,156.0,78.0,111.4,35.4,65.0,48.7,130.0,156.0,260.0,390.0,0.0,780.0,780.0,2.9,3.3,9.7,2.8,21.4,35.7,53.6,26.8,0.0,107.2,13.4,107.2,53.6,107.2,0.0
202608041005,2026-08-04,10,05R,10:18,2026-08-04T10:08:24.614533+09:00,1.8,12.3,22.4,6.2,125.8,8.9,20.9,44.9,31.4,209.7,37.0,48.4,209.7,104.8,629.2,28.6,69.9,314.6,48.4,209.7,20.2,29.9,89.8,78.6,89.8,157.3,629.2,314.6,629.2,629.2,1.3,8.3,13.7,8.3,50.2,12.5,30.1,21.5,150.7,0.0,37.6,0.0,18.8,0.0,0.0
202608042105,2026-08-04,21,05R,10:30,2026-08-04T10:20:25.977508+09:00,5.3,6.5,14.3,4.1,7.5,15.9,30.2,58.5,46.1,54.8,26.5,58.5,73.1,97.5,97.5,67.5,109.6,219.3,109.6,97.5,16.8,27.4,46.1,146.2,21.9,31.3,62.6,125.3,97.5,32.5,3.5,6.6,20.6,2.8,5.6,82.5,165.0,10.3,16.5,0.0,33.0,55.0,82.5,82.5,12.6
