レースコード,レース日,レース場,レース回,締切時刻,取得日時,2連単_1-2,2連単_1-3,2連単_1-4,2連単_1-5,2連単_1-6,2連単_2-1,2連単_2-3,2連単_2-4,2連単_2-5,2連単_2-6,2連単_3-1,2連単_3-2,2連単_3-4,2連単_3-5,2連単_3-6,2連単_4-1,2連単_4-2,2連単_4-3,2連単_4-5,2連単_4-6,2連単_5-1,2連単_5-2,2連単_5-3,2連単_5-4,2連単_5-6,2連単_6-1,2連単_6-2,2連単_6-3,2連単_6-4,2連単_6-5,2連複_1=2,2連複_1=3,2連複_1=4,2連複_1=5,2連複_1=6,2連複_2=3,2連複_2=4,2連複_2=5,2連複_2=6,2連複_3=4,2連複_3=5,2連複_3=6,2連複_4=5,2連複_4=6,2連複_5=6
202608141001,2026-08-14,10,01R,08:32,2026-08-14T08:22:27.750660+09:00,1.5,5.7,7.7,15.7,47.3,11.3,89.4,100.5,100.5,160.9,21.7,114.9,89.4,201.1,402.3,40.2,134.1,114.9,100.5,134.1,67.0,160.9,268.2,160.9,0.0,114.9,268.2,402.3,201.1,0.0,1.9,4.9,3.9,5.9,35.8,23.8,28.6,143.2,143.2,28.6,0.0,143.2,143.2,143.2,35.8
202608142101,2026-08-14,21,01R,08:40,2026-08-14T08:30:23.002234+09:00,2.5,5.1,4.2,15.9,49.1,14.8,31.8,34.9,120.2,541.1,17.4,33.8,30.0,154.6,180.3,20.4,33.8,31.8,108.2,180.3,67.6,270.5,1082,360.7,541.1,270.5,1082,1082,541.1,1082,1.5,4.2,4.8,13.9,55.8,35.5,32.5,97.6,97.6,35.5,97.6,130.2,195.3,130.2,130.2
202608142301,2026-08-14,23,01R,08:48,2026-08-14T08:38:23.740978+09:00,1.7,6.2,7.4,12.8,84.4,17.7,48.2,41.2,84.4,563.2,26.4,44.4,58.2,105.6,844.8,42.2,48.2,60.3,153.6,422.4,25.9,70.4,88.9,112.6,168.9,241.3,422.4,337.9,337.9,281.6,2.3,1.8,9.3,8.5,53.0,35.3,79.5,53.0,318.0,318.0,79.5,318.0,53.0,106.0,159.0
202608141002,2026-08-14,10,02R,08:58,2026-08-14T08:48:21.010943+09:00,2.1,10.5,9.2,20.6,37.9,5.0,22.7,13.3,35.0,50.5,50.5,35.0,151.7,113.8,227.6,91.0,65.0,75.8,75.8,65.0,151.7,75.8,227.6,75.8,151.7,151.7,113.8,151.7,75.8,151.7,1.1,13.6,20.5,61.5,41.0,24.6,10.2,41.0,20.5,0.0,0.0,0.0,123.0,61.5,30.7
202608142102,2026-08-14,21,02R,09:06,2026-08-14T08:56:19.837311+09:00,8.9,2.8,4.4,9.2,65.0,16.2,65.0,43.3,130.1,0.0,23.6,28.9,32.5,43.3,52.0,16.2,17.3,16.2,26.0,37.1,260.2,260.2,130.1,0.0,0.0,260.2,0.0,0.0,130.1,0.0,3.9,10.6,1.6,21.2,31.8,63.7,9.1,63.7,31.8,15.9,0.0,0.0,21.2,63.7,63.7
202608142302,2026-08-14,23,02R,09:14,2026-08-14T09:04:24.123959+09:00,1.4,9.0,12.5,12.1,63.8,14.6,41.3,58.5,50.1,234.2,29.2,50.1,87.8,78.0,351.3,39.0,70.2,175.6,46.8,78.0,46.8,63.8,234.2,87.8,234.2,140.5,234.2,0.0,175.6,351.3,1.1,8.5,7.8,10.4,56.2,31.2,93.7,70.3,281.2,93.7,140.6,281.2,70.3,140.6,281.2
202608141003,2026-08-14,10,03R,09:24,2026-08-14T09:14:22.511612+09:00,5.7,2.6,8.0,10.2,77.7,25.9,38.8,108.9,90.7,60.5,10.6,45.3,30.2,28.6,181.5,18.1,90.7,25.9,32.0,77.7,36.3,90.7,30.2,41.8,544.5,544.5,272.2,181.5,136.1,0.0,6.3,1.9,4.9,13.5,36.2,18.1,7.7,36.2,108.7,18.1,0.0,0.0,36.2,27.1,108.7
202608142103,2026-08-14,21,03R,09:32,2026-08-14T09:22:25.583553+09:00,4.9,4.8,19.5,6.8,105.4,21.0,47.9,58.5,35.1,131.8,7.1,19.5,43.9,13.1,105.4,47.9,40.5,58.5,75.3,131.8,17.5,23.9,17.0,47.9,47.9,527.2,175.7,527.2,263.6,527.2,3.6,3.9,16.5,3.6,37.1,14.8,37.1,16.5,29.7,21.2,8.2,49.5,37.1,74.2,49.5
202608142303,2026-08-14,23,03R,09:40,2026-08-14T09:30:25.747828+09:00,4.8,7.6,20.2,2.5,101.3,32.0,76.0,86.8,55.2,121.6,27.6,86.8,101.3,30.4,202.7,46.7,67.5,121.6,40.5,304.1,8.6,33.7,14.1,19.6,46.7,0.0,304.1,0.0,608.2,608.2,2.5,6.8,17.5,3.0,52.5,26.2,78.7,6.3,157.5,78.7,10.5,0.0,17.5,78.7,157.5
202608141004,2026-08-14,10,04R,09:50,2026-08-14T09:40:24.160178+09:00,13.8,27.6,6.0,11.6,83.0,32.2,52.8,30.5,41.5,52.8,34.1,58.1,36.3,83.0,145.3,4.3,10.0,48.4,4.8,23.2,25.2,64.5,83.0,36.3,116.2,116.2,96.8,145.3,96.8,193.7,2.9,24.8,3.7,4.1,37.3,29.8,5.3,49.7,74.6,49.7,0.0,0.0,7.8,74.6,149.2
