レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連複_1=2=3,3連複_1=2=4,3連複_1=2=5,3連複_1=2=6,3連複_1=3=4,3連複_1=3=5,3連複_1=3=6,3連複_1=4=5,3連複_1=4=6,3連複_1=5=6,3連複_2=3=4,3連複_2=3=5,3連複_2=3=6,3連複_2=4=5,3連複_2=4=6,3連複_2=5=6,3連複_3=4=5,3連複_3=4=6,3連複_3=5=6,3連複_4=5=6,拡連複_1=2_下限,拡連複_1=2_上限,拡連複_1=3_下限,拡連複_1=3_上限,拡連複_1=4_下限,拡連複_1=4_上限,拡連複_1=5_下限,拡連複_1=5_上限,拡連複_1=6_下限,拡連複_1=6_上限,拡連複_2=3_下限,拡連複_2=3_上限,拡連複_2=4_下限,拡連複_2=4_上限,拡連複_2=5_下限,拡連複_2=5_上限,拡連複_2=6_下限,拡連複_2=6_上限,拡連複_3=4_下限,拡連複_3=4_上限,拡連複_3=5_下限,拡連複_3=5_上限,拡連複_3=6_下限,拡連複_3=6_上限,拡連複_4=5_下限,拡連複_4=5_上限,拡連複_4=6_下限,拡連複_4=6_上限,拡連複_5=6_下限,拡連複_5=6_上限,単勝_1,単勝_2,単勝_3,単勝_4,単勝_5,単勝_6,複勝_1_下限,複勝_1_上限,複勝_2_下限,複勝_2_上限,複勝_3_下限,複勝_3_上限,複勝_4_下限,複勝_4_上限,複勝_5_下限,複勝_5_上限,複勝_6_下限,複勝_6_上限
202607232101,2026-07-23,21,01R,08:32,2026-07-23T08:22:21.114115+09:00,5.5,54.5,27.2,29.1,4.2,6.5,4.7,10.6,9.7,18.9,39.6,62.3,109.1,54.5,87.3,145.5,31.1,19.8,48.5,36.3,2.7,3.9,1.3,1.4,2.3,2.9,3.6,4.3,1.9,2.3,1.5,2.0,7.5,9.5,10.8,12.8,15.7,18.8,2.3,3.0,9.3,12.7,8.5,12.7,8.5,9.5,6.4,7.8,31.2,37.0,1.0,105.0,52.5,0.0,105.0,0.0,1.0,1.0,1.2,37.2,1.6,55.8,0.0,0.0,3.0,111.7,3.0,111.7
202607232301,2026-07-23,23,01R,08:39,2026-07-23T08:30:31.045873+09:00,4.1,13.3,35.7,107.1,3.1,2.7,133.8,8.6,133.8,89.2,25.5,33.4,267.7,107.1,178.5,0.0,19.1,267.7,267.7,133.8,3.4,8.7,1.0,1.0,1.5,3.6,2.3,3.9,5.1,12.2,2.8,6.9,7.3,24.7,26.1,43.5,0.0,0.0,1.4,3.5,3.1,5.6,16.1,41.2,5.2,9.0,0.0,0.0,52.5,86.2,1.0,102.0,12.7,51.0,17.0,102.0,1.2,2.2,2.1,5.2,1.4,3.1,3.0,7.8,1.6,3.9,0.0,0.0
202607231401,2026-07-23,14,01R,08:46,2026-07-23T08:36:23.288455+09:00,3.0,5.7,11.4,35.5,3.5,12.0,37.6,8.2,37.6,45.7,30.5,49.2,91.5,42.7,128.1,320.2,58.2,91.5,71.1,80.0,1.6,2.5,1.5,1.8,1.3,1.5,3.0,3.8,5.4,8.4,3.5,7.1,4.4,9.8,6.6,12.2,0.0,0.0,2.2,3.3,6.5,8.3,25.7,45.7,3.3,4.4,12.3,23.4,29.0,46.8,1.0,22.8,22.8,45.7,15.2,0.0,1.0,1.2,3.1,5.0,1.7,2.7,3.1,5.0,1.3,1.9,6.0,9.3
202607232102,2026-07-23,21,02R,08:58,2026-07-23T08:48:22.497122+09:00,7.3,2.2,16.5,57.7,5.8,34.6,173.2,6.3,13.3,69.3,38.5,115.5,57.7,20.3,31.5,115.5,49.5,57.7,86.6,26.6,3.0,4.0,4.5,5.8,1.3,1.4,4.8,7.5,4.5,5.8,1.7,1.8,3.0,3.9,17.5,21.5,5.0,5.9,5.7,7.6,18.2,22.2,17.7,22.2,1.5,1.9,8.3,11.1,18.5,22.2,1.8,5.4,10.8,4.3,7.2,7.2,1.0,1.5,6.0,14.8,11.6,29.2,1.0,1.0,11.6,29.2,11.6,29.2
202607232302,2026-07-23,23,02R,09:05,2026-07-23T08:56:21.163402+09:00,12.3,1.9,4.6,6.9,23.0,19.1,115.0,28.7,86.2,23.0,172.5,115.0,345.0,28.7,19.1,24.6,57.5,0.0,172.5,115.0,1.0,1.0,5.7,18.1,2.4,7.6,2.8,7.6,4.5,12.3,1.8,4.4,1.4,3.4,2.8,7.5,4.5,12.0,31.5,36.2,33.2,36.2,33.7,36.2,32.5,36.2,33.0,36.2,17.6,18.3,1.0,3.3,0.0,0.0,13.5,0.0,1.0,1.1,1.0,1.2,8.2,15.0,8.2,15.0,4.3,7.6,8.2,15.0
202607231402,2026-07-23,14,02R,09:12,2026-07-23T09:02:22.125223+09:00,41.3,82.6,82.6,137.7,2.7,1.8,68.8,9.6,41.3,31.7,68.8,82.6,137.7,103.3,103.3,206.6,13.3,59.0,51.6,51.6,2.5,5.4,1.0,1.4,3.1,4.7,1.3,1.9,6.9,11.2,2.8,11.7,9.5,15.7,24.2,46.8,0.0,0.0,2.6,5.5,1.7,4.2,0.0,0.0,4.5,5.5,14.7,23.2,25.5,46.8,1.1,0.0,0.0,4.5,4.5,0.0,1.1,4.0,2.2,10.1,1.0,1.1,4.1,20.2,2.2,10.1,0.0,0.0
202607232103,2026-07-23,21,03R,09:24,2026-07-23T09:14:22.273412+09:00,14.0,31.6,18.1,42.2,8.4,3.6,12.6,4.2,31.6,18.1,63.3,31.6,42.2,42.2,31.6,0.0,9.7,42.2,18.1,21.1,5.8,12.5,1.0,1.1,5.3,12.5,1.6,3.5,2.3,5.4,11.0,24.0,16.5,52.5,0.0,0.0,0.0,0.0,2.6,5.1,1.7,4.0,1.8,4.0,7.7,13.3,0.0,0.0,4.0,13.1,2.6,0.0,1.7,5.2,5.2,0.0,1.1,2.0,0.0,0.0,2.2,6.0,1.3,3.0,1.3,3.0,0.0,0.0
202607232303,2026-07-23,23,03R,09:31,2026-07-23T09:22:22.713822+09:00,1.7,16.2,11.0,46.7,13.8,4.2,124.7,24.9,187.1,62.3,74.8,12.9,374.2,74.8,74.8,187.1,31.1,124.7,93.5,62.3,1.0,1.7,1.0,1.0,8.7,29.3,4.4,10.1,13.0,43.6,1.1,3.0,8.2,14.9,15.7,19.8,47.2,85.8,12.7,44.0,4.4,10.1,25.2,87.3,28.6,44.0,0.0,0.0,57.0,87.3,1.1,3.9,10.8,43.5,10.8,0.0,1.0,1.0,1.6,8.5,1.1,5.1,0.0,0.0,2.2,12.7,0.0,0.0
202607231403,2026-07-23,14,03R,09:38,2026-07-23T09:28:20.262398+09:00,9.6,2.6,24.6,54.3,8.4,24.6,135.7,5.0,19.3,54.3,22.6,38.7,67.8,11.3,30.1,90.5,19.3,45.2,90.5,16.9,1.7,2.5,16.2,28.1,1.4,1.8,2.1,3.4,8.8,10.6,2.5,4.7,1.2,1.5,7.8,14.8,16.0,20.7,2.8,5.3,0.0,0.0,10.0,15.9,3.4,6.2,8.3,10.2,18.5,31.1,1.0,12.7,0.0,3.1,0.0,0.0,1.5,4.1,2.6,8.2,1.1,2.7,1.0,1.6,0.0,0.0,0.0,0.0
202607232104,2026-07-23,21,04R,09:50,2026-07-23T09:40:27.257242+09:00,5.4,21.8,16.4,23.8,4.7,5.5,4.3,26.2,21.8,21.8,43.7,37.5,32.8,37.5,52.5,87.5,26.2,43.7,32.8,43.7,4.3,7.6,1.0,1.0,2.1,3.6,2.1,3.5,4.7,7.6,2.5,4.1,8.5,9.4,8.8,9.4,4.7,5.0,2.1,3.6,5.0,9.6,6.6,11.8,13.6,15.5,8.8,9.6,42.0,45.2,1.1,33.0,2.7,33.0,0.0,0.0,1.0,1.0,0.0,0.0,2.6,73.5,1.0,18.3,0.0,0.0,2.6,73.5
