レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202608271401,2026-08-27,14,01R,08:32,2026-08-27T08:22:42.630914+09:00,1,0.03,2,0.31,3,0.28,4,0.03,5,0.01,6,0.08
202608271801,2026-08-27,18,01R,08:40,2026-08-27T08:34:38.465505+09:00,1,0.1,2,0.11,3,0.01,4,0.01,5,-0.06,6,0.05
202608271001,2026-08-27,10,01R,08:48,2026-08-27T08:38:28.332677+09:00,1,0.07,2,-0.05,3,-0.06,4,0.09,5,0.07,6,0.06
202608271402,2026-08-27,14,02R,08:58,2026-08-27T08:48:19.330506+09:00,1,0.1,2,0.11,3,0.32,4,0.11,5,0.07,6,0.11
202608271802,2026-08-27,18,02R,09:06,2026-08-27T08:56:34.921841+09:00,1,0.25,2,0.29,3,0.09,4,0.09,5,-0.02,6,0.01
202608271002,2026-08-27,10,02R,09:14,2026-08-27T09:04:36.098600+09:00,1,0.05,2,0.13,3,0.12,4,0.21,6,0.08,5,0.16
202608271403,2026-08-27,14,03R,09:24,2026-08-27T09:14:27.873873+09:00,1,-0.03,2,-0.05,3,-0.02,4,-0.02,5,0.06,6,0.05
202608271803,2026-08-27,18,03R,09:32,2026-08-27T09:24:29.017551+09:00,1,0.06,2,-0.11,4,0.34,5,0.12,3,-0.11,6,0.07
202608271003,2026-08-27,10,03R,09:40,2026-08-27T09:30:41.455961+09:00,1,0.19,2,0.13,3,0.46,4,0.08,6,0.43,5,0.26
202608271404,2026-08-27,14,04R,09:50,2026-08-27T09:40:36.988271+09:00,1,0.05,2,0.13,3,0.12,4,0.29,5,0.01,6,-0.03
202608271804,2026-08-27,18,04R,09:58,2026-08-27T09:50:36.845094+09:00,1,-0.12,2,0.0,3,0.11,4,-0.05,5,-0.07,6,0.03
202608271405,2026-08-27,14,05R,10:21,2026-08-27T10:12:28.861018+09:00,1,0.22,2,0.09,3,0.16,4,-0.02,5,-0.03,6,0.03
202608271004,2026-08-27,10,04R,10:24,2026-08-27T10:14:33.082374+09:00,1,-0.02,2,0.09,3,0.02,4,0.13,6,0.1,5,0.09
202608271805,2026-08-27,18,05R,10:25,2026-08-27T10:16:31.064568+09:00,1,0.34,2,0.13,3,0.05,5,-0.06,4,-0.08,6,-0.01
202608270901,2026-08-27,09,01R,10:28,2026-08-27T10:20:30.988603+09:00,1,0.08,2,0.14,3,0.15,4,0.02,5,0.16,6,0.02
202608271101,2026-08-27,11,01R,10:32,2026-08-27T10:22:31.969573+09:00,1,0.38,2,0.19,5,-0.06,3,0.25,4,-0.12,6,-0.16
202608271301,2026-08-27,13,01R,10:34,2026-08-27T10:24:32.419181+09:00,1,0.06,2,0.07,3,0.02,4,0.09,5,0.19,6,0.06
202608270801,2026-08-27,08,01R,10:36,2026-08-27T10:26:44.773218+09:00,1,0.09,2,0.13,3,0.12,4,0.06,5,0.06,6,-0.01
202608271701,2026-08-27,17,01R,10:45,2026-08-27T10:36:22.755003+09:00,1,0.13,2,0.08,3,-0.01,4,0.02,5,-0.02,6,0.03
202608271005,2026-08-27,10,05R,10:50,2026-08-27T10:40:32.500171+09:00,1,0.17,2,0.01,3,0.17,4,0.02,5,0.01,6,0.07
202608271406,2026-08-27,14,06R,10:49,2026-08-27T10:40:32.500171+09:00,1,0.11,2,0.19,3,0.07,4,0.01,5,0.02,6,0.03
202608271806,2026-08-27,18,06R,10:55,2026-08-27T10:46:39.509572+09:00,1,-0.22,2,0.09,3,0.09,4,0.17,5,0.14,6,0.09
202608270902,2026-08-27,09,02R,10:58,2026-08-27T10:48:34.924236+09:00,1,-0.07,2,-0.03,3,0.56,4,0.08,5,0.11,6,0.08
202608271302,2026-08-27,13,02R,10:57,2026-08-27T10:48:34.924236+09:00,5,-0.02,1,0.09,2,0.06,6,0.04,3,0.01,4,-0.12
202608271102,2026-08-27,11,02R,11:01,2026-08-27T10:52:30.557879+09:00,1,0.17,2,0.28,3,0.17,4,0.19,6,0.09,5,0.14
202608270802,2026-08-27,08,02R,11:06,2026-08-27T10:56:37.869234+09:00,1,0.22,2,0.14,3,0.05,4,0.08,5,0.11,6,0.07
202608271702,2026-08-27,17,02R,11:15,2026-08-27T11:06:40.028207+09:00,1,0.12,2,0.08,3,0.17,4,0.24,5,0.08,6,0.17
202608271006,2026-08-27,10,06R,11:17,2026-08-27T11:08:23.056884+09:00,1,0.11,2,0.07,3,0.12,4,0.03,5,0.32,6,0.17
202608271407,2026-08-27,14,07R,11:17,2026-08-27T11:08:23.056884+09:00,1,0.02,2,0.05,3,0.05,4,0.11,5,0.08,6,0.03
202608271303,2026-08-27,13,03R,11:22,2026-08-27T11:12:45.257669+09:00,1,0.14,2,0.09,3,0.05,6,0.08,4,0.32,5,-0.01
202608270903,2026-08-27,09,03R,11:24,2026-08-27T11:14:49.102817+09:00,1,-0.01,3,-0.09,4,-0.16,5,-0.12,6,0.05,2,0.08
202608271807,2026-08-27,18,07R,11:27,2026-08-27T11:18:36.259363+09:00,1,0.05,2,-0.04,3,0.01,4,0.21,5,0.22,6,0.15
202608271103,2026-08-27,11,03R,11:30,2026-08-27T11:20:40.225203+09:00,1,0.21,2,0.19,3,0.18,4,0.22,5,0.16,6,0.17
202608270803,2026-08-27,08,03R,11:33,2026-08-27T11:24:44.867104+09:00,1,0.01,2,0.02,3,0.03,4,0.07,5,0.07,6,0.1
202608271007,2026-08-27,10,07R,11:44,2026-08-27T11:34:43.406521+09:00,1,0.11,2,0.15,3,0.12,4,0.14,5,0.09,6,0.06
202608271703,2026-08-27,17,03R,11:45,2026-08-27T11:36:44.253063+09:00,1,0.02,2,0.06,3,0.08,4,-0.01,5,0.04,6,0.03
202608270401,2026-08-27,04,01R,11:48,2026-08-27T11:38:33.839709+09:00,1,0.02,2,0.03,3,-0.01,4,0.05,5,0.02,6,0.01
202608271408,2026-08-27,14,08R,11:51,2026-08-27T11:42:41.553555+09:00,1,0.2,2,0.08,3,-0.01,4,0.05,5,-0.05,6,0.06
202608270904,2026-08-27,09,04R,11:54,2026-08-27T11:44:31.181077+09:00,1,0.15,2,0.09,3,0.12,4,0.14,5,0.11,6,0.17
202608271304,2026-08-27,13,04R,11:58,2026-08-27T11:48:38.899544+09:00,1,0.06,2,0.06,3,0.18,4,0.17,5,0.17,6,0.33
202608271808,2026-08-27,18,08R,12:00,2026-08-27T11:50:42.070022+09:00,1,0.23,2,0.02,3,0.12,4,0.34,5,0.17,6,0.06
202608271104,2026-08-27,11,04R,12:03,2026-08-27T11:54:30.946251+09:00,1,0.19,2,0.26,3,0.15,4,0.13,5,0.12,6,0.09
202608270804,2026-08-27,08,04R,12:06,2026-08-27T11:56:33.621029+09:00,1,0.07,2,0.26,3,0.02,4,0.4,5,0.07,6,0.04
202608271008,2026-08-27,10,08R,12:13,2026-08-27T12:04:36.143996+09:00,1,-0.01,2,0.04,3,0.05,4,0.17,5,-0.01,6,0.17
202608271704,2026-08-27,17,04R,12:15,2026-08-27T12:06:25.993241+09:00,1,0.11,2,0.14,3,0.09,4,0.02,5,-0.02,6,-0.06
202608270402,2026-08-27,04,02R,12:17,2026-08-27T12:08:49.597462+09:00,1,0.08,2,0.1,3,0.17,4,0.1,5,0.19,6,0.17
202608272201,2026-08-27,22,01R,12:20,2026-08-27T12:10:35.926254+09:00,1,0.07,2,0.05,3,0.08,4,0.08,5,-0.04,6,0.05
202608271409,2026-08-27,14,09R,12:22,2026-08-27T12:12:30.774431+09:00,1,0.03,2,0.07,3,0.2,4,0.11,5,0.05,6,0.03
202608270905,2026-08-27,09,05R,12:24,2026-08-27T12:14:24.229350+09:00,1,0.27,2,0.07,3,0.12,4,-0.03,5,0.02,6,0.04
202608271105,2026-08-27,11,05R,12:28,2026-08-27T12:18:27.650200+09:00,1,0.08,2,0.15,3,0.06,4,0.15,5,0.25,6,0.13
202608271305,2026-08-27,13,05R,12:31,2026-08-27T12:22:44.575143+09:00,1,-0.1,2,-0.02,3,-0.17,4,-0.04,5,-0.06,6,0.38
202608271809,2026-08-27,18,09R,12:33,2026-08-27T12:24:39.061537+09:00,1,-0.06,2,0.01,3,0.06,4,0.14,5,0.05,6,0.15
202608270805,2026-08-27,08,05R,12:36,2026-08-27T12:26:27.961083+09:00,1,-0.05,2,0.01,3,0.07,4,0.01,5,0.0,6,0.05
202608270403,2026-08-27,04,03R,12:46,2026-08-27T12:36:39.989231+09:00,1,0.44,2,0.18,3,0.09,4,0.03,5,-0.01,6,0.06
202608271009,2026-08-27,10,09R,12:46,2026-08-27T12:36:39.989231+09:00,1,0.06,2,0.08,3,0.01,4,0.08,5,-0.03,6,0.06
202608271705,2026-08-27,17,05R,12:49,2026-08-27T12:40:37.156984+09:00,1,0.07,2,-0.02,3,0.22,4,-0.04,5,-0.01,6,-0.03
202608272202,2026-08-27,22,02R,12:51,2026-08-27T12:42:22.638297+09:00,1,-0.12,2,-0.04,3,-0.07,4,0.1,5,0.31,6,0.29
202608270906,2026-08-27,09,06R,12:53,2026-08-27T12:44:27.480159+09:00,1,0.17,2,0.15,3,0.17,4,0.02,5,0.01,6,0.05
202608271106,2026-08-27,11,06R,12:56,2026-08-27T12:46:29.513161+09:00,1,0.14,2,0.04,3,0.29,4,0.25,5,0.31,6,0.03
202608271410,2026-08-27,14,10R,12:57,2026-08-27T12:48:26.224836+09:00,1,0.04,2,0.05,3,0.06,4,0.14,5,0.16,6,0.19
202608270806,2026-08-27,08,06R,13:02,2026-08-27T12:52:35.579705+09:00,1,0.09,2,0.04,3,0.31,4,0.07,5,-0.01,6,-0.02
202608271306,2026-08-27,13,06R,13:03,2026-08-27T12:54:26.051339+09:00,1,0.07,2,0.14,3,0.24,4,0.04,5,0.09,6,0.19
202608271810,2026-08-27,18,10R,13:05,2026-08-27T12:56:42.121511+09:00,1,0.18,2,0.21,3,0.09,4,0.1,5,0.06,,
202608270404,2026-08-27,04,04R,13:16,2026-08-27T13:06:33.667307+09:00,1,0.11,2,0.05,3,0.14,4,0.18,5,0.06,6,0.07
202608271010,2026-08-27,10,10R,13:19,2026-08-27T13:10:34.791318+09:00,1,0.04,2,0.09,3,0.16,4,0.06,5,0.12,6,0.06
202608272203,2026-08-27,22,03R,13:19,2026-08-27T13:10:34.791318+09:00,2,-0.02,3,0.22,1,-0.02,4,-0.08,5,-0.06,6,-0.04
202608271706,2026-08-27,17,06R,13:22,2026-08-27T13:12:27.657421+09:00,1,0.08,2,0.2,3,0.23,4,0.15,5,0.17,6,0.1
202608270907,2026-08-27,09,07R,13:23,2026-08-27T13:14:24.378108+09:00,1,0.09,2,0.19,3,0.04,4,-0.05,5,0.17,6,0.1
202608271107,2026-08-27,11,07R,13:26,2026-08-27T13:16:25.112748+09:00,1,0.31,2,0.24,4,0.08,5,0.19,3,0.07,6,0.15
202608270807,2026-08-27,08,07R,13:30,2026-08-27T13:20:29.760658+09:00,1,0.01,2,0.02,3,0.12,4,0.12,5,0.09,6,0.03
202608271411,2026-08-27,14,11R,13:33,2026-08-27T13:24:26.109601+09:00,1,0.16,2,0.14,3,0.09,4,0.21,5,0.31,6,0.17
202608271307,2026-08-27,13,07R,13:38,2026-08-27T13:28:25.972018+09:00,1,-0.03,2,0.02,3,0.0,6,-0.03,4,-0.06,5,-0.09
202608271811,2026-08-27,18,11R,13:41,2026-08-27T13:32:39.088126+09:00,1,0.13,2,0.01,3,0.11,4,0.08,5,0.03,6,0.01
202608272204,2026-08-27,22,04R,13:45,2026-08-27T13:36:33.511640+09:00,1,0.21,2,0.11,3,-0.07,4,-0.12,5,-0.06,6,-0.12
202608270405,2026-08-27,04,05R,13:47,2026-08-27T13:38:36.169991+09:00,1,0.07,2,0.02,3,0.09,4,0.21,5,0.09,6,0.1
202608270908,2026-08-27,09,08R,13:53,2026-08-27T13:44:24.802079+09:00,1,0.25,2,0.17,3,0.14,4,0.02,5,0.03,6,-0.01
202608271011,2026-08-27,10,11R,13:54,2026-08-27T13:44:24.802079+09:00,1,0.15,2,0.18,3,0.17,4,0.18,5,-0.01,6,-0.02
202608271707,2026-08-27,17,07R,13:56,2026-08-27T13:46:41.622404+09:00,1,-0.01,2,-0.02,3,0.01,4,-0.08,5,-0.03,6,0.08
202608271108,2026-08-27,11,08R,14:01,2026-08-27T13:52:36.459288+09:00,1,0.16,2,0.11,3,0.04,4,0.17,5,0.23,6,0.19
202608270808,2026-08-27,08,08R,14:09,2026-08-27T14:00:46.238786+09:00,1,-0.06,2,-0.06,3,-0.03,4,0.01,5,0.09,6,0.1
202608271308,2026-08-27,13,08R,14:11,2026-08-27T14:02:26.798831+09:00,1,0.19,2,0.11,3,0.19,4,0.29,5,0.41,6,0.29
202608271412,2026-08-27,14,12R,14:13,2026-08-27T14:04:34.180786+09:00,1,0.08,2,0.22,3,0.18,4,0.18,5,0.02,6,0.03
202608272205,2026-08-27,22,05R,14:16,2026-08-27T14:06:34.756755+09:00,1,0.05,2,0.12,3,0.05,4,-0.03,5,0.02,6,0.09
202608270406,2026-08-27,04,06R,14:18,2026-08-27T14:08:25.147252+09:00,1,0.1,2,0.09,3,0.33,4,0.05,5,0.17,6,-0.05
202608271812,2026-08-27,18,12R,14:20,2026-08-27T14:10:29.022771+09:00,1,0.06,2,-0.05,3,-0.01,4,0.37,5,0.07,6,0.07
202608271708,2026-08-27,17,08R,14:26,2026-08-27T14:16:26.747281+09:00,1,-0.14,2,0.04,3,0.03,4,-0.06,5,0.04,6,0.02
202608270909,2026-08-27,09,09R,14:28,2026-08-27T14:18:29.978128+09:00,1,0.03,2,-0.01,3,0.03,4,0.24,5,0.11,6,0.05
202608271012,2026-08-27,10,12R,14:30,2026-08-27T14:20:52.707097+09:00,1,0.03,2,0.02,3,0.07,4,0.04,5,0.04,6,0.16
202608271109,2026-08-27,11,09R,14:36,2026-08-27T14:26:32.354873+09:00,1,0.15,2,0.08,3,0.08,4,0.16,5,0.19,6,0.13
202608271309,2026-08-27,13,09R,14:39,2026-08-27T14:30:41.300170+09:00,1,0.19,2,0.03,3,0.02,4,0.21,5,0.42,6,0.11
202608270809,2026-08-27,08,09R,14:44,2026-08-27T14:34:32.022072+09:00,1,0.1,2,0.23,3,0.09,4,0.02,5,0.13,6,-0.02
202608272206,2026-08-27,22,06R,14:46,2026-08-27T14:36:31.310604+09:00,1,0.11,2,0.06,3,0.04,4,0.23,5,0.15,6,0.18
