レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連複_1=2=3,3連複_1=2=4,3連複_1=2=5,3連複_1=2=6,3連複_1=3=4,3連複_1=3=5,3連複_1=3=6,3連複_1=4=5,3連複_1=4=6,3連複_1=5=6,3連複_2=3=4,3連複_2=3=5,3連複_2=3=6,3連複_2=4=5,3連複_2=4=6,3連複_2=5=6,3連複_3=4=5,3連複_3=4=6,3連複_3=5=6,3連複_4=5=6,拡連複_1=2_下限,拡連複_1=2_上限,拡連複_1=3_下限,拡連複_1=3_上限,拡連複_1=4_下限,拡連複_1=4_上限,拡連複_1=5_下限,拡連複_1=5_上限,拡連複_1=6_下限,拡連複_1=6_上限,拡連複_2=3_下限,拡連複_2=3_上限,拡連複_2=4_下限,拡連複_2=4_上限,拡連複_2=5_下限,拡連複_2=5_上限,拡連複_2=6_下限,拡連複_2=6_上限,拡連複_3=4_下限,拡連複_3=4_上限,拡連複_3=5_下限,拡連複_3=5_上限,拡連複_3=6_下限,拡連複_3=6_上限,拡連複_4=5_下限,拡連複_4=5_上限,拡連複_4=6_下限,拡連複_4=6_上限,拡連複_5=6_下限,拡連複_5=6_上限,単勝_1,単勝_2,単勝_3,単勝_4,単勝_5,単勝_6,複勝_1_下限,複勝_1_上限,複勝_2_下限,複勝_2_上限,複勝_3_下限,複勝_3_上限,複勝_4_下限,複勝_4_上限,複勝_5_下限,複勝_5_上限,複勝_6_下限,複勝_6_上限
202609051001,2026-09-05,10,01R,08:32,2026-09-05T08:22:20.886311+09:00,6.6,2.0,9.4,31.3,8.3,29.7,99.2,8.1,19.2,74.4,25.8,54.1,148.8,28.3,45.8,198.5,54.1,59.5,85.0,45.8,1.3,2.0,6.0,13.7,1.0,1.2,3.0,4.4,18.2,39.7,5.3,9.2,1.7,2.8,6.5,7.7,11.6,19.7,3.1,6.4,4.5,6.8,0.0,0.0,3.5,5.1,9.5,19.4,6.7,9.9,1.0,25.5,0.0,25.5,25.5,25.5,1.0,1.1,1.6,2.5,2.1,3.5,1.5,2.3,3.4,5.9,12.7,21.3
202609051801,2026-09-05,18,01R,08:44,2026-09-05T08:34:21.640380+09:00,4.6,7.5,4.5,10.7,9.2,9.3,17.7,10.8,17.0,13.7,32.5,71.1,97.7,43.4,71.1,60.1,39.1,48.8,97.7,97.7,1.5,1.7,2.3,2.7,1.4,1.5,2.9,3.2,2.2,2.5,2.4,3.1,6.2,9.5,7.5,9.6,8.6,11.4,10.3,14.1,5.2,6.0,23.2,27.6,7.2,9.5,5.3,7.4,12.1,14.1,1.0,115.5,115.5,0.0,57.7,0.0,1.0,1.0,2.7,10.3,3.9,15.3,7.5,30.0,3.9,15.3,1.0,3.1
202609051002,2026-09-05,10,02R,08:58,2026-09-05T08:48:20.406774+09:00,6.3,2.6,8.4,16.3,7.4,65.4,65.4,18.6,26.1,65.4,16.3,23.7,65.4,9.6,26.1,65.4,37.3,29.0,130.8,87.2,1.3,1.8,5.9,23.5,2.3,4.4,16.7,33.0,0.0,0.0,3.3,6.1,1.9,2.4,3.4,4.1,19.2,33.3,2.6,3.9,19.2,33.0,0.0,0.0,2.4,2.6,2.9,4.4,3.2,5.3,1.7,1.5,0.0,0.0,10.5,0.0,1.2,1.4,1.3,1.8,2.3,3.2,1.5,2.1,6.3,9.0,6.3,9.0
202609051802,2026-09-05,18,02R,09:10,2026-09-05T09:01:11.092763+09:00,8.7,28.5,42.8,23.3,3.5,14.2,2.9,27.0,6.4,24.5,73.5,128.6,73.5,257.2,64.3,257.2,46.7,12.5,128.6,51.4,5.4,12.0,1.0,1.2,2.1,3.0,5.6,12.0,1.4,1.9,3.0,6.1,11.0,17.8,0.0,0.0,10.1,18.1,3.3,5.0,5.6,11.6,2.2,3.7,7.5,12.1,4.0,5.1,19.7,35.6,1.0,21.3,14.2,10.6,14.2,42.7,1.0,1.0,0.0,0.0,1.3,35.5,1.8,53.2,3.3,106.5,1.8,53.2
202609051003,2026-09-05,10,03R,09:24,2026-09-05T09:14:20.584609+09:00,2.4,8.2,30.3,121.2,3.4,16.5,17.3,22.7,36.3,90.9,11.0,33.0,72.7,45.4,51.9,121.2,25.9,36.3,72.7,181.8,2.1,3.9,1.5,2.3,4.6,10.0,6.8,13.5,0.0,0.0,1.8,2.3,4.1,5.6,7.3,9.1,23.2,36.0,1.5,1.7,2.4,3.1,21.2,32.6,2.4,3.0,7.5,13.1,23.7,39.0,2.4,6.0,1.7,6.0,0.0,0.0,1.4,4.5,1.4,4.5,1.0,1.3,1.7,6.0,0.0,0.0,0.0,0.0
202609051803,2026-09-05,18,03R,09:36,2026-09-05T09:26:25.842033+09:00,9.2,14.5,8.5,12.0,17.0,8.8,10.7,11.3,7.5,5.1,22.6,40.8,102.0,68.0,29.1,29.1,40.8,51.0,40.8,22.6,1.7,2.0,3.1,3.4,2.3,2.7,1.4,1.5,2.0,2.3,16.7,20.5,5.7,7.0,7.0,10.6,5.5,7.0,3.3,3.7,15.0,20.5,6.0,7.0,4.0,5.3,16.7,19.7,3.8,5.4,1.0,0.0,0.0,3.7,0.0,0.0,1.0,1.0,2.2,48.0,0.0,0.0,1.3,24.0,2.2,48.0,2.2,48.0
202609051004,2026-09-05,10,04R,09:50,2026-09-05T09:40:20.849973+09:00,5.7,17.9,16.2,22.8,10.6,3.6,5.1,33.5,29.5,15.2,21.8,11.9,50.2,50.2,62.8,71.7,45.6,55.8,17.9,100.5,2.0,2.6,1.2,1.3,7.3,10.6,1.5,2.0,4.1,5.7,5.4,8.1,7.5,8.3,12.5,15.7,9.6,10.8,2.5,3.2,3.5,5.6,4.8,6.6,7.1,8.2,14.7,15.8,3.3,3.9,1.0,18.7,9.3,0.0,9.3,0.0,1.1,2.1,1.4,3.1,1.4,3.1,4.5,12.7,2.4,6.3,0.0,0.0
202609051804,2026-09-05,18,04R,10:02,2026-09-05T09:52:21.303949+09:00,2.7,7.0,3.2,8.5,24.8,10.6,297.7,33.0,49.6,42.5,14.8,21.2,297.7,59.5,148.8,99.2,59.5,99.2,148.8,297.7,1.0,1.0,1.5,3.7,3.0,6.0,2.3,4.0,12.0,30.7,1.8,9.6,2.0,5.1,0.0,0.0,12.0,67.5,3.6,5.9,0.0,0.0,0.0,0.0,19.7,33.7,21.0,33.7,0.0,0.0,1.9,3.2,9.7,9.7,4.8,9.7,1.0,1.0,0.0,0.0,1.1,47.2,0.0,0.0,1.1,47.2,0.0,0.0
202609051005,2026-09-05,10,05R,10:18,2026-09-05T10:08:21.569961+09:00,13.1,6.0,52.4,14.5,7.2,46.2,39.3,71.5,8.1,131.1,5.0,60.5,19.6,31.4,4.3,56.1,52.4,10.7,157.3,71.5,3.5,4.8,4.6,5.4,2.6,3.3,11.3,17.8,5.8,11.0,3.0,4.3,1.2,1.4,7.1,13.0,2.5,5.6,2.0,2.6,8.3,13.7,13.3,26.8,9.2,15.2,1.4,2.4,0.0,0.0,1.3,15.3,30.7,2.3,30.7,30.7,2.1,5.9,1.4,3.8,4.6,14.2,1.6,4.3,9.0,27.7,1.0,1.0
202609051805,2026-09-05,18,05R,10:29,2026-09-05T10:20:25.346338+09:00,2.9,33.8,32.1,5.6,27.9,23.8,3.7,643.5,45.9,42.9,32.1,23.8,5.1,160.8,91.9,58.5,160.8,45.9,37.8,321.7,1.7,2.3,1.3,1.7,8.4,10.2,10.4,12.6,1.4,1.9,1.9,2.5,21.7,25.1,21.8,25.1,2.7,3.6,10.3,12.7,13.6,16.7,1.3,1.8,16.5,17.0,20.7,25.2,41.2,49.7,1.1,7.3,7.3,14.6,29.2,9.7,1.0,1.0,1.9,5.2,2.2,6.2,1.9,5.2,5.0,14.4,1.9,5.2
