レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連複_1=2=3,3連複_1=2=4,3連複_1=2=5,3連複_1=2=6,3連複_1=3=4,3連複_1=3=5,3連複_1=3=6,3連複_1=4=5,3連複_1=4=6,3連複_1=5=6,3連複_2=3=4,3連複_2=3=5,3連複_2=3=6,3連複_2=4=5,3連複_2=4=6,3連複_2=5=6,3連複_3=4=5,3連複_3=4=6,3連複_3=5=6,3連複_4=5=6,拡連複_1=2_下限,拡連複_1=2_上限,拡連複_1=3_下限,拡連複_1=3_上限,拡連複_1=4_下限,拡連複_1=4_上限,拡連複_1=5_下限,拡連複_1=5_上限,拡連複_1=6_下限,拡連複_1=6_上限,拡連複_2=3_下限,拡連複_2=3_上限,拡連複_2=4_下限,拡連複_2=4_上限,拡連複_2=5_下限,拡連複_2=5_上限,拡連複_2=6_下限,拡連複_2=6_上限,拡連複_3=4_下限,拡連複_3=4_上限,拡連複_3=5_下限,拡連複_3=5_上限,拡連複_3=6_下限,拡連複_3=6_上限,拡連複_4=5_下限,拡連複_4=5_上限,拡連複_4=6_下限,拡連複_4=6_上限,拡連複_5=6_下限,拡連複_5=6_上限,単勝_1,単勝_2,単勝_3,単勝_4,単勝_5,単勝_6,複勝_1_下限,複勝_1_上限,複勝_2_下限,複勝_2_上限,複勝_3_下限,複勝_3_上限,複勝_4_下限,複勝_4_上限,複勝_5_下限,複勝_5_上限,複勝_6_下限,複勝_6_上限
202609031001,2026-09-03,10,01R,08:32,2026-09-03T08:22:28.378259+09:00,3.4,4.2,5.3,11.5,13.3,22.7,43.0,10.4,27.6,18.0,55.3,70.4,51.6,20.3,64.5,48.4,64.5,86.0,77.4,43.0,1.7,2.1,7.2,8.3,2.7,3.8,1.9,2.6,8.1,9.2,6.7,8.3,1.4,1.6,1.4,1.7,7.6,9.2,8.5,10.6,5.6,6.9,17.7,18.1,3.9,5.9,11.8,14.6,8.6,10.4,1.3,2.1,27.3,27.3,54.7,54.7,1.0,1.0,1.7,8.2,2.2,10.8,1.7,8.2,3.1,16.1,3.1,16.1
202609031801,2026-09-03,18,01R,08:44,2026-09-03T08:34:29.934604+09:00,4.1,2.8,11.0,17.5,7.4,22.9,25.8,10.5,12.9,29.5,15.2,103.4,94.0,68.9,54.4,114.9,94.0,64.6,147.7,94.0,1.5,2.1,2.4,3.3,1.0,1.1,2.0,2.8,3.6,5.0,8.2,10.1,1.8,3.0,7.2,9.0,13.3,15.8,6.1,10.1,11.3,13.4,23.4,26.0,4.8,8.1,8.4,13.2,17.3,19.7,1.0,23.7,71.2,6.4,10.1,0.0,1.0,1.1,3.2,5.3,2.1,3.3,1.6,2.5,2.1,3.3,3.2,5.3
202609031002,2026-09-03,10,02R,08:58,2026-09-03T08:48:21.784902+09:00,3.4,6.0,4.2,16.5,7.7,33.0,29.4,24.0,52.9,132.3,13.9,12.6,33.0,26.4,66.1,37.8,52.9,88.2,66.1,66.1,1.0,1.1,2.0,3.8,1.9,2.8,4.5,6.6,7.3,10.5,1.2,1.6,2.4,3.9,7.0,10.8,20.5,31.0,4.3,5.6,25.0,31.2,13.0,16.0,14.1,16.0,28.2,31.2,15.3,16.0,2.2,1.6,5.0,20.2,20.2,0.0,1.0,1.0,1.0,5.4,3.0,21.7,3.0,21.7,3.0,21.7,0.0,0.0
202609031802,2026-09-03,18,02R,09:10,2026-09-03T09:02:37.164613+09:00,5.5,2.9,12.3,6.3,12.8,20.8,23.8,11.7,6.9,26.7,111.3,111.3,74.2,83.5,19.6,133.6,334.1,51.4,133.6,74.2,1.8,2.0,5.3,5.6,2.2,2.6,2.4,2.7,1.7,1.8,6.7,7.8,2.1,2.5,4.9,6.0,7.8,10.7,9.6,10.6,5.6,6.1,14.5,17.4,4.7,5.5,4.8,6.2,4.4,5.5,1.0,30.7,30.7,30.7,15.3,0.0,1.0,1.0,1.3,2.7,7.1,17.2,2.6,6.0,1.5,3.1,7.1,17.2
202609031003,2026-09-03,10,03R,09:24,2026-09-03T09:14:20.122961+09:00,3.0,12.6,16.9,50.7,2.7,5.7,27.0,20.2,202.8,36.8,13.5,36.8,50.7,135.2,405.7,202.8,31.2,202.8,101.4,202.8,1.7,18.7,1.0,1.0,1.4,12.5,1.4,12.5,0.0,0.0,1.8,20.8,56.7,187.5,56.7,187.5,0.0,0.0,2.7,37.5,6.0,93.7,0.0,0.0,55.5,187.5,0.0,0.0,0.0,0.0,1.5,24.7,1.9,24.7,12.3,0.0,1.5,3.7,0.0,0.0,1.0,1.8,1.0,1.8,0.0,0.0,0.0,0.0
202609031803,2026-09-03,18,03R,09:36,2026-09-03T09:26:21.765688+09:00,19.6,1.3,39.2,6.5,22.4,62.8,28.5,39.2,6.9,104.7,157.1,157.1,62.8,157.1,26.1,314.2,314.2,78.5,314.2,314.2,1.2,1.6,1.6,2.5,1.2,1.7,6.2,9.8,3.2,4.1,4.0,8.7,1.4,2.8,9.1,16.6,8.7,11.5,0.0,0.0,0.0,0.0,18.0,34.1,17.2,68.2,5.8,11.6,21.0,34.1,1.0,47.2,0.0,0.0,94.5,0.0,1.0,1.3,1.0,1.2,6.3,10.1,6.3,10.1,3.3,5.2,3.3,5.2
202609031004,2026-09-03,10,04R,09:50,2026-09-03T09:42:21.791062+09:00,3.1,11.3,26.9,8.6,10.7,16.5,5.6,39.2,12.6,39.2,39.2,33.1,12.6,61.6,25.3,61.6,19.6,47.9,71.8,61.6,1.5,1.8,1.5,1.8,1.7,1.9,4.5,5.1,3.8,4.5,1.9,2.5,4.5,6.4,24.0,29.7,23.7,29.7,3.3,4.6,8.3,9.8,3.8,4.6,12.5,14.8,6.4,7.7,9.5,10.4,1.0,50.6,11.2,50.6,0.0,20.2,1.0,2.0,0.0,0.0,1.0,2.0,1.3,3.0,0.0,0.0,0.0,0.0
202609031804,2026-09-03,18,04R,10:05,2026-09-03T09:56:26.452043+09:00,1.5,9.5,6.6,6.3,17.5,40.1,112.5,35.1,93.7,43.2,56.2,112.5,93.7,80.3,112.5,56.2,187.5,140.6,562.5,80.3,1.0,1.0,1.4,3.4,1.8,4.1,4.5,11.4,6.8,16.7,1.4,3.6,2.6,7.0,4.0,9.8,8.8,22.0,14.7,17.0,30.5,33.6,61.0,66.5,61.5,66.2,21.0,22.5,32.7,33.6,1.0,6.0,36.0,36.0,0.0,0.0,1.0,1.0,1.1,9.6,2.2,24.0,1.6,16.0,0.0,0.0,0.0,0.0
202609031005,2026-09-03,10,05R,10:18,2026-09-03T10:08:26.860310+09:00,10.4,11.5,27.8,8.5,5.0,19.8,6.5,17.3,5.4,12.6,18.9,37.9,41.7,59.5,52.1,417.0,37.9,17.3,104.2,23.1,1.7,2.2,2.0,2.6,2.7,3.6,5.2,6.5,1.2,1.3,2.6,3.2,4.3,5.1,14.5,16.5,5.4,8.6,7.3,8.5,14.8,16.3,4.6,7.0,8.0,8.5,4.1,5.8,8.1,11.2,1.5,13.1,26.2,26.2,13.1,2.1,2.6,6.7,0.0,0.0,1.5,3.3,1.5,3.3,2.6,6.7,1.2,2.2
202609030801,2026-09-03,08,01R,10:32,2026-09-03T10:22:22.416715+09:00,4.1,6.9,6.6,87.0,7.9,6.0,34.8,5.4,43.5,174.0,29.0,12.4,58.0,29.0,174.0,87.0,34.8,174.0,58.0,58.0,1.0,1.2,2.7,18.5,1.8,11.1,1.4,4.2,0.0,0.0,3.7,27.7,3.5,27.7,3.2,14.0,0.0,0.0,8.7,27.7,0.0,0.0,0.0,0.0,3.6,5.8,0.0,0.0,25.5,55.5,1.0,9.2,120.0,120.0,120.0,3.7,1.0,1.4,3.0,11.2,0.0,0.0,3.0,11.2,3.0,11.2,1.0,2.8
202609031805,2026-09-03,18,05R,10:31,2026-09-03T10:22:22.416715+09:00,9.6,3.4,12.5,19.9,5.8,13.1,26.2,6.4,7.2,57.8,57.8,52.5,72.2,41.3,27.5,144.5,38.5,72.2,96.3,21.4,2.3,3.1,2.5,4.6,1.1,1.3,2.5,3.3,8.5,11.7,22.1,30.0,4.2,6.1,8.7,10.2,27.0,30.0,1.2,1.5,7.6,10.2,43.0,59.2,3.6,5.1,3.7,4.8,13.8,15.0,1.0,13.5,13.5,6.7,0.0,0.0,1.0,1.0,4.1,31.5,4.1,31.5,1.0,5.2,2.2,15.7,0.0,0.0
202609031301,2026-09-03,13,01R,10:34,2026-09-03T10:24:30.012537+09:00,6.1,20.1,26.8,60.3,5.3,5.0,8.0,21.9,48.3,40.2,15.0,18.5,26.8,60.3,60.3,60.3,10.9,9.6,20.1,60.3,2.0,3.3,1.0,1.0,4.0,7.5,3.8,11.0,7.7,21.3,2.8,4.9,13.0,14.5,12.7,21.7,13.2,21.7,2.0,3.2,1.7,3.7,2.5,5.2,12.2,21.7,12.7,21.7,0.0,0.0,1.0,95.2,19.0,95.2,0.0,0.0,1.0,2.2,0.0,0.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0
202609030901,2026-09-03,09,01R,10:42,2026-09-03T10:32:27.688279+09:00,4.6,10.0,5.2,16.3,11.7,6.5,16.9,16.6,35.0,19.0,27.0,15.1,40.9,31.6,48.0,18.8,26.6,80.0,48.0,48.0,1.4,1.5,2.3,2.7,2.8,3.4,1.9,2.3,3.8,4.4,2.7,3.5,5.7,7.6,3.0,4.2,9.0,11.6,4.2,4.7,3.0,3.5,4.8,5.2,13.5,16.2,14.6,16.2,8.8,10.4,1.7,3.3,6.6,19.8,4.9,19.8,1.0,1.0,1.2,2.6,3.5,8.4,3.5,8.4,1.6,3.6,6.7,16.1
202609030201,2026-09-03,02,01R,10:47,2026-09-03T10:38:20.690904+09:00,5.6,15.7,15.0,8.7,33.5,15.9,22.1,25.3,20.7,19.5,18.2,9.6,12.3,12.8,11.9,12.0,45.1,32.4,20.3,20.7,4.0,4.6,7.3,7.7,4.9,5.3,5.6,6.3,3.2,3.6,4.6,5.3,3.9,4.5,1.9,2.1,1.7,1.9,4.3,4.6,4.8,5.4,3.6,4.0,4.7,5.3,2.7,3.0,3.3,4.0,6.7,10.1,0.0,20.2,0.0,1.0,1.5,5.2,0.0,0.0,0.0,0.0,1.5,5.2,1.5,5.2,1.0,1.3
202609031701,2026-09-03,17,01R,10:57,2026-09-03T10:48:27.335359+09:00,11.0,4.5,7.8,26.6,8.8,9.8,17.7,5.0,15.6,24.2,26.6,44.3,53.2,15.6,88.7,133.1,14.7,88.7,66.5,38.0,1.6,1.9,1.3,2.0,2.5,3.1,1.2,1.3,2.6,3.9,5.5,12.0,4.1,5.1,14.0,23.5,9.5,17.6,6.1,12.1,13.0,35.6,0.0,0.0,8.1,12.1,20.2,34.8,15.7,35.6,1.2,2.5,0.0,10.0,0.0,0.0,1.0,1.0,1.0,6.7,0.0,0.0,0.0,0.0,2.2,20.2,2.2,20.2
202609031806,2026-09-03,18,06R,11:00,2026-09-03T10:50:28.388602+09:00,9.2,3.8,10.7,20.5,10.2,24.3,133.8,14.0,89.2,267.7,11.6,20.5,38.2,4.3,15.7,44.6,29.7,33.4,133.8,22.3,1.6,2.8,2.9,3.5,1.7,3.1,2.2,2.7,16.7,24.3,4.0,7.2,1.4,3.9,2.1,3.7,0.0,0.0,14.5,27.7,15.5,18.5,17.2,27.7,2.1,3.7,0.0,0.0,16.7,25.1,1.3,2.1,0.0,10.5,0.0,0.0,1.1,3.0,1.0,1.5,0.0,0.0,1.8,6.0,1.8,6.0,0.0,0.0
202609030802,2026-09-03,08,02R,11:02,2026-09-03T10:52:29.356717+09:00,3.0,9.7,46.1,26.3,4.3,9.7,5.4,20.5,46.1,0.0,18.4,36.9,18.4,92.2,92.2,184.5,26.3,46.1,61.5,61.5,3.8,6.7,1.0,1.0,7.0,19.1,4.0,9.9,2.3,4.6,3.8,6.7,12.2,19.5,12.2,19.5,3.1,3.6,2.8,6.7,7.2,18.7,1.4,2.2,0.0,0.0,11.0,19.5,11.5,19.5,1.0,85.5,0.0,0.0,0.0,0.0,1.3,4.1,2.2,8.2,1.0,1.3,0.0,0.0,2.2,8.2,2.2,8.2
