レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202608061001,2026-08-06,10,01R,08:32,2026-08-06T08:40:24.726449+09:00,1,100,1,100,3,340,,,1-3,240,2,1=3,250,2,1=3,160,3,1=5,370,5,3=5,480,8,1-3-5,1180,7,1=3=5,830,5
202608061401,2026-08-06,14,01R,08:44,2026-08-06T08:52:24.605137+09:00,1,100,1,100,3,200,,,1-3,380,2,1=3,580,3,1=3,230,4,1=2,110,1,2=3,330,8,1-3-2,970,4,1=2=3,290,1
202608061002,2026-08-06,10,02R,08:58,2026-08-06T09:06:22.336339+09:00,2,170,2,130,1,150,,,2-1,400,1,1=2,180,1,1=2,190,2,2=3,250,4,1=3,470,7,2-1-3,1340,4,1=2=3,470,2
202608061402,2026-08-06,14,02R,09:10,2026-08-06T09:18:24.255089+09:00,4,1100,4,1030,5,600,,,4-5,12990,19,4=5,10750,13,4=5,1820,13,3=4,530,8,3=5,390,5,4-5-3,102490,90,3=4=5,5010,12
202608061003,2026-08-06,10,03R,09:24,2026-08-06T09:32:26.179747+09:00,3,310,3,220,5,280,,,3-5,1440,7,3=5,670,4,3=5,170,4,1=3,110,1,1=5,140,2,3-5-1,2990,10,1=3=5,230,1
202608061403,2026-08-06,14,03R,09:36,2026-08-06T09:46:20.867599+09:00,1,150,1,120,4,230,,,1-4,580,3,1=4,540,3,1=4,150,2,1=2,170,3,2=4,360,5,1-4-2,1780,7,1=2=4,650,3
202608061004,2026-08-06,10,04R,09:50,2026-08-06T10:01:05.773244+09:00,3,530,3,110,1,100,,,3-1,980,3,1=3,150,1,1=3,110,1,2=3,180,3,1=2,160,2,3-1-2,2500,9,1=2=3,170,1
202608061404,2026-08-06,14,04R,10:02,2026-08-06T10:10:20.566445+09:00,1,110,1,120,3,130,,,1-3,300,2,1=3,280,1,1=3,120,1,1=5,170,2,3=5,400,9,1-3-5,1770,8,1=3=5,1190,7
202608061005,2026-08-06,10,05R,10:18,2026-08-06T10:28:27.044076+09:00,1,280,1,160,2,340,,,1-2,630,3,1=2,600,2,1=2,280,4,1=4,380,5,2=4,1070,14,1-2-4,5980,25,1=2=4,3330,12
202608061405,2026-08-06,14,05R,10:28,2026-08-06T10:36:25.202697+09:00,2,150,2,140,3,220,,,2-3,550,1,2=3,410,2,2=3,180,3,2=4,150,1,3=4,180,4,2-3-4,1000,1,2=3=4,280,1
202608060901,2026-08-06,09,01R,10:32,2026-08-06T10:40:39.945252+09:00,1,100,1,100,5,160,,,1-5,1000,4,1=5,440,3,1=5,190,2,1=3,230,4,3=5,1280,10,1-5-3,3070,12,1=3=5,720,5
202608061801,2026-08-06,18,01R,10:42,2026-08-06T10:50:22.673483+09:00,1,100,1,100,4,550,,,1-4,1180,4,1=4,1030,5,1=4,410,7,1=3,150,1,3=4,620,9,1-4-3,3980,15,1=3=4,990,5
202608060201,2026-08-06,02,01R,10:47,2026-08-06T10:56:23.865690+09:00,5,940,5,420,6,1800,,,5-6,6100,24,5=6,5630,15,5=6,550,12,1=5,280,2,1=6,290,4,5-6-1,24720,84,1=5=6,2360,13
202608061006,2026-08-06,10,06R,10:50,2026-08-06T10:58:23.626885+09:00,5,380,5,150,2,120,,,5-2,1020,4,2=5,300,1,2=5,150,1,1=5,250,6,1=2,170,2,5-2-1,2980,12,1=2=5,310,1
202608061701,2026-08-06,17,01R,10:57,2026-08-06T11:04:27.027138+09:00,1,100,1,100,2,200,,,1-2,270,1,1=2,350,3,1=2,190,3,1=3,180,2,2=3,490,8,1-2-3,790,1,1=2=3,380,1
202608061406,2026-08-06,14,06R,10:59,2026-08-06T11:08:24.531179+09:00,1,180,1,100,2,140,,,1-2,850,5,1=2,650,3,1=2,180,3,1=4,150,2,2=4,110,1,1-2-4,1280,2,1=2=4,210,1
202608060902,2026-08-06,09,02R,11:02,2026-08-06T11:10:20.458685+09:00,3,700,3,200,1,110,,,3-1,820,4,1=3,230,1,1=3,210,2,3=5,610,9,1=5,270,6,3-1-5,4040,13,1=3=5,970,5
202608061802,2026-08-06,18,02R,11:11,2026-08-06T11:20:27.543690+09:00,3,480,3,240,1,100,,,3-1,1380,6,1=3,290,1,1=3,170,1,3=6,520,11,1=6,320,6,3-1-6,7160,24,1=3=6,1060,5
202608060202,2026-08-06,02,02R,11:16,2026-08-06T11:24:27.052198+09:00,4,300,4,250,3,180,,,4-3,2520,13,3=4,990,5,3=4,490,8,1=4,330,6,1=3,290,4,4-3-1,15430,58,1=3=4,1760,7
202608061007,2026-08-06,10,07R,11:20,2026-08-06T11:28:26.377115+09:00,2,260,2,100,1,190,,,2-1,570,1,1=2,320,1,1=2,180,1,2=5,200,4,1=5,660,12,2-1-5,1590,4,1=2=5,530,3
202608061702,2026-08-06,17,02R,11:25,2026-08-06T11:36:17.893806+09:00,1,150,1,100,3,200,,,1-3,240,1,1=3,360,2,1=3,130,2,1=2,130,3,2=3,130,1,1-3-2,760,2,1=2=3,220,1
202608060903,2026-08-06,09,03R,11:30,2026-08-06T11:38:21.466909+09:00,1,220,1,150,5,230,,,1-5,890,4,1=5,790,4,1=5,180,2,1=3,110,1,3=5,180,3,1-5-3,1660,6,1=3=5,230,1
202608061407,2026-08-06,14,07R,11:35,2026-08-06T11:44:24.034707+09:00,3,230,3,150,6,370,,,3-6,1300,5,3=6,720,2,3=6,220,4,1=3,120,1,1=6,200,3,3-6-1,2530,9,1=3=6,410,1
202608061803,2026-08-06,18,03R,11:40,2026-08-06T11:50:21.883990+09:00,4,780,4,300,3,210,,,4-3,4660,10,3=4,1240,4,3=4,320,4,4=6,580,10,3=6,390,6,4-3-6,15320,36,3=4=6,2150,9
202608060203,2026-08-06,02,03R,11:45,2026-08-06T11:53:09.614776+09:00,1,830,1,620,4,350,,,1-4,2780,12,1=4,1100,5,1=4,250,3,1=6,310,6,4=6,300,5,1-4-6,7370,30,1=4=6,1090,4
202608061703,2026-08-06,17,03R,11:50,2026-08-06T12:00:21.258515+09:00,3,130,3,100,5,320,,,3-5,450,2,3=5,270,1,3=5,180,2,3=4,220,4,4=5,670,10,3-5-4,2320,10,3=4=5,1220,6
202608061008,2026-08-06,10,08R,11:52,2026-08-06T12:00:21.258515+09:00,2,710,2,130,1,190,,,2-1,1340,7,1=2,330,2,1=2,220,3,2=4,530,11,1=4,410,7,2-1-4,6690,29,1=2=4,1950,8
202608060401,2026-08-06,04,01R,11:55,2026-08-06T12:04:19.860726+09:00,1,140,1,100,3,100,,,1-3,410,1,1=3,280,1,1=3,190,2,1=5,280,5,3=5,330,7,1-3-5,1510,5,1=3=5,520,3
202608060904,2026-08-06,09,04R,12:00,2026-08-06T12:08:25.427617+09:00,3,420,3,170,4,300,,,3-4,870,2,3=4,380,2,3=4,260,3,2=3,380,7,2=4,530,10,3-4-2,5150,24,2=3=4,1950,7
202608061408,2026-08-06,14,08R,12:05,2026-08-06T12:12:23.768094+09:00,1,180,1,100,3,520,,,1-3,1300,5,1=3,1420,4,1=3,330,5,1=2,150,1,2=3,440,9,1-3-2,2940,11,1=2=3,610,2
202608061804,2026-08-06,18,04R,12:10,2026-08-06T12:18:25.387480+09:00,2,430,2,140,1,100,,,2-1,760,3,1=2,280,1,1=2,160,1,2=4,190,2,1=4,200,3,2-1-4,1760,4,1=2=4,400,1
202608060204,2026-08-06,02,04R,12:14,2026-08-06T12:24:21.877176+09:00,2,190,2,110,1,110,,,2-1,340,1,1=2,200,1,1=2,140,1,2=6,180,2,1=6,260,6,2-1-6,980,1,1=2=6,330,1
202608061704,2026-08-06,17,04R,12:22,2026-08-06T12:30:29.770561+09:00,1,100,1,100,2,130,,,1-2,200,1,1=2,170,1,1=2,120,2,1=3,120,1,2=3,190,4,1-2-3,500,1,1=2=3,230,1
202608060402,2026-08-06,04,02R,12:24,2026-08-06T12:34:26.801301+09:00,3,1160,3,110,1,100,,,3-1,2510,7,1=3,250,1,1=3,160,3,3=4,370,7,1=4,160,1,3-1-4,11490,26,1=3=4,650,4
202608061009,2026-08-06,10,09R,12:27,2026-08-06T12:36:26.308178+09:00,2,610,2,300,1,420,,,2-1,2440,14,1=2,780,3,1=2,710,14,2=4,460,8,1=4,440,5,2-1-4,7740,38,1=2=4,1990,12
202608060905,2026-08-06,09,05R,12:30,2026-08-06T12:38:25.052789+09:00,1,150,1,110,4,160,,,1-4,460,3,1=4,670,5,1=4,220,3,1=6,360,4,4=6,1040,15,1-4-6,3040,11,1=4=6,1630,5
202608061409,2026-08-06,14,09R,12:36,2026-08-06T12:44:20.436965+09:00,3,2960,3,1510,1,240,,,3-1,4460,12,1=3,860,4,1=3,440,5,3=4,840,9,1=4,270,3,3-1-4,13990,44,1=3=4,1370,6
202608061805,2026-08-06,18,05R,12:40,2026-08-06T12:50:24.716384+09:00,1,170,1,110,3,150,,,1-3,500,1,1=3,290,1,1=3,160,1,1=5,430,10,3=5,370,8,1-3-5,2190,4,1=3=5,710,2
202608060205,2026-08-06,02,05R,12:44,2026-08-06T12:52:19.523345+09:00,4,150,4,120,5,430,,,4-5,520,2,4=5,520,2,4=5,300,2,4=6,530,6,5=6,1250,11,4-5-6,1350,4,4=5=6,1070,6
202608061705,2026-08-06,17,05R,12:52,2026-08-06T13:00:56.434035+09:00,1,120,1,110,2,100,,,1-2,300,2,1=2,260,1,1=2,140,1,1=4,210,4,2=4,400,8,1-2-4,830,4,1=2=4,500,3
202608060403,2026-08-06,04,03R,12:54,2026-08-06T13:04:27.017369+09:00,1,190,1,150,4,160,,,1-4,970,4,1=4,690,3,1=4,250,3,1=5,380,5,4=5,550,12,1-4-5,5240,21,1=4=5,2160,10
202608061010,2026-08-06,10,10R,12:59,2026-08-06T13:08:26.979261+09:00,1,240,1,200,6,230,,,1-6,2700,15,1=6,3970,14,1=6,410,6,1=3,470,9,3=6,560,10,1-6-3,19370,76,1=3=6,3330,16
202608060906,2026-08-06,09,06R,13:02,2026-08-06T13:10:26.606570+09:00,4,380,4,110,3,170,,,4-3,1500,8,3=4,630,4,3=4,150,1,1=4,210,4,1=3,150,2,4-3-1,6150,28,1=3=4,420,1
202608061806,2026-08-06,18,06R,13:10,2026-08-06T13:18:26.182916+09:00,5,1260,5,250,2,170,,,5-2,7740,24,2=5,2020,10,2=5,440,11,1=5,310,5,1=2,180,1,5-2-1,30110,78,1=2=5,1230,7
202608060206,2026-08-06,02,06R,13:14,2026-08-06T13:22:27.005856+09:00,4,330,4,110,2,200,,,4-2,810,2,2=4,430,2,2=4,180,2,3=4,190,3,2=3,210,5,4-2-3,2090,4,2=3=4,580,2
202608061410,2026-08-06,14,10R,13:18,2026-08-06T13:26:23.857246+09:00,5,110,5,110,4,330,,,5-4,900,3,4=5,910,4,4=5,300,6,1=5,220,2,1=4,230,3,5-4-1,5450,18,1=4=5,1220,6
202608061706,2026-08-06,17,06R,13:21,2026-08-06T13:30:26.484836+09:00,3,150,3,100,1,110,,,3-1,430,2,1=3,160,1,1=3,110,1,3=5,140,2,1=5,180,4,3-1-5,710,1,1=3=5,270,1
202608060404,2026-08-06,04,04R,13:24,2026-08-06T13:32:17.574112+09:00,4,240,4,100,5,140,,,4-5,590,1,4=5,490,1,4=5,210,2,1=4,290,4,1=5,580,12,4-5-1,3570,8,1=4=5,1130,5
202608060907,2026-08-06,09,07R,13:29,2026-08-06T13:36:29.051299+09:00,1,140,1,110,2,100,,,1-2,250,1,1=2,150,1,1=2,100,1,1=4,120,3,2=4,100,2,1-2-4,360,1,1=2=4,110,1
202608061011,2026-08-06,10,11R,13:34,2026-08-06T13:42:24.072724+09:00,5,800,5,160,2,120,,,5-2,3100,12,2=5,1200,5,2=5,280,4,5=6,1440,14,2=6,700,10,5-2-6,15910,57,2=5=6,2590,12
202608061807,2026-08-06,18,07R,13:41,2026-08-06T13:50:24.450170+09:00,5,1340,5,380,1,100,,,5-1,3030,13,1=5,1180,5,1=5,350,6,3=5,530,10,1=3,300,4,5-1-3,18830,66,1=3=5,1650,7
202608060207,2026-08-06,02,07R,13:45,2026-08-06T13:52:25.206591+09:00,1,130,1,140,2,260,,,1-2,320,2,1=2,270,1,1=2,220,4,1=3,160,1,2=3,270,7,1-2-3,690,2,1=2=3,310,1
202608061411,2026-08-06,14,11R,13:50,2026-08-06T14:00:42.514548+09:00,3,170,3,100,4,330,,,3-4,1630,7,3=4,820,4,3=4,520,8,1=3,180,2,1=4,340,5,3-4-1,6310,27,1=3=4,960,5
202608061707,2026-08-06,17,07R,13:53,2026-08-06T14:00:42.514548+09:00,1,380,1,190,4,420,,,1-4,2080,10,1=4,1000,6,1=4,320,5,1=5,320,5,4=5,330,7,1-4-5,7680,27,1=4=5,2670,8
202608060405,2026-08-06,04,05R,13:55,2026-08-06T14:04:24.850846+09:00,2,250,2,160,1,170,,,2-1,710,2,1=2,440,2,1=2,220,2,2=3,190,1,1=3,290,7,2-1-3,2310,5,1=2=3,470,1
