レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),電話投票締切予定,1枠_艇番,1枠_登録番号,1枠_選手名,1枠_年齢,1枠_支部,1枠_体重,1枠_級別,1枠_全国勝率,1枠_全国2連対率,1枠_当地勝率,1枠_当地2連対率,1枠_モーター番号,1枠_モーター2連対率,1枠_ボート番号,1枠_ボート2連対率,1枠_今節成績_1-1,1枠_今節成績_1-2,1枠_今節成績_2-1,1枠_今節成績_2-2,1枠_今節成績_3-1,1枠_今節成績_3-2,1枠_今節成績_4-1,1枠_今節成績_4-2,1枠_今節成績_5-1,1枠_今節成績_5-2,1枠_今節成績_6-1,1枠_今節成績_6-2,1枠_早見,2枠_艇番,2枠_登録番号,2枠_選手名,2枠_年齢,2枠_支部,2枠_体重,2枠_級別,2枠_全国勝率,2枠_全国2連対率,2枠_当地勝率,2枠_当地2連対率,2枠_モーター番号,2枠_モーター2連対率,2枠_ボート番号,2枠_ボート2連対率,2枠_今節成績_1-1,2枠_今節成績_1-2,2枠_今節成績_2-1,2枠_今節成績_2-2,2枠_今節成績_3-1,2枠_今節成績_3-2,2枠_今節成績_4-1,2枠_今節成績_4-2,2枠_今節成績_5-1,2枠_今節成績_5-2,2枠_今節成績_6-1,2枠_今節成績_6-2,2枠_早見,3枠_艇番,3枠_登録番号,3枠_選手名,3枠_年齢,3枠_支部,3枠_体重,3枠_級別,3枠_全国勝率,3枠_全国2連対率,3枠_当地勝率,3枠_当地2連対率,3枠_モーター番号,3枠_モーター2連対率,3枠_ボート番号,3枠_ボート2連対率,3枠_今節成績_1-1,3枠_今節成績_1-2,3枠_今節成績_2-1,3枠_今節成績_2-2,3枠_今節成績_3-1,3枠_今節成績_3-2,3枠_今節成績_4-1,3枠_今節成績_4-2,3枠_今節成績_5-1,3枠_今節成績_5-2,3枠_今節成績_6-1,3枠_今節成績_6-2,3枠_早見,4枠_艇番,4枠_登録番号,4枠_選手名,4枠_年齢,4枠_支部,4枠_体重,4枠_級別,4枠_全国勝率,4枠_全国2連対率,4枠_当地勝率,4枠_当地2連対率,4枠_モーター番号,4枠_モーター2連対率,4枠_ボート番号,4枠_ボート2連対率,4枠_今節成績_1-1,4枠_今節成績_1-2,4枠_今節成績_2-1,4枠_今節成績_2-2,4枠_今節成績_3-1,4枠_今節成績_3-2,4枠_今節成績_4-1,4枠_今節成績_4-2,4枠_今節成績_5-1,4枠_今節成績_5-2,4枠_今節成績_6-1,4枠_今節成績_6-2,4枠_早見,5枠_艇番,5枠_登録番号,5枠_選手名,5枠_年齢,5枠_支部,5枠_体重,5枠_級別,5枠_全国勝率,5枠_全国2連対率,5枠_当地勝率,5枠_当地2連対率,5枠_モーター番号,5枠_モーター2連対率,5枠_ボート番号,5枠_ボート2連対率,5枠_今節成績_1-1,5枠_今節成績_1-2,5枠_今節成績_2-1,5枠_今節成績_2-2,5枠_今節成績_3-1,5枠_今節成績_3-2,5枠_今節成績_4-1,5枠_今節成績_4-2,5枠_今節成績_5-1,5枠_今節成績_5-2,5枠_今節成績_6-1,5枠_今節成績_6-2,5枠_早見,6枠_艇番,6枠_登録番号,6枠_選手名,6枠_年齢,6枠_支部,6枠_体重,6枠_級別,6枠_全国勝率,6枠_全国2連対率,6枠_当地勝率,6枠_当地2連対率,6枠_モーター番号,6枠_モーター2連対率,6枠_ボート番号,6枠_ボート2連対率,6枠_今節成績_1-1,6枠_今節成績_1-2,6枠_今節成績_2-1,6枠_今節成績_2-2,6枠_今節成績_3-1,6枠_今節成績_3-2,6枠_今節成績_4-1,6枠_今節成績_4-2,6枠_今節成績_5-1,6枠_今節成績_5-2,6枠_今節成績_6-1,6枠_今節成績_6-2,6枠_早見
202307052401,ルーキーシリーズスカパー・ＪＬＣ杯オール進入固定,第5日,2023-07-05,ボートレース大村,1R,一般 進入固定 Ｈ１８０,ｍ電,15:23,1,4969,町田洸希,32,長崎,52.0,B1,4.59,24.21,4.65,26.02,67,42.86,26,23.08,1,6,3,,,,2,,,,,,24,2,4991,宗行治哉,25,広島,51.0,B1,5.14,33.66,5.24,34.55,62,57.14,62,62.5,2,3,1,,,,5,,,,,,34,3,5082,一色凌雅,24,愛知,58.0,B1,4.46,23.88,4.0,26.32,47,16.67,37,30.77,4,6,6,,,,2,2,3,,,,12,4,5240,高橋龍治,23,福岡,55.0,B2,1.68,,,,59,62.5,34,28.57,6,,,,,,5,,,,,,665,5,5261,岡 暢祐,25,長崎,51.0,B2,1.31,,1.31,,11,27.27,44,57.14,6,,,,,,6,,,,,,S66,6,5276,大島隆乃,21,福岡,52.0,B2,2.09,2.3,2.11,,38,14.29,18,35.71,3,,,,,,5,4,4,,,,5
202307052402,ルーキーシリーズスカパー・ＪＬＣ杯オール進入固定,第5日,2023-07-05,ボートレース大村,2R,一般 進入固定 Ｈ１８０,ｍ電,15:47,1,5145,島川海輝,20,山口,52.0,B1,5.0,31.43,1.29,,53,,19,40.0,1,2,5,,,,2,2,4,,,,10,2,5126,山下大輝,26,兵庫,51.0,B1,4.43,22.62,5.43,42.86,74,16.67,49,,1,5,4,,,,3,6,5,,,,,3,5031,渡辺空依,25,福岡,53.0,B1,3.31,8.33,2.0,,54,50.0,16,25.0,4,,,,,,6,6,5,,,,46,4,5196,鰐部太空,21,愛知,54.0,B1,4.46,18.75,,,14,42.86,63,16.67,5,,,,,,4,2,4,,,,56,5,5166,仲道大輔,23,愛知,51.0,B1,5.31,33.78,3.29,,76,,23,28.57,3,,,,,,4,6,1,,,,11,6,5172,田村 慶,22,徳島,52.0,B1,3.75,16.47,,,63,16.67,30,38.46,5,,,,,,1,3,4,,,,16
202307052403,ルーキーシリーズスカパー・ＪＬＣ杯オール進入固定,第5日,2023-07-05,ボートレース大村,3R,一般 進入固定 Ｈ１８０,ｍ電,16:15,1,5011,高木圭大,26,長崎,53.0,B1,3.87,19.1,3.67,12.5,71,37.5,41,75.0,3,,,,,,2,2,3,,,,26,2,5002,上田健太,27,愛知,53.0,A2,5.97,39.47,5.33,33.33,45,42.86,14,23.08,3,4,2,6,1,,3,1,,,,,10,3,5107,松本真広,24,福岡,49.0,B1,3.58,13.75,2.44,7.41,13,8.33,74,57.14,2,6,4,,,,5,,,,,,45,4,4985,井本昌也,26,山口,50.0,A1,5.92,42.06,5.3,31.82,51,42.86,17,8.33,2,1,3,,,,2,1,2,2,,,9,5,5278,田中駿兵,20,徳島,52.0,B2,2.68,9.72,4.17,33.33,37,57.14,76,,6,,,,,,5,,,,,,434,6,4824,松井洪弥,30,三重,51.0,A2,5.92,40.82,5.63,37.5,46,14.29,25,42.86,1,6,4,4,4,,1,2,,,,,
202307052404,ルーキーシリーズスカパー・ＪＬＣ杯オール進入固定,第5日,2023-07-05,ボートレース大村,4R,一般 進入固定 Ｈ１８０,ｍ電,16:40,1,5185,加藤優弥,23,福井,53.0,B1,4.14,17.58,,,58,25.0,70,66.67,2,,,,,,4,,,,,,5564,2,5105,富田恕生,24,福岡,53.0,B1,4.73,23.46,4.0,27.27,43,28.57,33,,3,3,5,,,,4,2,3,,,,,3,5092,篠原晟弥,22,福岡,52.0,A2,5.55,36.05,4.36,26.42,39,57.14,65,83.33,4,,,,,,1,1,3,2,2,5,9,4,5275,松田淳平,21,三重,53.0,B1,2.47,2.74,,,61,66.67,43,33.33,5,,,,,,4,4,2,,,,63,5,5038,金田智博,25,福井,51.0,A2,5.8,42.25,,,41,28.57,40,22.22,4,4,2,1,1,,1,1,,,,,,6,4966,田川大貴,25,長崎,54.0,A2,5.45,35.51,5.69,35.5,69,57.14,72,50.0,1,2,3,,,,1,6,2,3,,,10
202307052405,ルーキーシリーズスカパー・ＪＬＣ杯オール進入固定,第5日,2023-07-05,ボートレース大村,5R,一般 進入固定 Ｈ１８０,ｍ電,17:10,1,4886,入海 馨,27,岡山,54.0,A1,6.01,41.41,6.48,47.83,15,41.67,61,,1,2,2,3,3,,1,,,,,,9,2,5154,村松栄太,27,広島,52.0,B1,3.45,10.81,1.96,4.0,60,16.67,66,57.14,4,,,,,,5,,,,,,6565,3,4983,前田篤哉,26,愛知,52.0,A1,5.96,40.0,7.0,50.0,50,50.0,73,,1,,,,,,3,5,1,3,2,3,9,4,5055,眞鳥章太,27,長崎,52.0,B1,4.95,33.96,4.74,27.46,49,,69,33.33,4,,,,,,3,3,1,4,5,,12,5,5240,高橋龍治,23,福岡,55.0,B2,1.68,,,,59,62.5,34,28.57,6,,,,,,5,,,,,,665,6,5042,畑田汰一,24,埼玉,52.0,A2,5.4,34.92,5.78,44.44,12,15.38,31,64.29,2,1,1,,,,3,3,1,2,,,10
202307052407,ルーキーシリーズスカパー・ＪＬＣ杯オール進入固定,第5日,2023-07-05,ボートレース大村,7R,一般 進入固定 Ｈ１８０,ｍ電,18:04,1,4907,小池修平,28,大阪,53.0,A1,7.24,55.34,6.97,48.28,52,50.0,27,23.08,1,3,2,,,,5,1,1,2,,,10,2,5099,原田俊法,27,広島,50.0,B2,2.34,8.62,,,64,,24,25.0,4,,,,,,6,2,3,,,,66,3,5077,滝沢 崚,26,埼玉,49.0,B1,3.82,14.52,,,73,16.67,22,30.77,6,5,1,,,,5,5,4,,,,,4,4914,吉田裕平,26,愛知,50.0,A1,7.31,55.32,6.85,51.85,36,28.57,64,42.86,2,1,3,,,,2,1,2,1,,,11,5,5060,数原 魁,26,兵庫,51.0,A2,5.17,30.12,4.78,22.22,17,76.92,35,22.22,5,2,4,3,1,,4,3,,,,,12,6,5278,田中駿兵,20,徳島,52.0,B2,2.68,9.72,4.17,33.33,37,57.14,76,,6,,,,,,5,,,,,,434
202307052408,ルーキーシリーズスカパー・ＪＬＣ杯オール進入固定,第5日,2023-07-05,ボートレース大村,8R,一般 進入固定 Ｈ１８０,ｍ電,18:33,1,5015,高橋竜矢,25,広島,51.0,A1,7.25,54.1,5.84,35.14,65,57.14,20,53.85,3,4,2,1,1,,1,1,,,,,,2,4986,西山祐希,26,兵庫,52.0,B1,3.65,13.51,,,75,42.86,68,,2,5,1,,,,6,,,,,,53,3,4718,北川太一,30,佐賀,52.0,A1,6.58,49.07,5.98,38.46,66,,36,9.09,2,6,3,5,3,,1,2,,,,,,4,5048,眞鳥康太,29,長崎,55.0,B1,5.39,32.61,4.53,21.21,40,,13,,4,5,3,,,,6,,,,,,15,5,5276,大島隆乃,21,福岡,52.0,B2,2.09,2.3,2.11,,38,14.29,18,35.71,3,,,,,,5,4,4,,,,5,6,5018,竹下大樹,24,福岡,54.0,A2,6.03,44.78,6.73,56.1,16,23.08,38,46.15,5,,,,,,1,5,,,,,3
202307052409,ルーキーシリーズスカパー・ＪＬＣ杯オール進入固定,第5日,2023-07-05,ボートレース大村,9R,準優勝戦 進入固定 Ｈ１８０,ｍ電,19:04,1,4985,井本昌也,26,山口,50.0,A1,5.92,42.06,5.3,31.82,51,42.86,17,8.33,2,1,3,,,,2,1,2,2,,,3,2,4886,入海 馨,27,岡山,54.0,A1,6.01,41.41,6.48,47.83,15,41.67,61,,1,2,2,3,3,,1,,,,,,5,3,5166,仲道大輔,23,愛知,51.0,B1,5.31,33.78,3.29,,76,,23,28.57,3,,,,,,4,6,1,,,,11,4,4983,前田篤哉,26,愛知,52.0,A1,5.96,40.0,7.0,50.0,50,50.0,73,,1,,,,,,3,5,1,3,2,3,5,5,5092,篠原晟弥,22,福岡,52.0,A2,5.55,36.05,4.36,26.42,39,57.14,65,83.33,4,,,,,,1,1,3,2,2,5,4,6,4969,町田洸希,32,長崎,52.0,B1,4.59,24.21,4.65,26.02,67,42.86,26,23.08,1,6,3,,,,2,,,,,,24
202307052411,ルーキーシリーズスカパー・ＪＬＣ杯オール進入固定,第5日,2023-07-05,ボートレース大村,11R,準優勝戦 進入固定 Ｈ１８０,ｍ電,20:07,1,4914,吉田裕平,26,愛知,50.0,A1,7.31,55.32,6.85,51.85,36,28.57,64,42.86,2,1,3,,,,2,1,2,1,,,7,2,5015,高橋竜矢,25,広島,51.0,A1,7.25,54.1,5.84,35.14,65,57.14,20,53.85,3,4,2,1,1,,8,,,,,,,3,5038,金田智博,25,福井,51.0,A2,5.8,42.25,,,41,28.57,40,22.22,4,4,2,1,1,,4,,,,,,,4,4991,宗行治哉,25,広島,51.0,B1,5.14,33.66,5.24,34.55,62,57.14,62,62.5,2,3,1,,,,5,,,,,,34,5,5011,高木圭大,26,長崎,53.0,B1,3.87,19.1,3.67,12.5,71,37.5,41,75.0,3,,,,,,2,2,3,,,,26,6,4977,馬野 耀,29,大阪,55.0,A2,5.68,37.18,5.64,24.0,48,14.29,21,35.71,1,5,6,2,2,,4,2,,,,,6
202307052412,ルーキーシリーズスカパー・ＪＬＣ杯オール進入固定,第5日,2023-07-05,ボートレース大村,12R,一般 進入固定 Ｈ１８０,ｍ電,20:38,1,5060,数原 魁,26,兵庫,51.0,A2,5.17,30.12,4.78,22.22,17,76.92,35,22.22,5,2,4,3,1,,4,3,,,,,7,2,4824,松井洪弥,30,三重,51.0,A2,5.92,40.82,5.63,37.5,46,14.29,25,42.86,1,6,4,4,4,,3,,,,,,,3,5005,石田貴洋,27,埼玉,52.0,A2,5.13,25.53,7.2,60.0,56,33.33,48,28.57,3,,,,,,2,4,4,3,,,6,4,5082,一色凌雅,24,愛知,58.0,B1,4.46,23.88,4.0,26.32,47,16.67,37,30.77,4,6,6,,,,2,2,3,,,,1,5,4718,北川太一,30,佐賀,52.0,A1,6.58,49.07,5.98,38.46,66,,36,9.09,2,6,3,5,3,,8,,,,,,,6,5055,眞鳥章太,27,長崎,52.0,B1,4.95,33.96,4.74,27.46,49,,69,33.33,4,,,,,,3,3,1,4,5,,5
